iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
43,0.0,0.0,0.25,0.0,0.25,1.8,0.0,0.0,0.0,0.0,0.41
44,0.0,0.0,0.0,0.0,0.0,1.6,0.0,2.5,0.25,0.0,0.0
45,0.0,0.0,0.0,0.25,0.25,1.6,0.0,0.0,0.25,0.5,2.07
46,0.0,0.0,0.0,0.0,0.25,2.4000000000000004,0.0,0.0,0.0,0.0,2.43
47,0.0,0.0,0.0,0.0,0.0,3.2,0.0,2.25,0.0,0.0,0.01
48,0.0,0.25,0.0,0.0,0.0,1.8,0.0,0.25,0.0,0.25,0.61
49,0.0,0.0,0.0,0.25,0.0,1.8,0.0,0.0,0.0,0.5,2.56
50,0.0,0.25,0.0,0.25,0.0,2.4000000000000004,0.0,0.0,0.0,0.25,3.76
51,0.0,0.25,0.0,0.25,0.0,1.8,0.0,0.0,0.0,0.0,2.62
52,0.0,0.0,0.0,0.0,0.25,1.8,0.0,0.0,0.0,0.25,2.59
53,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.25,2.3
54,0.0,0.0,0.0,0.25,0.25,2.4000000000000004,0.0,0.0,0.0,0.25,3.22
55,0.0,0.0,0.0,0.25,0.0,1.8,0.0,0.0,0.0,0.25,2.14
56,0.0,0.25,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.25,3.09
57,0.0,0.25,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.5,3.69
58,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,1.7
59,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.25,1.9
60,0.0,0.25,0.0,0.0,0.25,2.2,0.0,0.0,0.0,0.5,5.4
61,0.0,0.25,0.0,0.0,0.25,1.8,0.0,1.25,0.0,0.5,0.01
62,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,0.0,0.0,0.0,0.5,2.75
63,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.25,2.03
64,0.0,0.25,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.5,4.1
65,0.25,0.25,0.25,0.75,0.0,1.8,0.0,0.25,0.75,0.5,0.06
66,0.0,0.25,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.5,3.43
67,0.0,0.25,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,3.43
68,0.0,0.0,0.0,0.0,0.25,3.2,0.0,0.0,0.0,0.25,3.13
69,0.5,0.0,0.75,0.25,0.75,1.6,0.25,0.25,0.25,0.5,0.03
70,0.5,0.0,0.5,0.75,0.25,2.2,0.5,0.0,0.0,1.0,0.06
71,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,2.38
72,0.0,0.0,0.0,0.25,0.25,1.8,0.0,0.0,0.0,0.25,2.76
73,0.0,0.25,0.0,0.25,0.0,2.2,0.0,0.0,0.0,0.25,3.63
74,0.0,0.0,0.0,0.0,0.0,1.8,0.25,0.0,0.0,0.0,1.44
75,0.0,1.25,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.25,6.09
76,0.25,1.25,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,2.06
77,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.25,2.36
78,0.0,0.25,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1.94
79,0.0,4.25,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,6.38
80,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.44
81,0.0,2.75,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,5.22
82,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.32
83,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,4.08
84,0.0,1.5,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,5.33
85,0.0,1.25,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,5.68
86,0.0,4.25,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,6.59
87,0.0,2.75,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,4.75
88,0.0,4.25,0.0,0.0,0.0,2.2,0.5,0.0,0.0,0.25,2.82
89,0.0,1.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,5.07
90,0.0,2.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.43
91,0.0,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33
92,0.0,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.76
93,0.0,2.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48
94,0.0,4.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,7.42
95,0.0,4.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.47
96,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.32
97,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.09
98,0.0,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.62
99,0.25,2.75,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.53
100,0.0,1.25,0.0,0.25,0.0,2.2,0.0,0.0,0.0,0.0,5.04
101,0.0,4.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.25,7.15
102,0.0,4.0,0.25,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.55
103,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.8
104,0.0,4.0,0.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,7.55
105,0.0,4.0,0.0,0.25,0.0,2.0,0.0,0.0,0.5,0.0,1.25
