pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target,iteration
0.02074830777139991,5.0237271755659,29.49279517609753,-131.82136957466042,426.33325636361565,10.927933781303912,-29.337055016237116,0.03,1
0.49620233682711823,0.8497559151418473,11.45983680604801,-119.96051524836429,2635.6772565979772,47.548201581335825,-166.05058470036485,0.0,2
1.398214782797522,5.731870557538398,77.76085418701794,60.083630251069195,1643.5133491394447,35.12137120340276,-40.868218938720474,0.08,3
1.3888773555289164,8.250455940360476,25.880217044071905,158.5887874295962,2411.219310036953,49.16796241121663,-118.93094726984384,0.0,4
1.0421694229195946,9.455718995592644,47.94485557925714,129.8994923612508,2912.5380362706755,9.277084346723036,-92.47835688717294,0.0,5
1.6644321168531984,3.0533085893286622,76.39891798108509,-41.476885592358656,63.221350780298444,19.852050488683776,20.833777985900895,0.1,6
0.7807779608701984,4.824350549700616,16.60832191843111,158.04272413167865,7.502226246964283,24.863432000978758,-153.75974536751974,0.0,7
1.7237769551159006,1.9292737253802092,-17.115743327835165,-1.20610377543548,902.1965535474405,43.95828267470282,158.80743267796385,0.0,8
0.982515911022362,4.149338808563538,77.23123474502056,67.63392114745903,1639.3597899892277,21.504131536948446,-45.99855572949332,0.11,9
0.24968013357232244,2.6374988205632826,74.67694501571765,82.13533540464579,1644.9376225766641,8.212703727731085,-26.101523083282046,0.01,10
1.6433020042785973,4.006788566101181,16.1990575843056,-125.68991296664552,1674.770982740149,46.68832743277523,-156.0579629907063,0.0,11
0.7000642574418987,2.9730503236967056,72.20046695617695,61.13759920695941,1664.8448784430607,33.45169129060082,-50.94959118114599,0.02,12
1.0085119198437276,1.5901303976926353,45.41048563357802,48.74156201244736,1627.3463459878808,33.48800267032527,-51.61802541532475,0.0,13
0.03293848571634905,7.906791399669682,68.60745480181686,66.84051428180533,1628.0328098172156,35.62011230623744,-59.352997779558876,0.0,14
1.7906624070404247,2.9978462786963336,50.094995923985394,-23.952338840506258,1670.5559040678559,49.26248184376826,123.0589247830269,0.0,15
1.3665773088951216,7.4299434670012445,85.43341763444741,78.45175772560009,1630.3506924331427,8.4812984451001,-65.09569122265546,0.01,16
