iteration,uncertainty
5,1.1799497006150108
6,1.1520037615679328
7,1.4573122870684982
8,1.45436807583225
9,1.462220010130039
10,1.5009198646163624
11,1.4684003825308518
12,1.4074848400439377
13,1.3526113512223754
14,1.3457462481038966
15,1.3421156749998266
16,1.3067885672039683
17,1.30447507903904
18,1.3163198652509658
19,1.3140864976659155
20,1.2883923655082719
21,1.2752224019620417
22,1.2496086940543587
23,1.2769801584761513
24,1.2598985725349487
25,1.2353361932688605
26,1.2220760685332575
27,1.2049682588355173
28,1.2051477301534064
29,1.2420044862545137
30,1.2392316618727781
31,1.2651874688568967
32,1.2457385412854376
33,1.2346650698512305
34,1.2348987686681578
35,1.219072710345166
36,1.2134815994296624
41,1.3850061023796219
42,1.3729897085542626
43,1.3657951131000912
44,1.3597486748210805
45,1.35973872341321
46,1.3894374171315034
47,1.390316843211573
48,1.3834659279677999
49,1.3740194884297525
50,1.3917128799006655
51,1.3787711858319631
52,1.3710780195510994
53,1.3794335016370272
54,1.3714643854483093
55,1.37935634655961
56,1.3672190339232522
57,1.3620010569795458
58,1.3518697536378712
59,1.3404144220668857
60,1.390168827188457
61,1.399364867351768
62,1.3886256128236676
63,1.3816088570451523
64,1.3715945720931646
65,1.36192831612058
66,1.351895739529245
67,1.3871332835389456
68,1.3769122569852874
69,1.3731781839248305
70,1.363394476258011
71,1.3556176065381262
72,1.3475438890874878
73,1.3464179759254682
74,1.3422950481015454
75,1.3359536179267566
80,1.647171778307265
81,1.6557412768192044
82,1.6456267384679406
83,1.6364244448161342
84,1.6407637661603127
85,1.6311088516214975
86,1.6521260347712363
87,1.6453033046488126
88,1.6437551579028717
89,1.6389089445697311
90,1.6297855280761122
91,1.6486856959708638
92,1.6399840879161012
93,1.633542372258528
94,1.6320326778268555
95,1.6398054022253
96,1.6339574053183625
97,1.6311165529841176
98,1.6304307200024954
99,1.627769955660625
100,1.6306827574322091
101,1.6226697588721495
102,1.6362701858624402
103,1.631562085473947
104,1.6258505916464918
105,1.6301274791295872
