iteration,uncertainty
5,2.340174745611961
6,2.3130082444489664
7,2.1451282250813857
8,2.0876893888639176
9,2.071785085324633
10,1.9654781835471997
11,1.878814726592142
12,1.8642065072265748
13,1.7917021789976286
14,1.7939955876108906
15,1.7802874624309666
16,1.9351801585624397
17,1.9033800296569658
18,1.8555856592701108
19,1.8335948253034258
20,1.8404512055471611
21,1.810503864922127
22,1.7977072450326763
23,1.7591631882441565
24,1.7331080096935358
25,1.7073391447148112
26,1.6770476329888815
27,1.6511800833147405
28,1.6299357861866324
29,1.6242781255461762
30,1.6225911448462096
31,1.6108154171141054
32,1.6113666993110036
33,1.6043795493095965
34,1.7297174349714726
35,1.711535747657701
36,1.7646706782192705
41,3.4147833502245573
42,3.3892707677083163
43,3.371284383555918
44,3.3480262262896483
45,3.3166972875999803
46,3.2839441320433354
47,3.2716604049536953
48,3.2583591711934954
49,3.22669094276902
50,3.1962459996064125
51,3.184930282747533
52,3.1567213364097033
53,3.1297360204415607
54,3.102666899883449
55,3.0867263699983565
56,3.062768791644753
57,3.038279251094789
58,3.020589357774796
59,3.0000904715488153
60,2.981655645218513
61,2.9659763743606002
62,2.959126123393851
63,2.9489241220231897
64,2.9406981011354243
65,2.9270115023002536
66,2.91724703589495
67,2.90081542779526
68,2.891450553514093
69,2.8772109027441815
70,2.8675580823967555
71,2.8567210573946404
76,3.3175473427451885
77,3.297163718695737
78,3.2805778298631907
79,3.2614574919616075
80,3.2442887510242944
81,3.253655666718462
82,3.2342406927246716
83,3.2151746400292067
84,3.198026226022254
85,3.1795199411424355
86,3.163874439259634
87,3.1482340318547974
88,3.1313437755647042
89,3.115591108028714
90,3.1006048037175242
91,3.084397240771109
92,3.0738814960820897
93,3.057469107675902
94,3.0472520838584805
95,3.032248472755624
96,3.0166342804730584
97,3.005478823669915
98,2.9902366720443876
99,2.9773292528715563
100,2.963053324950929
101,2.949765493560137
102,2.9366107924593767
103,2.9224549046735833
104,2.9083747372491464
105,2.8959973699735158
