iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target
1,86.99558138855232,111.87437647397576,22.672271360889702,175.28548382015765,-131.29055207069507,0.5202472070519053,4.371040184808848,0.0
2,28.565481702942236,-69.76873984678305,49.452039144646,2708.1766620820536,12.497131697103072,0.048683041419780415,6.6686112561126505,0.0
3,0.5869133557603732,77.0648317860032,36.60120710274606,1369.2484497414073,46.55425559832352,1.6455241300766044,9.33123260656379,0.0
4,-28.46988136084578,-145.49199589382343,16.487706572088932,1882.807082514053,-58.540284080024165,1.2131756229861015,3.8174018301424737,0.0
5,47.433858809816215,5.035363331775727,2.612569260516189,708.4873234320711,134.94290499052715,0.9898855615468491,0.5104626232102882,0.01
6,84.92372507849882,-171.9531610608101,22.69273901113957,1053.9688677632403,101.85078683882705,0.8058506846427917,0.37500142324841246,0.02
7,59.47409779051357,-109.3787453931769,5.4625848407082565,326.14727318286896,80.16731381041842,1.2153873443603516,1.2830356960583391,0.0
8,82.2242707740082,-152.20272532335122,21.294444904786076,291.15129042034175,-9.069060749228015,0.3771289906552199,5.445508235731605,0.0
9,50.91970025619639,-174.81313251943178,2.9811728759579825,1737.4091139200023,115.27586153706068,1.6257046498797236,1.4280377530626536,0.0
10,71.40852734337139,-130.7876240109078,11.989535411777046,183.0753808179143,45.5610933929527,0.3997718180930106,1.1873468498133983,0.0
11,49.43196374644545,-173.0732988323443,6.772655766072131,1332.9656243998197,126.87366671005003,1.7051881551742554,1.5091389308868595,0.0
12,78.04457254725922,-150.24788156279516,12.305355817079544,183.76321345567703,54.840573557244056,0.4421533942222595,0.6573193301658861,0.0
13,63.440624681327506,95.88995859508447,3.0782857995663715,998.0735157549866,178.265079185567,0.6668664713573341,0.5730113291118395,0.0
14,73.68514831500372,-111.77737106257885,15.399482983223406,935.052436693301,153.4522685971623,0.7616649791390108,0.5653683085296045,0.0
15,82.44332259504715,-162.10773476309512,21.004275416338743,429.0379985549271,83.78195380398853,0.7123333784010547,4.309411024144076,0.0
16,82.7262437850003,-167.6802087669404,22.809371361983672,1291.0512603128384,117.63577578291483,0.26606164982333036,0.44372204210975236,0.01
17,84.27688514252613,-158.8154810713945,22.237247423620477,276.62463320897024,71.07362477594933,0.4243779694369582,1.9552229556691607,0.0
18,83.14391414173333,-169.33997284903876,22.825742906555575,1129.1060246597171,116.96527389473835,0.2684604660558193,1.3841195581050076,0.01
19,79.52008795650984,-157.34113735242525,25.472224934082572,938.9712594900553,81.09538153173452,0.7296190735974506,1.1820975860909548,0.0
20,77.28255997242795,-126.42305370331732,18.230223012117655,331.8567885967171,99.37004000180059,0.447830461490141,0.5470587682348074,0.0
21,89.53897415526018,-176.31046380731144,19.653758499509635,1083.5523442890099,111.34469246704543,0.5355765488237229,0.2731440906528452,0.03
22,89.04350493880406,-162.3954378551987,16.266256284012858,1076.3891216841719,108.11285292839852,0.39131859540850017,0.36486887443820504,0.01
