iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,cum_regret_0,cum_regret_1,cum_regret_2,cum_regret_3,cum_regret_4,cum_regret_5,cum_regret_6,cum_regret_7,cum_regret_8,cum_regret_9,mean_cum_regret,std_cum_regret
1,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.004,0.0051639777949432225,100.0,100.0,100.0,99.99,99.99,99.99,100.0,99.99,100.0,100.0,99.99600000000001,0.0051639777949458645,100.0,100.0,100.0,99.99,99.99,99.99,100.0,99.99,100.0,100.0,99.99600000000001,0.0051639777949458645
2,0.01,0.04,1.51,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.162,0.4737509894448771,99.99,99.96,98.49,99.99,99.99,99.99,99.99,99.99,100.0,99.99,99.838,0.47375098944487715,199.99,199.95999999999998,198.49,199.98,199.98,199.98,199.99,199.98,200.0,199.99,199.834,0.478914967239823
3,0.01,0.04,1.51,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.162,0.4737509894448771,99.99,99.96,98.49,99.99,99.99,99.99,99.99,99.99,100.0,99.99,99.838,0.47375098944487715,299.98,299.91999999999996,296.98,299.96999999999997,299.96999999999997,299.96999999999997,299.98,299.96999999999997,300.0,299.98,299.672,0.9526659566847002
4,0.01,0.04,1.51,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.162,0.4737509894448771,99.99,99.96,98.49,99.99,99.99,99.99,99.99,99.99,100.0,99.99,99.838,0.47375098944487715,399.97,399.87999999999994,395.47,399.96,399.96,399.96,399.97,399.96,400.0,399.97,399.51,1.4264169461295775
5,0.01,0.04,1.51,0.01,0.01,0.01,0.8,0.01,0.01,0.01,0.24199999999999994,0.5095488200359216,99.99,99.96,98.49,99.99,99.99,99.99,99.2,99.99,99.99,99.99,99.75800000000001,0.5095488200359206,499.96000000000004,499.8399999999999,493.96000000000004,499.95,499.95,499.95,499.17,499.95,499.99,499.96000000000004,499.26800000000003,1.935965766165498
6,0.01,0.04,1.51,0.23,0.01,0.01,0.8,0.83,0.02,0.01,0.34700000000000003,0.5228352194206762,99.99,99.96,98.49,99.77,99.99,99.99,99.2,99.17,99.98,99.99,99.65299999999999,0.5228352194206753,599.95,599.8,592.45,599.72,599.9399999999999,599.9399999999999,598.37,599.12,599.97,599.95,598.921,2.4588009855861737
7,0.01,0.04,1.51,0.23,0.01,0.01,0.8,3.51,0.02,0.01,0.615,1.1310393450273954,99.99,99.96,98.49,99.77,99.99,99.99,99.2,96.49,99.98,99.99,99.385,1.131039345027396,699.94,699.76,690.94,699.49,699.93,699.93,697.57,695.61,699.95,699.94,698.306,3.5898403306135696
8,0.01,0.04,1.51,0.23,0.01,0.01,0.8,3.51,0.02,0.06,0.6199999999999999,1.1281745333846964,99.99,99.96,98.49,99.77,99.99,99.99,99.2,96.49,99.98,99.94,99.38,1.128174533384697,799.9300000000001,799.72,789.4300000000001,799.26,799.92,799.92,796.7700000000001,792.1,799.9300000000001,799.8800000000001,797.686,4.718014863998267
9,2.98,0.04,1.51,0.23,0.01,0.45,0.8,3.51,0.02,0.06,0.9610000000000001,1.297283058292728,97.02,99.96,98.49,99.77,99.99,99.55,99.2,96.49,99.98,99.94,99.03900000000002,1.2972830582927288,896.95,899.6800000000001,887.9200000000001,899.03,899.91,899.4699999999999,895.9700000000001,888.59,899.9100000000001,899.8200000000002,896.725,6.015297922290996
10,2.98,0.04,1.51,0.23,0.02,0.45,0.8,3.51,0.02,0.06,0.962,1.296472136221986,97.02,99.96,98.49,99.77,99.98,99.55,99.2,96.49,99.98,99.94,99.03800000000001,1.2964721362219878,993.97,999.6400000000001,986.4100000000001,998.8,999.89,999.0199999999999,995.1700000000002,985.08,999.8900000000001,999.7600000000002,995.763,7.311770058512984
11,2.98,0.04,1.51,0.23,3.61,0.45,0.8,3.51,0.02,0.06,1.3210000000000002,1.489343255711501,97.02,99.96,98.49,99.77,96.39,99.55,99.2,96.49,99.98,99.94,98.679,1.4893432557115016,1090.99,1099.6000000000001,1084.9,1098.57,1096.28,1098.57,1094.3700000000001,1081.57,1099.8700000000001,1099.7000000000003,1094.442,8.801113314224486
12,2.98,0.04,1.51,0.23,3.61,0.45,0.8,20.14,0.02,0.06,2.984,6.161444996463448,97.02,99.96,98.49,99.77,96.39,99.55,99.2,79.86,99.98,99.94,97.016,6.161444996463446,1188.01,1199.5600000000002,1183.39,1198.34,1192.67,1198.12,1193.5700000000002,1161.4299999999998,1199.8500000000001,1199.6400000000003,1191.458,14.962558310687932
13,2.98,0.14,1.51,30.61,3.61,0.45,2.42,20.14,0.02,0.06,6.194000000000001,10.483905336806083,97.02,99.86,98.49,69.39,96.39,99.55,97.58,79.86,99.98,99.94,93.806,10.483905336806083,1285.03,1299.42,1281.88,1267.73,1289.0600000000002,1297.6699999999998,1291.15,1241.2899999999997,1299.8300000000002,1299.5800000000004,1285.2640000000001,25.446463647494014
14,2.98,0.14,1.51,30.61,3.61,0.45,2.42,20.14,0.02,0.06,6.194000000000001,10.483905336806083,97.02,99.86,98.49,69.39,96.39,99.55,97.58,79.86,99.98,99.94,93.806,10.483905336806083,1382.05,1399.28,1380.3700000000001,1337.1200000000001,1385.4500000000003,1397.2199999999998,1388.73,1321.1499999999996,1399.8100000000002,1399.5200000000004,1379.0700000000002,35.930368984300095
15,2.98,0.14,1.51,30.61,3.61,0.45,2.42,20.14,0.02,0.06,6.194000000000001,10.483905336806083,97.02,99.86,98.49,69.39,96.39,99.55,97.58,79.86,99.98,99.94,93.806,10.483905336806083,1479.07,1499.1399999999999,1478.8600000000001,1406.5100000000002,1481.8400000000004,1496.7699999999998,1486.31,1401.0099999999995,1499.7900000000002,1499.4600000000005,1472.8760000000002,46.41427432110618
16,2.98,0.14,1.51,30.61,3.61,0.45,2.42,21.9,0.02,0.06,6.370000000000001,10.75529946894398,97.02,99.86,98.49,69.39,96.39,99.55,97.58,78.1,99.98,99.94,93.63,10.755299468943981,1576.09,1598.9999999999998,1577.3500000000001,1475.9000000000003,1578.2300000000005,1596.3199999999997,1583.8899999999999,1479.1099999999994,1599.7700000000002,1599.4000000000005,1566.5060000000003,57.16957379005016
17,2.98,0.14,1.51,30.61,3.61,0.45,2.57,21.9,0.02,0.06,6.385000000000001,10.74928137132897,97.02,99.86,98.49,69.39,96.39,99.55,97.43,78.1,99.98,99.94,93.61499999999998,10.74928137132897,1673.11,1698.8599999999997,1675.8400000000001,1545.2900000000004,1674.6200000000006,1695.8699999999997,1681.32,1557.2099999999994,1699.7500000000002,1699.3400000000006,1660.1210000000003,67.91885516137913
18,2.98,0.14,1.51,30.61,3.61,0.45,2.57,21.9,0.02,0.06,6.385000000000001,10.74928137132897,97.02,99.86,98.49,69.39,96.39,99.55,97.43,78.1,99.98,99.94,93.61499999999998,10.74928137132897,1770.1299999999999,1798.7199999999996,1774.3300000000002,1614.6800000000005,1771.0100000000007,1795.4199999999996,1778.75,1635.3099999999993,1799.7300000000002,1799.2800000000007,1753.7360000000003,78.6681365327081
19,2.98,0.3,1.51,30.61,3.61,0.45,2.57,21.9,0.02,0.06,6.401000000000001,10.739067257241457,97.02,99.7,98.49,69.39,96.39,99.55,97.43,78.1,99.98,99.94,93.599,10.739067257241457,1867.1499999999999,1898.4199999999996,1872.8200000000002,1684.0700000000006,1867.4000000000008,1894.9699999999996,1876.18,1713.4099999999992,1899.7100000000003,1899.2200000000007,1847.3350000000003,89.40720378994956
20,2.98,0.3,1.51,30.61,3.61,0.45,2.57,21.9,0.02,0.06,6.401000000000001,10.739067257241457,97.02,99.7,98.49,69.39,96.39,99.55,97.43,78.1,99.98,99.94,93.599,10.739067257241457,1964.1699999999998,1998.1199999999997,1971.3100000000002,1753.4600000000007,1963.7900000000009,1994.5199999999995,1973.6100000000001,1791.509999999999,1999.6900000000003,1999.1600000000008,1940.9340000000002,100.14627104719102
21,4.37,0.32,32.91,30.61,3.61,0.45,2.57,21.9,0.03,0.06,9.682999999999998,13.337868437064612,95.63,99.68,67.09,69.39,96.39,99.55,97.43,78.1,99.97,99.94,90.31699999999998,13.337868437064614,2059.7999999999997,2097.7999999999997,2038.4,1822.8500000000008,2060.1800000000007,2094.0699999999997,2071.04,1869.609999999999,2099.6600000000003,2099.100000000001,2031.2510000000002,113.48413948425564
22,4.37,0.35,32.91,30.61,3.61,0.89,2.57,21.9,0.03,0.06,9.729999999999999,13.30235651638043,95.63,99.65,67.09,69.39,96.39,99.11,97.43,78.1,99.97,99.94,90.27000000000001,13.30235651638043,2155.43,2197.45,2105.4900000000002,1892.240000000001,2156.5700000000006,2193.18,2168.47,1947.709999999999,2199.63,2199.040000000001,2121.521,126.78649600063606
23,4.37,0.35,32.91,30.61,3.61,0.89,3.09,21.9,0.03,0.06,9.782,13.27223986790139,95.63,99.65,67.09,69.39,96.39,99.11,96.91,78.1,99.97,99.94,90.218,13.272239867901389,2251.06,2297.1,2172.5800000000004,1961.630000000001,2252.9600000000005,2292.29,2265.3799999999997,2025.8099999999988,2299.6,2298.980000000001,2211.739,140.05873586853744
24,4.37,5.7,32.91,30.61,3.61,0.89,3.39,21.9,0.05,0.06,10.349,12.933769279594317,95.63,94.3,67.09,69.39,96.39,99.11,96.61,78.1,99.95,99.94,89.651,12.933769279594319,2346.69,2391.4,2239.6700000000005,2031.0200000000011,2349.3500000000004,2391.4,2361.99,2103.909999999999,2399.5499999999997,2398.920000000001,2301.39,152.99250514813176
25,4.37,5.7,32.91,30.61,3.61,0.89,3.39,21.9,0.05,0.06,10.349,12.933769279594317,95.63,94.3,67.09,69.39,96.39,99.11,96.61,78.1,99.95,99.94,89.651,12.933769279594319,2442.32,2485.7000000000003,2306.7600000000007,2100.410000000001,2445.7400000000002,2490.51,2458.6,2182.009999999999,2499.4999999999995,2498.860000000001,2391.0409999999997,165.92627442772607
26,4.37,5.7,32.91,30.61,3.61,1.07,3.39,21.9,0.05,0.06,10.367,12.91925956770657,95.63,94.3,67.09,69.39,96.39,98.93,96.61,78.1,99.95,99.94,89.63300000000001,12.919259567706572,2537.9500000000003,2580.0000000000005,2373.850000000001,2169.800000000001,2542.13,2589.44,2555.21,2260.1099999999988,2599.4499999999994,2598.800000000001,2480.6739999999995,178.84553399543265
27,4.37,5.7,32.91,30.61,3.61,3.88,3.39,21.9,0.05,0.15,10.657,12.715363454411271,95.63,94.3,67.09,69.39,96.39,96.12,96.61,78.1,99.95,99.85,89.343,12.715363454411273,2633.5800000000004,2674.3000000000006,2440.940000000001,2239.190000000001,2638.52,2685.56,2651.82,2338.2099999999987,2699.399999999999,2698.650000000001,2570.0169999999994,191.5608974498439
28,4.37,5.7,32.91,30.61,3.61,5.08,24.71,21.9,0.05,0.15,12.909000000000002,13.05655173977162,95.63,94.3,67.09,69.39,96.39,94.92,75.28999999999999,78.1,99.95,99.85,87.091,13.05655173977162,2729.2100000000005,2768.600000000001,2508.030000000001,2308.580000000001,2734.91,2780.48,2727.11,2416.3099999999986,2799.349999999999,2798.500000000001,2657.1079999999993,204.6174491896155
29,4.37,5.7,32.91,30.61,3.61,5.08,29.73,21.9,0.05,0.15,13.411000000000001,13.643982352833957,95.63,94.3,67.09,69.39,96.39,94.92,70.27,78.1,99.95,99.85,86.589,13.643982352833957,2824.8400000000006,2862.900000000001,2575.1200000000013,2377.9700000000007,2831.2999999999997,2875.4,2797.38,2494.4099999999985,2899.299999999999,2898.350000000001,2743.696999999999,218.26143154244946
30,4.37,5.7,32.91,30.61,3.61,5.08,29.73,21.9,0.05,0.15,13.411000000000001,13.643982352833957,95.63,94.3,67.09,69.39,96.39,94.92,70.27,78.1,99.95,99.85,86.589,13.643982352833957,2920.4700000000007,2957.200000000001,2642.2100000000014,2447.3600000000006,2927.6899999999996,2970.32,2867.65,2572.5099999999984,2999.2499999999986,2998.2000000000007,2830.285999999999,231.9054138952834
31,4.37,5.7,32.91,30.61,42.14,5.08,29.73,21.9,0.05,0.15,17.264000000000003,15.833382596414591,95.63,94.3,67.09,69.39,57.86,94.92,70.27,78.1,99.95,99.85,82.73600000000002,15.833382596414591,3016.100000000001,3051.5000000000014,2709.3000000000015,2516.7500000000005,2985.5499999999997,3065.2400000000002,2937.92,2650.6099999999983,3099.1999999999985,3098.0500000000006,2913.021999999999,247.738796491698
32,4.37,5.7,32.91,30.61,42.14,5.08,44.5,21.9,0.05,0.15,18.741000000000003,17.703883095712833,95.63,94.3,67.09,69.39,57.86,94.92,55.5,78.1,99.95,99.85,81.25900000000001,17.703883095712833,3111.730000000001,3145.8000000000015,2776.3900000000017,2586.1400000000003,3043.41,3160.1600000000003,2993.42,2728.709999999998,3199.1499999999983,3197.9000000000005,2994.280999999999,265.44267958741085
33,4.37,8.06,32.91,30.61,42.14,5.08,44.5,21.9,0.05,0.15,18.977,17.525557242686084,95.63,91.94,67.09,69.39,57.86,94.92,55.5,78.1,99.95,99.85,81.02300000000001,17.525557242686084,3207.360000000001,3237.7400000000016,2843.480000000002,2655.53,3101.27,3255.0800000000004,3048.92,2806.809999999998,3299.099999999998,3297.7500000000005,3075.303999999999,282.96823683009694
34,13.58,8.06,32.91,30.61,42.14,5.08,44.5,21.9,0.05,0.15,19.898000000000003,16.903606321334706,86.42,91.94,67.09,69.39,57.86,94.92,55.5,78.1,99.95,99.85,80.10200000000002,16.903606321334706,3293.780000000001,3329.6800000000017,2910.570000000002,2724.92,3159.13,3350.0000000000005,3104.42,2884.909999999998,3399.049999999998,3397.6000000000004,3155.405999999999,299.8718431514317
35,13.58,8.06,32.91,59.55,42.14,5.08,44.5,21.9,0.05,0.15,22.792000000000005,20.93739068959857,86.42,91.94,67.09,40.45,57.86,94.92,55.5,78.1,99.95,99.85,77.20800000000001,20.93739068959857,3380.200000000001,3421.6200000000017,2977.660000000002,2765.37,3216.9900000000002,3444.9200000000005,3159.92,2963.009999999998,3498.9999999999977,3497.4500000000003,3232.613999999999,320.8092338410302
36,13.58,8.06,39.67,59.55,42.14,5.08,44.5,21.9,0.05,0.15,23.468000000000004,21.404288666838085,86.42,91.94,60.33,40.45,57.86,94.92,55.5,78.1,99.95,99.85,76.53200000000001,21.404288666838085,3466.6200000000013,3513.5600000000018,3037.990000000002,2805.8199999999997,3274.8500000000004,3539.8400000000006,3215.42,3041.109999999998,3598.9499999999975,3597.3,3309.1459999999993,342.21352250786833
37,53.55,33.3,39.67,59.55,42.14,6.31,44.5,21.9,0.05,0.15,30.111999999999995,21.86971310079561,46.45,66.7,60.33,40.45,57.86,93.69,55.5,78.1,99.95,99.85,69.888,21.869713100795607,3513.070000000001,3580.2600000000016,3098.320000000002,2846.2699999999995,3332.7100000000005,3633.5300000000007,3270.92,3119.2099999999978,3698.8999999999974,3697.15,3379.033999999999,364.0832356086639
38,53.55,33.3,39.67,59.55,42.14,9.81,44.5,21.9,0.05,0.37,30.483999999999998,21.436408384905445,46.45,66.7,60.33,40.45,57.86,90.19,55.5,78.1,99.95,99.63,69.516,21.436408384905445,3559.520000000001,3646.9600000000014,3158.650000000002,2886.7199999999993,3390.5700000000006,3723.7200000000007,3326.42,3197.3099999999977,3798.849999999997,3796.78,3448.5499999999993,385.5196439935694
