iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,-8.200254892899814,-28.703688408605434,-2.5168761060645437,-8.233880369086155,-8.98160989562555,-13.483258949806295,-19.767568298107875,0.9635483175331849,-15.017266316273844,-16.658636244856666,1.056691638464745,-3.5428952861480454,-23.271002732753324,-4.321093936712678,-20.778006717654236,1.357
2,9.266757390833675,12.698764631974441,-5.288158130903611,12.328074267873397,-26.017726149546952,-4.737695493914803,-26.735674780656094,-8.593883620130526,-25.173454216969372,-23.642001414936125,-0.16273455107021206,-18.699399969788207,-24.652715784500852,-18.984689646472013,-12.508685749835038,0.729
3,-6.610625770884987,-19.912838686751734,2.0203362607457436,-5.846508222412417,-4.738163999072544,-10.655367444072034,9.68187272207885,-0.9997910561096681,-21.885070074884304,5.037617330357811,18.22755400446276,-4.999581941489161,14.476003197307243,-12.919317366444517,-1.6427936186145367,2.554
4,-8.622701835194498,-8.16263684866005,8.827959249855013,-3.2197913251171855,17.68711134724333,-2.789591992594893,-25.89525388624876,-11.682879916248979,12.542525200225086,-9.68624784760246,-28.63988170525752,-17.641138050132334,-26.642781463152268,19.692600571063643,18.529015668858676,0.709
5,10.01291755662934,0.09085607027336806,8.247993022584076,-21.538727670791104,-15.34883840902801,-3.796656234981789,-12.168785943862055,-27.716051737729998,19.157672267860633,-7.932254032257664,-4.799978031042368,-13.822934123265057,-17.012762362643148,-10.655505733961881,11.600844981725047,1.618
6,6.837352814355647,-11.039471652918127,-29.34913316527247,9.870246951629682,-16.53056012018494,-0.8657555735482738,-28.72245290751536,3.1101009634162864,-10.623828706335924,-5.14631006327437,-9.254708131265637,-12.456404934917977,-2.4511047337790366,18.645534493741245,-24.361189238096426,1.053
7,-14.337073578514321,-27.910114509234496,6.919987931045014,2.8756193829521948,-19.268212680002318,-9.162327990233145,2.1920967074097533,3.0740663357720663,-21.476143325811464,14.082611787427425,8.90040799042341,-23.302289591415448,13.44583132160394,7.438893913842726,9.929282704954048,1.56
8,-2.8327384708048626,-18.958104246926908,15.922932329480027,-0.3957711166811819,-12.688104527242679,-16.81107353599901,15.6957738582566,-9.013226934658963,-2.990424216643458,0.4221078902524802,11.312491421707897,1.1781592281065372,-21.164391920778698,-0.43713236732270744,-5.536691650257044,2.271
9,-2.604610995481167,4.976030989527409,-17.709441804793464,-20.66864272067599,-24.470842610191944,-16.297037373197316,-29.487498030020454,1.467986141479109,-15.241384739012876,-20.63567276490511,-25.235597386959814,-15.812209626737268,-19.25378079346524,-15.719813304454885,-6.42950712651605,0.519
10,-2.525158945579598,12.255655778735083,19.42548503920822,-27.556595688532433,-18.394087428191803,2.165571362411761,-21.926671855416163,13.507294668450072,-19.129878684748704,7.087751944172446,2.651025661555053,9.94427557523148,-28.43762188673692,-18.52129856278274,5.231374956022961,0.801
11,-25.621874549943858,-28.470525840284033,-12.143253315021962,-0.5109004264118084,-27.388863630791988,-26.716816689681124,-27.824940697014217,-10.242462076624811,3.421352300802887,-20.09864440919152,13.813322585207956,-8.38054522775763,0.9820731854982334,-15.478662853250581,0.7627286732138145,0.596
12,17.682998119116135,-7.599264173795518,-19.647508087334288,-8.731635404730678,-7.771286761812114,-4.619125666401931,-3.713337509452103,-27.878540405872695,-21.779045691493998,-7.4886410191313395,5.39855853094604,8.879395415276683,8.855149973482234,-4.861062374538928,17.837379665362377,1.477
13,-13.406314373006207,-5.927091882698338,7.418699967051815,12.891975921975693,-9.276997243354426,12.434225713366168,-7.7714529124645395,5.787354214317716,-29.577581821059013,-28.73992881646255,17.02252467710443,-24.893102588440325,3.098389521985382,-15.837062808943958,-19.95788281122773,1.15
