iteration,target,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,generation_method
1,315.64,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Prior
2,746.288,0.9312176704406738,-1.583390235900879,-7.43569940328598,-4.471810460090637,-2.8816038370132446,0.1518547534942627,-3.636389970779419,-3.337840437889099,6.621694564819336,-1.6805815696716309,Sobol
3,632.792,-6.326566655188799,5.655288062989712,5.069490261375904,8.091796599328518,7.096085716038942,-6.030279621481896,9.188432656228542,3.645966053009033,-5.703739281743765,5.515510626137257,Sobol
4,670.564,-4.573726188391447,-6.633894704282284,-4.240631721913815,-6.433470118790865,1.262436360120773,-4.626423362642527,-6.6015927121043205,6.86297383159399,-1.5584705024957657,4.573528543114662,Sobol
5,700.399,7.625314202159643,0.6880872324109077,3.2450244575738907,1.0129471868276596,-8.603140022605658,9.372025467455387,1.2179655954241753,-6.546290125697851,1.1087615974247456,-8.247487116605043,Sobol
6,670.699,5.926281248753956,-0.7193190060400525,1.962838394438409,10.0,7.840792728879592,0.2295423260578726,10.0,-4.415861922321803,3.1688329353385747,8.47026870654691,BoTorch
7,727.671,6.7460373248199375,5.751532759507276,4.497355901347632,6.586768663860919,3.7632907919844953,3.9347870010696617,5.579006766073896,5.84285041465221,2.2819297955601456,5.16172076883864,BoTorch
8,622.015,8.69698578528584,8.743491161559064,-1.9375633230874936,9.918475924033284,7.53782710795538,9.496878973696417,7.292511373544425,0.4127177359815768,8.706256215293191,5.836469516488583,BoTorch
9,583.221,4.518222616730682,-8.748119887245604,-1.3077552455283676,-9.159367908804551,9.332559683925007,-6.416741896184892,-5.945107966265518,9.140773946036768,6.135635164889305,8.56965094000816,BoTorch
10,483.508,-6.387813925423853,10.0,-10.0,-10.0,-3.5971065440527976,10.0,-0.202220529679149,3.7341699570223694,7.910159042558103,-9.524706222504474,BoTorch
11,537.08,-5.0359399750610345,9.688348150832038,-8.290572751390323,-9.071893399436314,6.285028322560347,5.41196909607269,10.0,9.137758758307388,10.0,3.838929628163651,BoTorch
12,753.927,8.305737791029653,7.579582814645622,6.39277350052803,3.47860462220436,5.57721080820575,2.614290335793255,7.351020262473046,1.5548724400108431,7.900013417402889,0.3717000168335076,BoTorch
13,715.248,8.533658164367154,6.015136035378692,-0.4630224804745815,3.927437509161056,1.5793089569498695,6.061252537832811,5.458781747616682,6.295523250747415,6.932728646900014,7.153752717091713,BoTorch
14,668.558,5.845175006559419,9.675034749763618,3.48248160798847,8.132534527647518,-0.8842572377301963,8.52053701213147,8.912777369011721,4.584817058725259,5.545590176446076,1.821570908786448,BoTorch
15,505.173,-9.323463928450748,-6.458235264434272,-8.806462762875674,6.721518698481301,-9.236808842697323,10.0,-10.0,-5.164158303535046,-2.756188299891585,-2.8456740428688745,BoTorch
16,627.067,9.368248379403695,9.244851464474756,6.812445720610299,7.746941449306913,8.773571616581155,3.718145381252605,3.197570854332646,3.2318508565552424,9.665103163565275,-3.626535213151047,BoTorch
17,469.62,-10.0,-5.503504594870681,7.369099992825358,-10.0,-0.9334418183211088,-10.0,6.523249443596452,7.921136737881365,9.495118587006877,8.491987907838155,BoTorch
18,704.597,0.9324544643302062,7.890605610894955,4.669100915753798,6.734538780479529,9.209243524150622,7.142868041627477,5.640308405407438,2.4700633442516318,5.791146565443386,7.424581221145232,BoTorch
19,726.834,5.6402980917942,7.726726225473794,8.849372053097117,3.762543797543321,5.290940493094956,7.915929962346656,5.37471789103912,0.1582233657814065,8.173133919155056,3.424807141441068,BoTorch
20,686.93,6.399085980769691,6.087819203386871,9.686383647455076,5.259824318175825,5.572439830190508,3.5505864191740244,4.352220787569305,3.260366662327563,4.864982514113322,0.6723223803673406,BoTorch
21,714.818,9.104110559823413,6.5563732804418855,3.3288073300844605,3.369773751922116,8.19463662655484,3.638861917238241,6.873728508944922,5.938294527641615,7.565617468912542,5.7650120739022,BoTorch
22,689.662,7.30487783268368,9.663849449998956,8.60214807539202,1.0174927768358693,3.759310272637752,5.982834057404055,3.4490205889696863,6.606571996781522,8.038601826091849,7.774526847128222,BoTorch
23,706.68,6.930115591236202,4.536983369114518,1.7934361699638153,9.203570986978686,2.743035540812331,3.694926408857533,0.4645839113623822,8.580823473653684,8.845823187865022,1.778259323717661,BoTorch
24,608.66,-2.637708631571826,9.285024461492007,6.353943214293103,7.304154194338128,5.337117085750979,8.046260484105815,10.0,4.544124273405668,9.646951341882325,5.333230735486277,BoTorch
25,669.218,6.600299976244457,-0.2598720349773362,9.18144077431361,8.6037100556828,8.573027752424071,0.978798300180962,9.395857115009855,3.4598301970185226,4.210557817922808,3.875313550135912,BoTorch
26,702.413,7.361934750382456,0.5762873095330576,4.532350406619674,5.836165686654169,2.4992218288608186,9.435524610192346,6.930174388305478,6.080043442983378,7.943666106376618,5.348464965517595,BoTorch
27,716.514,3.249053892789542,5.819878422731525,4.663973190830017,-1.051186578402664,5.8258148728209935,6.509265985274887,5.665662895822869,8.405251081422797,1.3484278011006,9.791621576569929,BoTorch
28,735.969,6.671228931531179,5.823132385026016,4.876741433377429,5.430752302337666,4.914541613714526,2.6607463891558503,3.928199844634863,2.4835606491806512,8.25682181697849,5.813566042764943,BoTorch
29,598.813,7.863024533108796,-7.354740191496722,10.0,7.38934405188391,-1.7144361917141175,1.570170441330367,10.0,-8.161430306262567,10.0,-5.99704521577524,BoTorch
30,705.238,5.826669695071406,4.2662121687933645,4.853885838998181,2.254046507500842,-0.7460255439213128,5.1013827496743005,6.190898782503279,3.0107791576770357,9.425568476697432,5.767942956454522,BoTorch
31,739.866,7.950142282451317,6.736563834046915,3.4998727776752254,4.380659767381985,8.34118905990628,3.2443776648682547,8.845481646081655,8.104681346375628,-1.576367836111599,0.7887947760361609,BoTorch
32,521.1,-6.498695667712804,9.069931744245617,8.11560181831154,-4.081050159591939,9.180199498887148,1.1290593038933654,-10.0,-9.86811077057043,-5.011393300159624,7.423187238102948,BoTorch
33,689.608,5.546044337978875,9.500484030538498,2.6862780536079445,1.9653645292399204,6.7018182473536605,0.1596199873015358,8.759575590655015,1.426844536881786,6.363106199395162,5.076078720206539,BoTorch
34,657.84,9.771353133231267,5.31135520378448,0.7808924074813177,9.345119064309898,5.253601363822611,-0.9195420147660532,6.279568656515483,7.766096699464938,4.5789030924076535,8.436039005861431,BoTorch
35,763.484,6.36360970062114,7.138442441797899,3.882985501240716,3.282160933810776,3.0855026691574494,4.922828749838509,4.850007946975218,4.409504129583375,1.980629446368404,3.6094125558298655,BoTorch
36,687.259,-2.1303465962406563,-5.3928889983015065,-4.096409350587309,-5.1939755900787645,-9.30808553766269,6.5006939191751485,-7.596721648246532,0.5699700520980588,-2.1763116524243404,2.362099786540352,BoTorch
37,714.964,3.0691441148322145,4.054829012540608,5.240738842790568,3.423686817507868,9.914638814663329,7.115917697907939,5.552524215245761,3.0029059026050486,2.6619524636063137,3.4958214856740746,BoTorch
38,725.753,8.469360801898919,4.925310565160396,2.886636509380674,4.028393529464811,4.788322941617428,9.369826325201156,7.788651712413927,4.096161617000835,-1.2790445805825392,4.82759582768198,BoTorch
39,721.084,6.543661701162328,5.991280297652031,3.732280975582418,5.394067677604086,5.229626064410876,1.7742544141548535,7.7221713332416755,6.415558225214092,6.755846498474067,0.6299385061898803,BoTorch
40,763.898,4.044378652757668,7.420331103468928,2.7474831249084826,5.06704294869639,2.8556875626818226,4.559799296188384,5.147169052158006,2.0352921989975314,5.084959964776877,6.194407049254593,BoTorch
41,740.644,6.02872917533999,7.357506528202776,4.218133157045795,4.48916377730994,5.435139674863949,5.424380835916011,5.358429817124284,2.091506553491133,2.453960012743666,2.272955736641123,BoTorch
42,610.153,10.0,8.15398750920274,6.335105626024383,0.5635544879109577,2.9697302529398133,10.0,9.648050272028383,7.471672424584415,5.155208515529964,4.602675854705785,BoTorch
43,740.559,4.988417506523174,5.500975463869246,4.555890657728472,5.807752587218465,4.809355616720904,0.9387156662928468,6.101849888470568,1.820687927234124,2.73228783996203,3.9536407820430384,BoTorch
44,770.893,3.205636955481321,7.416207413631888,4.540315149303808,4.527278506275415,3.871077181838549,6.976828168578251,3.983093152879857,2.190381221627856,-2.321360174979654,8.82515630282273,BoTorch
45,762.244,4.850336548739158,6.677750805808003,3.587026018957488,3.981648374554151,2.712500640112072,5.236987036623706,3.78249875314328,2.621159266469901,-3.231056055823159,7.389113982382153,BoTorch
46,759.368,4.034091780548048,5.641646140490506,3.050792222981203,4.266612413083728,2.136131003000824,6.279214451084634,3.395789504180529,3.1320863760352893,-1.753019998297642,7.862658594409893,BoTorch
47,751.502,3.547669306914692,8.32520019802034,4.393220339653226,3.5142585901085805,5.750223854630775,6.590022419379078,2.84538730381534,2.4242426336328826,1.5245252581065127,9.782304620975545,BoTorch
48,748.258,6.138544005487049,6.142112287131422,7.938358650762034,2.7149733848176023,5.236153024059352,1.2581476032996657,7.230229796102769,-0.2269534734361915,0.1007643664616928,5.974653303561892,BoTorch
49,767.567,5.546685475003688,8.347172426528065,3.568892415024978,4.614521179786369,0.4177593286960039,3.0056681519974138,4.10835670097276,2.913971909604422,1.7028864089992997,7.986867978635111,BoTorch
50,775.441,4.929025405870791,7.330332071029847,2.910245405646524,4.847179838874322,0.6145786157813475,3.885806343920201,3.7357665192910527,2.5056444251211847,-3.20068978526324,6.823991460240421,BoTorch
51,786.6,4.132292284930536,7.868344034182925,3.718172730033684,4.572408079304957,1.53098508835863,3.1134625180211355,3.764879461404094,3.0184751008718465,-3.4315828379101445,6.614613079104895,BoTorch
52,784.986,4.182870762565109,7.587877875742613,3.721449021498028,4.37087941887798,1.3015028920127758,2.7171632911722554,3.8063080890053858,2.831351751672596,-4.975555080678737,6.393965286311413,BoTorch
53,755.518,4.175005431587952,7.898395719993307,3.069144448783796,4.700496269467873,0.4540560596895933,3.2614680911720946,3.860211092000462,3.987968136391388,-6.296188180884804,5.299502149539785,BoTorch
