iteration,target,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,generation_method
1,315.64,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Prior
2,733.237,-0.4978561401367187,1.8504798412323,-0.1104158163070678,-3.722965121269226,9.1218364238739,-8.333955258131027,-8.024730235338211,-3.05067777633667,6.938307285308838,5.230165719985962,Sobol
3,671.68,8.821668177843094,-5.5579726584255695,5.115433745086193,2.515180055052042,-1.5253891795873642,4.254372008144856,0.9894324280321598,9.77351488545537,-3.018629923462868,-9.560650680214168,Sobol
4,634.287,0.4805726371705532,9.579211547970772,-9.109619818627834,-7.286963760852814,-5.5787429213523865,7.732264287769794,-4.328700248152018,1.2347439676523209,-6.473578028380871,-3.5698701068758965,Sobol
5,717.752,-8.79487281665206,-3.2882149890065198,4.104587454348803,6.470709405839443,2.51355042681098,-4.853850454092026,7.301344033330679,-6.707664914429188,3.4913986176252365,1.6514993831515312,Sobol
6,697.333,-0.1676118068102159,8.071706917445507,9.65629176782262,8.626784877362407,6.814999360402108,8.4783350301321,2.5884068008770207,7.280547255438392,3.213185610265487,-0.7637106160191252,BoTorch
7,627.188,10.0,-2.7439559292586315,8.234963906010414,10.0,7.4542187563793085,6.435077844150847,8.565642530114257,-7.964393446021826,-3.392755517090662,7.837482336736098,BoTorch
8,707.69,7.21882100716979,8.22536647623593,5.109695165941009,5.971347203215505,4.654937906113831,2.8956851575852944,8.329167680786764,9.26386686545571,3.443479884365839,3.0704437674895964,BoTorch
9,693.791,6.70615482433568,5.009503440175251,-0.950155622206074,7.209693674034487,9.283674040218344,5.084197794977893,2.7170955432241186,5.306529883879128,6.098474546480933,7.490101872660489,BoTorch
10,684.9,7.300136834582496,8.99553052308817,7.643045896364946,7.2946163982843295,1.142657385792461,6.04742291302475,9.094963375067746,4.915364174552375,6.283266679682178,1.2931705788477554,BoTorch
11,635.781,6.580635681873449,9.28764155839396,6.705390553085863,6.744565510537676,8.544334645373944,6.323831861002368,10.0,3.2765264086537016,0.7973022943038881,6.429506394005131,BoTorch
12,707.961,7.52020349107757,7.212373350974971,1.4532866472489037,4.221900697261615,9.22160912148929,8.888047271635923,2.2959914162367525,8.15454246910922,2.164170578041656,9.938208327393273,BoTorch
13,545.705,-0.9965782430211654,3.787290041044905,5.967296900941065,-10.0,-2.9654587220152244,10.0,-9.844419165459854,-8.095842637438851,-7.407821802807044,0.8349084994914229,BoTorch
14,718.065,8.230068697740414,-0.2474868267019392,8.489218666178292,-8.208857858908768,9.02860078917739,-3.2135929704385866,4.7396573443125405,-4.687481522085683,0.761969779691615,10.0,BoTorch
15,590.021,10.0,6.356788083345897,2.642870246956569,10.0,6.346617711247159,5.530668214284022,-4.937856162151922,-4.386626540174376,10.0,0.1189206453927091,BoTorch
16,421.262,-6.564811927750386,-9.977245307053677,8.738583895090631,10.0,9.760280153972118,-6.532823715797685,-8.998615789168367,10.0,-5.414093768196281,-9.097596701834362,BoTorch
17,671.401,8.47430791851884,-3.342142452366758,6.780936735005124,6.666353768941459,6.291425661083341,4.583195759620885,9.516923478871025,5.925373593948693,7.704910018202305,6.908137228922783,BoTorch
18,704.244,6.425163756868521,6.031658885109778,-3.1325446200808877,1.2333925206105525,5.557334568180943,7.730866525932889,8.37539444264715,6.621359349826989,6.178865261609342,8.818561872992948,BoTorch
19,625.912,6.6519519918519805,4.094800877679496,-0.1264264122077101,8.061638513207043,3.927567701480896,9.627137703172014,9.37752850603556,8.68838665245885,9.247089026556726,5.449052454925258,BoTorch
20,717.202,2.210265030034348,8.21925306847632,3.672181769020961,1.8344856546669157,1.6495781776568172,8.436984496807614,8.015410320781527,9.5448167204274,4.9175187070643815,7.639628603207942,BoTorch
21,708.813,9.569732958254786,0.0738319981714052,1.9559961555501264,8.360048903903351,1.6301735457037854,3.691249413369622,5.595240180701417,7.468886449991892,6.238865107868314,4.437885384423142,BoTorch
22,589.307,4.856099939014891,5.682285608813933,9.996462841332075,1.4726182253384206,-3.330456277788639,10.0,8.514046455352794,10.0,8.210764519954331,7.922244585537754,BoTorch
23,694.782,5.492896712484445,9.587669674604,5.19289696585327,4.105978486905912,8.349551475264267,-1.8969229844058315,3.401301224034805,5.138871840989696,5.011038128572183,6.83710604932665,BoTorch
24,704.497,5.193873348372417,8.1059270911923,3.4752818097237164,9.107242939632393,1.9637950423085917,8.576129547973597,5.978608343690716,8.36499965603221,3.1260670487532938,6.455858275953275,BoTorch
25,721.997,8.399224544794716,2.70204015004126,4.944382533020841,2.5363914024456804,8.944078352514666,6.992029935400353,6.777495493485308,6.851333882374977,2.656439024610666,0.476062701617149,BoTorch
26,695.296,5.851190128241656,-0.9736715128547128,6.237637060112718,10.0,5.142937415067539,7.379826114354195,2.7275791721574976,7.195825342183376,7.794420229470287,0.5263701292102958,BoTorch
27,707.547,3.5019025863487148,5.799752471674362,4.510327870335857,5.590653151165558,6.066196178750815,5.799561589571731,8.616969152164224,2.236674852101313,5.161831941473089,6.606328020225082,BoTorch
28,727.142,7.136972141360964,3.459202444657681,3.1933681062400154,-3.651706265724739,9.45336721654851,-0.1398582578271892,7.8347197880538175,8.083855722120184,7.167886037610376,7.392405631009492,BoTorch
29,756.691,2.526270599739222,0.8334520795557605,1.8466661957523216,-1.6261276102529347,6.547375303693926,-2.402940407055426,5.599533457741526,2.445273620343677,4.719302169141388,4.393345798690351,BoTorch
