iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,cum_regret_0,cum_regret_1,cum_regret_2,cum_regret_3,cum_regret_4,cum_regret_5,cum_regret_6,cum_regret_7,cum_regret_8,cum_regret_9,mean_cum_regret,std_cum_regret
1,2.11,0.0,0.68,2.23,1.21,0.15,0.97,0.04,1.28,1.26,0.993,0.7945655696318866,1.27,3.38,2.6999999999999997,1.15,2.17,3.23,2.41,3.34,2.0999999999999996,2.12,2.387,0.7945655696318866,1.27,3.38,2.6999999999999997,1.15,2.17,3.23,2.41,3.34,2.0999999999999996,2.12,2.387,0.7945655696318866
2,2.11,0.21,0.68,2.23,1.97,1.4,1.38,2.53,1.28,1.26,1.505,0.719061888852413,1.27,3.17,2.6999999999999997,1.15,1.41,1.98,2.0,0.8500000000000001,2.0999999999999996,2.12,1.875,0.7190618888524131,2.54,6.55,5.3999999999999995,2.3,3.58,5.21,4.41,4.1899999999999995,4.199999999999999,4.24,4.2620000000000005,1.5136274584842997
3,2.11,1.47,0.68,2.23,2.03,1.4,1.38,2.53,1.28,1.49,1.6599999999999997,0.5514627014686587,1.27,1.91,2.6999999999999997,1.15,1.35,1.98,2.0,0.8500000000000001,2.0999999999999996,1.89,1.72,0.5514627014686587,3.81,8.459999999999999,8.1,3.4499999999999997,4.93,7.1899999999999995,6.41,5.039999999999999,6.299999999999999,6.13,5.982,2.0650901599529585
4,2.11,1.47,2.2,2.23,2.03,1.4,1.38,2.53,1.28,2.09,1.8719999999999999,0.4440670620025263,1.27,1.91,1.1799999999999997,1.15,1.35,1.98,2.0,0.8500000000000001,2.0999999999999996,1.29,1.5079999999999998,0.44406706200252627,5.08,10.37,9.28,4.6,6.279999999999999,9.17,8.41,5.889999999999999,8.399999999999999,7.42,7.49,2.5091572219554847
5,2.11,1.99,2.2,2.23,2.03,1.4,1.38,2.53,2.8,2.09,2.0759999999999996,0.4373709333430073,1.27,1.39,1.1799999999999997,1.15,1.35,1.98,2.0,0.8500000000000001,0.5800000000000001,1.29,1.3039999999999998,0.4373709333430073,6.35,11.76,10.459999999999999,5.75,7.629999999999999,11.15,10.41,6.739999999999998,8.979999999999999,8.71,8.794,2.946528155298492
6,2.11,1.99,2.2,2.23,2.03,1.84,1.94,2.53,2.8,2.09,2.1759999999999997,0.28952835209468974,1.27,1.39,1.1799999999999997,1.15,1.35,1.5399999999999998,1.44,0.8500000000000001,0.5800000000000001,1.29,1.204,0.2895283520946897,7.619999999999999,13.15,11.639999999999999,6.9,8.979999999999999,12.69,11.85,7.589999999999998,9.559999999999999,10.0,9.998000000000001,3.2360565073931817
7,2.11,1.99,2.2,2.23,2.03,1.84,2.11,2.53,2.8,2.09,2.193,0.2789285053756806,1.27,1.39,1.1799999999999997,1.15,1.35,1.5399999999999998,1.27,0.8500000000000001,0.5800000000000001,1.29,1.187,0.2789285053756806,8.889999999999999,14.540000000000001,12.819999999999999,8.05,10.329999999999998,14.229999999999999,13.12,8.439999999999998,10.139999999999999,11.29,11.185,3.514985012768862
8,2.11,2.04,2.7,2.23,2.03,1.84,2.11,2.53,2.8,2.09,2.248,0.3178329400452033,1.27,1.3399999999999999,0.6799999999999997,1.15,1.35,1.5399999999999998,1.27,0.8500000000000001,0.5800000000000001,1.29,1.1320000000000001,0.3178329400452033,10.159999999999998,15.88,13.499999999999998,9.200000000000001,11.679999999999998,15.769999999999998,14.389999999999999,9.289999999999997,10.719999999999999,12.579999999999998,12.317,3.8328179528140653
9,2.11,2.04,2.7,2.23,2.03,1.84,2.11,2.53,2.8,2.91,2.33,0.37345236197762455,1.27,1.3399999999999999,0.6799999999999997,1.15,1.35,1.5399999999999998,1.27,0.8500000000000001,0.5800000000000001,0.46999999999999975,1.05,0.37345236197762455,11.429999999999998,17.22,14.179999999999998,10.350000000000001,13.029999999999998,17.31,15.659999999999998,10.139999999999997,11.299999999999999,13.049999999999997,13.367,4.20627031479169
10,2.11,2.04,2.7,2.23,2.03,1.84,2.11,2.53,2.8,2.91,2.33,0.37345236197762455,1.27,1.3399999999999999,0.6799999999999997,1.15,1.35,1.5399999999999998,1.27,0.8500000000000001,0.5800000000000001,0.46999999999999975,1.05,0.37345236197762455,12.699999999999998,18.56,14.859999999999998,11.500000000000002,14.379999999999997,18.849999999999998,16.93,10.989999999999997,11.879999999999999,13.519999999999996,14.417000000000002,4.579722676769314
