iteration,trust_score_0,trust_score_1,trust_score_2,trust_score_3,trust_score_4,trust_score_5,trust_score_6,trust_score_7,trust_score_8,trust_score_9,mean_trust_score,std_trust_score,plateau_duration_0,plateau_duration_1,plateau_duration_2,plateau_duration_3,plateau_duration_4,plateau_duration_5,plateau_duration_6,plateau_duration_7,plateau_duration_8,plateau_duration_9,mean_plateau_duration,std_plateau_duration,uncertainty_0,uncertainty_1,uncertainty_2,uncertainty_3,uncertainty_4,uncertainty_5,uncertainty_6,uncertainty_7,uncertainty_8,uncertainty_9,mean_uncertainty,std_uncertainty
1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,7,7,7.0,7.0,7,7,7.0,7,7.0,7,7.0,0.0,,,,,,,,,,,,
2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,7,7,7.0,7.0,7,7,7.0,7,7.0,7,7.0,0.0,,,,,,,,,,,,
3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,7,7,7.0,7.0,7,7,7.0,7,7.0,7,7.0,0.0,,,,,,,,,,,,
4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,7,7,7.0,7.0,7,7,7.0,7,7.0,7,7.0,0.0,,,,,,,,,,,,
5,0.9,0.9,0.9,0.9,0.9,FAILED,0.9,FAILED,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,7,7,7.0,7.0,7,FAILED,7.0,FAILED,7.0,7,7.0,0.0,,,,,,,,,,,,
6,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,3.846723353135179,0.7852438266279048,0.9888114969319132,5.191844225369911,1.1099210490776017,6.733272665506843,5.502973840095274,2.47755087401517,0.5747076551507636,8.353104167968226,3.5564153153878784,2.645004483468794
7,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,3.3673825812070106,1.203438192322785,0.9444983306667928,5.639851417535997,1.0574223328336878,7.728322963687888,5.577932853074153,2.0657415002109025,0.5379553126118813,8.441286160973686,3.656383164512478,2.8207552221368224
8,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,5.357039081861606,1.5350109880786549,0.8539698205533579,5.851847195903252,1.2019098539261188,8.26418674541858,6.555719468564546,2.3246724331909245,0.5079818533909558,8.769047804517454,4.122138524540546,3.0229856244328435
9,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,5.478349530261204,1.7389758934625823,0.8328853233345093,5.956422537482056,1.842787373918093,8.522137945023,7.729173488858683,2.262708298473746,0.6481806597598161,8.661299393128411,4.367292044370211,3.078920875921269
10,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,5.523772481509853,1.8223095418710475,0.7484834741308568,6.118834539749569,2.218906388301492,8.543986079485252,8.399825157481015,2.9031714193156266,0.6950720818156567,8.67973684839936,4.5654098012059725,3.100536069929355
11,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,6.009665951812189,1.9956332070521443,4.961508526784371,5.930447245974603,2.3417296002444767,8.454700402720167,8.526580001442932,3.0141907897021496,0.7605875597293548,8.617987203377105,5.061303048883949,2.7806346137782687
12,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,6.517113513274149,2.0525180764780875,5.329512063853751,6.0414720768840295,2.362106134526188,8.438864796077517,8.71189218794668,3.1333170409269604,1.4917222223028357,8.251406080109483,5.232992419237968,2.656430861017725
13,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,6.689869585870824,2.0379606750445194,6.002676791471469,6.066658821656251,2.754494236201699,8.254986260555714,8.815371959887825,3.1513338392129424,1.710699333280192,8.16996822362346,5.365401972680489,2.5868384338083388
14,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,6.473330712913584,2.219545240001392,5.878183703212952,6.057886971119764,4.669305351745499,8.080664020338947,8.587798447808902,3.988630948189219,1.9051112385096969,8.339620242937867,5.6200076876777825,2.2841690573415683
15,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,7.0,0.0,6.503374990632874,2.1469447024913224,6.648030382590895,5.959548375468886,5.36749654110546,7.97563589400585,8.629905283145941,3.8602288701150873,2.033760063861119,8.244541477458139,5.7369466580875565,2.2670746874218337
16,,,,,,,,,,0.9,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,7,7.0,0.0,6.455413069877523,2.1581183029146014,6.575918489753135,5.922705697162864,5.841979896073845,7.80859431797025,8.557158199163082,3.763777964565301,2.181955119842077,,5.730023643768208,2.1938344852314775
17,,,,,,,0.9,,,0.9,0.9000000000000001,1.1102230246251565e-16,,,,,,,7.0,,,7,7.0,0.0,6.371110512324389,2.204172838149663,6.552873856316853,5.78006313868599,6.306835252248966,7.859028796151315,,3.757554213112904,2.2286861230280324,,5.727331746649375,2.1445647712975555
