iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,mean_cum_regret,std_cum_regret
1,664.271,696.903,718.22,683.522,645.797,681.556,742.193,649.218,694.006,584.736,676.0422000000001,43.60021505502518,142.5188086232763,109.88680862327624,88.56980862327623,123.26780862327621,160.99280862327623,125.23380862327622,64.59680862327627,157.5718086232763,112.78380862327629,222.05380862327627,130.74760862327625,43.60021505502518,130.74760862327625,43.60021505502518
2,668.539,696.903,718.22,692.796,758.273,748.585,742.193,708.225,730.595,719.819,718.4148000000001,27.73925171144873,138.25080862327627,109.88680862327624,88.56980862327623,113.99380862327621,48.51680862327623,58.20480862327622,64.59680862327627,98.56480862327624,76.19480862327623,86.9708086232763,88.37500862327624,27.73925171144873,219.1226172465525,71.33946676647392
3,741.295,696.903,754.356,761.229,758.273,748.585,742.193,711.377,730.595,719.819,736.4625000000002,21.390733888246523,65.4948086232763,109.88680862327624,52.43380862327626,45.560808623276216,48.51680862327623,58.20480862327622,64.59680862327627,95.4128086232763,76.19480862327623,86.9708086232763,70.32730862327625,21.390733888246526,289.44992586982875,92.73020065472045
4,741.295,696.903,754.356,761.229,761.169,748.585,742.193,711.377,730.595,719.819,736.7521,21.735649204066174,65.4948086232763,109.88680862327624,52.43380862327626,45.560808623276216,45.620808623276275,58.20480862327622,64.59680862327627,95.4128086232763,76.19480862327623,86.9708086232763,70.03770862327626,21.735649204066174,359.487634493105,114.46584985878663
5,741.295,696.903,754.356,761.229,761.169,748.585,742.193,711.377,730.595,727.847,737.5549,21.181942175405506,65.4948086232763,109.88680862327624,52.43380862327626,45.560808623276216,45.620808623276275,58.20480862327622,64.59680862327627,95.4128086232763,76.19480862327623,78.94280862327628,69.23490862327625,21.181942175405506,428.7225431163813,135.64779203419212
6,741.295,719.286,754.356,761.229,761.169,748.585,742.751,711.377,730.595,727.847,739.849,17.230806836077726,65.4948086232763,87.50380862327631,52.43380862327626,45.560808623276216,45.620808623276275,58.20480862327622,64.03880862327628,95.4128086232763,76.19480862327623,78.94280862327628,66.94080862327627,17.230806836077726,495.66335173965757,152.87859887026985
7,741.295,719.286,754.356,763.258,761.169,748.585,750.394,761.932,734.398,727.847,746.252,15.190843513994448,65.4948086232763,87.50380862327631,52.43380862327626,43.53180862327622,45.620808623276275,58.20480862327622,56.39580862327625,44.85780862327624,72.39180862327623,78.94280862327628,60.53780862327626,15.190843513994448,556.2011603629338,168.0694423842643
8,741.295,719.286,754.356,763.258,761.169,750.959,750.394,761.932,734.398,749.373,748.642,13.77374360473177,65.4948086232763,87.50380862327631,52.43380862327626,43.53180862327622,45.620808623276275,55.83080862327631,56.39580862327625,44.85780862327624,72.39180862327623,57.41680862327621,58.14780862327626,13.77374360473177,614.3489689862101,181.84318598899608
9,741.295,719.286,754.356,763.258,761.169,756.112,756.728,761.932,734.398,749.373,749.7906999999999,14.169589118562657,65.4948086232763,87.50380862327631,52.43380862327626,43.53180862327622,45.620808623276275,50.67780862327629,50.061808623276306,44.85780862327624,72.39180862327623,57.41680862327621,56.999108623276264,14.169589118562655,671.3480776094864,196.01277510755875
10,741.295,719.286,754.356,763.258,761.169,756.112,758.907,761.932,742.352,749.373,750.8039999999999,13.540504553212049,65.4948086232763,87.50380862327631,52.43380862327626,43.53180862327622,45.620808623276275,50.67780862327629,47.88280862327622,44.85780862327624,64.43780862327628,57.41680862327621,55.98580862327626,13.540504553212049,727.3338862327627,209.5532796607708
11,753.018,719.286,754.356,763.258,762.771,756.112,758.907,761.932,742.352,772.786,754.4777999999999,14.70659885750461,53.77180862327623,87.50380862327631,52.43380862327626,43.53180862327622,44.0188086232763,50.67780862327629,47.88280862327622,44.85780862327624,64.43780862327628,34.00380862327631,52.31200862327627,14.70659885750461,779.6458948560389,224.25987851827543
12,753.018,719.286,754.356,763.258,771.846,756.112,770.821,764.136,742.352,772.786,756.7970999999999,16.366769289902308,53.77180862327623,87.50380862327631,52.43380862327626,43.53180862327622,34.943808623276254,50.67780862327629,35.96880862327623,42.65380862327629,64.43780862327628,34.00380862327631,49.99270862327627,16.366769289902308,829.6386034793152,240.62664780817772
13,776.597,719.286,754.356,763.258,771.846,756.112,770.821,764.136,750.952,772.786,760.0149999999999,16.701796816177872,30.192808623276278,87.50380862327631,52.43380862327626,43.53180862327622,34.943808623276254,50.67780862327629,35.96880862327623,42.65380862327629,55.83780862327626,34.00380862327631,46.77480862327627,16.701796816177872,876.4134121025915,257.3284446243556
14,776.597,721.418,754.356,763.258,778.51,756.112,770.821,764.136,750.952,772.786,760.8946000000001,16.7855183033206,30.192808623276278,85.37180862327625,52.43380862327626,43.53180862327622,28.279808623276267,50.67780862327629,35.96880862327623,42.65380862327629,55.83780862327626,34.00380862327631,45.89520862327627,16.7855183033206,922.3086207258677,274.1139629276762
15,776.597,721.418,772.425,763.258,778.51,775.038,770.821,764.136,754.372,772.786,764.9361,16.942693446176467,30.192808623276278,85.37180862327625,34.3648086232763,43.53180862327622,28.279808623276267,31.751808623276247,35.96880862327623,42.65380862327629,52.4178086232763,34.00380862327631,41.85370862327627,16.942693446176467,964.162329349144,291.05665637385266
16,776.597,722.243,772.425,763.258,778.51,775.038,770.821,764.136,754.372,772.786,765.0186000000001,16.70762117651035,30.192808623276278,84.5468086232762,34.3648086232763,43.53180862327622,28.279808623276267,31.751808623276247,35.96880862327623,42.65380862327629,52.4178086232763,34.00380862327631,41.771208623276266,16.707621176510354,1005.9335379724203,307.76427755036303
17,776.597,722.243,772.425,775.994,778.51,775.038,770.821,780.513,754.372,772.786,767.9299000000001,17.588512390193767,30.192808623276278,84.5468086232762,34.3648086232763,30.79580862327623,28.279808623276267,31.751808623276247,35.96880862327623,26.276808623276224,52.4178086232763,34.00380862327631,38.85990862327626,17.588512390193767,1044.7934465956964,325.3527899405568
18,776.597,747.832,772.425,775.994,778.51,775.038,770.821,780.513,754.372,772.786,770.4888000000001,10.725644107050694,30.192808623276278,58.957808623276264,34.3648086232763,30.79580862327623,28.279808623276267,31.751808623276247,35.96880862327623,26.276808623276224,52.4178086232763,34.00380862327631,36.30100862327627,10.725644107050696,1081.0944552189726,336.0784340476075
19,781.064,747.832,772.425,775.994,778.51,775.038,770.821,780.513,758.766,772.786,771.3748999999999,10.433390771407396,25.725808623276293,58.957808623276264,34.3648086232763,30.79580862327623,28.279808623276267,31.751808623276247,35.96880862327623,26.276808623276224,48.023808623276295,34.00380862327631,35.41490862327627,10.433390771407394,1116.5093638422488,346.5118248190149
20,781.064,747.832,772.425,775.994,791.182,775.038,771.935,780.513,758.766,772.786,772.7534999999999,12.028271661658914,25.725808623276293,58.957808623276264,34.3648086232763,30.79580862327623,15.607808623276242,31.751808623276247,34.85480862327631,26.276808623276224,48.023808623276295,34.00380862327631,34.03630862327627,12.028271661658914,1150.545672465525,358.5400964806738
21,781.064,747.832,772.425,775.994,791.182,775.038,771.935,780.513,758.766,772.786,772.7534999999999,12.028271661658914,25.725808623276293,58.957808623276264,34.3648086232763,30.79580862327623,15.607808623276242,31.751808623276247,34.85480862327631,26.276808623276224,48.023808623276295,34.00380862327631,34.03630862327627,12.028271661658914,1184.5819810888013,370.5683681423327
22,781.064,747.832,781.834,775.994,791.182,775.038,771.935,780.513,758.766,772.786,773.6943999999999,12.363065569132392,25.725808623276293,58.957808623276264,24.95580862327631,30.79580862327623,15.607808623276242,31.751808623276247,34.85480862327631,26.276808623276224,48.023808623276295,34.00380862327631,33.09540862327627,12.363065569132392,1217.6773897120775,382.9314337114651
23,781.064,747.832,781.834,775.994,791.182,784.826,771.935,780.513,758.766,772.786,774.6732,12.858785477468539,25.725808623276293,58.957808623276264,24.95580862327631,30.79580862327623,15.607808623276242,21.963808623276236,34.85480862327631,26.276808623276224,48.023808623276295,34.00380862327631,32.11660862327627,12.858785477468539,1249.7939983353538,395.79021918893363
24,781.064,750.846,781.834,775.994,791.182,784.826,772.881,780.513,770.429,772.786,776.2355,10.912283438095503,25.725808623276293,55.943808623276254,24.95580862327631,30.79580862327623,15.607808623276242,21.963808623276236,33.908808623276286,26.276808623276224,36.360808623276284,34.00380862327631,30.554308623276267,10.912283438095503,1280.34830695863,406.70250262702916
25,781.064,750.846,781.834,775.994,791.182,784.826,772.966,780.513,770.429,772.786,776.244,10.909412887756867,25.725808623276293,55.943808623276254,24.95580862327631,30.79580862327623,15.607808623276242,21.963808623276236,33.82380862327625,26.276808623276224,36.360808623276284,34.00380862327631,30.545808623276265,10.909412887756867,1310.8941155819064,417.611915514786
26,781.064,750.846,781.834,775.994,791.182,784.826,772.966,780.513,770.429,772.786,776.244,10.909412887756867,25.725808623276293,55.943808623276254,24.95580862327631,30.79580862327623,15.607808623276242,21.963808623276236,33.82380862327625,26.276808623276224,36.360808623276284,34.00380862327631,30.545808623276265,10.909412887756867,1341.4399242051827,428.52132840254285
27,781.064,750.846,785.355,775.994,791.182,784.826,772.966,780.513,770.429,775.028,776.8203000000001,11.101048509537792,25.725808623276293,55.943808623276254,21.43480862327624,30.79580862327623,15.607808623276242,21.963808623276236,33.82380862327625,26.276808623276224,36.360808623276284,31.761808623276238,29.969508623276248,11.101048509537792,1371.4094328284589,439.62237691208065
28,781.064,750.846,785.355,775.994,791.182,784.826,777.567,780.513,770.429,775.028,777.2804,11.01859294505832,25.725808623276293,55.943808623276254,21.43480862327624,30.79580862327623,15.607808623276242,21.963808623276236,29.22280862327625,26.276808623276224,36.360808623276284,31.761808623276238,29.50940862327625,11.018592945058323,1400.918841451735,450.640969857139
29,781.064,750.846,785.355,775.994,791.182,784.826,777.567,780.513,770.429,775.028,777.2804,11.01859294505832,25.725808623276293,55.943808623276254,21.43480862327624,30.79580862327623,15.607808623276242,21.963808623276236,29.22280862327625,26.276808623276224,36.360808623276284,31.761808623276238,29.50940862327625,11.018592945058323,1430.4282500750112,461.65956280219734
30,781.064,750.846,785.355,775.994,793.081,784.826,777.567,780.721,770.429,775.028,777.4911,11.30404584847587,25.725808623276293,55.943808623276254,21.43480862327624,30.79580862327623,13.70880862327624,21.963808623276236,29.22280862327625,26.068808623276254,36.360808623276284,31.761808623276238,29.29870862327625,11.30404584847587,1459.7269586982875,472.9636086506732
31,781.064,750.846,785.355,775.994,793.081,784.826,777.567,780.721,770.429,775.883,777.5766,11.286565732960781,25.725808623276293,55.943808623276254,21.43480862327624,30.79580862327623,13.70880862327624,21.963808623276236,29.22280862327625,26.068808623276254,36.360808623276284,30.90680862327622,29.213208623276252,11.286565732960781,1488.9401673215636,484.250174383634
