iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,target
33,-4.313879167752211,-1.772841224131038,-3.8530910617563334,-7.845750045386017,0.3285599371504201,-3.815590248431786,-3.9096065018292907,-4.247153259936544,0.14671531649111177,-1.525733743995459,778.005
34,-4.313777664482911,-1.767733279454633,-3.853243945538787,-7.846121895696289,0.32924839588339894,-3.815590248431786,-3.9096731119830657,-3.2477722537888294,-0.08103057119559537,-1.9175300589355837,772.344
35,-4.3134024385661185,-1.7723652523293292,-3.859328560150026,-7.845165365103981,0.3292400259994084,-4.169902671967857,-3.9110136976251506,-3.2011477722712374,1.07190262919021,-1.5233483999117061,774.082
36,-4.313332596939197,-1.7795180126370584,-3.859328560150026,-7.8458080363379175,0.3285599371504201,-4.156150838437988,-3.9099231803677155,-4.236594280625063,0.7219983579419207,-1.9346520016730975,779.055
37,-4.313284836500033,-1.7686095857637636,-0.5055211477415039,-7.845738144965061,0.32852262199533744,-3.8060294772078995,-3.910133733305137,-3.9617320304181374,0.07353985722599804,-1.9562821762934743,779.616
38,-4.312992372340847,-1.769093641676448,-0.5055211477415039,-7.846381290609153,0.32852262199533744,-4.168082568740943,-3.9095932099439494,-3.9617320304181374,0.07353985722599804,-1.5465592925100482,781.596
39,-4.314038183905945,-1.7693680696474776,-0.5055211477415039,-7.845811197423738,0.32852310396129747,-4.168082568740943,-3.9098509950309346,-4.00798780857398,0.4705977902547759,-1.6081096091195666,781.736
40,-4.313181296115245,-1.7772796618450997,-0.6703419108706739,-7.846171711154702,0.32852307384804097,-3.9168300079852187,-3.909555558911343,-4.0401469936465935,0.4705977902547759,-1.8054725053334437,780.558
41,-4.312940403769398,-1.7777400825206484,-0.5055211477415039,-7.84615753206615,0.32852652243798713,-4.145841370716526,-3.9098509950309346,-4.00798780857398,0.4705977902547759,-1.6018607647777527,781.666
42,-4.313875875338323,-1.7693680696474776,-0.5165200848161143,-7.846067588712662,0.3285227677803329,-3.937705548126683,-3.9101184747519144,-3.965419583502204,0.4685039222473095,-1.6081096091195666,780.774
43,-4.31382904814216,-1.7739302897183093,-0.520987612264182,-7.846205368774174,0.32852286557732885,-4.168082568740943,-3.9101127700145413,-3.9641572104042084,0.42872960006168337,-1.7207703271747528,781.377
44,-4.313826446862832,-1.7723473096505726,-0.508067269557117,-7.845811197423738,0.32852310396129747,-4.166028471493872,-3.909847764600107,-8.830092623021722,0.4595129006531341,-1.580118498073305,767.109
45,-4.3138455966431914,-1.772205965519764,-0.5055211477415039,-7.845916773880508,0.32852807398689626,-4.168082568740943,-3.910088188111715,-8.735567673526981,0.4567912451412294,-1.6081096091195666,770.562
46,-4.313595607653794,-1.7752924647414783,-0.5167234396396798,-7.846366725568813,0.32852286577169043,-4.168082568740943,-3.9098509950309346,-6.876299854507872,0.13225075491292254,-1.530882926564509,749.427
47,-4.314038183905945,-1.7694025247167695,-0.5207165199121043,-7.846253224020193,0.32852481584868437,-4.160287314171799,-3.910071959832077,-5.310203792635718,0.4705977902547759,-1.6133784794214518,768.302
48,-4.314034957022396,-1.7693680696474776,-0.506154369469291,-7.846124204744173,0.328525078402408,-4.168082568740943,-3.9098509950309346,-4.00798780857398,0.25961976075362453,-1.6074713415149173,781.723
49,-4.313234965594614,-1.7693680696474776,-0.5130453100045699,-7.845843129398857,0.32852395314454763,-4.167197156291086,-3.9097423742862025,-4.0121500806446635,0.24774593983635265,-1.6081096091195666,781.728
50,-4.312964160434233,-1.7720049285070396,-0.5055211477415039,-7.846012831132663,0.32852319432299576,-4.162283003415044,-3.909826300662942,-4.2169801654018455,0.20282949258054944,-1.5891112173760693,782.222
51,-4.313523595528161,-1.7733241479112092,-0.5060625974194192,-7.8461375646656055,0.32852319432299576,-4.167981227392407,-3.909847701176783,-4.02152217695241,0.44625592877356607,-1.5851538487754275,781.797
52,-4.313288018592663,-1.7721635336745696,-0.5141938865662513,-7.845839844386255,0.32852319432299576,-4.167867964824328,-3.909826300662942,-4.061719540948186,0.4460467943001364,-1.6066347231206028,781.912
53,-4.313231215523963,-1.7713148633832205,-0.5094770611329613,-7.84580795161465,0.32852304508965324,-4.162767712798445,-3.9097713764800406,-4.162995668827031,0.20282949258054944,-1.589023063271968,782.162
54,-4.312878257970064,-1.7720049285070396,-0.5140753138632466,-7.846012831132663,0.32852311092597714,-4.162283003415044,-3.9097759770419507,-4.2169801654018455,0.20362308036327062,-1.5883537242328414,782.217
55,-4.312964160434233,-1.7694114401302206,-0.5126808156922901,-7.846104285112428,0.3285231292602862,-4.164265061714786,-3.909826650299866,-4.208721046169691,0.23848132266994243,-1.5886942850055725,782.234
56,-4.313305355093102,-1.7694114401302206,-0.5100702731944314,-7.84583410665006,0.32852312812686024,-4.162753260007288,-3.9097914412791175,-4.20836773433484,0.25506237238026785,-1.5885879189349952,782.227
57,-4.313059286189499,-1.7720046415435142,-0.509560087089456,-7.845993721490567,0.3285231844045121,-4.1624702834432545,-3.9097867383321483,-4.206196474132557,0.3203498659197114,-1.5887154460023267,782.218
58,-4.312897681913094,-1.7701156956466886,-0.5079699832040574,-7.845937972911865,0.3285231495325511,-4.164265061714786,-3.909826650299866,-4.207383848704937,0.25494094101574605,-1.588738485689935,782.229
59,-4.313249209181753,-1.7694114401302206,-0.5137396203280054,-7.845754446733253,0.32852313509806574,-4.163038840679712,-3.909826650299866,-4.208721046169691,0.2022600661553233,-1.5887329104066792,782.222
60,-4.313230436933101,-1.770817146950404,-0.5051738590557036,-7.845901447041115,0.32852317999214253,-4.163069645449529,-3.909801371225436,-4.208721046169691,0.23848132266994243,-1.5888340225013093,782.223
61,-4.312900763789485,-1.7694114401302206,-0.5086299273959755,-7.84593421666196,0.3285231292602862,-4.163024355585665,-3.909826650299866,-4.21041639292507,0.23848132266994243,-1.5887067927376188,782.232
62,-4.313221885091352,-1.7694198262914769,-0.5097410118972412,-7.846044258132485,0.3285231683722719,-4.164131770487655,-3.9098250324584107,-4.210896312216791,0.23848132266994243,-1.5888468604863402,782.235
63,-4.312939550390509,-1.7694287115095941,-0.5098431082874352,-7.846044258132485,0.3285231683722719,-4.164149167277412,-3.90980797338397,-4.210010506956736,0.23944160348015925,-1.5885728665330954,782.235
64,-4.313221885091352,-1.769481865630751,-0.5095971616384823,-7.845942047486685,0.3285231300061078,-4.163472757996088,-3.9098250324584107,-4.2080387228952745,0.2585795943823179,-1.58870139373706,782.231
65,-4.312881938643495,-1.76946675448019,-0.5086812510727308,-7.846044258132485,0.32852313685480095,-4.16309524882515,-3.909825001399265,-4.210896312216791,0.23848132266994243,-1.588710880672839,782.235
66,-4.313217656198597,-1.769478447813146,-0.5094018263936071,-7.846044258132485,0.3285231683722719,-4.16370283640685,-3.909826150612172,-4.209198301931373,0.23919701105879446,-1.5887953546263889,782.233
67,-4.312884377057415,-1.769436477668204,-0.5097410118972412,-7.846089396290414,0.3285231538603532,-4.1637224397065715,-3.909825143094901,-4.208764660332348,0.23853463437263536,-1.5886097785194662,782.235
68,-4.313221885091352,-1.769445416629993,-0.5122157412939092,-7.846090542956784,0.32852315161808693,-4.1631019336214035,-3.9098247430664164,-4.210426728799986,0.23851033533209698,-1.5887013178427287,782.233
69,-4.313221885091352,-1.7694591540575326,-0.5123612278689198,-7.846084113318907,0.3285231355825944,-4.164262207418006,-3.9098064825429106,-4.209647698504773,0.23848132266994243,-1.588605215358402,782.234
70,-4.312947630774006,-1.7694191642426114,-0.5097410118972412,-7.846090679693897,0.32852316217921723,-4.163964476262475,-3.9098250324584107,-4.210896312216791,0.23852754164587942,-1.5887723480108509,782.237
71,-4.312936521708869,-1.7694662496013642,-0.5098746099763952,-7.8460571657830815,0.32852313768719016,-4.163992941732215,-3.909814870872371,-4.2108585430654,0.23853077184534674,-1.5886100219666361,782.236
72,-4.312972779938761,-1.7694419541771842,-0.50880722322217,-7.846090679693897,0.3285231608373514,-5.317289908564016,-3.9098250324584107,-4.210896312216791,0.2388359741771395,0.964234086680726,768.884
73,-4.312931372796797,-1.7694191642426114,-0.5089304614929615,-7.846090679693897,0.3285231676332682,-5.755881379585127,-3.9098250324584107,-4.210896312216791,0.23973824711140312,0.698046520570556,757.783
74,-4.313084161051412,-1.7694588509905211,-0.5087316086300346,-7.846076750037397,0.3285231663347789,-4.248961164755654,-3.9098175214834665,-4.210334973251491,0.23875876530323942,-1.5068636694599755,782.389
75,-4.313079517205969,-1.7694588509905211,-0.5087602791589376,-7.846076750037397,0.3285231343424456,-5.6450340293572765,-3.9098110328053197,-4.210329300767103,0.2388674712409017,-1.5068636694599755,759.951
76,-4.313084161051412,-1.7694689003130082,-0.5091025834502574,-7.846076750037397,0.3285231664100323,-4.320661233357144,-3.909821874589296,7.271261048219884,0.23883241914524903,-1.0138883971463626,778.929
77,-4.312954359546257,-1.7694292662333087,-0.509822354737096,-7.846093953772249,0.328523157021518,-4.683003721952938,-3.909823972007821,-4.210334973251491,0.23875876530323942,-1.2663013651864317,780.299
78,-4.312975241992711,-1.769441590749886,-0.5087316086300346,-7.846076750037397,0.3285231621559452,-4.248961164755654,-3.909815150810879,-3.9470781170405003,0.2385304105176265,-1.4758350047383717,781.65
79,-4.313084161051412,-1.7694594091326699,-0.5093107411805968,-7.846076750037397,0.32852313781944403,-4.819018250930688,-3.9098174246797877,-4.210334973251491,0.23851916447573668,-1.5068636694599755,778.345
80,-4.313102457780882,-1.7694588509905211,-0.5098291622229661,-7.846062425938107,0.32852315789367925,-4.248961164755654,-3.909823882741964,-3.9125961081237497,0.23915025055434677,-1.5852268266873777,781.352
81,-4.313084161051412,-1.7694588509905211,-0.5088930499883808,-7.846091036824004,0.3285231671663484,-4.248961164755654,-3.9098244947703287,-4.157628868618667,0.23940732379560567,-1.5164993915492344,782.318
82,-4.313106120569847,-1.7694685370613639,-0.5093420737611148,-7.846088171994762,0.3285231360928952,-4.245540704650349,-7.540883097016608,-4.19214826163347,0.23887247790542748,-1.5068636694599755,767.024
83,-4.313084161051412,-1.7694202477529153,-0.5092867128879076,-7.846076750037397,0.3285231663347789,-4.248961164755654,-8.165727748162796,-4.210334973251491,0.23924882340387676,-1.5068875085423685,779.466
84,-4.313037493593723,-1.769421512805206,-0.5093271454198223,-7.846055074362578,0.32852315091910284,-4.2322833448738475,-7.472699438673743,-4.170081955306859,0.23894848246113462,-1.5850116079453538,764.954
85,-4.31297828046135,-1.7694588509905211,-0.5087316086300346,-7.846043711387865,0.32852313704922076,-4.236224670226581,-4.024865645738795,-4.162452426266908,0.23913727807527826,-1.5068636694599755,782.866
86,-4.3129646023853025,-1.769424974030886,-0.5093121567510085,-7.846052354920141,0.32852313756980717,-4.236224670226581,-9.200206762088532,-4.196602029406633,0.23940420397023257,-1.5212205049268503,749.769
87,-4.313017671017877,-1.769466320491885,-0.5089194860450856,-7.846079223109281,0.32852313704922076,-4.175694182326518,-5.755646823502275,-4.192134819864515,0.23874931052231266,-1.5068636694599755,758.115
88,-4.313018533932012,-1.7694286340900613,-0.5087316086300346,-7.846065227489834,0.328523156320933,-4.236224670226581,-4.4364877948417,-4.207098458196147,0.2394017367733906,-1.5068636694599755,782.939
89,-4.312993477563337,-1.7694244230009395,-0.5088448461472693,-7.846064682988982,0.32852314693418266,-4.170992891866844,-4.4364877948417,-4.166449073397873,0.2388673634505099,-1.5608635960561292,782.783
90,-4.313020963996266,-1.7694286340900613,-0.5087701660337755,-7.846065227489834,0.32852314666720633,-4.243877944550114,-4.4364877948417,-4.172517658844425,0.2393845818613544,-1.5082032908418832,782.902
91,-4.3130020050515006,-1.7694286340900613,-0.5088463584189404,-7.846065227489834,0.3285231393897748,-4.243562543602819,-4.22467781707127,-4.2095594165016,0.23923273153814037,-1.5437511249230165,783.319
92,-4.3129984567395505,-1.7694530171759506,-0.508844226138007,-7.846065227489834,0.3285231395845758,-4.160967159712332,-4.392498146564621,-4.185710276664741,0.23923273153814037,-1.5085251638979917,783.025
93,-4.313017338166114,-1.7694286340900613,-0.5087739113199226,-7.846041989241131,0.3285231411184668,-4.243562543602819,-4.026598150296973,-4.2095594165016,0.23923273153814037,-1.5073357702828745,782.925
94,-4.3130020050515006,-1.7694477403536593,-0.508777279995024,-7.846060774761144,0.3285231393897748,-4.1605697488918825,-4.433359688675542,-4.193974324200009,0.23923273153814037,-1.5092510443461986,782.873
95,-4.3130020050515006,-1.7694286340900613,-0.5087851275308176,-7.846063337056922,0.32852315299094303,-4.22443019732656,-4.22467781707127,-4.20097915802534,0.23924019290283619,-1.5433534706236645,783.31
96,-4.3130186987944015,-1.769459215656493,-0.5087450530619024,-7.846065227489834,0.32852313936999905,-4.243562543602819,-4.28707854971353,-4.198481192009519,0.23923273153814037,-1.5091042744539376,783.33
97,-4.312997471527077,-1.769436868156087,-0.5087534281792314,-7.8460651154781,0.328523148887635,-4.234796086603742,-3.9671965081252076,-4.185838314615223,0.23923763502932818,-1.5091042744539376,782.65
98,-4.313001701913575,-1.769459215656493,-0.5087450530619024,-7.846065210816601,0.3285231523840782,-4.231210180430355,-4.082563933095214,-4.192438263418674,0.23923273153814037,-1.511430954638254,783.096
99,-4.313002393544166,-1.7694588866895333,-0.5087450530619024,-7.846064069965178,0.3285231411503521,-4.225730124006906,-4.234034175627461,-4.198481192009519,0.23923294463765296,-1.542449605148484,783.311
100,-4.313021713903075,-1.7694576164737987,-0.5087453066470001,-7.846065227489834,0.3285231415913223,-4.210012657960681,-4.231059462388645,-4.198481192009519,0.23923273153814037,-1.5091042744539376,783.34
101,-4.313021267110321,-1.7694576164737987,-0.5087453066470001,-7.846065226750238,0.328523152352907,-4.2434982665465935,-4.231059462388645,-4.211164266999979,0.23923984100570259,-1.522266006126987,783.346
102,-4.313020018491415,-1.7694575498076528,-0.5088357633829527,-7.846063080039271,0.3285231479306847,-4.2434982665465935,-4.229501200200033,-4.20967030519266,0.23923984100570259,-1.522573956976724,783.344
103,-4.3130193713896565,-1.7694586133517183,-0.5087936257756119,-7.846064262757117,0.32852314839072966,-4.2434982665465935,-4.293784012661317,-4.201251991907207,0.23923984100570259,-1.5118897678557028,783.323
104,-4.313021758898124,-1.7694593937107452,-0.5087453066470001,-7.846064195634806,0.3285231416607421,-4.2434982665465935,-4.229108574851773,-4.209697309492768,0.2403215963390786,-1.522266006126987,783.344
105,-4.31302147873666,-1.769458963750369,-0.5087478988260788,-7.846064016019972,0.3285231532278936,-4.243295147212506,-4.230652085647604,-4.2035072466971535,0.24008223878065846,-1.512450859919599,783.351
