iteration,uncertainty
5,278.56312293327795
6,301.88896774663124
7,227.17323204116113
8,207.4265564634453
9,191.15174492663851
10,176.65844147269706
11,164.8592135503309
12,153.42319281418855
17,143.2453233101452
18,138.14468550888873
19,132.03309501986627
20,127.17496103280135
21,122.19923606888764
22,129.85253708945106
23,126.48054728741985
25,126.32501790953016
26,122.95031866087436
27,119.06547338267491
28,115.59299128981935
29,116.71518204673457
30,115.20926616965481
31,111.86814866590463
32,111.6170782784759
33,108.4356871694051
34,110.57256066643552
36,112.48905633059051
37,110.48810043089101
38,109.89748181308563
39,108.00240695697492
40,105.6411264487718
41,103.41394611369923
42,103.52804355876862
43,101.406565742746
44,102.77788667842408
45,100.4602111396254
46,101.55044630211573
47,99.94235850266588
49,98.22574355712577
50,97.10954552896114
51,95.53218155206575
52,96.7884820180224
53,95.46963022487579
54,95.34529260743889
55,94.08202898978999
56,92.51333916840723
57,90.9809235240944
58,89.64660569081205
59,88.7973645002832
60,87.46832022655674
61,86.3439441106559
62,85.22262246666531
63,85.04150969551381
64,83.87966934973068
65,82.70375512370595
66,83.31939788828565
67,83.85886164753094
68,83.0567605231774
69,83.89365363875437
70,83.32593108294058
71,83.18367391698976
72,82.33437106330832
73,81.22664226461505
74,81.6987623961006
75,81.56373080964855
76,80.7494978302065
77,79.94018306851298
78,79.20063897937929
79,80.84672427771409
80,80.6263067340346
81,79.81147312020158
82,79.36468205378404
83,78.57240094236224
84,78.8857460840838
85,78.40025342628034
86,77.75956343782337
87,77.04876336729923
88,76.28830611712749
89,75.84915487541728
90,75.11004220788371
91,74.4052981660435
92,74.27347140705278
93,73.55484264603527
94,74.02721332955312
95,73.82507652073917
96,73.123702166509
97,73.20807417616436
98,72.72368516388786
99,72.56289689899417
100,71.94852838644202
101,71.2904184804739
102,70.79410825333807
103,70.19229774758297
104,69.63591346746678
105,69.2116356446085
