iteration,uncertainty
5,284.58370016297556
6,272.4873719828209
7,256.51820585686824
8,241.09141646196278
9,226.71212982910805
10,213.50696699366284
11,201.49473582278267
12,190.5565857416013
17,193.48221430807328
18,187.67033411055561
19,182.41837458983017
20,177.3793320773189
21,172.5760601061656
22,168.21069339652732
23,163.96902831025514
28,145.59271481083178
29,142.64338836510981
30,140.09827077530153
31,140.78200715308841
32,138.01398354781412
33,135.25550239635882
34,132.93672221735244
35,138.71261238943768
36,137.02593205855118
38,135.19211575936572
39,133.34565925086008
40,136.08954976482306
41,134.5448818538815
42,133.04046897265874
43,131.16057777320538
44,129.2143424241031
45,129.7359906568398
46,127.98631134421471
47,126.38129054349157
49,125.39433405802764
50,124.16171358285392
51,122.86310052879092
52,122.87785556808244
53,121.53499458509681
54,123.59981652465532
55,122.28152212516602
56,120.97730031659268
57,123.55408933884304
58,122.91877446523917
59,121.94500180850133
61,120.8196653361111
62,119.63807719111249
63,118.52105676596072
64,117.38341283105994
65,116.27606609928081
66,115.10529865079559
67,115.93547646179968
68,114.92050779546312
69,113.84220612128661
70,112.86971610453863
72,112.51405685866959
73,111.50263326341768
74,110.58253110970882
75,109.58288602235746
76,108.6944322828265
77,107.79147125885805
78,106.98659320898312
79,106.12942647288219
80,105.22430290710948
81,104.46875939658005
82,103.69298319938383
84,102.0537516669764
85,103.11137727421745
86,102.39655356390537
87,104.34238040429133
88,103.60819459186499
89,102.8546806289889
90,102.11996018095279
91,104.06495599068005
92,103.26619250923845
93,102.55320355321793
95,103.16257642327938
96,102.52885177874782
97,104.13148458178739
98,104.53416572754159
99,103.92804611792594
100,103.1822235610773
101,102.33459396380673
102,101.68226564736864
103,100.98326609073165
105,99.6427085007163
