iteration,uncertainty
5,180.9459453215956
6,148.16446374900144
7,136.63791868549924
8,126.76321523509282
9,119.69624048099476
10,113.23180773018052
11,107.1006397425456
12,125.58694913813488
17,81.50009188022776
18,79.89932269392084
19,77.45201199051219
20,97.58600796051483
21,95.35912616424237
22,98.41758156888008
23,95.30533008988388
28,131.13117308678795
29,129.09495161019495
30,147.5748067437926
31,146.0550944149713
32,144.57464138082983
33,143.0932343246126
34,141.56736335166508
35,140.17396742902358
36,138.82532723429938
41,136.31263720866008
42,135.06333158933063
43,133.95297021671513
44,132.88832054716826
45,131.85521275213895
46,130.7176170786859
47,129.6134371341499
48,128.56652520078367
53,123.50381954623148
54,122.61148066938719
55,121.72440224857824
56,120.79936000252269
57,119.83856475099023
58,118.98311455741708
59,118.10651603673801
64,119.21365140199265
65,118.45345286798728
66,117.70313426329922
67,116.87312688946821
68,116.117871875547
69,115.31834094096543
74,112.87495392299633
75,112.17963286463642
76,111.58453318457092
77,110.933089315205
78,110.32568778055725
83,107.398037449822
84,106.77376317122115
85,106.190553898959
86,105.61443997824355
87,105.0377659779649
88,104.44793922065956
89,103.86563008872906
90,103.35210063631921
94,101.48242400615337
95,100.97142995498334
96,100.4515704955487
97,99.93509094642965
98,99.44443912835509
99,98.94360664621765
100,98.4996378292453
101,98.01459622159229
102,97.54208153163917
104,96.65571176319125
105,96.20859862613521
