iteration,uncertainty
5,197.74946211618465
6,174.7906033140766
7,157.38129590049925
8,193.49505609385955
9,128.53171920809908
10,121.47138700370374
11,118.00353997228444
12,111.06924449307877
14,98.19811738774762
15,93.10472865553577
16,87.68817809294858
17,111.49819516831832
18,111.22668889280197
19,109.5913189910144
20,105.45765958118564
22,115.34150930057513
23,110.95651960310191
24,106.7876731144151
25,113.80077431793336
26,109.9088708154565
27,107.94523654822358
28,106.50236565178426
30,114.84561384668532
31,110.58223368741858
32,112.42420408951226
33,110.84443302457035
34,108.48182979854569
35,106.70424106498
36,104.98484632559511
41,149.84655542181076
42,170.90424152554942
43,168.9909333018325
44,167.11825860341364
45,165.41342417934948
46,163.6202345968138
47,161.9130754071404
52,160.79663458022662
53,159.46882405943907
54,158.2100698574578
55,157.00701806606696
56,155.75420154752646
57,154.37083643780326
62,148.04168296199134
63,146.87646390825145
64,145.82956804257137
65,144.8357574321675
66,143.88957910763068
71,138.99349905694197
72,137.99147532038813
73,137.05962979638647
74,136.35178140972712
79,132.3966138062753
80,131.64286862684406
81,130.89842892266225
86,127.49450139487726
87,126.7096789782519
92,123.54390436077719
93,130.38276485349832
94,135.11738400382268
95,139.77167039926428
96,143.92595039410017
101,140.6845686639483
102,144.26084209157023
103,143.4544232024616
104,147.14584692386376
105,151.10626604182798
