iteration,trust_score_0,trust_score_1,trust_score_2,trust_score_3,trust_score_4,trust_score_5,trust_score_6,trust_score_7,trust_score_8,trust_score_9,mean_trust_score,std_trust_score,plateau_duration_0,plateau_duration_1,plateau_duration_2,plateau_duration_3,plateau_duration_4,plateau_duration_5,plateau_duration_6,plateau_duration_7,plateau_duration_8,plateau_duration_9,mean_plateau_duration,std_plateau_duration,uncertainty_0,uncertainty_1,uncertainty_2,uncertainty_3,uncertainty_4,uncertainty_5,uncertainty_6,uncertainty_7,uncertainty_8,uncertainty_9,mean_uncertainty,std_uncertainty
16,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,,,0.8923088284819887,0.015383814076484707,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,7.109090909090909,0.21818181818181798,,131.553260764187,,,109.4123964742911,118.12847302222384,,,87.68817809294858,120.78011650347732,121.33760086352554,29.44161059098633
17,0.9,,0.9,0.9,,,0.9,0.9,,,0.8898918141515543,0.023950247053410593,7.0,,7.0,7.0,,,7.0,7.0,,,7.135064935064935,0.34601068406860985,193.48221430807328,144.68521951210516,117.1886259919836,143.2453233101452,106.4051757656946,118.31965137157952,81.50009188022776,93.27378576147044,111.49819516831832,135.6290777168498,124.52273607864477,30.08889890161905
18,,,,,,,,,,,0.8910462283925484,0.03419678236400496,,,,,,,,,,,7.08961038961039,0.5064751911440398,187.6703341105556,136.12417290902647,113.61481937153616,138.14468550888873,102.53287787196442,113.36604100557392,79.89932269392084,89.2316628249218,111.22668889280196,133.68615788044977,120.54967630696396,28.938535449635193
19,,,,,,,,,,,0.8922006426335427,0.04451849804925417,,,,,,,,,,,7.044155844155844,0.6689559838145772,182.41837458983017,128.52413520437048,108.83160668847805,132.03309501986627,99.11747460474754,116.21491503453784,77.45201199051219,85.4621444914294,109.5913189910144,131.10813741796798,117.07532140327544,27.996496463850907
20,,,,,,,,,,,0.893355056874537,0.054872985771237094,,,,,,,,,,,6.998701298701299,0.8322730084536196,177.3793320773189,135.2026232432247,104.41147584140306,127.17496103280136,95.78272378354296,126.34533261856832,97.58600796051483,82.03138178963982,105.45765958118564,126.62908387463868,117.80005818028383,25.682210484082184
21,,,,,,,,,FAILED,,0.8945094711155311,0.06524464438341238,,,,,,,,,FAILED,,6.953246753246754,0.9960149979803113,172.5760601061656,128.78984650891758,111.67671650266072,122.19923606888764,93.17397717739556,121.45672681450895,95.35912616424235,93.92640815024625,,125.57936694789998,117.51370488818051,22.329040003650068
22,,,,,,,,,,,0.8956638853565252,0.07562640959588193,,,,,,,,,,,6.907792207792208,1.160002006500495,168.21069339652732,122.66339864331968,108.9053606628653,129.85253708945106,90.27526031897436,117.33081821048428,98.41758156888008,105.2026310060209,115.34150930057513,133.59169623139874,118.9791486428497,20.79180156058329
23,,,,,0.95,0.95,,,,,0.8968182995975195,0.0860146219569026,,,,,6.0,6.0,,,,,6.862337662337663,1.3241430048339944,163.96902831025514,121.77606655131308,114.20231402255573,126.48054728741984,,,95.30533008988388,105.83178205222605,110.95651960310192,128.58714751786965,118.40032893910525,18.400578196040172
24,0.95,,0.95,0.95,0.95,0.95,0.95,0.95,,,0.8965441424099424,0.09556910285128899,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,,,6.845454545454546,1.4709585338358326,,116.55330810713126,,,108.37965793209396,117.80337145130224,,,106.7876731144151,122.7948621829817,117.8993281054704,15.952315724267816
25,0.95,0.6911091379939374,0.95,0.95,,,0.95,0.95,,0.685876428515428,0.8887853070831134,0.10128131936360496,6.0,10.0,6.0,6.0,,,6.0,6.0,,10.0,6.959999999999999,1.5480310074413883,,,111.04480975439556,126.32501790953016,112.82725048989369,113.98456816578448,,103.935816908162,113.80077431793336,,118.82018396913898,13.9981541600976
26,0.95,0.6911091379939374,,,,,0.95,,,0.685876428515428,0.8796753012955092,0.09684693465116043,6.0,10.0,,,,,6.0,,,10.0,7.094444444444444,1.4809010437009518,,117.03487249427168,112.3729334602482,122.95031866087436,110.54956997325738,114.02690838922632,,101.36508277447946,109.9088708154565,123.6758211087333,118.16284537751747,13.133925540267692
27,0.95,,,,,,0.95,,,,0.8689873161954089,0.0961915934602927,6.0,,,,,,6.0,,,,7.245555555555555,1.4563034550142426,,123.07764695206122,111.10545457222076,119.06547338267492,107.58403531378502,110.23108544225164,,98.02036316731504,107.94523654822358,118.1795335783908,116.84428109550467,13.204317461118665
28,0.95,,,,,,0.95,,,,0.8582993310953085,0.0962080489066425,6.0,,,,,,6.0,,,,7.3966666666666665,1.4420240404838378,145.59271481083178,118.22778835148144,108.6502847713403,115.59299128981937,105.56963862740103,106.7271693878496,131.13117308678795,94.85658425067888,106.50236565178426,117.3169138546386,115.01676240826131,13.740166643812056
29,,,,,,,,,FAILED,,0.844275682508502,0.09354285244237726,,,,,,,,,FAILED,,7.5922222222222215,1.3925622534126183,142.6433883651098,113.41108100072586,105.54791150082704,116.71518204673455,105.49178851562496,107.85285510385958,129.09495161019495,102.51252561249608,,119.51618739716692,115.34598609019744,11.802419680559002
30,,,,,,,,,,,0.8302520339216952,0.09121743844227614,,,,,,,,,,,7.787777777777777,1.3486385453211422,140.09827077530153,109.44256092433896,102.51259139062694,115.2092661696548,103.14486314949684,105.86395533080989,147.5748067437926,105.45489956747694,114.84561384668532,114.8810949819754,115.90279228801592,14.781453528106987
31,,,,,,,,,,,0.8162283853348888,0.08925836752464797,,,,,,,,,,,7.9833333333333325,1.3108097582113971,140.7820071530884,112.16869840690774,105.5762804108253,111.86814866590464,102.09064138353706,102.85901832261096,146.0550944149713,117.1707238991005,110.58223368741858,113.0783491705921,116.22311955149567,14.362375288598685
32,,,,,,,,,,,0.8022047367480821,0.08769019634280928,,,,,,,,,,,8.178888888888888,1.279616551361586,138.01398354781412,110.55694716091088,102.81160960950562,111.6170782784759,99.9187728507132,99.98694962640536,144.57464138082983,114.43572988416936,112.42420408951226,112.75195510154026,114.70918715298767,14.310977582576049
33,,,,,,,,,,,0.7881810881612756,0.0865341791455629,,,,,,,,,,,8.374444444444444,1.2555535889856775,135.25550239635882,108.52481067529337,99.99406800803756,108.4356871694051,100.55493091493788,101.24010147952006,143.0932343246126,114.33923048837327,110.84443302457036,109.42185673587755,113.17038552169865,13.867416627138867
34,,,0.7912853218474688,,0.7531701227627569,0.7555049204549316,,0.7961852157622413,,,0.7741574395744689,0.08580697553481842,,,8.0,,9.0,9.0,,8.0,,,8.57,1.2390363639179887,132.93672221735244,110.28887382483518,,110.57256066643552,,,141.56736335166508,,108.48182979854568,106.78342299317411,113.59477687421133,12.6468528870334
35,,,0.7912853218474688,0.7775793362333251,0.7531701227627569,0.7555049204549316,,0.7961852157622413,,,0.7675195901375997,0.0854976071885757,,,8.0,9.0,9.0,9.0,,8.0,,,8.661111111111111,1.230828286807278,138.71261238943768,108.72991566557694,107.4205460804196,,101.78609737869182,106.9235115066057,140.17396742902358,,106.70424106498,107.83272655592069,114.81899324927936,12.945681561837283
36,,,,0.7775793362333251,,,,0.7961852157622413,,,0.7583992403516613,0.08587572330842995,,,,9.0,,,,8.0,,,8.758585858585858,1.2170874693170475,137.02593205855118,112.63821847911323,111.01937955340338,112.48905633059051,105.05199997363675,108.85891050417548,138.82532723429938,,104.98484632559511,104.40884993611895,115.56961640367342,12.064469739055573
37,0.799827195904094,,,,,,0.7999630902923413,0.7961852157622413,0.9,,0.7478158384403824,0.08640996632689285,8.0,,,,,,8.0,8.0,7,,8.872727272727273,1.2117793078399592,,110.90252459719444,108.37924088785232,110.488100430891,104.03076658469072,111.1730523537677,,,,102.88271189119288,115.86571793874332,11.835750700895796
38,0.799827195904094,0.5993632943322975,,,,,0.7999630902923413,0.7961852157622413,0.9,0.588264754677532,0.7405681000158096,0.08936415365051883,8.0,11.0,,,,,8.0,8.0,7,11.0,8.942424242424243,1.242309676905615,135.19211575936572,,106.6591797771074,109.89748181308563,101.78887338074075,108.44199567805776,,124.42991907650158,,,115.86426511047993,12.589808722236373
39,,0.5993632943322975,,,,,0.7999630902923413,,0.9,0.588264754677532,0.7339197659220937,0.0895724323548499,,11.0,,,,,8.0,,7,11.0,8.992954545454545,1.2515578928243427,133.34565925086008,108.01527860328956,107.45934508513834,108.00240695697492,103.69645312189124,108.54243020034804,,126.329325094471,,101.1660937719543,116.57765770871679,13.188031825438093
40,,,,,,,0.7999630902923413,,0.9,,0.7259887963010125,0.09231029415707097,,,,,,,8.0,,7,,9.03439393939394,1.253045518576777,136.08954976482306,105.13139991584146,105.09331559178344,105.6411264487718,101.79947449744787,106.84633710077776,,124.4258099921912,,98.46936451660456,116.11857666445967,15.69585245962823
41,,,,,,,0.7999630902923413,,0.9,,0.7180578266799313,0.0955637957080597,,,,,,,8.0,,7,,9.075833333333332,1.262008455165452,134.5448818538815,103.24545278072192,105.59051118516764,103.41394611369924,100.86333085913392,105.25657252217208,136.31263720866008,123.70234275508402,149.84655542181076,96.12202359173996,115.88982542920712,17.693016995825197
42,,,,,,,,,,,0.7112578094398027,0.1010377975792098,,,,,,,,,,,9.090487012987014,1.313520130585827,133.04046897265874,102.84671090185677,104.08094036910754,103.52804355876862,101.71671291503571,106.6688935967727,135.06333158933063,121.57357570511518,170.90424152554942,95.01498620363294,117.44379053378285,22.091986559439768
43,,,,,,,,,,,0.7044577921996739,0.10698181759407892,,,,,,,,,,,9.105140692640692,1.3736931613308123,131.16057777320538,102.7742529688333,106.24039166939652,101.406565742746,99.90177035753516,105.64796439729326,133.95297021671513,119.65833184005378,168.9909333018325,96.90344663315108,116.6637204900762,21.40865260854956
44,,,,,,,,,,,0.6976577749595452,0.11332191896697637,,,,,,,,,,,9.119794372294372,1.441443250706593,129.2143424241031,100.67630688807144,104.42000803683726,102.77788667842408,98.25675639249177,103.87043740471536,132.88832054716826,118.73844791321925,167.11825860341364,94.9108025423992,115.28715674308432,21.273851363006663
45,,,,,,,,,,,0.6908577577194165,0.11999533577407477,,,,,,,,,,,9.134448051948052,1.515754717629424,129.7359906568398,98.67936591962427,104.91781089533312,100.4602111396254,99.6474427211646,104.13859931125634,131.85521275213895,117.0739874368954,165.41342417934948,93.0757361222357,114.49977811344631,21.114742811862865
46,,,0.6023977380426812,,0.6178492390022537,0.6169756194792562,,0.8295185490955749,,,0.6840577404792876,0.12694951423009748,,,10.0,,10.0,10.0,,7.0,,,9.149101731601732,1.5957111450735169,127.98631134421473,97.7215129038628,,101.55044630211572,,,130.7176170786859,,163.6202345968138,91.0248970772754,113.55664371194086,20.811813368191558
47,,,0.6023977380426812,,0.6178492390022537,0.6169756194792562,,0.8295185490955749,,,0.6810477635592282,0.1312828801688492,,,10.0,,10.0,10.0,,7.0,,,9.139891774891774,1.643806985054926,126.38129054349156,97.2648964804397,102.62497841463596,99.94235850266588,97.96720937255093,103.29698430835128,129.6134371341499,,161.9130754071404,89.27704119581135,112.450509453193,20.648429606558626
48,0.6603030310734886,,,0.6020130811924598,,,,0.8295185490955749,0.95,,0.6728002879529145,0.138614596741138,9.0,,,11.0,,,,7.0,6,,9.100681818181817,1.6805044162319858,,95.80210756729004,100.413070225823,,97.9263902082429,102.19645715638327,128.56652520078367,,,89.66242663111322,111.70273686026414,20.752195910627993
49,0.6603030310734886,,,0.6020130811924598,,,0.8332964236256747,0.8295185490955749,0.95,,0.6666968204059616,0.14392732555515284,9.0,,,11.0,,,7.0,7.0,6,,9.049090909090909,1.675887331268853,125.39433405802764,96.47993548299212,98.75560358726518,98.22574355712575,97.18613222025274,101.0254894657226,,115.37365890849114,,88.02881002960694,110.94901904557324,20.950251046479984
50,,0.4582733863221329,,,,,0.8332964236256747,,0.95,,0.6586148558041002,0.14912051734322687,,10.0,,,,,7.0,,6,,9.004805194805197,1.675406526743066,124.16171358285392,,97.79387818410548,97.10954552896114,95.79967182593954,101.6657557724375,,115.92445030813217,,86.64866549083702,110.1880945613943,21.19328706352783
51,,0.4582733863221329,,,,,0.8332964236256747,,0.95,,0.651815526729604,0.15291084041444655,,10.0,,,,,7.0,,6,,8.96961038961039,1.683101671407931,122.86310052879092,93.50528665845044,99.08381226960236,95.53218155206577,95.68899615906332,99.98457297450037,,119.59637162079244,,85.42221473883892,109.82253610557663,21.473592407190974
52,,,,,,,0.8332964236256747,,0.95,,0.6450657952585692,0.15699531320805735,,,,,,,7.0,,6,,8.924415584415584,1.6874599050102004,122.87785556808244,93.71384976922616,97.15400922091231,96.7884820180224,94.37288164759444,98.77488818258568,,118.19962818551348,160.79663458022662,88.03887923055045,109.5233469079856,21.163948264171996
53,,,,,,,0.8332964236256747,,,,0.6385938415653122,0.16195087431517105,,,,,,,7.0,,,,8.862554112554111,1.723465704936938,121.5349945850968,92.0620032191905,95.64194546793136,95.4696302248758,92.82093288805152,98.45601531272112,123.50381954623148,117.78377562089734,159.46882405943907,90.23493276923412,108.69768736936692,20.890906379250833
54,,,,,,,,,,,0.6321218878720554,0.1672077554614257,,,,,,,,,,,8.786406926406928,1.777095561413597,123.59981652465532,90.90370786727688,93.7846736660732,95.34529260743888,94.65048740236378,99.34442034645814,122.6114806693872,121.59856493531944,158.2100698574578,89.34417149685419,108.9392685373285,20.99921018044334
55,,,,,,,,,,,0.6256499341787983,0.1727384489750178,,,,,,,,,,,8.71025974025974,1.832369547390872,122.28152212516602,89.34379606476075,92.1848413737109,94.08202898979,93.49289535780191,98.91693610453255,121.72440224857824,120.0458292038442,157.00701806606696,87.92564401677973,107.70049135510313,21.038143610127666
56,,,,,,,,0.8295185490955749,,,0.6191779804855415,0.1785175075307434,,,,,,,,6.0,,,8.634112554112553,1.8891433528248587,120.97730031659268,87.85885965758604,90.84565815104146,92.51333916840724,92.068595717076,97.68384642118194,120.79936000252268,,155.75420154752646,89.91387994949034,106.80713096188533,20.88408721386048
57,,,0.4342288624030055,,0.43326230102484203,0.4459815644708954,,0.8295185490955749,,,0.6127060267922845,0.18452159686207603,,,9.0,,9.0,9.0,,6.0,,,8.572251082251082,1.9278465601775632,123.55408933884304,86.47977655159819,,90.9809235240944,,,119.83856475099024,,154.37083643780326,88.67710006455364,106.24256515536345,21.0909105449732
58,,,0.4342288624030055,,0.43326230102484203,0.4459815644708954,,0.8295185490955749,0.9666666666666667,,0.6114715717852821,0.18572446351693336,,,9.0,,9.0,9.0,,6.0,5,,8.54038961038961,1.9752050861619581,122.91877446523915,85.49870460243388,87.98037683602053,89.64660569081205,94.2531322709214,95.68369603323612,118.98311455741708,,,87.71667690855553,105.4663234761874,21.042335787777095
59,,,,,,,,0.8295185490955749,0.9666666666666667,,0.6106550912624785,0.1858922580032294,,,,,,,,6.0,5,,8.512063492063493,1.992030297213776,121.94500180850132,84.21655908526779,86.56689613350602,88.7973645002832,92.889635690291,94.18504411414752,118.106516036738,118.48758713818178,,86.93223519119071,104.3966014745586,21.107867557628303
60,0.4885016883668955,,,,,,0.8332964236256747,,0.9666666666666667,,0.6126799682547486,0.18971533318287373,10.0,,,,,,6.0,,5,,8.467070707070707,2.0329649467832707,,84.43932361223703,85.34227149563897,87.46832022655674,91.5209009427305,94.57571577913876,,117.12832121048667,,85.63555475227697,103.6394029053477,21.055615922905048
61,0.4885016883668955,0.4632331466682849,,,,,0.8332964236256747,,0.9666666666666667,,0.6162666756352606,0.1929093496874256,10.0,9.0,,,,,6.0,,5,,8.427272727272726,2.052499651872477,120.8196653361111,,85.97555454574143,86.3439441106559,91.57829710980565,93.37069608101883,,118.49746059381948,,85.62875696649763,103.38841000426328,20.982644584325357
62,,0.4632331466682849,,,,,0.8332964236256747,,0.9666666666666667,,0.6197815507934121,0.19646461729965353,,9.0,,,,,6.0,,5,,8.387474747474748,2.0696719856910297,119.63807719111249,83.18635930574149,84.80159039225894,85.22262246666531,90.5564986600846,92.37443410802484,,117.07744187516872,148.04168296199134,84.76363443793035,102.44331386548689,20.951081749607027
63,,,,,,,0.8332964236256747,,,,0.6239630926182302,0.20146054019776063,,,,,,,6.0,,,,8.327676767676767,2.121983851920039,118.52105676596072,81.83811199702701,83.78185488786568,85.04150969551381,90.44933069004782,91.32336268673974,,116.00173468230932,146.87646390825145,83.67778106424987,101.65034307069071,20.927276881582824
64,,,,,,,0.8332964236256747,,,,0.6281446344430485,0.20667565755793837,,,,,,,6.0,,,,8.267878787878788,2.1764843050688887,117.38341283105994,80.9976297103103,82.69710536335215,83.87966934973068,89.17985864361792,90.18048190623183,119.21365140199264,116.43379730181393,145.82956804257137,82.972113754783,100.87672883054637,21.113674508262264
65,,,,,,,,1.0,,,0.6351045692074386,0.21487206472685863,,,,,,,,5.0,,,8.191414141414143,2.2499889353422007,116.2760660992808,80.33575191583196,81.57724621883838,82.70375512370595,87.8991853705052,89.07039609353804,118.45345286798728,,144.8357574321675,81.93054752056756,99.89849730184929,21.180447440060195
66,,,,,,,,1.0,,,0.6392231464567552,0.2184840553059942,,,,,,,,5.0,,,8.131616161616162,2.3015077392193053,115.1052986507956,79.23517573429591,81.17213293157202,83.31939788828565,86.94292457119512,88.46098943577235,117.70313426329922,,143.88957910763068,81.08925773201736,99.22897217651904,21.031822736112876
67,,,0.4419199495973974,,,0.48909592167135313,,1.0,1.0,,0.6433417237060717,0.22233983838483115,,,8.0,,,8.0,,5.0,4,,8.071818181818182,2.3550840029937414,115.93547646179968,78.1411456919259,,83.85886164753094,86.92071581287058,,116.8731268894682,,,80.13946303086168,98.80392245638618,20.99551550875167
68,,,0.4419199495973974,,,0.48909592167135313,,1.0,1.0,,0.646229129351001,0.22578229559783192,,,8.0,,,8.0,,5.0,4,,8.054242424242423,2.3752119232693265,114.92050779546312,77.53564935097224,80.96956311519858,83.0567605231774,86.22112401588426,86.23576133211539,116.117871875547,,,79.22329076972346,98.05215414642755,20.910095503143726
69,,,,,0.44769950669301256,,,1.0,1.0,,0.6498049723237581,0.22886095689929442,,,,,10.0,,,5.0,4,,8.024166666666668,2.3974478617896993,113.8422061212866,76.52167803325847,79.88523298053644,83.89365363875437,,86.5558376341776,115.31834094096544,113.7788826730952,,78.1845784564942,97.50691078937056,20.72466835000486
70,,,,,0.44769950669301256,,1.0,,1.0,,0.6532495679722592,0.23231332355914786,,,,,10.0,,5.0,,4,,7.965000000000001,2.439267308025096,112.86971610453864,75.83839819382374,78.79456124511505,83.32593108294058,86.05240865995601,85.55890385655138,,112.60058297580396,,78.07613702145257,96.79190177446334,20.577747085027994
71,0.4862782264770058,,,,,,1.0,,1.0,,0.6537750521700335,0.23187797357732395,9.0,,,,,,5.0,,4,,7.9125,2.4542628730435543,,75.89548494369907,79.18511876205518,83.18367391698976,85.20405402981629,84.57721252354446,,111.46899666856122,138.99349905694197,77.25709753856668,96.27980100555565,20.37517525446538
72,0.4862782264770058,,,,,,1.0,,,,0.6543227709867068,0.23144581281305554,9.0,,,,,,5.0,,,,7.844999999999999,2.51539758288824,112.5140568586696,76.10189876536043,78.03244085199378,82.33437106330832,83.92134360017,83.81121404555442,,110.3814513458632,137.99147532038813,76.62025264846174,95.55608132299535,20.334971317908824
73,,,,,,,1.0,,,,0.6548170936288792,0.2310719344544534,,,,,,,5.0,,,,7.78659090909091,2.582736402418986,111.50263326341768,76.00469899350645,77.3317213049061,81.22664226461505,84.27274607038015,82.84332812422213,,112.83058846248994,137.05962979638647,75.69170266120403,95.21273222677182,20.480267487074947
74,,,,,,,1.0,1.0,,,0.6553114162710517,0.2307179160418733,,,,,,,5.0,4.0,,,7.7281818181818185,2.6522225203629994,110.58253110970882,75.45671670597305,76.47228880297415,81.6987623961006,83.460138170306,83.51787693829493,112.87495392299633,,136.35178140972712,74.9800848647207,94.77917952857017,20.352883737191945
75,,,,,,,,1.0,1.0,,0.6558057389132241,0.23038384912845147,,,,,,,,4.0,3,,7.6697727272727265,2.716338697478922,109.58288602235746,74.89890085566603,75.44915070835845,81.56373080964855,83.0183465920373,82.62839819991163,112.17963286463642,,,74.14695572827866,94.09914831372414,20.32457339767895
76,,,0.49699493582362814,,,,,1.0,1.0,,0.6563000615553966,0.23006982062437425,,,7.0,,,,,4.0,3,,7.636363636363636,2.7396567318305522,108.6944322828265,74.02796081967398,,80.7494978302065,82.03023570461184,81.72642846044171,111.58453318457092,,,73.4395380215458,93.35412719296244,20.354068843224784
77,,,0.49699493582362814,,,,,1.0,1.0,,0.6561059468697412,0.23024287275903438,,,7.0,,,,,4.0,3,,7.615454545454545,2.762009239905311,107.79147125885804,73.02566820838754,74.53109986700211,79.94018306851298,82.40598683226393,80.89878360319736,110.933089315205,,,72.81895552124666,92.74187969944603,20.30510796546092
78,,,,,,,,1.0,1.0,,0.6559118321840858,0.230416614519284,,,,,,,,4.0,3,,7.594545454545456,2.7861172959473293,106.98659320898312,72.27483605092267,73.64141843622275,79.20063897937929,81.89890426718634,79.99862715969385,110.32568778055725,110.66095097454078,,72.32519188224234,92.05004960666943,20.317882651815758
79,,,,,,,1.0,,1.0,,0.6557177174984303,0.2305910443463016,,,,,,,4.0,,3,,7.548636363636365,2.8445191971245185,106.1294264728822,71.38982900328531,72.76408078749039,80.84672427771409,81.0278558756759,79.3274087873251,,110.69945745059576,132.3966138062753,71.60585542840128,91.59274096040555,20.273998984483878
80,,,,,0.4336276555775443,,1.0,,,,0.655523602812775,0.23076616067981465,,,,,9.0,,4.0,,,,7.489393939393939,2.9337813488320528,105.22430290710948,71.96482048399807,71.92702868653883,80.6263067340346,,78.67457702727185,,109.86171681925528,131.64286862684406,70.85870917616533,91.1732038115467,20.03806284064318
81,,,,,0.4336276555775443,,1.0,,,,0.6554702066382743,0.230806362284045,,,,,9.0,,4.0,,,,7.440151515151515,3.0305955351251774,104.46875939658004,71.1925653274315,71.19934918835122,79.81147312020158,82.56630413629657,78.12878827983182,,108.8748375344254,130.89842892266225,70.2758155922164,90.5985419080113,19.939242568269826
82,,,,,,,1.0,1.0,1.0,,0.6555506571768299,0.23071838653030874,,,,,,,4.0,3.0,2,,7.37979797979798,3.12391174807063,103.69298319938385,72.23896333010927,70.40382779085031,79.36468205378404,81.79491852252256,77.62485069701297,,,,71.16552857767222,90.27916702249756,19.622506444260715
83,0.48040464728192617,,,,,,1.0,1.0,1.0,,0.6556311077153857,0.23063124955826503,10.0,,,,,,4.0,3.0,2,,7.377777777777777,3.1262330900515614,,71.51060157909946,69.62319770244011,78.57240094236224,82.07840798420078,76.91876014323591,107.398037449822,,,70.58582066079347,89.68320245133893,19.60492961896758
84,0.48040464728192617,,,,,,,1.0,1.0,,0.6536815487921139,0.22745752347056067,10.0,,,,,,,3.0,2,,7.404166666666666,3.0827730346772744,102.0537516669764,71.28698073973418,69.23304705641137,78.8857460840838,84.68457211980959,76.1736822250695,106.77376317122116,107.16444029284742,,70.03651904625043,89.51485748083952,19.369156600064148
85,,,,,,,,,1.0,,0.649392977725922,0.2207736600844939,,,,,,,,,2,,7.463412698412699,2.9748922978275143,103.11137727421745,70.64957960577199,68.53171351555007,78.40025342628034,84.22487629300987,75.68726426364772,106.190553898959,106.29107193438392,,69.39216721018276,89.06541443224373,19.444353286798126
