iteration,uncertainty
5,212.23635177377113
6,172.332515777737
7,156.47395405394366
8,144.21493030691474
9,133.38577271461946
10,124.16681508251568
11,116.1553876485103
12,108.87726662010434
17,93.27378576147044
18,89.2316628249218
19,85.4621444914294
20,82.03138178963982
21,93.92640815024623
22,105.2026310060209
23,105.83178205222603
25,103.935816908162
26,101.36508277447946
27,98.02036316731505
28,94.85658425067889
29,102.51252561249609
30,105.45489956747694
31,117.1707238991005
32,114.43572988416935
33,114.33923048837329
38,124.42991907650158
39,126.32932509447099
40,124.42580999219119
41,123.70234275508402
42,121.57357570511518
43,119.65833184005378
44,118.73844791321925
45,117.0739874368954
49,115.37365890849114
50,115.92445030813217
51,119.59637162079245
52,118.19962818551348
53,117.78377562089734
54,121.59856493531944
55,120.0458292038442
59,118.48758713818178
60,117.12832121048667
61,118.49746059381948
62,117.07744187516873
63,116.00173468230932
64,116.43379730181391
69,113.7788826730952
70,112.60058297580395
71,111.46899666856122
72,110.38145134586321
73,112.83058846248994
78,110.66095097454078
79,110.69945745059577
80,109.86171681925529
81,108.87483753442541
84,107.16444029284742
85,106.29107193438392
86,107.47794712845078
87,106.6523772129938
88,105.75180098442806
89,104.87946393847236
90,104.15223525329357
92,105.49696507392801
93,104.92130494500366
94,104.09484212422369
95,103.33180471364595
96,102.6461756579652
97,101.86075753726496
98,104.05830492890375
99,103.43538158567192
100,102.87507140380383
102,103.16761312200981
103,102.41031775380392
104,102.6625629023198
105,110.66940390314686
