iteration,uncertainty
5,277.9155359758613
6,226.82693171829442
7,203.921866082951
8,186.531203322482
9,241.60661360156885
10,156.5679517239715
11,146.29186331915176
12,136.77554655266107
14,120.07384439581966
15,125.6785399456144
16,131.553260764187
17,144.68521951210516
18,136.12417290902647
19,128.52413520437048
20,135.2026232432247
21,128.78984650891758
22,122.66339864331968
23,121.77606655131308
24,116.55330810713126
26,117.03487249427168
27,123.07764695206122
28,118.22778835148145
29,113.41108100072586
30,109.44256092433896
31,112.16869840690774
32,110.55694716091087
33,108.52481067529335
34,110.28887382483518
35,108.72991566557694
36,112.63821847911323
37,110.90252459719444
39,108.01527860328956
40,105.13139991584146
41,103.24545278072192
42,102.84671090185677
43,102.7742529688333
44,100.67630688807145
45,98.67936591962427
46,97.7215129038628
47,97.2648964804397
48,95.80210756729005
49,96.47993548299213
51,93.50528665845044
52,93.71384976922617
53,92.0620032191905
54,90.90370786727689
55,89.34379606476075
56,87.85885965758604
57,86.47977655159819
58,85.49870460243388
59,84.21655908526779
60,84.43932361223703
62,83.18635930574149
63,81.83811199702701
64,80.9976297103103
65,80.33575191583196
66,79.23517573429591
67,78.1411456919259
68,77.53564935097224
69,76.52167803325847
70,75.83839819382374
71,75.89548494369907
72,76.10189876536043
73,76.00469899350645
74,75.45671670597305
75,74.89890085566603
76,74.02796081967398
77,73.02566820838754
78,72.27483605092267
79,71.38982900328531
80,71.96482048399807
81,71.1925653274315
82,72.23896333010927
83,71.51060157909946
84,71.28698073973418
85,70.64957960577199
86,70.18851170604032
87,69.52583600342804
88,68.87563091121562
89,68.92877012361024
90,68.61553343773389
91,68.03939181995847
92,67.51559758094008
93,67.16845896521224
94,68.02515702783055
95,68.02323842046036
96,67.7547488133867
97,67.18037037170238
98,67.54709185259927
99,67.3111015920092
100,66.87953624689162
101,66.9380714130396
102,66.47553678761889
103,66.51949019207359
104,67.09522155838988
105,66.96488509173376
