iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypothesis
1,7935.7156623022065,18.487808166498915,33.37292827814585,4.316665113420807,0.7057405482353756,5.285158093660005,80.44726341462854,0.9564102665454634,7.73,Optimal Greenhouse Conditions for Sugar Beet
2,7914.287692589407,15.983747582402446,32.49723020884826,2.088888336406257,0.4076547182193677,7.3802101578662445,85.59635022559266,0.9128208236872124,8.26,Strong Growth Conditions for Sugar Beet
3,7892.8597228766075,12.479686998305976,30.621532139550666,2.861111559391706,0.12111403406966377,10.475262222072486,89.4208671402066,0.8692313808289616,9.1,Ideal Conditions for Sugar Beet Growth
4,7922.858880474527,20.18537181604103,36.047509436567296,3.179999047212077,0.09150844708727261,8.34218933218375,93.41741956156761,0.9476923779738131,6.22,Optimal Growth Strategy for Sugar Beet
5,7142.881211488013,-10.081211681929368,37.486038614048226,0.474464459708984,0.5382833996798397,11.901041284124805,52.98173621928216,0.4188074285566543,0.41,Global
6,7806.39401935753,17.229749562306512,32.47833509020043,4.0941800467426575,0.17157168746321386,8.901532220410976,98.54647023634436,0.9981161094941764,8.02,Optimal Growth Strategy for Sugar Beet
7,7887.979641860536,8.936616186058952,30.526007333554162,3.44836837767926,0.6663247897051173,11.098982942783785,94.98291971156686,0.8412992383571701,9.46,Ideal Conditions for Sugar Beet Growth
8,7869.221443165571,7.499970000000001,28.497010757640613,5.24250497,1.1250025,12.50001,100.0,0.7749995000000001,9.82,Ideal Conditions for Sugar Beet Growth
9,7805.997160003926,19.473298405478264,28.916963713892457,3.62884527267655,0.40122629948130234,9.413889822960499,98.7393835131039,0.9824087635278405,8.4,Optimal Growth Strategy for Sugar Beet
10,7956.1030866373585,16.67952711846394,33.78890153039264,5.124662311468834,0.7042170480541068,3.632818408094741,80.5191210979798,0.92939373226671,7.92,Optimal Greenhouse Conditions for Sugar Beet
11,7901.952268092201,-24.98985676004823,10.870157469433197,0.06,5.0,0.0,64.9602649660194,0.5785922947883253,0.41,Global
12,7842.805673908963,30.0,-6.067301860083208,0.06,0.0,20.0,100.0,1.0,0.41,Global
13,7869.402119142867,21.838611011694788,50.0,10.0,5.0,0.0,100.0,0.0,1.68,Global
14,7870.605169610098,-15.621749759726253,29.0885279512571,0.06,0.0,20.0,100.0,1.0,0.41,Global
15,7880.886594327421,18.27001479193091,15.89547995676585,10.0,0.0,13.465848751436452,100.0,1.0,10.3,Global
16,7874.61124936528,11.55943483658162,16.04905443383631,10.0,0.0,0.0,87.5773976998992,1.0,10.22,Global
17,7899.302681934644,26.49778062361667,5.688157472391289,10.0,0.0,0.0,85.25106944792316,1.0,6.57,Global
18,7872.76059436316,17.590047087653744,22.801369696269088,10.0,0.0,20.0,80.92481489723887,1.0,9.87,Global
19,7774.1995580548855,30.0,21.763908215488296,2.255486625979423,2.4833143985496817,6.363791770510804,99.01135390972948,0.8899082499430488,8.27,Global
20,7791.129517572941,30.0,23.57611388872255,10.0,0.0,5.709867215402826,68.32075808123936,1.0,7.9,Global
21,7459.628437935248,18.459682211893586,26.44036646696052,3.192813404192166,0.6424563596686964,5.204330080004477,76.45528953408635,0.950853374250082,8.81,Strong Growth Conditions for Sugar Beet
22,7458.8737397582045,21.77666852393384,27.394368710747592,3.6306437670935527,0.9416669988144027,7.771623020374102,79.85801852231064,0.8590165622663675,8.16,Strong Growth Conditions for Sugar Beet
23,7465.019822184778,-4.2863817746304065,19.55331395503112,0.12161352648205023,0.0,0.0,52.89031351661837,1.0,0.41,Global
24,7787.344035903979,5.0642946683930985,9.335657896753878,10.0,5.0,0.0,91.26231113642336,0.0,3.01,Global
25,7786.10649756735,30.0,42.68780660345013,0.06,0.0,20.0,88.81998545145865,1.0,1.75,Global
26,7873.151253672853,21.384375891269908,21.596673679822047,0.06,0.0,8.595177618439795,91.55065269851977,1.0,9.66,Global
27,7895.685345135791,25.63132730456307,28.613443166551257,10.0,0.0,20.0,65.02947106689078,1.0,7.59,Global
28,7876.595458731866,7.499970000000001,16.249965000000003,2.7574950300000003,1.1250025,12.50001,100.0,0.7749995000000001,9.21,Ideal Conditions for Sugar Beet Growth
29,7792.338360340472,27.40003,25.699965,3.10539503,0.8500025000000002,9.80001,100.0,0.9099995,7.86,Optimal Growth Strategy for Sugar Beet
30,7861.003292627377,16.41959569066487,20.02762850405357,10.0,0.0,0.0,62.27566424792905,1.0,10.23,Global
31,7854.713894641686,21.481708138238307,27.334575253987982,10.0,0.0,18.716582962140745,47.593818574693124,1.0,8.46,Global
32,7835.084847695508,13.744461227467836,26.034983139678584,10.0,0.0,0.0,63.193443271865355,1.0,9.69,Global
33,7844.249032300445,8.204502207784564,6.072647940753819,10.0,0.0,0.0,45.80771315493264,1.0,1.63,Global
34,7851.65578265048,14.346752011005359,31.96475778506327,10.0,0.0,8.9021815812128,74.25163732741659,1.0,8.56,Global
