iteration,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,target,hypothesis
1,6885.912157420123,16.84051254747792,27.58256318493964,5.098150990716453,0.6160198975467919,4.641937015375548,73.62691240650037,0.9361904519450582,8.36,Ideal Conditions for Sugar Beet Biomass Maximization
2,6058.576595220821,11.936717208713759,26.079022642188587,5.066921271987212,0.9427407177781753,5.437685257082229,79.06380192766152,0.8587663418903129,8.14,Optimal Biomass Production for Sugar Beet
3,7413.455750359538,17.582285307831015,31.438694458439336,4.08922821393667,0.42365585847590304,2.583582911207755,88.75171610461442,0.9783545460429164,7.94,Enhanced Growth Conditions for Sugar Beet
4,7097.625203108665,15.227853406948274,29.798366274690093,6.111535155886128,0.7045681174476276,3.729473483215542,83.43967404028844,0.8479436419685207,8.34,Optimal Sugar Beet Growth Scenario
5,4390.508031418598,12.91136198234517,22.19343632501507,5.476138838989154,2.1182739966945237,12.917882261333123,43.75872112626925,0.8917730007820798,5.4,Global
6,6893.214102250069,11.042047682668548,26.539842633306073,4.344196134516126,1.1399387903200702,3.287649191702697,77.42737229193172,0.7668248791653646,9.08,Ideal Conditions for Sugar Beet Biomass Maximization
7,5967.538634633378,14.34142462309761,29.61592103013544,5.0121909868073,0.4730338522630945,2.61919058292616,78.58035498701547,0.9472683020115183,7.34,Ideal Conditions for Sugar Beet Biomass Maximization
8,6900.60858963718,9.037220914921402,25.979949857847746,4.24403137262295,1.2465492505509177,2.5438328943891158,77.1245507652231,0.740693751077834,9.28,Ideal Conditions for Sugar Beet Biomass Maximization
9,6911.987036597256,19.95415137077173,18.299965,3.90659503,1.2500025,6.20001,86.00005,0.7399995,9.37,Ideal Conditions for Sugar Beet Biomass Maximization
10,6869.880015379072,13.833352540700886,30.4572350540529,3.2587752791651785,0.3396335776817379,1.1306661528026096,81.34372638074194,0.826840285877032,8.21,Enhanced Growth Conditions for Sugar Beet
11,5977.944004974769,6.146741641833146,25.68715835506552,4.863436620305183,0.9576476509956513,3.93566021795781,75.35299339520654,0.8730884992470597,8.43,Optimal Biomass Production for Sugar Beet
12,6902.616593767066,-4.995734287731792,13.056740678026136,0.06,4.841376439653142,5.788467881551848,100.0,0.0,0.41,Global
13,6913.357275392564,28.006282841346053,31.751798483329004,6.779615314061499,0.0,0.0,73.05494854559899,1.0,5.83,Global
14,6902.6929476763,17.924036842551295,12.132850520876,4.261074275510793,0.0,12.94674988575079,73.0535360293066,1.0,8.29,Global
15,5998.1062453970035,-5.292780751012601,20.061850286040574,4.6579847948071045,1.6535955526016008,5.922157690747417,70.93990015327775,0.7659669321194432,0.41,Global
