iteration,target,tilt,azimuth,system_capacity,dc_ac_ratio,generation_method
1,2.26,35.00000059604645,180.0,10.000000208616257,1.2000000476837158,Prior
2,0.96,17.952581495046616,61.53559327125549,15.237781584262848,1.0921568870544434,Sobol
3,2.11,64.4579697959125,202.5842317566276,5.357042237184942,1.3124910425394771,Sobol
4,2.55,80.96211533993483,151.8232085555792,16.663739920593798,1.233393683563918,Sobol
5,0.64,34.45677070878446,292.82927334308624,7.414434544742107,1.390004064887762,Sobol
6,0.03,90.0,360.0,20.0,1.0,BoTorch
7,2.21,36.82333429277523,158.95244441412737,10.38197063642422,1.247700829945508,BoTorch
8,2.22,45.44018351603228,206.84477984556065,9.511923788512451,1.2157421381126796,BoTorch
9,2.57,57.14770776406345,172.4230962729066,11.053465020354038,1.2089592580537174,BoTorch
10,2.77,90.0,188.15224320809105,14.732805886331438,1.0,BoTorch
11,2.75,70.6150263894696,175.0224816766625,13.950522892399372,1.2257179341128708,BoTorch
12,2.56,90.0,170.8748019805693,12.391212918076889,1.0742722410971115,BoTorch
13,2.86,80.38278195371913,177.20024515671946,14.217823926759348,1.034088950231739,BoTorch
14,3.15,79.59555366194769,170.60094972248993,18.479599429079304,1.0134959113076851,BoTorch
15,3.29,72.68925815988351,176.0720280313335,19.077690124712927,1.0,BoTorch
16,3.37,70.30883022991695,176.752437423069,20.0,1.0,BoTorch
17,3.26,60.71864234360136,172.58330125308052,18.828852500141515,1.008569641619112,BoTorch
18,3.34,56.24507813362339,176.75013104858195,20.0,1.0,BoTorch
19,3.31,69.85606242175582,190.72572103958248,19.89182895727016,1.004117437393048,BoTorch
20,3.06,52.79536969352735,200.98637261490268,19.07031165842762,1.0249019458661477,BoTorch
21,3.38,65.40393255419468,179.47384940988073,20.0,1.0,BoTorch
22,3.38,64.96123756876048,179.12631654377432,20.0,1.0,BoTorch
23,3.12,58.17143260090016,173.60569396573771,17.159420795051485,1.0229921317861157,BoTorch
24,3.26,70.23130529514115,189.42229611908093,20.0,1.0531812982422717,BoTorch
25,3.17,49.03098674352812,187.04581549171667,19.645121285595582,1.0401433483460931,BoTorch
26,3.25,61.71305883224452,168.4512765887901,18.98129787607241,1.004399790113106,BoTorch
27,3.28,57.901771743359205,166.48815453661803,20.0,1.0100909036186327,BoTorch
28,3.27,59.2709520607108,180.30499992419115,19.05211539457977,1.018003422303246,BoTorch
29,3.3,61.30855148294812,168.82034648553363,19.67742710234682,1.0046697822303616,BoTorch
30,3.38,66.43094402873616,181.8499464061289,20.0,1.0,BoTorch
31,3.38,68.66500902318455,179.55099676076568,20.0,1.0,BoTorch
32,3.38,68.30169075272079,177.69368008614464,20.0,1.0,BoTorch
33,3.38,65.93818985182902,179.0930351603993,20.0,1.0,BoTorch
34,3.38,66.07401970967463,179.03475100633688,20.0,1.0,BoTorch
35,3.38,65.81391729879473,179.13087238846376,20.0,1.0,BoTorch
36,3.38,65.8507061361564,179.19397756000072,20.0,1.0,BoTorch
37,3.35,61.10806970377391,182.43308782976808,20.0,1.0103268245228956,BoTorch
38,3.38,65.56214155959377,179.9119887383109,20.0,1.0,BoTorch
39,3.37,59.8672264411161,178.14465040250244,20.0,1.0,BoTorch
40,3.38,65.858534023898,179.4703266289427,20.0,1.0,BoTorch
41,3.38,64.9049385147111,179.82443361455208,20.0,1.0,BoTorch
42,3.38,65.98704634835148,179.22850575336338,20.0,1.0,BoTorch
43,3.38,68.98487076719626,178.673772238242,20.0,1.0,BoTorch
44,3.37,71.78462812304443,181.67185356440828,20.0,1.0,BoTorch
45,3.38,69.03780700293642,179.4433522169345,20.0,1.0,BoTorch
46,3.38,67.20850682878229,175.71742025249517,20.0,1.0,BoTorch
47,3.38,64.9391981915867,180.2738661635297,20.0,1.0,BoTorch
48,3.38,66.73022958173762,181.0292215870273,20.0,1.0,BoTorch
49,3.38,68.13151530233333,179.5791400792973,20.0,1.0,BoTorch
50,3.38,68.13764490402507,179.29976372545593,20.0,1.0,BoTorch
51,3.38,66.47043156576294,177.96971488682655,20.0,1.0,BoTorch
52,3.38,64.8055107367453,180.92675146284896,20.0,1.0,BoTorch
53,3.38,69.06518511825928,181.4405164963871,19.999217365112724,1.0,BoTorch
54,3.35,69.28711320895418,171.66652091926196,20.0,1.0,BoTorch
55,3.36,63.21090348085529,172.28661264334698,20.0,1.0,BoTorch
56,3.37,66.02355720986574,184.35632839557064,20.0,1.0,BoTorch
57,3.38,65.69590601507001,180.7318022365015,20.0,1.0,BoTorch
58,3.38,66.92283466930166,177.57916477570444,20.0,1.0,BoTorch
59,3.38,68.3646138626269,179.43181291746032,20.0,1.0,BoTorch
60,3.38,66.83112841203382,178.8597422095921,20.0,1.0,BoTorch
61,3.38,66.03132132567625,178.40192702015872,20.0,1.0,BoTorch
62,3.38,68.67796907814427,179.27576810817666,20.0,1.0,BoTorch
