iteration,target,tilt,azimuth,system_capacity,dc_ac_ratio,generation_method
1,2.49,35.00000059604645,180.0,14.999999821186066,1.25,Prior
2,1.94,49.19047951698303,151.49897575378418,3.436085566878319,1.138204738497734,Sobol
3,1.77,33.56436800211668,229.509394839406,10.74656440410763,1.430233077146113,Sobol
4,0.97,16.107440879568458,71.33006036281586,9.569684454239905,1.1238962849602103,Sobol
5,0.02,87.6306295953691,351.8611706793308,16.509359564632177,1.3240514588542285,Sobol
6,2.39,37.21748481401882,165.74750440310328,12.500836301750128,1.2087454888497458,BoTorch
7,2.34,32.51893303256787,159.3636727822122,14.875040209551448,1.2695130381048134,BoTorch
8,2.52,40.91760653848953,202.94792595399588,16.02812146628621,1.2476228029928302,BoTorch
9,2.14,29.144705171710207,205.54917315884424,12.617511515606804,1.2224717296730911,BoTorch
10,2.62,44.601294494059545,174.3533019110576,14.378077951563291,1.2431564619969029,BoTorch
11,2.44,38.9857567752072,177.04313753719475,13.224090386646973,1.3059612462900785,BoTorch
12,2.92,47.68179684229359,183.41874050467104,19.77247893441325,1.2962904574335767,BoTorch
13,2.86,41.95944885112832,184.2825813113604,20.0,1.2691576604830952,BoTorch
14,2.91,44.552013402663725,180.05124479814592,20.0,1.2703721155748362,BoTorch
15,2.96,48.30386943223503,183.09744845539865,20.0,1.2732774157938658,BoTorch
16,2.54,72.77992883433014,162.2349471750832,14.286139169977004,1.45049446398303,BoTorch
17,2.68,70.29975991061495,145.7755492697253,19.85359731631179,1.2211785449632684,BoTorch
18,2.95,67.90070396650579,162.13696957102457,18.76350218349283,1.2065205007956183,BoTorch
19,3.09,61.09786633275139,176.4182097709292,20.0,1.238605618332714,BoTorch
20,3.1,74.81443328811334,176.53589516319104,19.878892919732657,1.206139219783975,BoTorch
21,3.07,77.2927840917994,192.08103262714275,19.25259606552408,1.1161969336167712,BoTorch
22,3.22,71.40217879957846,178.440040702408,20.0,1.1145423554810483,BoTorch
23,3.27,55.8145595121653,183.7470020948,19.94985215459804,1.0470875359377785,BoTorch
24,3.3,69.01402548680295,187.29317142771387,20.0,1.043047964621787,BoTorch
25,3.3,63.39798241666167,181.16889282985895,20.0,1.0613407026732384,BoTorch
26,3.35,61.540498286160535,176.84554055286927,20.0,1.018763871644788,BoTorch
