iteration,target,tilt,azimuth,system_capacity,dc_ac_ratio,generation_method
1,2.15,30.00000089406967,180.0,10.000000208616257,1.2000000476837158,Prior
2,1.15,47.98045456409454,83.53428840637207,16.596957743167877,1.0109425028786063,Sobol
3,1.12,6.690276358276606,247.51774549484253,5.940092806704342,1.4540060427971184,Sobol
4,2.29,36.862442046403885,145.79459141939878,15.212123594246805,1.2472207355313003,Sobol
5,0.01,85.65980779007077,332.97825526446104,4.550024084746838,1.2880443558096886,Sobol
6,2.29,39.12454682456589,161.6448476241793,10.481695724511605,1.204577172728028,BoTorch
7,1.04,44.70376805611911,79.17010967414883,20.0,1.2859304799833224,BoTorch
8,0.05,27.68916105468529,0.0,13.321672418068562,1.0471305855590574,BoTorch
9,2.05,27.67397655500977,203.0966436363161,10.832092111061485,1.209485070839761,BoTorch
10,2.04,27.854057026401502,162.59415124853868,10.264939245649902,1.2895533023924886,BoTorch
11,2.1,68.60615646644962,143.7860219009064,7.415197687435636,1.0,BoTorch
12,2.44,44.55120950377997,168.2750848469675,10.37629697931568,1.1316610179646385,BoTorch
13,2.55,48.40929732007749,170.92392143725607,10.033289791350583,1.005124358961939,BoTorch
14,2.81,56.25743087547979,186.2073402827332,13.163786496028695,1.0465629035417183,BoTorch
15,2.85,58.42322051540154,177.57672283236917,13.487821882355894,1.052325226181818,BoTorch
16,2.89,77.37435043028412,175.86836252845066,14.118060102305448,1.023563567365552,BoTorch
17,2.85,90.0,156.75324231344194,18.976811927624954,1.0,BoTorch
18,3.21,81.30365946259869,182.51930762356216,19.54634320313014,1.035403334785958,BoTorch
19,3.36,61.74640586328639,173.84272752857296,20.0,1.0,BoTorch
20,3.04,51.06463866062726,202.72164118859197,19.320561043285277,1.0259328739904483,BoTorch
21,3.17,64.45936245922351,180.6434166913244,19.19033553133341,1.1220314097173776,BoTorch
22,3.3,71.28414941654708,189.084238216046,20.0,1.0278985648742849,BoTorch
23,3.3,53.46744565945224,186.5584041135371,20.0,1.0,BoTorch
24,3.36,69.10624838551878,186.81872178996412,20.0,1.0,BoTorch
25,3.38,65.61540072160562,181.66899012799533,20.0,1.0,BoTorch
26,3.0,55.513678757581566,187.45846287405567,18.008767436011,1.158529352915632,BoTorch
27,3.38,64.9387142750734,180.3299027221809,20.0,1.0,BoTorch
28,3.38,65.15026748058344,180.69002076057347,20.0,1.0,BoTorch
29,3.38,64.95455331689078,181.54615056790607,20.0,1.0,BoTorch
30,3.38,64.73084924893037,180.82727678294876,20.0,1.0,BoTorch
31,3.38,65.11936002697654,180.2459859387995,20.0,1.0,BoTorch
32,3.38,64.76323729668906,180.27533357176475,20.0,1.0,BoTorch
33,3.38,65.26187140593697,180.2618838989843,20.0,1.0,BoTorch
34,2.79,60.409031379689175,219.25658360244583,19.891617771820307,1.0075738626607305,BoTorch
35,3.38,65.07662313163168,180.31010739461237,20.0,1.0,BoTorch
36,3.38,65.10384044775424,180.3018568784237,20.0,1.0,BoTorch
37,2.8,53.68396042029825,196.2918774643719,14.405208787578363,1.043944093206384,BoTorch
38,3.17,68.93035504974233,180.93453195570345,18.681639535314307,1.0909858651919233,BoTorch
39,2.94,57.08787251979844,213.53251602258447,20.0,1.0,BoTorch
40,3.38,64.5901421646848,180.73941595148307,20.0,1.0,BoTorch
41,3.38,65.4494551506011,180.42209631344983,20.0,1.0,BoTorch
42,3.38,68.49762970078984,181.38180277682304,20.0,1.0,BoTorch
43,3.38,66.2888294189391,182.29947950487764,20.0,1.0,BoTorch
44,3.38,69.09903596739245,182.53279758135085,20.0,1.0,BoTorch
45,3.38,65.86976726090285,180.23281438790332,20.0,1.0,BoTorch
46,3.38,62.426751984656434,180.21189137186383,20.0,1.0,BoTorch
47,3.38,65.86013803962679,180.4211231104737,20.0,1.0,BoTorch
48,3.38,65.44126996479531,180.3365736988189,20.0,1.0,BoTorch
49,3.26,62.54594488195237,169.3513452894354,20.0,1.0602373678036534,BoTorch
50,3.38,65.54752028501107,180.2259951859629,20.0,1.0,BoTorch
51,3.33,63.101755594127056,189.3079252367133,20.0,1.0105685605081702,BoTorch
52,3.31,52.67344131895874,176.9481072027654,20.0,1.0,BoTorch
53,3.38,69.54654376959503,179.52498798782037,20.0,1.0,BoTorch
54,3.38,69.27063632076268,179.51871159894816,20.0,1.0008045815421802,BoTorch
55,3.38,66.2981005270997,180.1116340989755,20.0,1.0,BoTorch
56,3.37,70.66145943382334,179.12258692615123,20.0,1.0,BoTorch
57,3.38,62.433365876913626,180.62929566587468,20.0,1.0,BoTorch
58,3.38,65.93899655324655,180.1101794175296,20.0,1.0,BoTorch
59,3.34,55.775498668178365,180.7967949948281,20.0,1.0,BoTorch
60,3.38,65.96399917825056,180.1994650348723,20.0,1.0,BoTorch
61,3.38,65.15790126926784,179.89098872041083,20.0,1.0,BoTorch
62,3.23,60.14719415942985,180.73455721230215,19.160498809062886,1.0606136623507003,BoTorch
63,3.37,71.56832016600555,178.3216026526647,20.0,1.0,BoTorch
64,3.36,73.42844397425291,180.44301543716315,20.0,1.0,BoTorch
65,3.37,68.46194567334634,178.90089921274645,20.0,1.0042656346086702,BoTorch
66,3.38,66.0734059337061,180.1159657638629,20.0,1.0,BoTorch
67,3.26,71.06675852696553,183.0638249680293,19.118838522556523,1.0348170035538142,BoTorch
68,3.33,72.25700648905992,180.0789925755317,20.0,1.024334268413669,BoTorch
69,3.38,65.93408916188773,180.0598195089775,20.0,1.0,BoTorch
70,3.38,69.75653550364349,179.55665267745863,20.0,1.0,BoTorch
71,3.38,66.24266600759005,180.01495944833815,20.0,1.0,BoTorch
72,3.38,66.32466289747484,179.91141553951496,20.0,1.0,BoTorch
73,3.38,65.99700198625536,180.2928916300606,20.0,1.0,BoTorch
74,3.38,67.57256350347775,181.0712832735545,20.0,1.0,BoTorch
75,3.38,66.65960303270862,180.18511078438337,20.0,1.0,BoTorch
76,3.38,68.43042652205176,177.3375997954968,20.0,1.0,BoTorch
77,3.38,66.2716954532697,178.44041688747208,20.0,1.0,BoTorch
78,3.38,66.87688874617844,182.12830199117977,20.0,1.0,BoTorch
79,3.38,66.18289183873584,179.986402458619,20.0,1.0,BoTorch
80,3.38,65.47858080894866,179.58479204255266,20.0,1.0,BoTorch
81,3.38,67.3021310227074,179.64369680091465,20.0,1.0,BoTorch
82,3.38,66.21812852831782,180.16955083730795,20.0,1.0,BoTorch
83,3.38,65.28950438466431,180.4456218774487,20.0,1.0,BoTorch
84,3.38,66.75836214929454,180.63184454581207,20.0,1.0,BoTorch
85,3.38,66.45326192669371,180.48605306769556,20.0,1.0,BoTorch
86,3.38,66.68543685469652,178.67969339147783,20.0,1.0,BoTorch
87,3.38,66.31696355658724,180.1008975758128,20.0,1.0,BoTorch
88,3.38,65.50877469186113,179.5909451674592,20.0,1.0,BoTorch
89,3.38,67.16979303638321,180.3440190268336,20.0,1.0,BoTorch
90,3.38,66.79524730595196,179.47335079023705,20.0,1.0,BoTorch
91,3.38,66.05089974909018,179.0459093716783,20.0,1.0,BoTorch
92,3.38,67.11950817069089,179.2214378983437,20.0,1.0,BoTorch
93,3.38,66.54829374578246,179.740298456114,20.0,1.0,BoTorch
94,3.38,65.57046716260889,180.11752410781924,20.0,1.0,BoTorch
95,3.38,66.45983160589918,180.026760920525,20.0,1.0,BoTorch
96,3.38,66.42508115492478,178.70792006961855,20.0,1.0,BoTorch
97,3.38,67.30352456686275,180.79501853600516,20.0,1.0,BoTorch
98,3.38,66.35157336463156,179.04541011413102,20.0,1.0,BoTorch
99,3.38,66.22479308274875,179.8631506808464,20.0,1.0,BoTorch
100,3.38,68.06337292611005,179.3939341808904,20.0,1.0,BoTorch
101,3.38,66.93132734839219,180.03282369501756,20.0,1.0,BoTorch
102,3.38,66.36324989828343,179.90537928436876,20.0,1.0,BoTorch
103,3.38,67.0126986151525,180.75589211172849,20.0,1.0,BoTorch
104,3.38,67.63102026352944,179.18830489852027,20.0,1.0,BoTorch
105,3.38,66.27143152426419,180.137599665804,20.0,1.0,BoTorch
