iteration,target,tilt,azimuth,system_capacity,dc_ac_ratio,generation_method
1,2.78,35.00000059604645,180.0,20.0,1.2000000476837158,Prior
2,0.12,43.22614789009094,42.21319556236267,3.355804182589054,1.1731161326169968,Sobol
3,2.07,77.93746794573963,223.30984454602003,14.416277314536272,1.3217587042599916,Sobol
4,2.32,55.87388916872442,147.73657109588385,10.307095968164504,1.0800775494426489,Sobol
5,0.5,20.272655496373773,328.74603420495987,16.891821674071252,1.4157776674255729,Sobol
6,2.37,32.47358961026877,137.07130988272814,20.0,1.1605104473803671,BoTorch
7,2.64,38.11484252803682,207.567959490676,19.37863618570988,1.1844826115559894,BoTorch
8,2.53,29.32469434891883,169.5388656431156,18.84609633496212,1.2425879714247337,BoTorch
9,2.99,42.65966710272431,180.4111510394096,20.0,1.144705493403116,BoTorch
10,2.8,49.23256846618755,210.49620489733397,20.0,1.1420835982961228,BoTorch
11,3.0,76.7263028983561,196.0934845414158,17.68312253250768,1.0506464939728166,BoTorch
12,3.17,63.41904921671814,176.7452311590327,19.59638922026847,1.1498373535001474,BoTorch
13,3.1,68.91802082687666,179.75354093583096,18.01513930457057,1.1205542256246908,BoTorch
14,3.17,73.8117040253213,182.67725231617743,20.0,1.1531971243006018,BoTorch
15,3.01,78.66518057264301,164.07184487966157,18.97671804461589,1.1152499530147806,BoTorch
16,3.21,68.65186866309878,182.4538242197372,20.0,1.1304567927542442,BoTorch
17,0.02,89.13943073545201,360.0,1.291607004238891,1.0,BoTorch
18,3.23,69.07104515873033,181.47550685927357,20.0,1.1147964048886765,BoTorch
19,3.01,65.73983593966594,158.8256363919631,19.51868858571048,1.1480432620370795,BoTorch
20,3.24,68.07141150580331,180.2103990128466,20.0,1.1074842566716463,BoTorch
21,3.25,68.2666064475353,180.5034308013344,20.0,1.102981660478644,BoTorch
22,3.24,60.54175591168013,174.71816492687748,19.783851241141925,1.078516763881907,BoTorch
23,3.3,65.54667035159544,179.2212528183869,20.0,1.0625083522063994,BoTorch
24,3.35,65.14242174114463,179.19564163001132,20.0,1.0229777867281211,BoTorch
25,3.19,60.299678980083954,185.8556889446426,20.0,1.1306481633424414,BoTorch
26,3.38,65.40591723547824,179.99755183806175,20.0,1.0,BoTorch
27,3.36,73.29790102625779,181.05809791784145,20.0,1.0,BoTorch
28,3.38,67.39954090110649,181.18256200168733,20.0,1.0,BoTorch
29,3.37,63.217606862934446,175.98259739375368,20.0,1.0,BoTorch
30,3.37,65.65757498537158,174.87313483742147,20.0,1.0,BoTorch
31,3.38,65.75364834578065,176.51316443606743,20.0,1.0,BoTorch
32,3.38,66.09090351368187,179.09558188347856,20.0,1.0,BoTorch
33,3.25,65.14700768574541,187.52706996708224,19.90183665251132,1.0726063409225313,BoTorch
34,3.23,58.13112335072693,170.19593994957577,19.482669971245592,1.0439163799894022,BoTorch
35,3.38,66.451641163152,179.30792011476512,20.0,1.0,BoTorch
36,3.38,66.88876360679971,178.94441955315597,20.0,1.0,BoTorch
37,3.38,66.79523728936425,179.00633407085706,20.0,1.0,BoTorch
38,3.38,66.75258051888598,179.203912726739,20.0,1.0,BoTorch
39,3.38,66.67696541199395,178.96084556487753,20.0,1.0,BoTorch
40,3.38,66.82088506923999,179.44347348131257,20.0,1.0,BoTorch
41,3.36,73.69079505691589,176.97288096976988,20.0,1.0,BoTorch
42,3.36,73.61145033078289,179.12992023928734,20.0,1.0,BoTorch
43,3.36,61.76757069102571,186.02140014091893,20.0,1.0,BoTorch
44,3.33,62.72583380908184,184.77780314043608,19.993818979744617,1.024629264024353,BoTorch
45,3.38,66.670502195783,180.4127587116024,20.0,1.0,BoTorch
46,3.37,66.15986118651178,178.16207648495876,20.0,1.0114282687166347,BoTorch
47,3.37,69.36460795518401,174.28228081117294,20.0,1.0,BoTorch
48,3.36,66.93573266836754,187.03506433034133,20.0,1.0017101879944252,BoTorch
49,3.34,57.97692043348054,186.73215611783485,20.0,1.0,BoTorch
50,3.38,69.55037078958881,180.09177451006812,20.0,1.0,BoTorch
51,3.37,66.87580813474317,184.43435163472785,20.0,1.0,BoTorch
52,3.37,60.417275086867306,177.32170856553884,20.0,1.0,BoTorch
53,3.38,66.29804311545846,179.57810894072668,20.0,1.0,BoTorch
54,3.38,69.17724557551703,182.13861122432704,20.0,1.0,BoTorch
55,3.38,65.59237994838195,180.26460323163295,20.0,1.0,BoTorch
56,3.37,61.80163090716656,183.0222967584988,20.0,1.0,BoTorch
57,3.38,67.90969629835966,178.35261148441177,20.0,1.0,BoTorch
58,3.38,67.0343595996657,179.13174530382275,20.0,1.0,BoTorch
59,3.36,68.60238100252326,172.5110096213724,20.0,1.0,BoTorch
60,3.35,66.04727871671673,176.06931386199918,19.62667002767313,1.0,BoTorch
61,3.38,68.81139718413463,178.04941285987735,20.0,1.0,BoTorch
62,3.37,70.8292723756143,182.0198792150644,20.0,1.0,BoTorch
63,3.36,69.79692440610539,185.8922130832304,20.0,1.0,BoTorch
64,3.37,61.51645635119577,184.2765859573028,20.0,1.0,BoTorch
65,3.35,71.21650993129178,180.09524988388074,20.0,1.0122364618524184,BoTorch
66,3.25,63.02431853381729,181.3687032964566,19.387306472331694,1.065736019736127,BoTorch
67,3.33,59.01056059333373,184.1980909272131,19.80913103090692,1.0059837855305882,BoTorch
68,3.37,65.03691481029615,173.89188889021082,20.0,1.0,BoTorch
69,3.38,65.95464765518754,179.94528199212655,20.0,1.0,BoTorch
70,3.13,54.75735359680132,188.9707247721973,20.0,1.1426901458259064,BoTorch
71,3.38,65.43438250656703,180.04373239495416,20.0,1.0,BoTorch
72,3.37,66.69180048436144,184.2842464125883,20.0,1.0,BoTorch
73,3.35,66.03532737723926,183.400771028422,19.609949011295605,1.0,BoTorch
74,3.38,68.16312780309498,178.0170380178104,20.0,1.0,BoTorch
75,3.38,66.1824676887855,179.5524756617991,20.0,1.0,BoTorch
76,3.34,67.86064013807189,186.8414488079503,20.0,1.0136119261469847,BoTorch
77,3.31,62.2542667827042,176.1622036653338,19.766793037266368,1.0340077081207175,BoTorch
78,3.36,63.3270211630126,186.4130663600411,20.0,1.0,BoTorch
79,3.38,66.21562580340334,181.1406728137848,20.0,1.0,BoTorch
80,3.35,71.64817496806924,176.496246541979,20.0,1.0119571846139228,BoTorch
81,3.29,52.72047269996127,178.45958272101825,20.0,1.0174898656396625,BoTorch
82,3.37,68.97880358145457,183.20001416431785,20.0,1.0,BoTorch
83,3.36,68.35147159269027,186.37514909298568,20.0,1.0,BoTorch
84,3.38,68.5148948789136,178.0206818511732,20.0,1.0,BoTorch
85,3.38,66.2509046091067,179.43226776963076,20.0,1.0,BoTorch
86,3.38,66.24360154142917,178.13301710846935,20.0,1.0,BoTorch
87,3.38,65.53758637228943,180.4240213534691,20.0,1.0,BoTorch
88,3.37,65.31375499343687,185.064405309886,20.0,1.0,BoTorch
89,3.38,65.86074536529782,179.71463391512953,20.0,1.0,BoTorch
90,3.38,66.56354459413787,177.1940636253774,20.0,1.0,BoTorch
91,3.38,66.53988091874781,180.064018743366,20.0,1.0,BoTorch
92,3.38,67.32841125659799,180.02285605965878,20.0,1.0,BoTorch
93,3.38,66.95717326513892,179.98236564532934,20.0,1.0,BoTorch
94,3.38,68.62612638307635,178.61909158362755,20.0,1.0,BoTorch
95,3.38,65.61203600517075,180.3982303514777,20.0,1.0,BoTorch
96,3.38,66.64912748431436,180.18385907106725,20.0,1.0,BoTorch
97,3.38,63.6411703150474,178.15282517557804,20.0,1.0,BoTorch
98,3.38,66.83705082956277,180.4517882859429,20.0,1.0,BoTorch
99,3.38,67.44299861402946,179.0318827356332,20.0,1.0,BoTorch
100,3.38,67.13437524389244,177.14063560117003,20.0,1.0,BoTorch
101,3.38,67.01416183560183,177.8549735296708,20.0,1.0,BoTorch
102,3.38,67.50538874358485,177.51134837885675,20.0,1.0,BoTorch
103,3.38,66.81845246164012,180.32974987091984,20.0,1.0,BoTorch
104,3.38,66.97613521355355,178.64637541480414,20.0,1.0,BoTorch
