iteration,target,tilt,azimuth,system_capacity,dc_ac_ratio,generation_method
1,2.46,30.00000089406967,180.0,20.0,1.5,Prior
2,2.17,42.759647369384766,213.3086371421814,10.395104974508286,1.1569258719682691,Sobol
3,2.48,72.95706672593951,156.19517538696527,14.538400529883802,1.4367156885564327,Sobol
4,0.0,51.457940228283405,351.7131523042917,5.249602068215609,1.028466115705669,Sobol
5,0.74,12.826100550591946,3.728420063853264,18.94189265742898,1.2525842473842204,Sobol
6,2.18,25.64478956877757,148.09861660809213,20.0,1.5,BoTorch
7,2.84,52.972240869906905,184.81357521736865,20.0,1.5,BoTorch
8,2.55,42.585726260927885,191.43633537809572,16.94464107974875,1.5,BoTorch
9,2.86,66.17530000161608,181.41041266579,18.79756161651738,1.4846488074213586,BoTorch
10,2.48,38.43857354214603,166.47881356305444,16.391877444784647,1.4455451031445117,BoTorch
11,2.72,47.12626889561902,199.92656364455385,20.0,1.411744372476214,BoTorch
12,2.66,82.04245382957525,199.8744551777181,20.0,1.4996004125400648,BoTorch
13,2.73,87.93284598713986,174.7412315585793,20.0,1.5,BoTorch
14,2.95,78.25982911784831,187.5358714023243,20.0,1.3356521667679793,BoTorch
15,3.0,70.74155163305484,184.99854444353372,20.0,1.3467099285051207,BoTorch
16,3.01,65.3395871071165,184.47117952721345,20.0,1.3393757581774297,BoTorch
17,3.02,66.88200057775312,182.52467160468424,20.0,1.3301069427403762,BoTorch
18,3.04,68.11804101095935,183.3333242203454,20.0,1.3064764809517315,BoTorch
19,3.06,68.47338078998776,180.748629271578,20.0,1.2826409693503726,BoTorch
20,3.08,66.94677476285236,180.6859269813052,20.0,1.2628726155421228,BoTorch
21,3.13,67.0078886910004,179.8386319162222,20.0,1.2163666920305114,BoTorch
22,3.24,67.66351582775751,178.99199751670204,20.0,1.1128902034363095,BoTorch
23,3.05,48.11402103416847,170.061135475306,18.260666439230054,1.0454259108490749,BoTorch
24,3.08,74.50952540411335,165.95604624946648,18.662703603288843,1.082382068320772,BoTorch
25,3.24,60.94074191961573,184.42472086423007,20.0,1.094611249688155,BoTorch
26,3.32,58.98943251054173,182.481065283923,20.0,1.0313321608677144,BoTorch
27,3.38,64.29961788345705,181.8104318935943,20.0,1.0,BoTorch
28,3.31,65.2738432804026,192.6810598434683,20.0,1.0,BoTorch
29,1.08,81.91971140323376,110.56291495956886,1.75735814858051,1.0161031784122427,BoTorch
30,3.37,69.04554477023419,183.8114739099529,20.0,1.0,BoTorch
31,3.18,69.05410409830684,186.7253751748764,17.55691453974755,1.0,BoTorch
32,3.33,67.72053767464274,167.94093663338165,20.0,1.0,BoTorch
33,3.37,63.36719040323141,175.95672084756183,20.0,1.0,BoTorch
34,3.38,68.97688470872338,180.55025947847943,20.0,1.0,BoTorch
35,3.38,65.93933510781696,179.85365803536482,20.0,1.0,BoTorch
36,3.38,65.08510388535588,177.8706469131196,20.0,1.0,BoTorch
37,3.25,68.39395084604453,165.6793596258561,19.974447965313,1.041362459988717,BoTorch
38,2.98,60.75712367888888,183.15635387512864,19.998585602413836,1.3693615035284108,BoTorch
39,3.38,65.96679284521153,179.65656522704973,20.0,1.0,BoTorch
40,3.38,66.12413089183352,179.60701056198502,20.0,1.0,BoTorch
41,3.0,71.70232183954411,171.64019864365366,18.82782846876428,1.2441939767710166,BoTorch
42,3.03,52.34813515953757,204.1952812179191,19.753616501619543,1.0404494617195157,BoTorch
43,2.92,59.86231674891855,166.58572353033856,18.728897570520594,1.2952731325464517,BoTorch
44,3.38,66.1754988904916,179.53060263652657,20.0,1.0,BoTorch
45,3.36,61.38008208360712,173.50338582259266,20.0,1.0,BoTorch
46,3.35,64.80843070311356,174.8828418401132,20.0,1.0157009537893196,BoTorch
47,3.36,69.77537063437529,181.5572878511247,20.0,1.0128716408774048,BoTorch
48,3.07,60.80407836355756,183.3834788465144,20.0,1.259663979638688,BoTorch
49,3.38,66.15909984118247,179.48071683681923,20.0,1.0,BoTorch
50,3.38,66.16049232569296,179.53887406561114,20.0,1.0,BoTorch
51,3.38,66.21141705570047,179.5268843157713,20.0,1.0,BoTorch
52,3.28,59.33436938819589,167.45661259991576,20.0,1.0228660628709585,BoTorch
53,3.31,72.70974926247895,186.4325381099912,19.666684725780307,1.0078719824353493,BoTorch
54,3.38,66.0863686605175,179.5963581613883,20.0,1.0,BoTorch
55,3.3,64.01772502616808,182.11790194515555,19.986360335860518,1.0607136933406915,BoTorch
56,3.31,62.48896896295691,183.99190062852853,19.46093555766011,1.0173725495849133,BoTorch
57,3.37,63.20568297504569,183.4615191366836,20.0,1.0,BoTorch
58,3.33,76.06104312410729,184.0122645585133,19.893470294374744,1.00086757251472,BoTorch
59,3.35,73.93614065735234,182.74904351686615,20.0,1.0,BoTorch
60,3.32,62.46566970712248,181.97850448345025,19.22422691997443,1.0,BoTorch
61,3.35,68.59902440892452,174.5399861432048,20.0,1.015960264305056,BoTorch
62,3.36,61.61797741629326,176.7069116003951,20.0,1.0058532566207847,BoTorch
63,3.3,59.04283911823915,180.24197379626048,19.92152445277265,1.038271890682744,BoTorch
64,3.38,66.28370624094018,179.48061927542528,20.0,1.0,BoTorch
65,3.2,59.24953705262738,180.1433659202999,18.789585418740096,1.0596582895519573,BoTorch
66,3.35,64.95275282932054,177.0933642648026,19.926154150912087,1.016199556445478,BoTorch
67,3.33,63.310556873929,169.6985495286178,20.0,1.0111521587521148,BoTorch
68,3.38,66.13814969976238,179.5228134970197,20.0,1.0,BoTorch
69,3.37,66.21829963297654,184.21755256368877,20.0,1.0,BoTorch
70,3.37,67.59486100452315,176.67447041554033,20.0,1.00634402040672,BoTorch
71,3.33,76.46627628845968,184.119915024936,20.0,1.0015099006509545,BoTorch
72,3.37,64.13722981396714,175.11262717479036,20.0,1.0,BoTorch
73,3.28,54.429329942183145,185.72770055167743,20.0,1.0218656007506344,BoTorch
74,3.34,62.36068060298343,179.08970590258866,19.936158849177776,1.0210013320247138,BoTorch
75,3.38,65.09305704985121,179.8116962618992,20.0,1.0,BoTorch
76,3.38,68.46241083244746,182.6415710115157,20.0,1.0,BoTorch
77,3.38,67.03766691039674,176.22135123555788,20.0,1.0,BoTorch
78,3.38,66.33200391228807,179.49889940130907,20.0,1.0,BoTorch
79,3.38,69.45017600554318,177.15786154340717,20.0,1.0,BoTorch
80,3.38,62.1621651656388,178.89524818163628,20.0,1.0,BoTorch
81,3.38,65.50516157098775,181.13549604480733,20.0,1.0,BoTorch
82,3.38,65.25665748700473,180.02191019803897,20.0,1.0,BoTorch
83,3.37,60.56423211682824,180.04443269441808,20.0,1.0,BoTorch
84,3.37,69.43261551722372,184.3736965533538,20.0,1.0,BoTorch
85,3.38,69.21344103676145,181.1649172973095,20.0,1.0011611044566922,BoTorch
86,3.38,69.47339279041047,180.4675920501781,20.0,1.0,BoTorch
87,3.36,70.6497911912436,184.98207812527997,20.0,1.0,BoTorch
88,3.38,68.0113084809269,179.77598154149885,20.0,1.0,BoTorch
89,3.37,70.67309212046632,182.2512755001532,20.0,1.0,BoTorch
90,3.37,69.70190866999218,176.03957886956707,20.0,1.0,BoTorch
91,3.38,69.12398233527018,176.65471728474296,20.0,1.0,BoTorch
92,3.38,67.81008598061672,177.6247675350364,20.0,1.0,BoTorch
93,3.37,67.64086230275353,183.79113318370133,20.0,1.0,BoTorch
94,3.38,66.46839133421402,179.32540705705483,20.0,1.0,BoTorch
95,3.38,67.37262380993332,182.80527060170976,20.0,1.0,BoTorch
96,3.38,66.58500422268284,176.9716200945365,20.0,1.0,BoTorch
97,3.38,64.09638984047153,178.19310075181508,20.0,1.0,BoTorch
98,3.38,67.46521188132536,181.25226513262703,20.0,1.0,BoTorch
99,3.37,71.19622807890649,180.9871450055109,20.0,1.0,BoTorch
100,3.37,67.7823274503135,183.83790649214697,20.0,1.0,BoTorch
101,3.38,67.23898858340647,180.64140767637025,20.0,1.0,BoTorch
102,3.38,64.08296180013906,178.92482137006726,20.0,1.0,BoTorch
103,3.38,68.92972117448038,182.47410494208603,20.0,1.0,BoTorch
104,3.37,71.51228754646242,179.23627183037132,20.0,1.0,BoTorch
105,3.38,69.90323177532085,177.76637759083883,20.0,1.0,BoTorch
