iteration,target,tilt,azimuth,system_capacity,dc_ac_ratio,generation_method
1,2.49,35.00000059604645,180.0,14.999999821186066,1.25,Prior
2,1.31,6.161861568689346,80.82970976829529,14.284518659114838,1.0312928408384323,Sobol
3,1.1,60.46325130388141,259.985215254128,6.438474325463176,1.4136445480398834,Sobol
4,2.37,73.07265484705567,141.2885557115078,15.92601532675326,1.2038288149051368,Sobol
5,0.06,41.35933510959149,323.2757879421115,4.7575315702706575,1.335089989006519,Sobol
6,2.52,43.84460402176093,162.33644444684856,14.123138569269631,1.2644925668488174,BoTorch
7,2.21,32.832936600900425,150.3358549759284,13.682719098115353,1.2541818741137707,BoTorch
8,2.65,38.67908897304432,180.19418588569488,16.870073759182496,1.263328778628189,BoTorch
9,2.22,32.06285225366128,209.5508600092141,14.298007392591714,1.2408651069572676,BoTorch
10,1.93,90.0,228.3554612487877,14.747775114388292,1.0578085797096066,BoTorch
11,1.96,84.06365720473363,232.5436227345884,19.427294132637694,1.317583319084929,BoTorch
12,2.75,44.06965202319293,176.9663026864943,16.237484716962236,1.208258113065376,BoTorch
13,2.83,50.25283911155063,181.8721236030404,16.530145007342114,1.2259866710992198,BoTorch
14,2.78,48.00315305183876,184.33555895351284,16.072226916456607,1.2204581774088177,BoTorch
15,2.83,50.28327037053349,176.6944448845988,16.85614820560061,1.25359205461862,BoTorch
16,2.7,45.45106319086919,158.8124537921861,17.70450446213459,1.252742347140823,BoTorch
17,2.75,50.2592475517075,163.82522414527972,16.37633062209036,1.2338975025808374,BoTorch
18,3.03,56.18492436477916,180.26412939090125,18.56882262564555,1.1898692765144432,BoTorch
19,2.95,56.50652679923909,171.0388142389634,17.5361118211545,1.1911957356833012,BoTorch
20,2.98,47.33054116604493,173.41557429195993,18.846741493174584,1.1558301706092928,BoTorch
21,3.17,64.88336027790054,179.67711387601074,19.162166151543147,1.120725179179166,BoTorch
22,3.35,61.69911692677136,178.88501965532802,20.0,1.0193829447278662,BoTorch
23,3.32,79.01551809098703,179.52676891874714,20.0,1.0,BoTorch
24,3.26,61.13248006807012,192.8591359876634,19.393216830182755,1.0004074111829622,BoTorch
25,3.38,66.01967790053945,180.284948359914,20.0,1.0,BoTorch
26,3.37,68.07877674403468,175.63659268757684,20.0,1.0,BoTorch
27,2.57,88.94584492153751,142.83848850354286,20.0,1.0042878451657289,BoTorch
28,3.37,70.47201800746494,182.19973621407112,20.0,1.0,BoTorch
29,3.35,56.78244301841664,177.53836228757223,20.0,1.0,BoTorch
30,0.0,59.74984075377635,0.0,20.0,1.2939669241004312,BoTorch
31,3.38,65.97003832177953,177.6893458434937,20.0,1.0,BoTorch
32,3.17,65.06757110940731,182.9113235120226,18.25949882841962,1.064916719340625,BoTorch
33,3.38,66.23476119926264,180.53793516648,20.0,1.0,BoTorch
34,3.38,65.62449323957155,179.68393688773008,20.0,1.0,BoTorch
35,2.99,54.18793908886882,187.7498265964977,18.251540827461294,1.179929896299053,BoTorch
36,3.38,66.60585476062441,179.64727738483813,20.0,1.0,BoTorch
37,2.96,45.97621107684576,162.8362126472852,18.572813415506456,1.071120515609027,BoTorch
38,3.38,65.97804609045501,180.3669363063498,20.0,1.0,BoTorch
39,2.93,63.00791997995294,153.93292244059774,18.90234009201287,1.1100161574004224,BoTorch
40,3.38,65.84470924067466,179.9100426951016,20.0,1.0,BoTorch
41,3.21,49.88334460384897,182.60632259612728,19.387261862451613,1.0135306401269757,BoTorch
42,3.38,66.14596025300065,179.72576278979278,20.0,1.0,BoTorch
43,3.38,66.2488427827028,179.80554450850144,20.0,1.0,BoTorch
44,3.13,61.45538651738768,176.59193080754622,18.694215224135817,1.1279127070747967,BoTorch
45,3.26,61.861787105610446,192.31537334596388,19.94362504925333,1.0347872111191805,BoTorch
46,3.14,55.29205129318832,167.45415711716032,19.77498965057518,1.1049913638601196,BoTorch
47,3.01,58.03230123339981,172.10130597835453,17.28255325914113,1.128138750902788,BoTorch
48,3.38,65.87589833356348,179.55599577137153,20.0,1.0,BoTorch
49,3.38,65.78939011762637,179.56886056524192,20.0,1.0,BoTorch
50,3.3,53.90549280889188,183.81977016800695,20.0,1.0102679416602869,BoTorch
51,3.29,51.151455236042125,176.60769562733444,20.0,1.0,BoTorch
52,3.29,68.47310802829632,190.70462530451005,20.0,1.0309958918524635,BoTorch
53,3.38,65.72575792806686,179.77122214599612,20.0,1.0,BoTorch
54,3.24,68.79345591912764,162.25762870132087,20.0,1.0106128034905235,BoTorch
55,3.17,65.26649170375083,179.57876917809793,19.13672561294189,1.1196241602474353,BoTorch
56,3.28,60.9157480067244,190.13957529837316,20.0,1.0337916426077485,BoTorch
57,3.1,61.73085534425711,178.04012639171594,17.120645392376595,1.0624819847315603,BoTorch
58,3.08,57.65863456244112,180.31783774649296,18.90169427514119,1.1692750830328684,BoTorch
59,3.38,65.93494559616279,179.39639185605688,20.0,1.0,BoTorch
60,3.38,66.91423523050884,176.08591832685534,20.0,1.0,BoTorch
61,3.38,63.627435905455656,178.60526465475047,20.0,1.000165335561036,BoTorch
62,3.11,60.0443067537093,184.195551144636,19.19122493597125,1.1616233972934746,BoTorch
63,3.16,63.85953761578993,184.2889963446836,19.21929424388888,1.1287898229203082,BoTorch
64,3.38,65.95408275304719,179.25626695432993,20.0,1.0,BoTorch
65,3.38,67.40035801056221,176.68574616443124,20.0,1.002227268487666,BoTorch
66,3.14,64.44445733910244,164.49576841058692,19.445898814114845,1.0957561646003526,BoTorch
