iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target
1,33.36953223758434,-138.4688191433765,28.25471283733058,2974.8070597334545,134.27309695470865,1.105195822961455,8.601399185150804,0.0
2,55.99665597927893,-28.660581473822873,17.0211487316157,275.53375286616165,-128.5196083516899,0.020568910031087028,1.453019877312289,0.23
3,73.77027531213062,154.48569389795517,3.1651027990664957,1428.073011969037,-19.655461085892767,1.3494997083079485,7.090711065340579,0.0
4,7.186271648435508,-47.25788443030015,38.82441893178669,1107.15240917178,41.073601703785556,1.7318168121941167,2.1980877006014867,0.06
5,-20.752678501400005,92.67752703403062,49.87491321484549,2079.7927927423334,-106.05566579308591,0.48252090049701,5.866286684600668,0.0
6,2.360227020966996,-17.121642297129686,17.0211487316157,434.7757046434537,-103.6191275683607,0.020568910031087028,1.5246677310297554,0.01
7,7.516184738143541,62.208240442198225,13.237478931254634,1100.9714688518566,178.7302560045899,0.6860514456650257,2.374232446425011,0.01
8,55.99665597927893,-172.60098572825356,17.0211487316157,2089.9445658585937,14.852793906107124,0.4127109443320634,1.453019877312289,0.0
9,16.63026394936619,59.51329545374548,35.82526800112756,275.53375286616165,-120.24026370952048,0.6785872707115721,3.3060161588374766,0.0
10,55.99665597927893,-28.660581473822873,17.0211487316157,2960.7137973315835,-128.5196083516899,0.7613462897814236,2.2284798542302298,0.16
11,17.28037365519236,-28.660581473822873,16.99841935100883,1689.7270818820466,-108.88638852703941,0.020568910031087028,1.453019877312289,0.28
12,8.348804611727829,-26.24078797267186,16.99841935100883,1689.7270818820466,17.085050182483172,0.7568736108783958,1.453019877312289,0.02
13,17.28037365519236,-28.660581473822873,18.98561145740447,2014.0067949685176,44.17778654564893,1.1647330038981223,1.4705853589687254,0.06
14,35.404533428510376,-36.430397290737574,16.99841935100883,268.4118036315632,-108.88638852703941,1.5276883364896352,1.6271739244401093,0.17
15,15.66334556140632,-46.59774043943813,16.99841935100883,1689.7270818820466,96.93480646791284,1.3193396595510813,1.539328705375865,0.03
16,36.28662944875256,-28.660581473822873,17.05154939196015,2132.690414821111,-101.3375784175803,1.3403381937708714,2.1660455534822263,0.51
17,36.65818547187766,-29.41353070334177,38.61789261629026,2132.690414821111,-101.3375784175803,0.6857894875566836,1.5144875616716886,0.0
18,16.557463990254387,-28.660581473822873,17.13835963482779,850.1012434132659,-122.59671389932268,0.13141000709477912,2.2114774071715293,0.11
19,20.208213544123748,-35.81850912869384,30.90846000579093,2132.690414821111,-107.40453923720295,0.671832501908597,2.209349566803545,0.0
20,23.803369829556466,-36.473580360212836,18.163036299470615,2132.690414821111,-118.89058967804819,0.8306003213235361,1.9394537488384995,0.24
21,36.23811805852406,-28.660581473822873,17.93737817748076,401.2248543348876,-105.67887715063901,1.1341757133307144,1.9480081516173844,0.47
22,33.26088252451214,-28.660581473822873,17.865525990231767,2132.690414821111,-115.08469947171365,1.1145760988011908,1.9422322373199459,0.76
23,26.19858732610454,-28.660581473822873,17.17579709613704,696.5084653978091,-115.08469947171365,1.1213163417606462,1.2335889475292692,0.33
24,31.929622524062857,-28.809037067303052,17.868771376945787,2058.876639831156,-114.78146370516522,1.1145760988011908,1.6888852240082985,0.74
25,36.261023763957716,-28.69183714268222,17.262922597320472,2132.690414821111,-115.08469947171365,1.1191262349173101,1.9422322373199459,0.67
26,31.641425438251684,-28.757570975424688,17.186820352443327,2132.690414821111,-115.08469947171365,1.1145760988011908,1.9422322373199459,0.7
27,31.71995395410845,-28.67310770896099,2.750558804817469,2132.2232783689433,-114.0882185877502,1.2086770473872066,1.8485385193891815,0.01
28,31.89155871438636,-28.81569913750327,17.76877505420048,2032.343983508792,-114.40591270235947,1.1145760988011908,2.0095949924154337,0.73
29,35.82556205002709,-28.66873586177174,17.470777074388003,2082.8873486827874,-112.35734136003202,1.119669425102573,1.9385765932378392,0.66
30,33.481585282063534,-28.660581473822873,17.865525990231767,2039.0157693633919,-114.3566601844128,1.11814187114342,1.9422322373199459,0.74
31,33.402845687922486,-28.67043666947035,17.865525990231767,2073.502438948551,-114.36603207856525,1.1152436435946544,1.898125971949667,0.74
32,32.089576691414536,-28.805227952207325,17.86770890277931,2132.690414821111,-114.7957137210306,1.1147624044423194,1.9225817838636596,0.74
33,31.890128714644746,-28.68340233951396,17.8672596803981,2069.993115710058,-114.80274230399182,1.1145760988011908,1.6849704948334554,0.76
34,33.26088252451214,-28.759629142026995,17.867055162391782,2132.690414821111,-115.08469947171365,1.1166557850040189,1.806105560419615,0.74
35,32.43052406408656,-28.660581473822873,17.865544668169086,2070.97499691026,-114.89224412794529,1.115275571029065,1.697137537145624,0.76
36,32.50004381801514,-28.660581473822873,17.865525990231767,2127.759078591114,-114.70849350228153,1.1156164540437121,1.9422322373199459,0.76
37,33.30040783986398,-28.660581473822873,17.86887159915596,2130.6031737735284,-114.96391743627967,1.1155667695859983,1.9422322373199459,0.75
38,33.26088252451214,-28.718637431800797,17.865698422523984,2125.544288528798,-115.08472162107302,1.1156090971046615,1.8453066944105998,0.75
