iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target
1,4.953736161700256,-42.46494260566067,15.111267553838873,643.2381914627246,-92.7085103642503,0.20596230957836476,1.0983518357611892,0.01
2,60.76834155817551,167.24063658226868,49.26376330780642,1264.5640874477442,-154.09271641673223,0.7426670730114715,7.174574414407018,0.0
3,88.82138581445105,20.925118834389792,22.692918758709617,209.32633773504037,145.5135625888576,1.4900877978017442,4.700858196117762,0.01
4,19.045211728382867,-139.35748004461388,9.298674949123297,2365.3611073062198,102.0332866465759,0.8161171250987115,8.919559849299384,0.0
5,-26.099098384073336,95.7575848149263,37.39654927271084,2584.8134928762947,-28.481063626222834,1.8637246062159363,3.876782950415414,0.0
6,5.210672323299,-42.46494260566067,15.111267553838873,643.2381914627246,-151.44096509495782,1.582170769320798,1.345822066535047,0.02
7,5.210672323299,178.38699532480805,43.517104075503255,2051.0579133215,-5.193296937789166,0.22281122186818345,1.345822066535047,0.0
8,82.55495456649011,-168.4983653395794,44.39040532973545,777.3654198426028,123.15070787043506,0.2299359813218234,1.0591810549715077,0.01
9,53.357679023388215,-42.46494260566067,15.610165692885023,704.4197646651165,130.44534443174098,0.5741556435367925,1.465592910390015,0.08
10,53.357679023388215,-121.26922848505333,22.395609664703755,570.3019816982955,130.44534443174098,0.5741556435367925,1.198338533440738,0.0
11,30.260072253448588,-119.59966380927445,46.94401532536461,672.1899938899811,130.44534443174098,0.7832205894218578,1.2573482714462014,0.0
12,53.357679023388215,-42.46494260566067,28.014657541677828,635.7193198446578,123.87764934206818,0.5741556435367925,3.302913116672053,0.04
13,53.357679023388215,-54.26641221855603,15.610165692885023,618.2962478246498,107.98635429670514,0.5741556435367925,1.9341012011739047,0.03
14,53.357679023388215,-53.83320645196948,16.88648578498462,675.5909271726424,130.44534443174098,1.2796133208638332,1.500488049945222,0.04
15,53.357679023388215,-42.46494260566067,15.628715028798545,685.5231185856724,130.44534443174098,0.5741556435367925,1.331162979731829,0.08
16,53.357679023388215,-42.46494260566067,19.502959708402628,674.9975951270312,111.66781225179734,0.5741556435367925,1.4960754449154545,0.17
17,53.357679023388215,-42.81859323003309,21.080006695928915,623.7932793619518,111.66781225179734,0.5741556435367925,3.410733028968628,0.16
18,53.357679023388215,-42.8039878946611,16.480564587171497,655.7553305514016,112.30785551502579,0.9565177406039888,2.045217517668405,0.09
19,53.357679023388215,-42.46494260566067,19.502959708402628,658.8200058056595,130.16742076699285,0.5741556435367925,1.4045792719088843,0.18
20,53.357679023388215,-42.57299400238789,19.502959708402628,661.9428669175691,112.5423076646978,0.6608207637090509,2.8760386003782568,0.16
21,53.357679023388215,-42.80711901461651,18.129589951104183,658.8200058056595,112.67826866536294,0.5741556435367925,2.4307387070411393,0.13
22,53.357679023388215,-42.59548529748369,20.838579446492002,633.8131382790062,113.56701447052275,0.5746927001533952,2.571765700270096,0.17
23,53.357679023388215,-42.595713396838065,19.502959708402628,674.1055197971415,125.74534751895321,0.5819278806693488,1.4045792719088843,0.18
24,53.357679023388215,-42.58542114299959,19.502959708402628,654.5669711805192,113.70685123896092,0.5744014825853999,1.4045792719088843,0.17
25,53.357679023388215,-42.57942559493351,19.575288607779246,669.7091196909842,124.88094134090932,0.5822756742259181,2.4533768269347123,0.17
26,53.357679023388215,-42.46494260566067,20.609272867272,672.2473315106279,114.55035221573478,0.5799931469743757,1.4045792719088843,0.19
27,53.357679023388215,-42.5777489335029,20.673151527588146,672.2473315106279,111.25507440817076,0.5781177191376092,1.8298731827112087,0.18
28,53.357679023388215,-42.56824691576769,20.609272867272,672.2473315106279,113.16401809374858,0.5799931469743757,1.4045792719088843,0.19
29,55.501569621673895,-42.54092877516321,20.609272867272,672.2438775367167,121.12025189794502,0.5742203521686986,1.4494016399063008,0.2
30,53.52848027782142,-42.57103117933048,20.609272867272,672.2438775367167,128.16669399144843,0.5757455051925154,1.4459949003823358,0.2
31,53.56462548665037,-42.54092877516321,20.59153347456372,672.2438775367167,128.05946602700837,0.579479157012493,1.4075414981493475,0.2
32,55.501569621673895,-42.53951878612506,20.603177652370032,657.1212454057671,121.12025189794502,0.5797086643607194,1.406402097317665,0.2
33,55.501569621673895,-42.57301655408071,20.59321447900871,657.8109375707099,113.81937075740224,0.5756030441737947,1.4084104739818264,0.19
34,55.16611182549704,-42.54255152375464,20.60318792574896,663.3321688836413,127.30193377198442,0.5793448981794099,1.442315714811235,0.21
35,55.10800116991639,-42.54744950207553,20.60318792574896,663.7999353157055,128.1978151728281,0.5797279582381073,1.4048402635410646,0.21
36,55.04911610011186,-42.56799472264229,20.60318792574896,663.827536146314,125.7976194845453,0.5793399926486893,1.416918081949335,0.21
