iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,mean_cum_regret,std_cum_regret
17,0.1,4.68,1.98,0.17,0.12,0.51,0.05,0.01,0.22,17.76,2.56,5.538439411161876,99.9,95.32,98.02,99.83,99.88,99.49,99.95,99.99,99.78,82.24,97.44,5.538439411161877,1687.582,26.40519721951054
18,0.1,4.68,1.98,0.17,0.12,0.51,0.05,0.01,0.22,17.76,2.56,5.538439411161876,99.9,95.32,98.02,99.83,99.88,99.49,99.95,99.99,99.78,82.24,97.44,5.538439411161877,1785.0220000000002,31.94363663067242
19,0.1,4.68,1.98,0.18,0.14,0.51,0.05,0.01,0.22,17.76,2.5629999999999997,5.536984839342719,99.9,95.32,98.02,99.82,99.86,99.49,99.95,99.99,99.78,82.24,97.437,5.53698483934272,1882.459,37.48062147001514
20,0.1,4.68,1.98,0.18,0.14,0.51,0.06,0.01,0.22,17.76,2.564,5.536481433786866,99.9,95.32,98.02,99.82,99.86,99.49,99.94,99.99,99.78,82.24,97.43599999999999,5.536481433786867,1979.895,43.017102903802005
21,0.11,6.8,1.98,0.18,0.14,0.51,0.06,0.01,0.22,17.76,2.777,5.665068500125229,99.89,93.2,98.02,99.82,99.86,99.49,99.94,99.99,99.78,82.24,97.223,5.665068500125229,2077.118,48.682171403927235
22,0.11,6.8,2.21,0.18,0.14,0.76,0.06,0.01,0.4,17.76,2.8430000000000004,5.642306561445713,99.89,93.2,97.79,99.82,99.86,99.24,99.94,99.99,99.6,82.24,97.15700000000001,5.642306561445713,2174.275,54.32447796537295
23,0.11,6.8,2.49,0.18,0.14,0.76,0.06,0.01,1.68,17.76,2.999,5.591516292066442,99.89,93.2,97.51,99.82,99.86,99.24,99.94,99.99,98.32,82.24,97.001,5.591516292066442,2271.2760000000003,59.915994257439394
24,0.11,6.8,2.49,0.18,0.14,0.76,0.06,0.01,1.68,17.76,2.999,5.591516292066442,99.89,93.2,97.51,99.82,99.86,99.24,99.94,99.99,98.32,82.24,97.001,5.591516292066442,2368.2770000000005,65.50751054950584
25,0.11,6.8,2.49,0.18,0.14,0.76,0.06,0.01,1.68,17.76,2.999,5.591516292066442,99.89,93.2,97.51,99.82,99.86,99.24,99.94,99.99,98.32,82.24,97.001,5.591516292066442,2465.2780000000007,71.09902684157228
26,0.11,6.8,2.49,0.19,0.24,0.76,0.06,0.01,2.47,17.76,3.089,5.570023837970135,99.89,93.2,97.51,99.81,99.76,99.24,99.94,99.99,97.53,82.24,96.91099999999999,5.570023837970137,2562.1890000000008,76.66905067954242
27,0.11,6.8,2.49,0.19,0.24,0.76,0.06,0.01,2.47,17.76,3.089,5.570023837970135,99.89,93.2,97.51,99.81,99.76,99.24,99.94,99.99,97.53,82.24,96.91099999999999,5.570023837970137,2659.100000000001,82.23907451751256
28,0.11,7.09,2.88,0.19,0.24,0.76,0.06,0.01,2.47,18.44,3.225,5.786745871193738,99.89,92.91,97.12,99.81,99.76,99.24,99.94,99.99,97.53,81.56,96.775,5.786745871193737,2755.875000000001,88.02582038870631
29,0.11,7.52,2.88,0.2,1.31,0.76,0.06,0.01,3.15,18.82,3.482,5.869563300053364,99.89,92.48,97.12,99.8,98.69,99.24,99.94,99.99,96.85,81.18,96.518,5.869563300053361,2852.393000000001,93.89538368875967
30,0.11,7.52,2.88,0.2,1.31,0.76,0.06,0.02,3.15,18.82,3.4829999999999997,5.8689068639549715,99.89,92.48,97.12,99.8,98.69,99.24,99.94,99.98,96.85,81.18,96.51700000000001,5.868906863954969,2948.9100000000008,99.76429055271464
31,0.11,7.52,2.95,0.2,1.34,0.76,0.06,0.04,7.26,18.82,3.906,5.981592504416269,99.89,92.48,97.05,99.8,98.66,99.24,99.94,99.96,92.74,81.18,96.09400000000001,5.981592504416265,3045.004000000001,105.74588305713091
32,0.11,7.53,3.54,0.2,1.34,0.76,0.06,0.24,7.26,23.35,4.439,7.246469561870189,99.89,92.47,96.46,99.8,98.66,99.24,99.94,99.76,92.74,76.65,95.561,7.246469561870186,3140.565000000001,112.9923526190011
33,0.11,7.53,3.54,0.2,1.34,0.76,0.06,0.24,7.26,23.35,4.439,7.246469561870189,99.89,92.47,96.46,99.8,98.66,99.24,99.94,99.76,92.74,76.65,95.561,7.246469561870186,3236.126000000001,120.23882218087128
34,0.11,7.88,3.54,0.21,1.34,0.76,0.06,0.24,8.14,24.81,4.7090000000000005,7.725610295921251,99.89,92.12,96.46,99.79,98.66,99.24,99.94,99.76,91.86,75.19,95.29099999999998,7.725610295921252,3331.4170000000013,127.96443247679254
35,0.11,7.88,3.54,0.21,1.34,0.76,0.06,1.3,8.14,24.81,4.815,7.664510203963895,99.89,92.12,96.46,99.79,98.66,99.24,99.94,98.7,91.86,75.19,95.18499999999999,7.6645102039638955,3426.602000000001,135.62894268075644
36,0.11,7.88,3.54,0.21,1.34,0.76,0.06,1.3,8.14,24.81,4.815,7.664510203963895,99.89,92.12,96.46,99.79,98.66,99.24,99.94,98.7,91.86,75.19,95.18499999999999,7.6645102039638955,3521.787000000001,143.29345288472032
37,0.11,7.88,3.83,0.21,1.34,0.76,0.06,1.3,8.14,24.81,4.843999999999999,7.659697121949405,99.89,92.12,96.17,99.79,98.66,99.24,99.94,98.7,91.86,75.19,95.15599999999999,7.659697121949405,3616.943000000001,150.95315000666972
38,0.11,7.88,3.83,0.21,1.34,0.76,0.06,1.3,8.14,24.81,4.843999999999999,7.659697121949405,99.89,92.12,96.17,99.79,98.66,99.24,99.94,98.7,91.86,75.19,95.15599999999999,7.659697121949405,3712.099000000001,158.6128471286191
39,0.11,7.88,4.13,0.21,1.34,0.76,0.06,1.3,8.14,24.81,4.8740000000000006,7.655870949800552,99.89,92.12,95.87,99.79,98.66,99.24,99.94,98.7,91.86,75.19,95.126,7.655870949800552,3807.2250000000013,166.26871807841965
40,0.11,7.88,4.13,0.21,1.34,0.76,0.06,2.82,8.14,24.81,5.026000000000001,7.591849723369281,99.89,92.12,95.87,99.79,98.66,99.24,99.94,97.18,91.86,75.19,94.974,7.591849723369281,3902.1990000000014,173.86056780178893
41,0.11,7.88,4.13,0.21,1.97,0.76,0.06,2.82,8.14,24.81,5.089,7.560412172773533,99.89,92.12,95.87,99.79,98.03,99.24,99.94,97.18,91.86,75.19,94.91100000000002,7.5604121727735345,3997.1100000000015,181.42097997456247
42,0.11,7.88,4.13,0.21,1.97,13.44,0.06,2.82,8.14,24.81,6.357000000000001,7.812804376292947,99.89,92.12,95.87,99.79,98.03,86.56,99.94,97.18,91.86,75.19,93.643,7.812804376292948,4090.7530000000015,189.23378435085542
43,0.11,7.88,4.13,0.21,1.97,13.44,0.06,2.82,8.14,24.81,6.357000000000001,7.812804376292947,99.89,92.12,95.87,99.79,98.03,86.56,99.94,97.18,91.86,75.19,93.643,7.812804376292948,4184.396000000002,197.04658872714836
44,0.11,7.93,4.13,0.21,1.97,13.5,0.06,2.82,8.14,24.81,6.368,7.819962773426596,99.89,92.07,95.87,99.79,98.03,86.5,99.94,97.18,91.86,75.19,93.63199999999999,7.819962773426598,4278.028000000001,204.86655150057496
45,0.11,7.93,4.13,0.21,1.97,13.58,0.06,2.82,8.14,24.81,6.376,7.828106341184238,99.89,92.07,95.87,99.79,98.03,86.42,99.94,97.18,91.86,75.19,93.624,7.82810634118424,4371.652000000001,212.6946578417592
46,0.11,7.93,4.13,0.21,2.89,13.58,0.06,2.82,8.14,24.81,6.468000000000001,7.775802638098955,99.89,92.07,95.87,99.79,97.11,86.42,99.94,97.18,91.86,75.19,93.532,7.775802638098956,4465.184000000001,220.47046047985816
47,0.11,7.98,4.13,0.21,2.89,13.58,0.06,2.82,8.14,24.81,6.473000000000001,7.776863192258888,99.89,92.02,95.87,99.79,97.11,86.42,99.94,97.18,91.86,75.19,93.527,7.776863192258889,4558.711000000001,228.24732367211706
48,0.11,7.98,4.13,0.21,2.89,13.58,0.06,2.82,8.14,24.81,6.473000000000001,7.776863192258888,99.89,92.02,95.87,99.79,97.11,86.42,99.94,97.18,91.86,75.19,93.527,7.776863192258889,4652.238000000001,236.02418686437596
49,0.11,7.98,4.13,0.21,2.89,13.86,0.06,2.82,8.14,24.81,6.5009999999999994,7.8057449640917955,99.89,92.02,95.87,99.79,97.11,86.14,99.94,97.18,91.86,75.19,93.499,7.805744964091798,4745.737000000001,243.82993182846775
50,0.11,7.98,4.13,0.21,2.89,13.86,0.06,2.82,9.17,24.81,6.603999999999999,7.836510277753314,99.89,92.02,95.87,99.79,97.11,86.14,99.94,97.18,90.83,75.19,93.396,7.836510277753316,4839.133000000001,251.66644210622107
51,0.11,7.99,4.13,0.21,2.89,13.86,0.06,2.82,9.17,24.81,6.6049999999999995,7.8367060115274905,99.89,92.01,95.87,99.79,97.11,86.14,99.94,97.18,90.83,75.19,93.39500000000001,7.836706011527492,4932.528000000001,259.50314811774854
52,0.11,8.0,4.13,0.21,2.89,13.86,0.06,2.82,9.17,24.98,6.623,7.880840409217506,99.89,92.0,95.87,99.79,97.11,86.14,99.94,97.18,90.83,75.02,93.37700000000001,7.880840409217509,5025.905000000002,267.38398852696605
53,0.11,8.0,4.13,0.21,2.89,13.86,0.06,2.82,9.18,24.98,6.624,7.881200134215319,99.89,92.0,95.87,99.79,97.11,86.14,99.94,97.18,90.82,75.02,93.376,7.88120013421532,5119.281000000002,275.26518866118136
54,0.11,8.0,4.13,0.21,2.89,13.86,0.06,2.82,9.18,24.98,6.624,7.881200134215319,99.89,92.0,95.87,99.79,97.11,86.14,99.94,97.18,90.82,75.02,93.376,7.88120013421532,5212.657000000002,283.14638879539666
55,0.11,8.01,4.13,0.21,2.89,13.86,0.06,2.82,9.18,24.98,6.625,7.881394758120757,99.89,91.99,95.87,99.79,97.11,86.14,99.94,97.18,90.82,75.02,93.375,7.881394758120758,5306.032000000002,291.0277835535174
56,0.11,8.01,4.13,0.21,2.89,13.86,0.06,2.82,9.18,24.98,6.625,7.881394758120757,99.89,91.99,95.87,99.79,97.11,86.14,99.94,97.18,90.82,75.02,93.375,7.881394758120758,5399.407000000002,298.90917831163813
57,0.11,8.01,4.13,0.21,2.89,13.86,0.06,2.82,9.18,24.99,6.6259999999999994,7.883982637108113,99.89,91.99,95.87,99.79,97.11,86.14,99.94,97.18,90.82,75.01,93.374,7.883982637108114,5492.781000000002,306.7931609487462
58,0.11,8.01,4.13,0.21,2.89,13.86,0.06,2.82,9.18,24.99,6.6259999999999994,7.883982637108113,99.89,91.99,95.87,99.79,97.11,86.14,99.94,97.18,90.82,75.01,93.374,7.883982637108114,5586.155000000002,314.6771435858543
59,0.11,8.01,5.91,0.21,2.89,13.86,0.06,2.82,9.18,24.99,6.803999999999999,7.841346539693011,99.89,91.99,94.09,99.79,97.11,86.14,99.94,97.18,90.82,75.01,93.196,7.841346539693011,5679.3510000000015,322.5184901255473
60,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.82,9.18,24.99,6.805999999999999,7.840239792251254,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.18,90.82,75.01,93.194,7.840239792251255,5772.545000000002,330.3587299177986
61,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.82,9.18,24.99,6.805999999999999,7.840239792251254,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.18,90.82,75.01,93.194,7.840239792251255,5865.739000000002,338.1989697100499
62,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.82,9.18,25.0,6.8069999999999995,7.842817025080268,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.18,90.82,75.0,93.19300000000001,7.842817025080269,5958.9320000000025,346.04178673513013
63,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.82,9.18,25.0,6.8069999999999995,7.842817025080268,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.18,90.82,75.0,93.19300000000001,7.842817025080269,6052.125000000003,353.8846037602104
64,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.82,9.18,25.0,6.8069999999999995,7.842817025080268,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.18,90.82,75.0,93.19300000000001,7.842817025080269,6145.318000000003,361.72742078529063
65,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.813999999999998,7.838893345931483,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.186,7.838893345931485,6238.504000000003,369.5663141312221
66,0.11,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.813999999999998,7.838893345931483,99.89,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.186,7.838893345931485,6331.690000000002,377.40520747715357
67,0.12,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.815,7.837943678740688,99.88,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.18500000000002,7.837943678740688,6424.875000000003,385.2431511558943
68,0.12,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.815,7.837943678740688,99.88,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.18500000000002,7.837943678740688,6518.060000000003,393.081094834635
69,0.12,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.815,7.837943678740688,99.88,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.18500000000002,7.837943678740688,6611.2450000000035,400.9190385133757
70,0.12,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.815,7.837943678740688,99.88,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.18500000000002,7.837943678740688,6704.430000000004,408.7569821921164
71,0.12,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.815,7.837943678740688,99.88,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.18500000000002,7.837943678740688,6797.615000000004,416.59492587085714
72,0.12,8.01,5.91,0.21,2.91,13.86,0.06,2.89,9.18,25.0,6.815,7.837943678740688,99.88,91.99,94.09,99.79,97.09,86.14,99.94,97.11,90.82,75.0,93.18500000000002,7.837943678740688,6890.800000000005,424.43286954959785
73,0.12,8.01,5.91,0.21,2.94,13.86,0.06,2.89,9.18,25.0,6.8180000000000005,7.836288520580249,99.88,91.99,94.09,99.79,97.06,86.14,99.94,97.11,90.82,75.0,93.18200000000002,7.836288520580249,6983.9820000000045,432.2691580701781
74,0.12,8.01,5.91,0.21,2.94,13.86,0.06,2.89,9.18,25.0,6.8180000000000005,7.836288520580249,99.88,91.99,94.09,99.79,97.06,86.14,99.94,97.11,90.82,75.0,93.18200000000002,7.836288520580249,7077.164000000004,440.10544659075833
75,0.12,8.01,5.91,0.21,2.94,13.86,0.06,2.89,9.18,25.0,6.8180000000000005,7.836288520580249,99.88,91.99,94.09,99.79,97.06,86.14,99.94,97.11,90.82,75.0,93.18200000000002,7.836288520580249,7170.346000000004,447.9417351113386
76,0.12,8.01,5.91,0.21,2.94,13.86,0.06,2.91,9.18,25.0,6.8199999999999985,7.835177087979569,99.88,91.99,94.09,99.79,97.06,86.14,99.94,97.09,90.82,75.0,93.18000000000002,7.83517708797957,7263.526000000004,455.77691219931813
77,0.12,8.01,5.91,0.21,3.08,13.86,0.06,2.91,9.18,25.0,6.8340000000000005,7.827595345244214,99.88,91.99,94.09,99.79,96.92,86.14,99.94,97.09,90.82,75.0,93.16600000000001,7.827595345244215,7356.692000000005,463.60450754456235
78,0.12,8.01,5.91,0.21,3.08,13.86,0.06,2.91,9.18,25.0,6.8340000000000005,7.827595345244214,99.88,91.99,94.09,99.79,96.92,86.14,99.94,97.09,90.82,75.0,93.16600000000001,7.827595345244215,7449.858000000005,471.4321028898066
79,0.12,8.01,5.91,0.21,3.25,13.86,0.06,2.91,9.18,25.0,6.850999999999999,7.818716078174927,99.88,91.99,94.09,99.79,96.75,86.14,99.94,97.09,90.82,75.0,93.14900000000003,7.818716078174927,7543.007000000005,479.2508189679815
80,0.12,8.01,5.91,0.21,3.57,13.86,0.06,2.91,9.18,25.0,6.883,7.802979559117146,99.88,91.99,94.09,99.79,96.43,86.14,99.94,97.09,90.82,75.0,93.117,7.802979559117146,7636.124000000005,487.05379852709865
81,0.12,8.01,5.91,0.21,3.69,13.86,0.06,2.91,9.18,25.0,6.894999999999999,7.797408757615143,99.88,91.99,94.09,99.79,96.31,86.14,99.94,97.09,90.82,75.0,93.10500000000002,7.797408757615144,7729.229000000005,494.8512072847138
82,0.12,8.01,5.91,0.21,3.69,13.86,0.06,2.91,9.18,25.0,6.894999999999999,7.797408757615143,99.88,91.99,94.09,99.79,96.31,86.14,99.94,97.09,90.82,75.0,93.10500000000002,7.797408757615144,7822.334000000004,502.6486160423289
83,0.12,8.01,5.91,0.21,3.69,13.86,0.06,2.91,9.18,25.0,6.894999999999999,7.797408757615143,99.88,91.99,94.09,99.79,96.31,86.14,99.94,97.09,90.82,75.0,93.10500000000002,7.797408757615144,7915.439000000004,510.44602479994404
84,0.12,8.01,5.91,0.21,3.72,13.86,0.06,2.91,9.18,25.0,6.897999999999999,7.796044296094441,99.88,91.99,94.09,99.79,96.28,86.14,99.94,97.09,90.82,75.0,93.10200000000002,7.796044296094442,8008.541000000004,518.2420690960384
85,0.12,8.01,5.91,0.21,3.72,13.86,0.06,2.92,9.18,25.0,6.898999999999999,7.795476537354496,99.88,91.99,94.09,99.79,96.28,86.14,99.94,97.08,90.82,75.0,93.10100000000003,7.795476537354496,8101.6420000000035,526.0375456333929
86,0.12,8.01,5.91,0.21,3.74,13.86,0.06,2.92,9.18,25.0,6.900999999999999,7.794572827009544,99.88,91.99,94.09,99.79,96.26,86.14,99.94,97.08,90.82,75.0,93.09900000000002,7.794572827009545,8194.741000000004,533.8321184604025
87,0.12,8.01,5.91,0.21,3.74,13.86,0.06,2.92,9.18,25.0,6.900999999999999,7.794572827009544,99.88,91.99,94.09,99.79,96.26,86.14,99.94,97.08,90.82,75.0,93.09900000000002,7.794572827009545,8287.840000000004,541.6266912874121
88,0.12,8.01,5.91,0.21,3.74,13.86,0.06,2.92,9.18,25.0,6.900999999999999,7.794572827009544,99.88,91.99,94.09,99.79,96.26,86.14,99.94,97.08,90.82,75.0,93.09900000000002,7.794572827009545,8380.939000000004,549.4212641144217
89,0.12,8.01,5.91,0.21,3.82,13.86,0.06,2.92,9.18,25.0,6.909000000000001,7.791008278778813,99.88,91.99,94.09,99.79,96.18,86.14,99.94,97.08,90.82,75.0,93.09100000000001,7.791008278778813,8474.030000000004,557.2122723932005
90,0.12,8.01,5.91,0.21,3.83,13.86,0.06,2.92,9.18,25.0,6.909999999999999,7.7905683717913385,99.88,91.99,94.09,99.79,96.17,86.14,99.94,97.08,90.82,75.0,93.09,7.790568371791339,8567.120000000004,565.0028407649918
91,0.12,8.01,5.91,0.21,3.83,13.86,0.06,2.92,9.18,25.0,6.909999999999999,7.7905683717913385,99.88,91.99,94.09,99.79,96.17,86.14,99.94,97.08,90.82,75.0,93.09,7.790568371791339,8660.210000000005,572.7934091367831
92,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.92,9.18,25.0,6.911,7.789591987603287,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.08,90.82,75.0,93.08900000000001,7.7895919876032895,8753.299000000005,580.5830011243864
93,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.92,9.18,25.0,6.911,7.789591987603287,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.08,90.82,75.0,93.08900000000001,7.7895919876032895,8846.388000000004,588.3725931119898
94,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.92,9.18,25.0,6.911,7.789591987603287,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.08,90.82,75.0,93.08900000000001,7.7895919876032895,8939.477000000004,596.1621850995931
95,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.92,9.18,25.0,6.911,7.789591987603287,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.08,90.82,75.0,93.08900000000001,7.7895919876032895,9032.566000000004,603.9517770871964
96,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.92,9.97,25.0,6.99,7.819110492178051,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.08,90.03,75.0,93.01,7.819110492178052,9125.576000000005,611.7708875793745
97,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.92,9.97,25.0,6.99,7.819110492178051,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.08,90.03,75.0,93.01,7.819110492178052,9218.586000000005,619.5899980715526
98,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9311.594000000005,627.4079543262268
99,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9404.602000000004,635.225910580901
100,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9497.610000000004,643.0438668355752
101,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9590.618000000004,650.8618230902493
102,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9683.626000000004,658.6797793449235
103,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9776.634000000004,666.4977355995977
104,0.12,8.01,5.91,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.991999999999999,7.817956254674236,99.88,91.99,94.09,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.008,7.817956254674237,9869.642000000003,674.3156918542719
105,0.12,8.01,5.96,0.21,3.83,13.86,0.07,2.94,9.97,25.0,6.997,7.817203322018545,99.88,91.99,94.04,99.79,96.17,86.14,99.93,97.06,90.03,75.0,93.003,7.817203322018546,9962.645000000004,682.1328951762905
