iteration,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,target
1,74.81152833501795,168.6746386155355,43.459727010696,1592.567074666797,-96.21780192817535,0.022797608554859794,4.31038349474198,0.0
2,18.28216320448378,8.162881686925061,23.91958979012012,1666.0694214669913,15.618966315314537,1.521791151205858,7.126621995080091,4.21
3,44.36185153241276,-26.606962628570813,14.453751400904386,2921.5657236013385,-59.84134361615867,0.43760212163965595,0.6674257939942422,0.06
4,87.94446558641205,-133.97194334698855,16.10653966020897,212.82853425059622,-99.08282197150365,0.7872698298872098,8.962488598757545,0.0
5,11.45539343974405,174.50979742269766,1.43660244816477,1055.0542088103603,-42.85479988661291,1.5283202627319201,9.388651093974609,0.0
6,8.362775576043319,-24.30866419545029,13.507287079573265,2403.167658979183,49.76597020432368,0.13738026691631444,6.040408318927421,0.01
7,65.4689470114772,-168.47706368671317,22.772391105296652,2370.5176240148567,175.89474652094253,1.1679290870019334,0.3987338534467953,0.0
8,23.57074890214831,-112.25789449440687,31.35278234276242,645.9533984182386,-125.65076124330129,1.072288613359149,1.0128640743032478,0.0
9,57.73901183767953,158.2743741988229,47.16590922316009,1124.2155150533285,34.47008851464929,1.3239654245489354,5.11069874798017,0.0
10,26.50710979726194,-176.8059771893457,3.3948201782684597,1304.4486851507663,-24.662292883070137,0.37176737103954194,5.301756113852027,0.0
11,41.890350352816725,79.53280800753004,15.319792831961676,1213.186394324296,116.20167137910954,1.1742607024705944,7.068090278620509,0.0
12,31.269869601861892,118.82219795752235,36.0339005739911,2598.785048644942,-106.77248202528341,0.5970697025672504,4.763282180417101,0.0
13,29.23253975057616,38.763407058403544,40.94677885162931,1583.1715152597362,158.1134889685938,1.4467668299745475,1.7957825865219974,0.01
14,44.36704999150908,22.422018226188044,38.170230731857316,2419.9390056396774,-72.494927080992,0.27676941343218053,6.3576251626468485,0.0
15,-29.002995068091554,103.88997521924017,25.103869631774423,2991.355984609566,174.254633054453,0.45415725316655076,8.50107332899531,0.0
16,67.5381042765806,-94.99162670919014,32.84266471027871,2931.5130046447775,83.36466532886737,0.19125672260177295,5.011054998383717,0.0
