iteration,target,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,generation_method
1,1.77,45.0,0.0,30.000001192092896,1500.0,0.0,2.0,1.0000000051630509,Prior
2,0.12,67.52707242965698,-30.35994529724121,21.17028087377548,847.6748764514923,-50.3164279460907,0.6899827718734741,3.508574787233071,Sobol
3,0.0,14.513087198138235,130.44086527079344,35.163793573156,1640.559621155262,25.51357716321945,1.758888402953744,8.846453131495311,Sobol
4,0.0,-14.255628660321236,-112.34043706208467,4.782292898744345,84.1721585020423,154.83605984598398,1.2130418233573437,0.1418550294108388,Sobol
5,0.0,52.2333200275898,9.437962286174296,37.5134089961648,2303.005440160632,-134.95747223496437,0.2673013284802437,7.21825067921837,Sobol
6,0.03,56.46437978784813,2.494221843545688,38.03557214985178,1648.1506397785747,-39.7098362466825,1.928327439779524,1.7965534871713325,BoTorch
7,0.0,40.7606437212969,-56.37044203298936,28.589180581428597,1344.2521698870212,-36.68852074128611,1.820080080753041,0.192997361200117,BoTorch
8,5.65,75.29205775897103,-15.54137590939905,31.174316673040792,1639.764933931683,75.39173036116716,1.8134614655314896,0.312924340034846,BoTorch
9,0.04,57.9126277646013,-33.111313646010274,33.44622717633716,1211.0831510060775,74.96807220441355,1.905578228671497,2.047253982121872,BoTorch
10,0.08,43.90842930268769,-30.07992479156266,34.161406082950066,2279.513319423424,47.626955941795615,1.927799722905627,0.0099999997764825,BoTorch
11,0.0,44.80417684460869,72.46664911458137,18.090475539703263,800.4719842063724,-9.598972197023642,2.0,1.3425190652700487,BoTorch
12,0.06,56.16185686001832,-10.9366232203366,22.309063201406428,2073.05371049286,67.64872329120271,1.970628387806449,0.0099999997764825,BoTorch
13,0.01,60.54620347948192,79.2608464281459,24.758293116491263,1744.1004515365555,42.91072099460823,1.894598564256449,2.37916019940955,BoTorch
14,2.68,56.0747831708959,34.07339191585265,25.567063734042605,1662.4589371087318,41.661308608408376,1.629977138921973,1.5042131861841608,BoTorch
15,0.04,64.39661066865222,-26.27277596255135,27.25748242910116,2073.9750544586327,-7.651618225629363,1.5263772210537212,0.3249788009398611,BoTorch
16,1.51,64.31368100069417,71.05478801393025,35.22003996639868,1621.0768371927202,11.63657291377936,1.7909802282597491,0.3723806634274513,BoTorch
17,0.91,61.42667619421974,0.5017116687912164,24.523363334282944,1569.7525257980094,47.97530532351559,1.4303438909132415,0.0673651368675595,BoTorch
18,0.03,45.20425574047009,-18.999535663565663,38.22447726702921,1832.87105692529,32.8302225922092,1.5017561240481228,1.8711273993740147,BoTorch
19,0.0,30.37420354511034,39.78430198158779,32.97844341349672,1195.239806580991,4.360097876610723,1.6809290906449963,1.2823538857527268,BoTorch
20,0.13,73.1271820587313,54.326965237636045,25.153495843193877,1556.3054208552562,47.47525706165794,1.9201252172573025,0.0099999997764825,BoTorch
21,0.11,51.543129536390666,68.59768722348568,36.36102491138431,1135.2579958925555,57.44746252512385,1.848178668102685,0.0099999997764825,BoTorch
22,4.22,52.53779565840284,5.649746412880631,28.23284342899124,1942.541368238056,33.12651312516772,1.745678099824877,0.0985585037823564,BoTorch
23,0.39,49.63042295160547,-4.237219183302614,43.93095633705922,1076.0674704747796,-44.60698809340079,1.9828226714884964,0.0099999997764825,BoTorch
24,0.01,70.84933777135242,-61.64562888145996,21.997444766618337,918.8969636548773,-3.761128409448503,1.8812700577450412,0.3738670260235579,BoTorch
25,0.0,37.81620239627357,54.7644871694454,30.33944959237516,930.3265193452044,-31.29566345483337,2.0,3.1747486473806936,BoTorch
26,0.0,73.28160157972202,33.97757330457529,32.57366144382436,1810.1518607024984,-50.54973672611544,1.7719996061044003,0.2902364577124139,BoTorch
27,1.0,65.85014141062881,35.97047222801885,23.785138449510853,830.6821620351742,66.44959903019577,1.9830810768136853,0.4356432527540128,BoTorch
28,0.01,34.23593703636057,-46.638407396584256,29.309416500227343,2001.7663954943123,-36.19251774865632,1.6282937084136349,1.5390939890716249,BoTorch
29,0.0,73.80205521868581,-45.56703400934933,35.07854910047187,1924.81399535106,-16.138103214973,1.804557065382416,0.1328545888508264,BoTorch
30,2.21,77.32324709914259,51.43473556723242,32.64005731573249,1603.2667947722412,83.40547794715116,1.99458155394974,0.9612002073080752,BoTorch
31,16.13,58.3720405472788,18.82063538746073,30.05935104806627,1780.3260697272833,71.38224018191477,1.6941417490919806,0.3396319368249542,BoTorch
32,5.23,54.84994298166136,20.819264930356667,29.623750380515347,1744.4870900651615,82.359809611669,1.6955057155265438,0.2036374909056345,BoTorch
33,9.45,59.90583984047532,21.711891459313563,29.93910905858978,1805.8033509855168,73.82819823285962,1.658842292139882,0.2420835377723476,BoTorch
34,6.45,59.30962143523523,25.73738813867237,29.943660114304937,1815.364709557272,72.36528351878283,1.6801935151452894,0.2144940852842282,BoTorch
35,12.85,59.08819723088796,19.32473075567151,29.948077169718676,1798.0860608097644,72.25712741553863,1.662533713838782,0.2664179447707629,BoTorch
36,12.41,58.89036795407523,19.359275305320864,29.92027010787776,1838.383782695951,70.60958098200516,1.6650488908760914,0.2476753210158572,BoTorch
37,12.04,58.00542714680088,21.59706784103875,29.991157393769168,1825.680856063404,68.84304164784373,1.6508345821008723,0.2861222715704399,BoTorch
38,20.39,58.74149370664546,18.723892986728032,30.01007483384449,1825.2508710992925,67.70262152243464,1.6551477531582597,0.3954226636442819,BoTorch
39,21.7,58.04533200568979,18.85167115559753,29.96543530125581,1832.4002549941035,65.30866255819467,1.6416889252402027,0.420552507936594,BoTorch
40,23.75,57.77474603547178,18.557004567358604,29.88964160396208,1840.2652836639704,63.79503757045529,1.628901240610355,0.4719419722921332,BoTorch
