iteration,target,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,generation_method
1,0.83,45.0,0.0,30.000001192092896,1000.0000298023224,0.0,1.0,2.0000000045893787,Prior
2,0.0,27.63486385345459,-137.78680443763733,6.199484691023827,1038.6967957019806,-103.14895033836363,1.0962927341461182,4.263927141597677,Sobol
3,0.0,60.388955287635326,34.11961812525988,38.36797494441271,2160.447668284178,135.10107837617397,0.5655866824090481,9.86061214132854,Sobol
4,0.07,42.25751906633377,-36.09435897320509,14.336762577295303,308.01238026469946,69.76653970777988,0.3291908800601959,1.8834744919883168,Sobol
5,0.0,-14.988980144262314,135.10359898209572,28.646178683266044,2937.8235982730985,-34.932651668787,1.860003925859928,6.30949163782535,Sobol
6,1.79,64.10109868548764,-10.915161605943013,26.47498115694769,868.2682250907743,11.559744497539924,0.9828019019823112,0.531208891950659,BoTorch
7,0.0,31.994271561333942,27.71163952317877,36.4271518422354,1328.5294992090478,-1.264131327381392,0.7689242185925562,0.91616780846193,BoTorch
8,0.01,34.930958518172915,-4.5975278631980245,37.41781500413696,1136.763886637612,5.418623282220153,1.4923761867974057,2.6307136147143395,BoTorch
9,0.0,39.14666865293125,64.45181352481848,25.873940210369074,945.7968681695324,46.58396942791609,0.7000009223947128,1.88765767921894,BoTorch
10,0.87,65.11385429865463,51.02889713442923,28.03094930219668,1204.5737783383852,-4.055179460983027,1.103128091782584,0.3785615761520567,BoTorch
11,0.08,14.261408737912127,-44.5399847328662,31.18424638107799,1696.6038656366711,-18.857072133676468,1.0724903700808712,1.097576905676167,BoTorch
12,0.34,60.18343211602847,10.050853844674862,37.451961461543405,691.4224914979512,-29.50471519548259,0.908129153104312,1.017391137577958,BoTorch
13,0.33,62.58638438690562,-25.63150964183285,23.16560821370365,749.9594419307618,-5.39209732335317,0.7942404848527497,0.874127093010044,BoTorch
14,2.42,43.45754192632501,-5.847044587757409,21.31372835553329,1212.796130757907,36.87641622815903,0.9710261265701504,0.4724018998556255,BoTorch
15,2.14,55.6124077138854,4.182691925898638,19.728220024017133,992.57903100573,28.815927952596557,0.980985427922496,0.6488409829565683,BoTorch
16,0.08,53.73377278069566,20.13634149143596,16.794438643252583,1203.9600433749115,49.2988158448274,0.9659205868457432,0.0099999997764825,BoTorch
17,0.0,26.585128191168597,-54.88525654720986,34.387227308064546,605.6605827451153,-20.82240848793944,0.8778790356104933,1.671313404796731,BoTorch
18,0.0,39.196643810210105,-74.14484323516797,29.72561854586275,1151.1641386788283,39.89705371360702,0.723805022577917,2.102073442842888,BoTorch
19,0.6,42.74101672545007,-8.168812614318142,27.82916547580749,1245.8245874907968,-35.72955882423307,1.2248918355106988,1.8789473753410604,BoTorch
20,12.09,60.35950352514267,12.67936142865574,29.31987567461845,1286.8522542819549,71.73459715598506,1.368608898423883,1.9532244591612056,BoTorch
21,0.47,60.39484995084166,25.56652144124405,32.177582845298694,1066.741424961276,82.8503369679745,1.41051126509351,1.7490661667163638,BoTorch
22,0.0,83.38239223336795,88.30216807237866,15.789399754080575,256.0841135085405,-180.0,0.0586073265955788,5.852632594040838,BoTorch
23,0.0,60.599080383134606,-29.726653158579357,36.4727221502426,842.1425154682269,-10.78890111303329,1.2374044198046683,3.327338379691443,BoTorch
24,16.62,32.951535525300066,8.352631267868531,23.191142052108805,1045.6387581110469,-57.25121112259156,0.9471666841584366,1.588390215711685,BoTorch
25,0.01,28.360123061170437,18.22196817686023,30.53052749125468,1031.7156347360385,-72.9892562716287,0.8518014055742131,1.1198716707135703,BoTorch
26,12.14,44.25249742826327,-10.714823460253484,24.06068314122936,766.9322797179856,47.67749495399116,0.9720701812063536,2.608738212147749,BoTorch
27,0.0,24.472407069552787,59.11130035953323,35.64248996210438,1053.4894677707307,42.01349094899595,1.0994265958725338,0.5240288629301911,BoTorch
28,0.05,15.321954623146674,-47.67508720380786,22.78602905500133,771.7819978481076,10.206530696195273,1.1925924939284822,0.864873426546927,BoTorch
29,19.2,45.62438457014227,9.821066726321789,21.750921728190814,839.1173324616121,15.568755466548623,1.2606833733645169,3.4985645613061447,BoTorch
30,8.8,39.86323107957904,16.59881051563559,23.224373175101253,955.9701771561632,-3.593888254735873,1.1295880430782723,3.095631181699203,BoTorch
31,23.8,39.65372551390573,10.353533171006177,22.469536310187177,917.3532981305804,5.008252173103188,1.2236890122169402,3.190827220145989,BoTorch
32,23.61,39.76781587366402,10.020505628480748,22.367518452548897,879.397108505468,6.374380258386822,1.2577532216957013,3.376937247812395,BoTorch
33,22.21,42.21160816470797,10.032850209351295,22.09682077564436,843.9202426294761,9.878914917264126,1.3041116023482218,3.443750244878826,BoTorch
34,21.52,40.20657397268984,9.085078936103828,21.756130707728328,853.105417402792,4.462643132722462,1.3052943562583017,3.4730877375924494,BoTorch
35,19.78,37.55866703137795,7.070497575862788,21.47831365251864,884.1570100483857,4.069585875687608,1.3041605723123006,3.3557270587254004,BoTorch
36,23.53,43.656678226576574,8.159398405707066,21.63131247117816,955.0109355141132,6.779238408398669,1.327695961771758,3.390474647352068,BoTorch
37,21.05,42.05668052481956,6.696852275198239,21.37743199828935,886.860904713875,7.741276854635089,1.3510323509460394,3.3943162237285915,BoTorch
38,24.51,40.893817237316185,6.499660414512249,21.595584189480565,886.1490381645394,6.114095866576207,1.3647288413745011,3.439293642115178,BoTorch
39,0.0,12.62894239929782,176.76939135535594,48.60528600906506,2486.2672904270103,-180.0,1.270059838082562,8.665895524892694,BoTorch
40,31.85,39.70163975292184,8.600712202132854,22.212045505300885,1000.9928956016116,-3.283324518846456,1.2947350807906657,3.2310075343033025,BoTorch
41,32.71,38.7466177528412,8.670846939044424,22.247647250312465,1070.1583678201405,-5.710115970573554,1.2963048820422691,3.104470879829344,BoTorch
42,11.32,41.0510060665288,7.545196742541009,26.189232449142168,1127.5448075885254,9.307941112439522,1.1840682675933911,3.444558562408164,BoTorch
43,10.43,29.1444218809779,8.733628957595215,22.60075578202392,1091.8604330701246,23.229654099645305,1.427562762427229,3.207407921705769,BoTorch
44,38.35,40.0205762504081,8.2174145776155,22.33556935112189,1079.7335226822356,-6.37353961071608,1.296516730195091,3.067750852855735,BoTorch
45,31.17,41.50119385711741,10.056256275050316,22.73799643713951,1244.6154501456797,10.52121917654486,1.385080227654914,3.384241014288365,BoTorch
46,60.65,42.367892207507424,4.667379070760433,22.016116411180374,1243.4424993410698,-62.260531351576205,1.2422306354605916,2.395054739822293,BoTorch
47,37.46,44.6144130875271,8.123831470953746,21.987733686172025,1388.588505846689,-66.24565516739365,1.2789480601840548,1.930654471158564,BoTorch
48,21.22,37.41904272804256,4.961003979840939,22.422689130246816,1207.5654995287875,-96.4024765751414,1.3094158150526782,2.4502429770621728,BoTorch
49,0.22,41.58221198278834,40.05575320150058,19.27195019537776,1441.525556979059,-24.592300356061543,1.317015342654669,3.3268518272963643,BoTorch
50,0.02,43.90693712929368,-49.65497637328826,22.4404944259597,1054.5139533168197,-39.29392539588369,1.3189205470144922,3.9624212211480496,BoTorch
51,58.65,41.780173695128966,0.9780084771209374,22.005933107386607,1275.9853929483752,-40.40580730457504,1.2266495113180378,2.713994347400832,BoTorch
52,51.59,45.57547331212045,1.2505433182161312,22.75776941397135,1236.9649662933246,-68.53234391203875,1.140915241684152,3.174636643223449,BoTorch
53,41.07,45.20679920552212,4.600538000335007,21.05465569947636,1139.6007616748277,-62.712745667256186,1.106054977518947,2.876889647857367,BoTorch
54,22.18,41.43797862636198,-3.4585657607504743,22.678911716842727,1261.5406450165883,-53.47558192866912,1.3599818561465589,2.316109601849319,BoTorch
55,24.18,35.48324149615816,7.758400885666163,22.18050717768436,1415.7716114803898,-56.65581204438341,1.1803059487959782,2.962557246857742,BoTorch
56,59.07,42.074300990661726,1.0431116514818086,21.98648830244093,1152.207779233156,-32.060875811232364,1.1246736126186312,3.2645215806869867,BoTorch
57,33.87,42.02975133040664,6.035688845702168,23.019737620324985,1561.4369659220608,-39.94511569343962,1.1694682182593414,3.086725724101693,BoTorch
58,80.64,42.669785545244935,3.7187819845586887,21.592803856498584,1378.1339568079557,-66.10190026572087,1.112837730049313,2.4566298893202294,BoTorch
59,34.96,43.12288124628603,1.4614510755005767,21.50299614774765,1297.1374184758497,-23.185575143183257,1.0688149710618589,2.7147038321299863,BoTorch
60,82.79,42.20580136681156,2.828891051969862,21.73881120953319,1311.8242437594663,-65.48063199151282,1.136133293007933,2.581287337462894,BoTorch
61,37.14,39.29669018772785,-3.779144892007878,21.22397424212492,1014.866248826023,-70.29644146864389,1.09861860132176,2.797877930233053,BoTorch
62,37.36,46.05072780883282,0.1231898997064036,21.104989500716247,1532.2454709104454,-70.37543234926038,1.1124825273332888,2.075076129114496,BoTorch
63,23.54,41.58105240074019,9.317820874462996,22.15464003654005,1398.1356777331066,-66.66865946054965,1.1284864587157215,1.7655153789954745,BoTorch
64,85.48,44.27614653238696,3.6947782988425217,21.797887477890672,1217.366513359861,-57.0216882774059,1.2070631808266223,2.2590306138938394,BoTorch
65,50.81,46.22615493024973,1.9208722699519851,21.99572218588117,1548.4329140902314,-56.356553621102336,1.1071462027734045,2.153725294199176,BoTorch
66,84.42,43.693182307578525,4.340777336487065,21.907024432548013,1469.0889205910762,-34.85918443763964,1.0519680943799627,4.11998165809654,BoTorch
67,84.7,46.93597457236035,1.756804061231378,22.420016555838803,1012.5674267440836,-77.44239530568619,0.8407287324147178,4.041853745398559,BoTorch
68,53.8,50.024283792478656,4.421170358056116,22.34585397258722,1272.1119835256704,-28.19123774141542,0.9551643442825788,3.899734190043757,BoTorch
69,34.52,49.61115094890594,6.540199360013531,21.772043944666105,1512.3870636174547,-73.9984479148824,1.1672151576601824,3.611756444720188,BoTorch
70,84.8,44.095495859774246,2.8936304359686744,21.98552808603207,1178.8280771308714,-63.98982657998202,0.8871866158828434,4.090197585693037,BoTorch
71,89.88,44.29272297275117,3.101583314964074,21.95449065741549,1192.621881124777,-59.51724226272568,1.04295480661981,3.7403610064611015,BoTorch
72,83.12,43.35052039435803,3.011027569012981,21.949177327961248,1160.5276772323773,-62.14675923800334,0.981636487545236,3.9207630249906735,BoTorch
73,88.57,44.38550752680453,3.067020982719072,21.95672417406665,1181.6258320822828,-60.10483751168971,0.995923641985734,3.9889925303899374,BoTorch
74,88.38,44.22336552258898,3.1389469316123666,21.95067947102808,1199.8735095547936,-59.19643715692503,0.9943251253470556,3.950393231104356,BoTorch
75,89.31,44.77716432029402,3.176150237264011,21.948528557827647,1180.5239827389823,-58.612985557768695,1.0291544285747911,3.860928931286142,BoTorch
76,88.62,44.42913914010995,3.1163350741652494,21.94358049509252,1198.7049184886766,-60.07416318085002,0.985145394455648,3.860332711053072,BoTorch
77,90.78,44.465815221846526,3.1458365563514974,21.923451580664445,1196.982061671674,-58.11995141590184,1.0019611934113468,3.8439883951497182,BoTorch
78,91.07,44.48913814588639,3.24978757572498,21.887763130565133,1222.592335808283,-57.05399583181388,1.03105366567349,3.7455719543544257,BoTorch
79,89.38,44.52475248129515,3.2451937283360905,21.84620658541097,1234.1412003709513,-55.94449091774459,1.046139720665466,3.6449999976429535,BoTorch
80,89.27,44.52505524807292,3.3168551562988,21.84633919993162,1237.324023780261,-55.67035878741187,1.046935585819407,3.678181703219203,BoTorch
81,89.28,44.80547071877804,3.136796250550248,21.871189273764465,1204.8774125290006,-56.34762782848924,1.036193590459494,3.660397274446189,BoTorch
82,88.85,44.61639959500398,3.247762656094096,21.851230333746223,1223.4836613799732,-56.63334947421451,1.0562896152128578,3.579950467556256,BoTorch
83,89.38,44.65004708246149,3.2043299832898526,21.85745293807266,1219.3982363113394,-57.30347082851151,1.0351126048053454,3.5247489043092988,BoTorch
84,89.92,44.74923541723464,3.328491066938426,21.89820219709612,1226.1780623640482,-53.78514335554431,1.0581197432196174,3.8136810224908935,BoTorch
85,91.28,44.90444062402507,3.239666679996532,21.91146307785718,1222.2375248653218,-54.7277385796956,1.035765454696212,3.8270077171052,BoTorch
86,92.22,44.959165567079694,3.2272215927504533,21.940335110126146,1221.955529960769,-53.64347626459001,1.0316741925615018,3.943107458034324,BoTorch
87,91.97,45.08143934555788,3.323605025052075,21.987250840998907,1219.177980319275,-51.37123454488628,1.0231492984209969,4.1237391979226246,BoTorch
88,93.02,45.018918549136544,3.446138113287759,21.99413246845107,1255.8937433544345,-48.40528711445944,1.0266594391908128,4.181743335808867,BoTorch
89,94.25,45.15240596334112,3.317670137789861,22.019601957827103,1247.173477005169,-49.83639614736239,1.0041018464872826,4.126545181625144,BoTorch
90,95.86,45.18808996226487,3.3704058271943325,22.048031928260908,1264.84986080222,-49.4862761791172,0.964529266350354,4.153613891469781,BoTorch
91,44.19,47.36014478029951,-0.7977299527506148,22.295158624554624,1411.5326905550578,-61.806267124206784,0.8710377452682165,3.856378279819967,BoTorch
92,0.02,67.41070681971715,64.86048984339163,19.31102404976821,779.1589342953488,17.268592621088345,1.2559541390770963,4.598896554150184,BoTorch
93,4.49,56.19331147088036,6.917183928702912,23.63021002277724,1836.2977131746372,-129.77298771406407,0.6334437413286933,5.056687736849844,BoTorch
94,0.0,27.55733142329933,-38.51583423229292,40.5476047791318,2152.730643128608,-140.14271247902363,1.1309288212924704,7.1169673725930105,BoTorch
95,46.45,44.27618055529926,7.221131499661254,22.44508363101181,1142.5169407990315,-41.40512763949863,0.8654718760151702,4.511601332063608,BoTorch
96,0.01,-7.936368270676073,-54.97384623788925,47.10722820648468,771.4526297175383,-69.20569588285156,1.4449295923420735,1.4689352271932077,BoTorch
97,0.02,55.10036563551292,55.18953545070178,15.646312776707251,1244.3139306412736,-50.20705448080298,0.9048199164487064,4.948040828544371,BoTorch
98,57.83,47.96984618698542,2.9474289449823345,21.83102078550846,966.2579597177332,-64.60102603591268,0.90112230182214,4.81904222452556,BoTorch
99,81.4,45.751955437877086,1.970868040627181,22.194612879867925,1041.264338328362,-53.644981907489125,0.9327639693230412,3.1503305400620616,BoTorch
100,84.46,43.44659365085114,2.3744553811303604,21.57036936481117,1576.0055405229227,-77.81071442867275,0.972700887991058,2.721355016240384,BoTorch
101,53.53,45.06584949116386,2.871058328707932,22.15938938024837,1175.5965057854214,-91.30552952003964,0.9827119413098522,3.429784099952044,BoTorch
102,55.53,40.823367920114165,0.962178062074031,22.19541758716544,1187.6826083994972,-75.08632658885276,1.0554770778561546,5.51497258660858,BoTorch
103,5.67,64.38170359736102,10.806893329236402,23.36716991569889,968.010400471572,-34.24302944118287,1.2526819080671698,2.72085783489165,BoTorch
104,71.22,44.63696337246098,-0.2059958105637918,21.805224992995687,1464.861444023627,-76.77464424135007,0.7350873361066678,4.444848429927824,BoTorch
105,1.53,33.08391936582849,2.761778172038021,22.18423339742599,2553.564113556109,54.37205630323905,1.1941762778640863,1.8436276982022908,BoTorch
