iteration,target,pitch_deg,yaw_deg,v0,spin_rpm,spin_axis_deg,h0,mass,generation_method
1,0.06,60.0,0.0,40.00000059604645,1500.0,0.0,1.0,0.5000000054498872,Prior
2,0.03,2.127056121826172,-49.76836681365967,35.61722040176392,93.0396504700184,15.428109169006348,0.7852120399475098,8.599539955823081,Sobol
3,0.0,49.11726135760546,161.72611434012651,0.730898417532444,2513.3484536781907,-18.8288638740778,1.5810588542371988,0.7238556854865976,Sobol
4,0.0,71.97135418653488,-141.15758076310158,37.73022219538689,1435.5113161727786,-157.54049599170685,1.2453788705170157,6.796079675483544,Sobol
5,0.01,-4.788653701543808,73.15618235617876,22.814902011305094,2015.2439642697573,168.2032236456871,0.3870055601000786,3.900457899275669,Sobol
6,0.32,78.72606635290096,37.41805714705535,42.19105958846514,1732.9952306766977,45.61117602398133,1.0699357378632115,0.0099999997764825,BoTorch
7,0.13,76.58917588327868,35.55594273375513,38.82487524584717,1699.2689995181006,-15.327083795199371,0.8417989068269919,2.510096316533139,BoTorch
8,0.0,65.1753311045381,-17.703909314337523,45.08605895016199,1325.2763354285432,15.27548269827355,0.565620594519231,0.9500298164515256,BoTorch
9,0.65,49.57932791856443,19.98249910792296,33.789568217853564,1673.327211784638,-18.194684431887083,1.206234235694522,0.0099999997764825,BoTorch
10,0.1,57.18033377773648,46.666375406347214,30.96410172300382,1048.5542548102635,18.82882372805642,1.0629342716844028,1.013926559367876,BoTorch
11,0.0,60.38427637521551,-60.92734668064308,46.81941429833762,1946.181753763692,-23.514739667606392,0.9657786555512392,0.7633577082841678,BoTorch
12,0.0,57.23706349137514,23.491479757026013,41.66628990502851,1188.9004225814488,59.66953944352977,0.8350805176074473,2.3633504729444903,BoTorch
13,0.01,46.76029598741252,31.0986579164628,40.55685799770171,1258.0913148669845,0.6777644465076662,1.3008119867059738,0.3935184015617958,BoTorch
14,0.0,54.525594124525455,30.244335046291724,50.0,1747.1906580437987,-11.132016782963802,1.3381010584060409,1.4264271052808186,BoTorch
15,0.12,66.74574501848265,36.77451190895189,44.44155862009383,1878.7687682597027,-0.870177861390431,0.7960974131303353,0.0099999997764825,BoTorch
16,0.0,74.502272374291,27.05102954177056,34.55342254446489,1674.8564242380553,-43.8393229689232,0.8784652970059789,0.4718673455013173,BoTorch
17,0.0,54.84635442248475,-47.79904144203852,36.5049287090107,2087.3142743163544,-0.8883998634277361,1.461295378216895,0.9816226039579656,BoTorch
