iteration,target,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,generation_method
1,9.66,7000.0,4.9999988079071045,24.999999403953552,7.00000063736494,1.0000000149011612,2.0000000298023224,50.0,0.8999999761581421,Prior
2,0.41,2141.803741455078,-8.294727802276611,29.86410856246948,0.3682713739244817,2.714279294013977,7.852120399475098,85.98138093948364,0.8567346930503845,Sobol
3,0.43,4876.440964639187,0.8631008304655552,5.592398988083005,6.4619879840570045,2.3865666147321463,14.473335277289152,25.27354871854186,0.3041046177968383,Sobol
4,0.41,7954.224139451981,-25.647561717778444,39.26741090603173,4.910937110821485,0.0189910968765616,16.50981204584241,74.97375132516026,0.1152406828477978,Sobol
5,0.41,1188.893884420395,18.200027234852318,-5.922566782683134,8.757476078849283,4.69125950243324,1.1379141546785831,13.771509937942028,0.543141508474946,Sobol
6,0.41,7383.253129504023,-8.170020159701703,26.75270035113661,7.438445879138215,1.0779612575098467,1.2157375614708636,26.867585986753497,0.8495937871453466,BoTorch
7,0.41,5840.491198320778,-2.9422409473225777,21.31494337008917,7.749781494309213,0.7038868957705412,3.069323385630515,29.30185274447598,0.9819383468991216,BoTorch
8,0.41,6295.709204738539,-3.367521087793083,18.592167857738765,7.540968617892781,2.409695056348503,1.2697725136455893,58.49178872475932,0.8313326959999566,BoTorch
9,8.91,6356.387980422147,11.192216668615243,23.096149762410207,7.472806262519666,1.4927251993294584,3.756047671733753,51.17424085305671,0.6988716013706237,BoTorch
10,9.08,7136.335535157337,23.264751306125213,20.32919090403345,6.4166000377512935,1.549645283964818,2.2143457187675843,41.45826588172231,0.8037755179790271,BoTorch
11,6.27,5581.586636449608,15.655064765492966,32.56248885812019,7.22086544002891,1.7622034900372172,2.3786540091631934,42.62227308781013,0.9128859554690116,BoTorch
12,0.41,6996.242781868832,-1.740596448603,9.356814072486792,6.165865457558729,1.328549825056836,3.7706052861241472,41.31682176387417,0.8000929878798265,BoTorch
13,9.04,6647.103121092269,5.849641874695735,27.55025865422534,6.597113340276088,1.4349913778371102,4.4344208134002,62.19597090109802,0.7956897782364409,BoTorch
14,9.95,7381.406219598407,12.754631346171005,20.008367579587137,8.101657575423868,2.187281626136515,1.3421795057641832,63.267620388879486,0.804566745647618,BoTorch
15,9.01,7471.298554978113,12.194844749201051,29.824542268701517,7.277330391707653,0.4009024538635824,0.2532719808110554,64.04306021358845,0.7952696421375299,BoTorch
16,5.52,7979.634331352542,30.0,32.59954818813366,8.272354998355263,1.3777530770260185,0.0,24.33587308326465,0.4905527950663608,BoTorch
17,9.6,7169.005410660815,10.141107926072271,24.72324960488114,6.907521525324594,1.1550183580986082,0.0,69.46387887366302,0.8096198943466354,BoTorch
18,9.88,7748.25212514668,12.508670691303656,24.884962289752657,5.568437673705768,0.5269219554841837,4.6947027584193375,41.89789442464553,0.9358499933692476,BoTorch
19,10.13,7773.38647816289,15.291241667389649,21.70891316169058,7.269671386814828,1.1974412527476586,1.1188833996703678,28.126477185421944,0.8509515436368849,BoTorch
20,9.95,7511.567930805983,14.11778033915133,22.16268687458712,7.430508409915296,1.092314247628923,3.4992294316163037,51.83140776051968,0.8596903478008381,BoTorch
21,9.89,7272.78104079432,13.33194855048732,16.91908629289327,5.963145213643933,0.9112187503038502,0.2493804008842589,70.64122762581773,0.8125964562964361,BoTorch
22,10.39,8000.0,13.25788282271246,20.682580399462573,6.708254217274931,2.5769668660890312,4.160592428022364,51.52392373474193,0.8860774884565434,BoTorch
23,10.01,8000.0,4.654956169695737,28.84697196447713,6.650039168370338,1.2204907560066347,2.1319944720087403,83.40135889665444,0.8343024402632957,BoTorch
24,10.41,8000.0,9.760833383087174,22.304739340116637,6.646159767638611,1.732146739770723,1.7044191723211377,53.0307911519145,1.0,BoTorch
25,10.37,8000.0,8.9159950306126,18.45909537037972,7.614308904071121,0.5571720149208869,4.146050074006041,91.61641730958024,0.9078930304849692,BoTorch
26,8.41,7902.337568333471,7.495632994408666,37.58290229852784,4.205275432522538,1.4790295383988952,0.0,48.26541847682472,0.8604564497270418,BoTorch
27,10.41,8000.0,9.354033258223168,22.225284717220696,6.378920185132706,0.5926004512758006,1.7373284487817808,71.17508058133015,0.9385734474437388,BoTorch
28,8.79,8000.0,18.331919016438214,28.3964389636781,3.581980141279708,1.9261488846523156,1.8817915293638412,91.08814966780818,1.0,BoTorch
29,9.67,8000.0,7.071632319969915,30.562447640567484,8.330633170713496,0.4547539872813289,4.212683260734845,59.80562332119364,0.8918887656694636,BoTorch
30,0.41,7982.151133995065,29.682257860826823,-19.786250022324523,10.0,0.118979843371975,18.79989863988244,32.64405427327729,1.0,BoTorch
31,10.4,8000.0,12.877351188237393,19.73052728096357,4.072788574297326,2.4660387087092923,4.977936976010647,85.69203105303433,0.8409125008278833,BoTorch
32,10.41,8000.0,8.804760538910116,23.49020451858737,5.31170021031136,0.9605227296340622,2.047869013636012,56.73157363471441,0.7127595745417937,BoTorch
33,10.34,8000.0,8.215515010687454,24.542604630596543,5.311254686097232,0.9005321685158667,5.393115388397272,81.4785834783218,0.9855371980848778,BoTorch
34,10.4,8000.0,12.356053489016958,20.11085171753136,5.860731155921535,1.1342132637246027,2.0844855998219494,57.97316622009561,0.7894097869691878,BoTorch
35,10.41,8000.0,9.48107784396079,21.69038511150301,6.143252017487008,1.401289085470539,2.943254185939006,80.14146850415284,0.8481191585183554,BoTorch
36,10.41,8000.0,15.20251313996024,16.798492747267773,5.596374639255385,1.4024059517583256,8.75536364743829,20.81058651910552,1.0,BoTorch
37,10.17,7743.48262908157,19.958717419920568,15.421834087941129,8.505431276015894,1.3200517352983965,3.863672582032804,65.01934534558417,0.8362566009574105,BoTorch
38,10.41,8000.0,15.57767483696734,16.590137912048533,5.498647230609835,1.0163802773431656,4.589094919395032,50.93235250966397,0.848656520500374,BoTorch
39,10.41,8000.0,16.173880368081804,15.780084592365997,4.7861596698734585,1.6865297002639157,5.018842162236846,68.09694537679786,1.0,BoTorch
40,8.55,8000.0,6.924921659921836,15.521561131469356,4.739922624098788,0.4230664299480806,3.079831981669903,44.39770882468258,0.8320098720775525,BoTorch
41,10.41,8000.0,15.143744694544218,15.488667851306374,9.466247395386535,2.5410738584666044,3.8953405666211314,79.38377426899252,1.0,BoTorch
42,10.28,7986.805350537854,16.310186335482896,21.01060242614922,7.483553419141311,1.3409256115819503,5.192641724395197,74.42258479631735,0.8942085419017594,BoTorch
43,10.29,7859.81758332032,12.91979480391604,20.60330302151677,8.245652085428345,2.037458178346114,5.329844125971171,63.446393689320345,0.6494227786913548,BoTorch
44,10.4,8000.0,8.377544171861885,23.919041967186523,9.0286118599085,1.9704032951547623,2.6710076857672505,78.05325141070277,0.950358295183634,BoTorch
45,10.35,7915.414361231097,13.58816811805589,17.336421304506842,8.045311991305072,1.6576766251059862,3.644976407228361,68.00238068633443,0.9335853793968464,BoTorch
46,10.01,7435.654570325099,16.388359670041602,15.431172067067962,8.112925111855887,1.5574902521970606,2.240303114152203,73.44603237392934,0.6323489321340566,BoTorch
47,9.85,7951.547740975346,19.441693224094607,12.864995539101209,9.52747206549366,3.602079898964053,13.06656739330563,68.02249679210709,0.8972596289977831,BoTorch
48,10.09,8000.0,17.342443459076655,13.82107961950024,8.32964822093361,1.819141974641185,5.184931466169756,46.6509850250838,0.6583758170833262,BoTorch
49,6.66,7643.239524951099,14.143590659688783,10.255390218753464,7.559602105644392,0.3857910539346964,2.369772405621046,63.534670390801296,0.9926718515910244,BoTorch
50,10.19,7788.071747031067,6.475307159243258,19.123719873459507,9.693792387920563,2.320613526334343,7.355740397640424,69.91643281934552,0.6721526633414221,BoTorch
51,10.4,8000.0,11.35458182206768,17.47798504710039,8.57396883583432,2.3158848388262268,9.229139208391384,75.91673281765294,0.6008958558766567,BoTorch
52,10.37,8000.0,17.441287700857337,17.160429238149817,7.476185395968474,2.812876133023149,6.735899847879461,55.82253152161925,0.696835253291742,BoTorch
53,10.11,7670.085283380715,19.9683866614307,15.566860857365292,9.534145548475756,1.2839067679515197,12.833264797571518,50.65415573165962,0.80104596045808,BoTorch
54,10.4,8000.0,8.14768275692365,20.97590657374332,10.0,1.68051771592876,8.743421955910334,75.12351234375441,0.7753857637088024,BoTorch
55,10.38,8000.0,16.807883950769472,17.584222914340707,7.365477937336158,1.958671597967844,8.41713796513565,61.46969524460294,1.0,BoTorch
56,10.4,8000.0,7.222728423207933,22.22757454912719,9.083374115140186,2.0769253197402944,0.0,73.30837857608599,0.8304478565121259,BoTorch
57,10.4,8000.0,15.26427281609594,17.706773265858182,5.980297671848143,2.08256319209154,6.333288404207731,57.72587220493956,0.8170826010116943,BoTorch
58,10.4,8000.0,12.286478806745656,20.879082738295807,6.068712540224759,1.1926385263082957,3.3404458515715274,45.69724776604748,0.896809603259131,BoTorch
59,10.39,7985.8527595891455,5.100635767095966,23.878796599857782,7.651883876398757,2.1552374922001123,6.087528192484307,79.97254211735367,0.8029848357482818,BoTorch
60,10.4,8000.0,15.64112648276796,17.382344776060798,6.536593901534914,1.7545681975809668,0.6085656393533028,53.39600564386425,0.7306287112349011,BoTorch
61,10.24,8000.0,7.594969777271977,25.679473075996547,9.999963780607782,0.0406605662610129,3.409267213400217e-05,52.47580790153613,0.954524111758361,BoTorch
62,10.4,8000.0,8.182622830428272,20.79131129443224,4.11611279734784,2.8524530126062464,10.316208027409694,73.45347461462752,0.9776807787152952,BoTorch
