iteration,target,irrad,tmin,tmax,vap,wind,rain,wav,SMLIM,generation_method
1,8.8,7000.0,10.000001192092896,30.000001192092896,1.5000000778293343,1.0000000149011612,0.0,80.0000011920929,0.8999999761581421,Prior
2,0.41,4372.4870681762695,-4.750170707702637,-11.02494791150093,2.807510200364543,1.7795990407466888,10.151854753494264,31.818050146102905,0.333107978105545,Sobol
3,1.06,2088.007993996144,23.27421762049198,21.800634739920497,9.323954054007364,3.0358843645080924,8.534546289592981,59.494772646576166,0.7958671422675252,Sobol
4,0.41,1259.3407332897186,-16.0392009280622,4.7546925861388445,1.1514008596708163,4.254216137342155,0.0585822016000747,12.48578317463398,0.6479655262082815,Sobol
5,5.22,7045.788109302521,12.047222089022398,41.938187610358,7.061155065702509,0.500689223408699,18.471811786293983,83.90592699870467,0.2308723330497741,Sobol
6,6.42,5462.903108216707,21.50030520967251,25.79542356129319,1.6461298840367555,0.0827229229917529,1.427042230602891,74.68685774200854,0.9506816952909274,BoTorch
7,7.81,6154.595298727337,17.969518128743246,25.444693196030315,2.0666990396537392,0.3423995724784111,4.194207364116903,92.86512666372975,0.8228682882857966,BoTorch
8,6.04,5145.809457266651,8.999054810277258,34.313779449072875,1.3301937756469782,0.6511682668111454,3.656422934475475,100.0,0.7841646811513091,BoTorch
9,4.51,5757.17543746866,2.423260475521261,28.61029559190731,1.5130116905176862,1.86511680331328,0.2839836019563917,71.66086491102081,0.9507914790433968,BoTorch
10,8.61,6484.804298614466,4.212076504138402,30.72059911702219,1.276595297064723,0.2417214790760554,3.0558888154386654,98.38179413715125,1.0,BoTorch
11,7.92,8000.0,25.75127823702137,27.20327066234448,1.3981036386391923,0.912097212720084,0.4787240223214557,61.660049578498445,0.7973994744398362,BoTorch
12,5.79,7666.945144621484,18.007578200175814,37.98738153210167,3.836297807341944,1.1084380047682731,0.4031229587339738,64.84096781431651,0.975865163424343,BoTorch
13,0.41,7345.52329063344,-1.5668369167016252,27.204290194394886,2.5562075588209328,0.4894083594429103,1.6438997415061152,83.32216299694913,0.9384269602320362,BoTorch
14,0.41,5856.451778627638,-3.2121281938926813,40.90612530832925,1.263890902174837,0.8294955003512722,2.522652464007801,73.13821119743874,0.7518162601416737,BoTorch
15,2.36,6166.159636061372,15.254732731962598,46.92132763569416,1.8122703435203984,1.8530550874335596,0.5265229549692001,79.08542810188825,1.0,BoTorch
16,8.84,6357.527138947989,16.865074632714006,19.504677106978782,2.286711547786481,1.846165679314336,0.6197445578717429,52.85127629103176,0.81798873095509,BoTorch
17,8.94,6977.706755149654,18.41035848591424,23.7288846794357,1.6145787650731498,1.5488955066879797,1.3624582049924638,60.22825028096759,0.8666154494418924,BoTorch
18,9.2,7348.977389611508,10.506302432707647,28.83755776832838,2.6547483859470784,0.5035979742242516,0.6542080406158369,55.5015534384643,0.927420541891066,BoTorch
19,6.99,6679.349888137898,13.053735989250356,36.26222588617794,3.045170345803009,0.3552034634878188,0.0,43.20288542933416,0.8070651884629421,BoTorch
20,7.44,7514.015822286177,6.907352676701173,39.44945488835442,2.941072207626551,0.2833392811093881,1.085890518980806,98.93947775369712,0.6344318613113239,BoTorch
21,10.06,7555.192502413416,14.327133814380533,19.788112701623422,0.9061926167008116,1.6880516404559267,2.775478956089104,67.13927075571777,0.9480460177557136,BoTorch
22,8.97,7194.919894494713,10.991212501106318,29.36758598392018,0.4129861873768736,2.012110502347995,4.594614822869461,71.63736269811476,1.0,BoTorch
23,9.23,6546.603628722335,9.391562189884915,17.761048078587564,1.4984471891578797,0.287146941394314,5.5639007778577465,61.61132007729411,0.859326583576041,BoTorch
24,9.7,7509.347137302778,11.78545938159651,25.310479148634396,1.906485383081604,0.0905613888013412,5.0395286327867685,90.58554984726548,0.913461639625713,BoTorch
25,10.37,7977.178112971954,14.043443249946437,20.04224274216761,1.483002267261329,1.1046406830262216,3.773413989796659,73.77289052744743,0.8603077628870394,BoTorch
26,0.41,7502.9664431341025,-30.0,18.186696512433045,9.048890887811954,5.0,0.8678318093714531,0.0,0.0,BoTorch
27,9.84,7229.5782229033,8.68749158889348,23.136020154392007,3.535312760030437,1.2388583701897589,4.450556940109463,93.74207729219329,0.9880510285562042,BoTorch
28,10.32,7870.7183492935455,11.694075956795466,20.55696288968057,1.6943470613246303,1.2278487906164877,3.36346935236667,83.28209810892547,0.9095202182365768,BoTorch
29,9.64,6982.790394008995,15.430001139595454,15.092302956194075,0.486579014044887,0.622954195240881,1.794528166038647,92.8031432480244,1.0,BoTorch
30,10.13,7616.571904516356,13.143419314999043,20.00487962640281,2.033739656002405,0.6418624608139496,3.7945540017556754,80.73125646302498,0.8492434954665301,BoTorch
31,10.41,8000.0,13.33120825494111,18.765153101502435,0.9067874966487276,0.8632225721806432,2.588228470610417,73.88454051156351,0.8572301904515878,BoTorch
32,10.41,8000.0,12.157819636865398,17.864261829235247,1.5406754320852492,0.9373343094972342,2.783293704675949,80.68129328638985,0.9117849335452204,BoTorch
33,10.32,7871.949833537187,11.701565521284143,18.44335268862352,1.5708753330944374,0.5916126840445882,4.597217696084766,70.97631508253909,0.9654053979943832,BoTorch
34,10.09,7958.636426741678,8.399183342435379,26.37008218174067,0.1471410260958373,0.1777078676108578,3.2153035161691053,95.57892132847093,0.9246860214477602,BoTorch
35,10.4,7991.526926664032,10.801530775301709,19.8419252592227,1.0566389960923028,0.4864031412496675,4.284366750170179,84.8999567636208,0.9971306900283702,BoTorch
36,10.4,8000.0,12.854868917432952,16.31293349084789,1.8911978380197785,1.021096199411465,1.257290509137699,75.76492846954363,0.8893222163680757,BoTorch
37,10.41,8000.0,13.142156025666765,17.326856905140282,1.311232228293791,0.91053968601659,2.8408646824846384,69.0221488260113,0.8926003162329191,BoTorch
38,10.41,8000.0,14.370175853479068,16.76652120952044,1.0558647292935008,0.7199447934217016,1.59754614384204,71.11742913282895,0.9144089633910364,BoTorch
39,10.41,8000.0,13.077528287119392,17.460314637801517,1.3462634141924694,0.992090129304428,4.193109074043369,72.25365140212668,0.9138190388268989,BoTorch
40,9.72,8000.0,16.7949762224059,13.54363050397427,0.0599999986588954,0.7814104180109865,4.255699131583713,71.64366158063454,0.7998679386280151,BoTorch
41,10.19,7672.927277134925,14.261682042172012,16.00126537328333,1.01529314809849,0.6239950100135868,1.4871037407565764,78.96804310954727,0.9562637148987664,BoTorch
42,10.41,8000.0,13.037681441408438,18.002316424316156,1.4235329332659332,0.7550963860829967,1.9877328710740447,70.36450120204388,0.9548007172537828,BoTorch
43,10.41,8000.0,11.235417719249654,18.6029842001875,0.6649068443195931,0.8507180321598901,3.2850733683278097,84.28706159764714,0.9994693740970017,BoTorch
44,10.41,8000.0,13.087626305034668,18.31990153961084,1.830059046113648,1.0311758349289726,2.86372035662706,75.68116180199353,0.9824558052097668,BoTorch
45,10.41,8000.0,9.427010011169372,21.56541890594784,1.2977627739505273,0.2086953637525604,7.373607934677131,99.52953390942568,1.0,BoTorch
46,10.39,8000.0,11.226779393298216,17.349440041122463,0.5419090796345278,1.0719326141743803,6.183958566573828,83.8079818182608,0.9702876608023016,BoTorch
47,10.28,7817.570315662248,8.86432448346541,22.99826281001068,3.0399855684027037,0.7065307212594032,6.539695587483125,94.35614540689396,0.9402771778285774,BoTorch
48,8.69,8000.0,27.980284330193044,8.527804285527925,0.8375479061978768,1.6082489315479578,0.0,100.0,1.0,BoTorch
49,10.3,8000.0,17.477949177757623,19.751943087264703,0.1357986339300131,0.017355125185008,19.33940900182689,2.0334296751293505e-07,1.0,BoTorch
50,10.41,8000.0,13.833255446007058,17.775746786835406,0.990577316975045,0.7801493888726092,6.693144989068656,61.93073893501533,0.9880673240948558,BoTorch
51,10.37,8000.0,15.059496807858466,19.584010588986203,0.8659545166229301,0.4361222163118899,10.301002405319686,24.953446736601748,0.9125261235544152,BoTorch
52,0.41,8000.0,30.0,-20.0,0.5045162820666564,0.0,20.0,100.0,0.999693289684029,BoTorch
53,10.41,8000.0,13.309146073223303,18.290355759036828,1.6687248221606406,0.9896577352459128,4.851219133799055,72.31872038526367,1.0,BoTorch
54,9.64,7032.8914684754045,16.273979446584036,14.518600868603052,5.807871364248416,1.0505128588891794,7.577346454953049,87.8646850724296,0.9570086867609232,BoTorch
55,10.32,7873.637611667522,13.452508942274603,15.731848544008288,2.4003440953495634,1.7355030666648958,1.4939677058620495,67.91641749083055,0.9999993309482184,BoTorch
56,10.4,8000.0,9.684061508686868,23.09732863657236,1.561774655035311,0.6394601246047249,0.9281022429456548,73.10898601285011,0.95381103029708,BoTorch
57,10.4,8000.0,14.596551328165624,18.02644959162476,2.999009796702956,0.96793010957205,8.423043611227218,44.76297695230917,1.0,BoTorch
58,5.62,7959.465905022291,12.053009499646896,9.203222489338678,2.580461327296586,1.1910008590987726,1.024067881472437,65.85976120633144,0.8900154090515853,BoTorch
59,10.23,8000.0,22.360026309580263,16.575927757051588,3.0353393485224096,0.5432599776647202,1.4990743374550894,81.07099188688682,1.0,BoTorch
60,10.29,7893.070475143239,14.256401558481194,20.716369488532543,2.9908328039369665,0.0110406749552869,9.513790471225848,97.45831340887564,0.9947913051425036,BoTorch
61,10.33,8000.0,18.337760013431904,17.872081838116117,3.3556766991381783,0.3322781873112694,12.906281056031588,96.9153010416894,0.9323151134558484,BoTorch
62,10.41,8000.0,13.760013607130816,17.453500659468467,2.904977665660336,1.606858456749499,3.1419227766856923,93.70502184653544,0.9116888306771896,BoTorch
63,10.34,8000.0,17.940134363479935,17.98950761147514,2.919096476568411,0.914563611216286,11.45004435018996,99.9999871109237,1.0,BoTorch
64,10.41,8000.0,13.924451219163664,17.59100097420383,0.5933121976645201,1.1613309275054098,1.538671758655235,77.68899228910522,0.9161469240502684,BoTorch
65,10.41,8000.0,11.037764274379995,19.888405970090226,0.9687032206932188,1.545995980443724,11.575162062937896,87.17291111084825,1.0,BoTorch
66,10.41,8000.0,10.07287765568902,21.930659782142413,0.3732777121118674,0.4767441854747208,9.15827525011572,77.32339817334419,1.0,BoTorch
67,10.38,8000.0,13.23591393445463,21.13968698893225,1.301690840832758,1.1143097308983827,2.84154590728207,89.02257440436551,0.9988797022426728,BoTorch
68,10.35,8000.0,17.211545371262673,18.213712134869454,4.805077254573302,0.0,0.0,24.135305480530345,1.0,BoTorch
69,10.24,7748.825913005627,10.542106195012025,19.625069199103017,1.6573360367542702,0.2200087403461877,4.581830975565433,76.57244998050268,0.961447162497586,BoTorch
70,10.41,8000.0,11.49868473840025,20.85466496896409,4.223375163306509,1.1117144861228625,0.2868962391809864,93.29921158098684,0.9145105607587608,BoTorch
71,10.34,8000.0,7.520784532729301,18.503574068797924,0.3343541656331986,1.1193567104477615,0.9886321966532472,68.74568580104004,0.9913032315142112,BoTorch
72,10.2,7750.356343014656,18.0954393589017,16.110665455020687,1.9361568512787612,0.6477481498379544,4.951153345521465,71.76282608128307,0.9337707463345462,BoTorch
73,9.48,8000.0,20.68934149310286,23.38934479604728,1.79851005522798,0.3659029695259318,1.774640977014683,99.99999139627324,0.9454437017594524,BoTorch
74,10.39,8000.0,8.829185987897787,19.906744855574416,0.9674816330354292,1.1994807926780409,2.2641855742781,96.56114117507693,1.0,BoTorch
75,10.37,8000.0,11.18737652738502,16.378196564418623,0.0604218825577441,0.4596458997028129,4.780239937129782,34.020548393664974,0.5561932655681583,BoTorch
76,10.39,8000.0,10.195425675353448,18.022576564553447,0.5259774302195699,1.9872462630175645,0.0,0.3194178361556769,0.7020269259399697,BoTorch
77,10.38,8000.0,14.658236501827416,19.48628245663466,6.248091469806044,1.7889325148302486,3.526809779718612,69.03945519686707,0.9029757144354176,BoTorch
78,10.38,8000.0,9.08651234260875,18.656859033017227,0.7804135014534291,0.5790794674715211,3.250710198092671,93.45700090448628,0.7963470506923904,BoTorch
79,10.41,8000.0,13.040138642005388,17.081934097438328,2.803189037640778,2.450877820991105,0.7198721995918778,54.11748449987992,0.8257787553532181,BoTorch
80,10.41,8000.0,12.38952704517989,19.24883936732213,2.6572506038900108,1.381882569427185,0.7590102341453404,74.4673842438856,0.951721758207938,BoTorch
81,10.37,8000.0,12.815536558504364,21.924612224309456,0.0600005028586019,0.6290474986060607,3.0699745141819,53.38490986610476,1.0,BoTorch
82,10.35,7966.56924110056,11.27138909823207,22.97589824023862,5.100087428835887,2.448264550806436,10.396938849802652,60.366307795129046,0.4428579230226151,BoTorch
83,10.4,8000.0,11.937292497041838,20.48419324862164,1.6069057389889083,1.4556743558747496,0.4601016728201882,78.7823303724779,0.9931561011462836,BoTorch
84,10.36,7954.030991817552,9.670093554264888,18.445887206367694,2.712898057702365,1.5245926076061045,4.036437258481617,57.1293588019479,0.7469243710847461,BoTorch
85,10.39,8000.0,10.700814569085622,17.536166113394223,0.7529219525240353,1.5519931604074886,4.6109469357837805,78.65186702096969,0.9999999997445548,BoTorch
86,10.41,8000.0,12.256714188022393,17.571133582442968,0.4714971688278958,0.0030644708096053,0.0079561857937392,71.44130752432687,0.9082097303585076,BoTorch
87,9.52,8000.0,6.425287285554518,32.004713710813974,0.0599999986588954,0.0,10.41132769671334,46.27590855409163,1.0,BoTorch
88,10.4,8000.0,10.04844535426396,18.802415939214967,0.0599999986588954,3.045213090046464,5.034076512388004,85.80875454906153,0.7561794948582041,BoTorch
89,10.41,8000.0,13.250405022077416,16.836452118714462,0.0824336182232493,0.6976926223600932,5.0675754030317535,61.80008020440839,0.8936152688351126,BoTorch
90,10.41,8000.0,10.40917774110818,21.7607903369236,4.010676700966204,1.3193334035360635,10.13749408109734,80.57437023444503,0.9239479207405102,BoTorch
91,9.87,8000.0,26.920850867598347,16.73658260953858,3.670647462948868,0.0,2.4036284146011218,31.45329758881673,0.9036206341281976,BoTorch
92,10.23,7766.575058699435,16.667259866447402,16.630510949591574,2.165792706877409,0.7354175000023188,2.8869355715377454,76.49955444975166,0.5786423328823447,BoTorch
93,10.41,8000.0,10.013113680437437,21.92827461600998,0.5768957505944151,2.339837890483719,6.406946215809468,49.773317944341485,0.7454646420499395,BoTorch
94,10.41,8000.0,11.806415640031986,20.242465779299188,5.115610928389083,1.6998106020980486,9.0894103933718,91.93023116975075,0.7327732597001778,BoTorch
95,10.37,8000.0,14.40350945973968,20.176013787529925,2.51280063826788,1.4793511159743185,1.9298145958804196,90.41619689853223,0.8158572412403202,BoTorch
96,10.22,7767.880993124602,15.979801306778173,17.90448259366203,3.0761693177982514,1.5872958590097723,3.853813119640344,43.43523764330716,0.802924638448696,BoTorch
97,10.41,8000.0,14.09244343303525,17.609619596805047,1.759102230703652,2.312604051516157,8.220253667214232,83.3700527857678,0.970650675025196,BoTorch
98,10.41,8000.0,9.984630833314348,21.690991584953657,0.0753490109790843,0.9099325750053642,2.811081160875796,94.49596829006217,0.9508746390190392,BoTorch
99,10.39,8000.0,12.42710129987195,21.40123168112727,5.013667936939059,1.7795857700249744,1.673236856286536,71.73062843886147,0.6388951143873982,BoTorch
100,10.38,8000.0,8.721521787453163,19.076627763476424,2.0492506369412045,0.7585437923310822,0.5330716565181361,80.98504364090364,0.9995105385131876,BoTorch
101,10.4,8000.0,10.343310516145287,19.26767735190464,1.3191944620182976,1.3006491006057217,1.9080126744205763,81.91442225554847,0.9300846979952488,BoTorch
102,10.38,7999.796650470576,13.316961852880006,21.093170202058552,2.0004739088135306,1.9023350929863123,4.606778135641853,23.01238721450274,0.6932775293246382,BoTorch
103,10.41,8000.0,8.943028094067664,22.89696430385344,1.9817782624392384,0.8425709383754622,1.354656115252577,68.7052714713916,0.7119523506805769,BoTorch
104,10.4,8000.0,16.12032550843096,16.589669654370304,3.671312161731488,0.4186030193207421,1.0832157315164216e-05,86.20283412548535,0.7605900205624602,BoTorch
105,10.38,8000.0,7.862328463765806,20.017723282021365,1.3644033959270474,2.044236940910328,8.158515957297235,43.33497585661316,0.8815630905404583,BoTorch
