iteration,uncertainty
5,2.4054222082619923
6,2.447062263603013
7,22.19110228015191
8,21.096132939474955
9,20.136623351495654
10,19.288687461825905
11,18.534426578533296
12,17.858956669787098
13,17.250138632493265
18,16.074681226799175
19,15.738948090028424
20,15.421333040629143
21,15.120759588114016
22,14.83615115155328
23,14.566108759227122
24,14.30954690543655
25,14.06546934304007
26,13.832964893741304
27,13.611201733132434
28,13.399421077198884
33,17.25427525726341
34,17.00231389921608
35,16.810973501539696
36,16.60332188903189
37,16.409948525691853
38,16.1926434588376
39,16.00396187732559
40,15.84429004508609
41,15.686967748715297
42,15.535777381484294
43,15.371831728584683
44,15.228802444559376
49,20.729755836913984
50,20.536101832999858
51,20.334586938794384
52,20.167554667491537
53,20.00774415263934
54,19.85720855589484
55,19.70401500036212
56,19.562733809262916
57,19.41436030429644
62,20.069518705150625
63,19.920684276994088
64,19.79858564130816
65,19.678552616315123
66,19.55868978514448
67,19.443304071339448
68,19.329679873189654
69,19.21752313842663
70,19.107646130594432
71,18.98111437982035
72,18.874481259744393
78,21.542326024825076
79,21.43623706395346
80,21.316344360489182
81,21.21281585506179
82,21.110972380388553
83,21.010384397672823
84,20.89989767520136
85,20.802098760141266
86,20.705802386656465
87,20.60385976483649
88,20.509902817547157
89,20.417413785522054
95,21.64326386335577
96,21.59043706152595
97,21.50601969570696
98,21.419824598191543
99,21.331019396303127
100,21.249267600194948
101,21.1683807746864
102,21.067236695244404
103,20.9670664138561
104,20.88503966214497
105,20.80863960598483
