iteration,uncertainty
5,29.4659756329228
6,27.013932670630048
7,26.186713444988797
8,25.18218007765996
9,24.311004795215037
10,23.49433806260564
11,22.73305966325018
16,19.68300147217197
17,19.19765915300658
18,18.659662983831478
19,18.245884141050624
20,17.857159460563707
21,17.435685643148027
22,17.096036930207195
23,16.774728200822544
24,16.468755471219836
25,16.17916851996973
26,15.900265045966668
27,15.637119023593337
32,14.494034724643088
33,14.294280097563774
34,14.102536765821382
35,13.9181193572006
36,13.740747448660326
37,13.569830633693643
38,13.401005171880149
39,13.228082366491071
40,13.074987863377622
41,12.926396383365244
42,12.783841836595702
43,12.639000820936362
44,12.505798457261774
45,12.376683371162752
47,12.12986105051305
48,12.011791888169743
49,11.89692031482766
50,11.780828005679359
51,11.672133460698381
52,11.580449094699953
53,11.478540545811464
54,11.378922929641192
55,11.281153754927661
56,11.186830389614272
57,11.094774260373244
58,10.999855092025804
59,10.912359429115085
60,10.825606725236993
61,10.73650584002505
63,11.493382659354904
64,11.410828705284322
65,11.344933386461458
66,11.264710077809488
67,11.18764590858019
68,11.111779521666408
69,11.037706898018774
70,10.965167346462222
71,10.89401741517485
72,10.823111325287554
73,10.754659041246628
74,10.687439051441984
75,10.62148926685685
76,10.556734542271036
78,10.430635287461774
79,10.368891351120084
80,10.308255886658047
81,10.248889994779066
82,10.18629341370726
83,10.131901875003237
84,10.074615988808734
85,10.019549009839482
86,9.96542524651799
87,9.911600909232446
88,9.858805933562753
89,9.80654775733048
90,9.755669582292644
91,9.704470350785595
92,9.655103997950913
94,9.55873912572197
95,9.511619117596496
96,9.465144452956997
97,9.419379353675925
98,9.374155265010714
99,9.327552431731432
100,9.283809373642129
101,9.238396135719364
102,9.195830045917825
103,9.153832955978029
104,9.114557885797963
105,9.071272617582078
