iteration,trust_score_0,trust_score_1,trust_score_2,trust_score_3,trust_score_4,trust_score_5,trust_score_6,trust_score_7,trust_score_8,trust_score_9,mean_trust_score,std_trust_score,plateau_duration_0,plateau_duration_1,plateau_duration_2,plateau_duration_3,plateau_duration_4,plateau_duration_5,plateau_duration_6,plateau_duration_7,plateau_duration_8,plateau_duration_9,mean_plateau_duration,std_plateau_duration,uncertainty_0,uncertainty_1,uncertainty_2,uncertainty_3,uncertainty_4,uncertainty_5,uncertainty_6,uncertainty_7,uncertainty_8,uncertainty_9,mean_uncertainty,std_uncertainty
16,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,0.0,11.154501823815338,,15.389197099781734,19.68300147217197,12.847361658891638,,18.25646545362423,11.871825891580457,10.5838439973938,10.065676104788428,15.151914480783237,4.586530965460648
17,,0.9,,,,0.9,,0.9,,,0.8929050276136186,0.014014584085606206,,6.0,,,,6.0,,6.0,,,6.103327922077922,0.23373211187005324,11.00041770204098,24.634704470723047,24.666205284617817,19.19765915300658,12.631350457768072,,17.79978669053013,,10.276291874778282,9.843739737811024,15.920755800243077,5.292448292923505
18,,,,,,0.9,,0.9,,,0.8835176894828205,0.027710497074234966,,,,,,6.0,,6.0,,,6.2430194805194805,0.46410571100193765,10.84007147999298,24.20144095801828,24.127405445684037,18.65966298383148,12.41837633469916,16.074681226799175,17.374302268608883,,9.995368830026925,9.63243927281437,15.714718275532851,5.121175088825491
19,,,,,,,,0.9,,,0.871736822301646,0.04110237256038359,,,,,,,,6.0,,,6.4190746753246755,0.6915622570545925,10.682318058996945,23.780789658602664,23.617310126680405,18.245884141050624,12.215693620794484,15.738948090028424,16.97683352260643,,9.736901416579958,9.37822522022922,15.517214184205878,4.994141345154719
20,,,,,,,,0.9,,,0.8599559551204712,0.05519541276173693,,,,,,,,6.0,,,6.5951298701298695,0.9287836226636986,10.525740959666372,23.37411942726399,23.03176230773494,17.857159460563707,12.018252327189671,15.421333040629143,16.602014624284788,,14.975147039094985,9.163282298626642,15.874385350318027,4.488600133466219
21,,,,,,,,0.9,,,0.8481750879392965,0.06956477073662355,,,,,,,,6.0,,,6.771185064935065,1.1698444759976423,10.370444332151648,22.981775250201927,22.598744931798784,17.435685643148027,11.826385493232811,15.120759588114016,16.2026837755385,16.750846049762377,14.69017875113918,8.965369668229167,15.694287348331642,4.4170774977767255
22,,,,,0.95,,,,,0.95,0.8372275540914552,0.08473391219142325,,,,,5.0,,,,,5.0,6.930573593073592,1.4247892025099012,10.193405581814613,22.604411206482148,22.18664805837321,17.096036930207195,,14.83615115155328,15.87957193877334,16.51583523258064,14.388281656159585,,15.468219602792654,4.286428567494285
23,,,0.95,,0.95,,,,,0.95,0.8246133535769472,0.09787089740482527,,,5.0,,5.0,,,,,5.0,7.123295454545453,1.638221108807653,10.046384522103972,22.241553516684466,,16.774728200822544,,14.566108759227122,15.57525042202804,16.287220337239855,14.131098453054658,,15.263022418580897,4.1673712644169285
24,,,0.95,,0.95,,,,,0.95,0.8112848673481535,0.11025371092730808,,,5.0,,5.0,,,,,5.0,7.330303030303031,1.836508645139765,9.905375504688596,21.89219246608759,,16.468755471219836,,14.30954690543655,15.28748080197759,16.008436295868783,13.878164261698116,,15.059720932591793,4.05252534206883
25,,,0.95,,0.95,,,,,0.95,0.79795638111936,0.12274702345788542,,,5.0,,5.0,,,,,5.0,7.537310606060606,2.0371365752291535,9.76552119244002,21.55711797434899,,16.17916851996973,,14.06546934304007,15.01432063065126,15.794761886144412,13.632227976903184,,14.869522278673108,3.945404512890694
26,,,0.95,,0.95,,,,,0.95,0.7846278948905663,0.1353202333075531,,,5.0,,5.0,,,,,5.0,7.744318181818182,2.2394759808340843,9.615726024707808,21.23509741277816,,15.900265045966668,12.910672613546083,13.832964893741304,14.755178193260551,15.586945764146291,13.40902008028757,8.83157810051874,14.68612103224143,3.8452097073682334
27,0.6323400834016782,,0.95,,,,,0.95,,,0.7672493600270839,0.14320758529080385,10.0,,5.0,,,,,5.0,,,8.017992424242424,2.364955265587497,,20.925537951172327,20.433040727233134,15.637119023593335,12.787444822664304,13.611201733132434,14.509023907897642,,13.199504560643598,8.725816307555194,14.780576754137787,3.5822065881415353
28,0.6323400834016782,0.6478397681141903,,0.5845481323290259,,,0.596916501864609,0.95,,,0.749159606868304,0.1452960505898629,10.0,10.0,,11.0,,,11.0,5.0,,,8.30530303030303,2.404331228164936,,,20.14446518404052,,12.664970683787908,13.399421077198884,,,12.969687034357149,8.570434786139463,14.985029038871499,3.6437363899878195
29,0.6323400834016782,0.6478397681141903,,0.5845481323290259,,0.6367118044585697,0.596916501864609,0.95,,,0.73851668083566,0.14077129335643837,10.0,10.0,,11.0,,10.0,11.0,5.0,,,8.472916666666666,2.333706257401161,,,19.86628682746481,,13.380694994113664,,14.03887477663558,,12.795688701412736,8.44903488497443,15.38159611774104,3.7316825867852903
30,0.6323400834016782,0.6478397681141903,,0.5845481323290259,,0.6367118044585697,,0.95,,,0.7294943592663576,0.13588558922160152,10.0,10.0,,11.0,,10.0,,5.0,,,8.61845238095238,2.263821947523856,,,19.5978364207046,,13.217515802903362,,13.825915842680686,19.011329592874063,12.618281685670372,8.348047968770237,15.695157634822428,3.981959109745943
31,0.6323400834016782,0.6478397681141903,,0.5845481323290259,,0.6367118044585697,,,,,0.7208053710303888,0.13213242285913374,10.0,10.0,,11.0,,10.0,,,,,8.743988095238095,2.2373360295699927,19.207279831957077,,19.34013176723968,,13.002710099327723,,13.621856781958495,18.807837363873904,12.5628028630395,8.259892401029623,15.913038198859379,4.2382351132570655
32,,0.6478397681141903,,0.5845481323290259,,0.6367118044585697,,,0.5978893733538284,,0.7134780861892283,0.12828968937982896,,10.0,,11.0,,10.0,,,11.0,,8.847301587301587,2.2152691449870536,18.970911797631626,24.634722650328204,19.09156931082408,14.494034724643088,12.898792300425656,,13.411108847792702,18.60877434746426,,8.173840131786282,15.925069428957695,4.3832301740789825
33,,,,,,0.6367118044585697,,,0.5978893733538284,,0.7068331731526095,0.12466871414831501,,,,,,10.0,,,11.0,,8.941984126984128,2.1992778782912,18.75124045850598,24.394190930380173,18.85175731116354,14.294280097563774,12.763004070787076,17.25427525726341,13.226053781177114,18.414062812822262,,8.088371625707836,15.84417049971928,4.358055442700298
34,,,,,,,,,0.5978893733538284,,0.6997617670334607,0.12219551897922425,,,,,,,,,11.0,,9.045,2.2043310414128037,18.59928447901789,24.154585980211557,18.620209887758016,14.102536765821382,12.660440502594025,17.00231389921608,13.048078188151267,18.188228457212773,,8.009586557158176,15.671056626335385,4.308676991015067
35,,,,,0.7769916444076622,,,0.9666666666666667,0.5978893733538284,0.7585039784703729,0.6926903609143119,0.12067630507138362,,,,,8.0,,,4.0,11.0,8.0,9.148015873015874,2.2261148234323103,18.389675017934863,23.92275430187242,18.39635587173311,13.9181193572006,,16.810973501539696,12.877354652922431,,,,15.640859873476094,4.176464732430114
36,,,0.7419958762063853,,0.7769916444076622,,,0.9666666666666667,0.5978893733538284,0.7585039784703729,0.6893356700965183,0.12170580868941516,,,8.0,,8.0,,,4.0,11.0,8.0,9.204365079365079,2.2482708355113794,18.19942358290373,23.694957091953256,,13.740747448660326,,16.60332188903189,12.712996372794704,,12.166967334994828,,15.617639994161328,4.061164322267873
37,,,0.7419958762063853,,0.7769916444076622,,,0.9666666666666667,,0.7585039784703729,0.6876368588579279,0.12464645856488178,,,8.0,,8.0,,,4.0,,8.0,9.23507326007326,2.300037964555323,18.008269721945304,23.470445951513,,13.569830633693645,,16.409948525691853,12.554703832135464,,12.008053823465564,,15.589363746830667,3.966797504905912
38,,,0.7419958762063853,,0.7769916444076622,,,0.9666666666666667,,0.7585039784703729,0.6859380476193374,0.12779697936209253,,,8.0,,8.0,,,4.0,,8.0,9.265781440781442,2.354940033313412,17.79507420600396,23.252406358359845,,13.401005171880149,,16.1926434588376,12.402042790361644,,11.896519390850912,,15.562647511474335,3.8822003824784588
39,,,0.7419958762063853,,0.7769916444076622,,,0.9666666666666667,,0.7585039784703729,0.684239236380747,0.13114224633072843,,,8.0,,8.0,,,4.0,,8.0,9.296489621489622,2.4127630459973037,17.566554865300134,23.03869546846976,,13.228082366491073,15.719838194122588,16.00396187732559,12.254628591270452,18.81028122288892,11.783588769592784,9.27301646989905,15.53766944354864,3.8139369058734176
40,0.7548933889344521,,0.7419958762063853,,,,,,,,0.6814096066428277,0.1310731726785515,8.0,,8.0,,,,,,,,9.323626373626373,2.418776343481414,,22.8263330114585,17.52346929472424,13.074987863377622,15.639766524628788,15.84429004508609,12.10357554609381,18.669147349296196,11.676769146908503,9.196924346622623,15.431301575533535,3.804781736076068
41,0.7548933889344521,,,,,,,,,,0.6754828177121176,0.12994871205919747,8.0,,,,,,,,,,9.391167166167167,2.415619936348615,,22.622137602282613,17.474359545591945,12.926396383365244,15.55434312873329,15.686967748715295,11.966646837183648,18.50520628061433,11.56989917923528,9.084971718411166,15.333987881311065,3.809464172042058
42,0.7548933889344521,,,,,,,,,,0.6695560287814075,0.12927735216842828,8.0,,,,,,,,,,9.458707958707958,2.424283278118941,,22.38838827462012,17.274611035497145,12.783841836595702,15.467416641778415,15.535777381484294,11.834156053128414,18.297967516890957,11.44702760864348,9.012837773303769,15.2182172272759,3.7938404577855347
43,0.7548933889344521,,,,,,0.4887070596796929,,,,0.6636292398506972,0.1290661638444725,8.0,,,,,,13.0,,,,9.526248751248751,2.444640711195005,,22.199110321825607,17.114411894598124,12.639000820936362,15.382554651988372,15.371831728584684,,18.168763142743643,11.348115217328893,8.94237188485178,15.120552387934984,3.7949797377974925
44,0.7548933889344521,0.593145085123073,,,,,0.4887070596796929,,,,0.6584753755070223,0.12827773556166797,8.0,11.0,,,,,13.0,,,,9.579503829503828,2.456218814147373,18.52254367449444,,16.955526567322767,12.505798457261774,15.29683437963229,15.228802444559376,11.581880554545192,17.964510012506807,11.250755974779665,8.864998811371601,15.071622956816412,3.893972268725577
45,,0.593145085123073,,,,0.5855326345549631,,,,,0.6508989322471452,0.12852018423215616,,11.0,,,,11.0,,,,,9.641092241092242,2.4771852634379976,18.375324858470425,,16.786105494706042,12.376683371162752,15.865094118954053,,11.461482850652546,17.8419911472498,11.15518851826627,8.796970477399984,15.187788102144697,3.9967206336613303
46,,0.593145085123073,,0.47954385013909695,,0.5855326345549631,,,,0.7918373118037062,0.6437489820697982,0.1291128496389333,,11.0,,13.0,,11.0,,,,6.0,9.694347319347319,2.504723856269603,18.230837758277048,,16.62423614253191,,15.775447182343534,,11.344850578162395,17.707253238413237,11.061089076119016,,15.273495324882964,4.068531060049924
47,,0.593145085123073,,0.47954385013909695,0.8103249777409957,0.5855326345549631,,0.8047726152917966,,0.7918373118037062,0.6368728720033319,0.12877134738823898,,11.0,,13.0,7.0,11.0,,7.0,,6.0,9.761888111888112,2.479924130510876,18.0363202451474,,16.480797907954976,12.12986105051305,,,11.231683500697754,,11.26068467598722,,15.41750031488061,4.144219255780718
48,,0.593145085123073,,,0.8103249777409957,0.5855326345549631,,0.8047726152917966,,0.7918373118037062,0.6302014758608808,0.13263684985627436,,11.0,,,7.0,11.0,,7.0,,6.0,9.81109557109557,2.495484967620252,17.899352753467245,23.926452171148647,16.341368956502343,12.011791888169745,,,11.121814710585555,,11.148220708914346,,15.53731930717492,4.284868291581859
49,,,,,0.8103249777409957,0.5855326345549631,,0.8047726152917966,0.5127033176150214,0.7918373118037062,0.6222053822661546,0.13711799660847665,,,,,7.0,11.0,,7.0,12.0,6.0,9.85121212121212,2.5083099538553313,17.765740247189598,23.76973689035566,16.203870456560324,11.89692031482766,,20.729755836913984,11.01508823975608,,,,15.610088782095312,4.354585774317509
50,,,,,0.8103249777409957,,,0.8047726152917966,0.5127033176150214,0.7918373118037062,0.6152349363936355,0.14124513837944033,,,,,7.0,,,7.0,12.0,6.0,9.85030303030303,2.503653968820829,17.63465182531257,23.57805458387099,16.065015343186936,11.78082800567936,,20.536101832999854,10.911358164774908,,,,15.550271399309159,4.283282490757238
51,,,0.5510957384283216,,0.8103249777409957,,,0.8047726152917966,0.5127033176150214,0.7918373118037062,0.6082644905211165,0.14567830313692628,,,10.0,,7.0,,,7.0,12.0,6.0,9.84939393939394,2.505835265234368,17.612648649889,23.42630676062504,,11.67213346069838,16.890871114148403,20.334586938794384,10.81031431544748,17.056988733832178,,10.454754588343958,15.510781277442598,4.228200344760693
52,,,0.5510957384283216,,,,,,0.5127033176150214,,0.5989454964930033,0.1442523565902855,,,10.0,,,,,,12.0,,9.821414141414142,2.542975897579816,17.488049481493352,23.202064595188286,,11.580449094699953,16.729783721843454,20.167554667491537,10.712200445125092,16.92420258927041,,11.10425293678164,15.457853957578996,4.10653480278971
53,,,0.5510957384283216,,,,,,0.5127033176150214,,0.5896265024648903,0.14335191229855318,,,10.0,,,,,,12.0,,9.793434343434344,2.5928360428353385,17.323104582244788,22.991836158503737,,11.478540545811464,16.66316258987434,20.00774415263934,10.61516807720098,16.832297665855002,,11.031937270626598,15.343454691790152,4.073285353753482
54,0.6072918339429331,,0.5510957384283216,,,,,,0.5127033176150214,,0.5803075084367773,0.1429868984846437,9.0,,10.0,,,,,,12.0,,9.765454545454546,2.6546991099849033,,22.85341516352619,,11.378922929641192,16.604177988986386,19.85720855589484,10.5221430391248,16.73524332052175,10.593815696804976,10.948239113101277,15.275110827579596,4.07503010964017
55,0.6072918339429331,,0.5510957384283216,,,,,,,,0.5710466392816433,0.1441039786488043,9.0,,10.0,,,,,,,,9.734617604617604,2.7362722085613735,,22.71652401095941,,11.28115375492766,16.49051458738317,19.70401500036212,10.431553183403794,16.645733274017186,10.52433685533362,10.876130838516469,15.205820251605905,4.0733075687584055
56,0.6072918339429331,,0.5510957384283216,,,,,,,0.7918373118037062,0.5617857701265095,0.14573918461798396,9.0,,10.0,,,,,,,4.0,9.703780663780664,2.82739888180345,,22.555880913311945,15.544063342790494,11.186830389614272,16.413169562061196,19.56273380926292,10.343252617673524,16.733878145034822,10.454197652557172,,15.218788782310563,4.016075485776471
57,0.6072918339429331,,,,,,,,,0.7918373118037062,0.5502942720668247,0.14804820215288375,9.0,,,,,,,,,4.0,9.702943722943722,2.8446699727054785,,22.414219307100897,15.43422013529906,11.094774260373244,16.356123863914558,19.41436030429644,10.257065167083493,16.611868618778967,10.36209485351614,,15.209900611847917,3.9662374050935556
58,0.6072918339429331,,,,,0.6188659678882965,,,,0.7918373118037062,0.5388027740071398,0.15085361308477788,9.0,,,,,8.0,,,,4.0,9.702106782106783,2.868667130565826,18.408723964047105,22.2831401369702,15.324056705385445,10.999855092025804,16.297754541997737,,10.173067689386611,16.501805756370356,10.272427070974096,,15.231217680301096,3.9585950580946294
59,,0.4474283653727711,,,,0.6188659678882965,0.2783542009977842,,,0.7918373118037062,0.5272844229226016,0.15408593673434617,,10.0,,,,8.0,14.0,,,4.0,9.743694083694084,2.8752814058122027,18.296864194622227,,15.218162090357415,10.912359429115083,16.159091361648883,,,16.396606330755517,10.202373187214135,,15.267143858671329,4.022292469760446
60,,0.4474283653727711,,,0.6426291077099892,0.6188659678882965,0.2783542009977842,,,0.7918373118037062,0.5184931216815516,0.1549036071366059,,10.0,,,8.0,8.0,14.0,,,4.0,9.787705627705629,2.875200910846219,18.188917183425165,,15.090859472191058,10.825606725236993,,,10.011020810420217,16.276850544186654,10.119896337852875,,15.369204364584832,4.117078561995387
61,,0.4474283653727711,,,0.6426291077099892,0.6188659678882965,,0.5827009644130473,,0.7918373118037062,0.5115133042682032,0.15787350768369393,,10.0,,,8.0,8.0,,9.0,,4.0,9.82685606060606,2.8931670318779954,18.082696721456717,,14.967478399403076,10.73650584002505,,,9.9326582860946,,10.03660370907243,14.135776884256227,15.493604349401753,4.231404385291811
62,,0.4474283653727711,,0.2691995924135547,0.6426291077099892,0.6188659678882965,,0.5827009644130473,,,0.5119582705685495,0.17187051644166948,,10.0,,14.0,8.0,8.0,,9.0,,,9.821006493506493,2.968752967526546,17.977662110617327,,14.86559215620248,,,20.069518705150625,9.856450389567128,,9.972705852753643,14.03362001269701,15.604638150552399,4.323035286543427
63,,0.4474283653727711,,0.2691995924135547,0.6426291077099892,,,0.5827009644130473,,,0.5139473427228642,0.18494291180483513,,10.0,,14.0,8.0,,,9.0,,,9.826672077922078,3.025933413460324,17.874324936048513,24.208868832697046,14.76804885696516,11.493382659354904,,19.920684276994088,9.781810586090474,,9.904187387272536,13.94870513545642,15.6897083267144,4.39743586905624
64,,,,,0.6426291077099892,,,0.5827009644130473,,,0.5187184996419808,0.19780190770479042,,,,,8.0,,,9.0,,,9.787694805194805,3.076364867362318,17.760497882007737,24.092175815448076,14.656897510479642,11.410828705284322,18.991149899233974,19.79858564130816,9.708812900887336,,10.123753686508982,13.865116045108886,15.70786444442688,4.394165697971734
65,,,,,,,,0.5827009644130473,,1.0,0.5258605943393349,0.213142449011894,,,,,,,,9.0,,3.0,9.736217532467533,3.1412681887187404,17.635138566068257,23.97611895890077,14.553426658526744,11.344933386461458,18.875323835971457,19.678552616315123,9.637071351644463,16.769320311455445,10.062368953213012,,15.655632770828461,4.369281227160584
66,,,0.32803284797320736,,,,,,,1.0,0.5256711513207378,0.21726771310394097,,,9.0,,,,,,,3.0,9.698629148629148,3.162027622205274,17.537058530663728,23.86112765697469,,11.264710077809488,18.822698762045697,19.55868978514448,9.56725512559376,16.704495019929464,10.0088242489618,,15.608120327667143,4.344957669632056
67,,,0.32803284797320736,,,,,,,1.0,0.5277123372066919,0.22026990100684396,,,9.0,,,,,,,3.0,9.671040764790764,3.1873077369726786,17.434287018171744,23.746960704569936,,11.18764590858019,18.763882948010806,19.443304071339448,9.49890474706587,16.639516157719125,9.955924352925004,,15.560561431922427,4.321201462404224
68,,,0.32803284797320736,,,,,,0.31419862284399674,1.0,0.5297535230926459,0.22404964134574756,,,9.0,,,,,,13.0,3.0,9.64345238095238,3.2191188179121237,17.340796402171836,23.574023430660763,,11.111779521666408,18.65449261984895,19.32967987318965,9.48566290550747,16.57168120636395,,14.500944143584691,15.512939853114238,4.27070219310743
69,0.6450787419498211,,0.32803284797320736,,,,,,0.31419862284399674,,0.5303342007191697,0.22134067200445037,10.0,,9.0,,,,,,13.0,,9.651578282828282,3.1640113021788707,,23.58226973004651,,11.037706898018774,18.59689893362915,19.21752313842663,9.420255946427268,16.503971777305747,,14.566240098207007,15.480410301220942,4.271230779813267
70,0.6450787419498211,,0.32803284797320736,,,,,,0.31419862284399674,,0.5305713610001763,0.2195550227172928,10.0,,9.0,,,,,,13.0,,9.650613275613276,3.1196956068397275,,23.42095036718282,,10.965167346462222,18.535622354874903,19.107646130594432,9.356146267539415,16.43870019843193,,14.46981155893263,15.415138237399457,4.243187541530963
71,0.6450787419498211,0.6488685199633107,0.32803284797320736,,,,,,0.31419862284399674,,0.5308085212811829,0.2188934008106653,10.0,7.0,9.0,,,,,,13.0,,9.64964826839827,3.087539316991433,17.241463031613645,,14.67275055857579,10.89401741517485,18.476965466316475,18.98111437982035,9.29335462950746,16.373820810175705,,14.394734983286074,15.37209360274061,4.253515694094358
72,,0.6488685199633107,,,0.8323041299689935,,,,0.31419862284399674,,0.5268728818503494,0.21682786321721834,,7.0,,,7.0,,,,13.0,,9.683405483405483,3.036518184008971,17.13446298821015,,14.589817062439597,10.823111325287554,,18.874481259744396,9.231805943163138,16.28162768068,,14.307629428963526,15.337496345568017,4.28503627787257
73,,0.6488685199633107,,,0.8323041299689935,0.6344651561594252,,,0.31419862284399674,,0.5205663046412783,0.21210786189285719,,7.0,,,7.0,10.0,,,13.0,,9.7296626984127,2.981720895030004,17.044991831554302,,14.511046979688196,10.754659041246628,,,9.171459898772838,16.2168219291533,9.90387715295944,14.23659217922122,15.364906922869235,4.365914517938995
74,,0.6488685199633107,,,0.8323041299689935,0.6344651561594252,,0.3912286184191054,,,0.5142430154550317,0.20766371045122314,,7.0,,,7.0,10.0,,8.0,,,9.750045787545787,2.923514801463933,17.156398946668904,,16.05667287989457,10.687439051441984,,,9.11227798524335,,9.85690020664259,14.16633195332113,15.61883404733624,4.4628698755924034
75,,0.6488685199633107,,,0.8323041299689935,0.6344651561594252,,0.3912286184191054,,0.7985120744543682,0.5100471967798292,0.20237370614839487,,7.0,,,7.0,10.0,,8.0,,6.0,9.781539987789989,2.8649141711617476,17.073821180057433,,15.972016372478102,10.62148926685685,,,9.05401354769177,17.03725078805899,9.81152549108558,,15.724877234099981,4.552620775098644
76,,0.6488685199633107,,,0.8323041299689935,0.6344651561594252,0.2700656222637837,,,0.7985120744543682,0.5088241107001326,0.20138159230941516,,7.0,,,7.0,10.0,15.0,,,6.0,9.757677045177044,2.874440773017106,16.994720926999126,23.72417936401268,15.887847934324755,10.556734542271036,19.579385041960684,,,16.973410436789116,10.548047780542587,,15.862258710033364,4.538272796250314
77,,,,0.30617118895235196,,0.6344651561594252,0.2700656222637837,,,0.7985120744543682,0.5055818308890612,0.19737322850178013,,,,13.0,,10.0,15.0,,,6.0,9.767564102564103,2.8368738784737793,16.91506840948751,23.632180618155008,15.80611695155876,,19.5069750651677,,8.93824472176748,16.91161967430304,10.50151979138374,,15.878356065403285,4.577707916440407
78,,,,0.30617118895235196,,0.6344651561594252,,,,0.7985120744543682,0.5020760471876723,0.1938455963621863,,,,13.0,,10.0,,,,6.0,9.777927350427351,2.7990399863564726,16.829432523968226,23.5471370363116,15.874210055440187,10.430635287461774,19.460800794892634,21.54232602482508,8.883522307606569,16.81041734965962,10.455350200444656,,15.908567463176757,4.624886098428349
79,,,,,,,,,,0.7985120744543682,0.49860891318091144,0.19057318967147252,,,,,,,,,,6.0,9.803290598290598,2.773716281586592,16.752232372310534,23.40894016812604,15.774201457286292,10.368891351120084,19.41370762957667,21.43623706395346,8.829687149850578,16.751115492808168,10.409196441108763,,15.866742995175684,4.601185500763694
80,,,0.3405074721234547,,,,,,,0.7985120744543682,0.49514177917415064,0.1875406369577202,,,8.0,,,,,,,6.0,9.828653846153847,2.752894060962208,16.675300139226664,23.325632654871328,,10.308255886658047,19.41483771760484,21.316344360489182,8.77676345414857,16.691755525942245,10.363771386873363,15.79459860007528,15.838864628419113,4.590451209962533
81,,,0.3405074721234547,,,,,,,,0.48931380669924734,0.18126764842041657,,,8.0,,,,,,,,9.877628205128206,2.7113862849035697,16.600385292968102,23.23352063212263,,10.248889994779066,19.369493903897567,21.21281585506179,8.724778977490844,16.96851236135087,10.311348710958615,15.697322938865575,15.803564032681194,4.586171450123032
82,,,0.3405074721234547,,,,,,,,0.4834858342243442,0.17524339715328296,,,8.0,,,,,,,,9.926602564102563,2.6735739138613104,16.524947822458316,23.12445593874199,,10.18629341370726,19.313463775121285,21.110972380388557,8.673754329764662,16.900091138226006,10.267236465143474,15.617577299375313,15.733454932325907,4.570183283584196
