iteration,uncertainty
5,2.6953100007234783
6,2.517681914424898
7,2.3162937096464224
8,2.608907518004423
9,2.7965097294067593
10,2.7158757335342125
11,2.6234190044152825
16,2.365058056237732
17,2.370052837789732
18,2.3038852274879793
19,2.290927489573734
20,2.2484181105835277
21,2.1983272948187564
26,2.04337845266129
27,2.0506855464280864
28,2.051753534970094
29,2.0418506562085326
30,2.0074075242049085
35,1.895040247832962
36,1.8697747561909397
37,1.873126977795476
38,1.8735101929835596
43,1.7867234061309616
44,1.785056991992458
45,1.7756950134172567
50,1.7092983940786937
51,2.013640107398107
52,2.251150101658909
53,2.2475538549678293
54,2.241017185273544
55,2.433009748871915
60,2.347901101497849
61,2.342536674285823
62,2.324903864381934
63,2.3209350302606206
64,2.3450583588905816
69,2.276197156366819
70,2.271249279808514
71,2.271132227420299
72,2.4221741077456054
77,2.3602973686194133
78,2.356883488803495
79,2.342388729713251
80,2.32804012432335
81,2.355899094524479
82,2.3449869856950505
83,2.4690324588811134
88,2.4157714215209607
89,2.4118729308327644
90,2.398637862939608
91,2.393368921013032
92,2.3890566177578005
93,2.384814040901894
94,2.383585096956502
95,2.3711965015470358
98,2.337236644353497
99,2.3352925736958574
100,2.3337242206711597
101,2.329561696469242
102,2.3188822711820487
103,2.3124257677593585
104,2.4172292148346655
105,2.512693867732745
