iteration,uncertainty
5,0.5376351906461249
6,2.155463342815697
7,1.9963241730945487
8,3.0149832604379307
9,2.9888723667449173
10,2.8298196793227492
11,2.7080357654575695
16,2.5705301954145394
17,3.062450368517391
18,3.3871216901470063
19,3.356155622542686
20,3.5933282117845438
21,3.767069727947033
22,3.7134581343697426
23,3.6823764064799236
24,3.6714090853132206
25,3.6456947683957814
30,3.4474111253137134
31,3.3964660761170373
32,3.550969133343885
33,3.5137988471630424
34,3.490712924632945
35,3.4456755174282794
36,3.431683672855844
37,3.411915935357158
38,3.4009299049006336
44,3.249589597182577
45,3.2356453653064023
46,3.214769156557271
47,3.3566147514491487
48,3.33489760389584
49,3.32225273831943
50,3.3072627410939486
51,3.2885556578788075
52,3.256884649323459
53,3.243294950692361
55,3.1982887904390815
56,3.1837703614861206
57,3.163308688112796
58,3.1501124816782924
59,3.133083481566668
60,3.1069274237118663
61,3.0918856473689607
62,3.071679108603958
63,3.050678360118933
68,2.969351313720356
69,2.9492894187386898
70,2.9282329936779883
71,2.9100641472493654
72,2.8922006679471193
73,2.8723184577352687
74,2.8614579231934942
75,2.982987061884018
76,2.9708993806720194
77,2.957015448508667
78,2.9469214841239495
84,2.8758668010293187
85,2.867629091903704
86,2.8570811914264365
87,2.8484520532092903
88,2.8352660135401364
89,2.8193148343702217
90,2.8113686744547186
91,2.8025306533148084
92,2.793160860958236
93,2.7817608230276947
98,2.7243663727199836
99,2.710940769600276
100,2.6996895326711443
101,2.68692068983137
102,2.6741645030454837
103,2.666481383948611
104,2.6632410806022615
105,2.651960482323684
