iteration,trust_score_0,trust_score_1,trust_score_2,trust_score_3,trust_score_4,trust_score_5,trust_score_6,trust_score_7,trust_score_8,trust_score_9,mean_trust_score,std_trust_score,plateau_duration_0,plateau_duration_1,plateau_duration_2,plateau_duration_3,plateau_duration_4,plateau_duration_5,plateau_duration_6,plateau_duration_7,plateau_duration_8,plateau_duration_9,mean_plateau_duration,std_plateau_duration,uncertainty_0,uncertainty_1,uncertainty_2,uncertainty_3,uncertainty_4,uncertainty_5,uncertainty_6,uncertainty_7,uncertainty_8,uncertainty_9,mean_uncertainty,std_uncertainty
21,,,0.9,,,,,,,0.9,0.9025000000000001,0.03891764809611871,,,6.0,,,,,,,6,5.8999999999999995,0.6506407098647711,3.616486839389857,3.448739669853427,,3.5050270769987657,3.767069727947033,3.737092429169819,3.906094280147472,3.384805450318812,2.1983272948187564,,3.538624856852781,0.48781607015575396
22,,,0.9,0.9,,0.95,0.95,,0.95,0.9,0.9030000000000001,0.04670117771534245,,,6.0,6,,5.0,5.0,,5.0,6,5.88,0.7807688518377254,3.66516836580421,3.4252979170537103,3.770880775422243,,3.713458134369743,,,3.430928236504662,,,3.5344427096619055,0.4926604713258073
23,,,,0.9,,0.95,0.95,,0.95,0.9,0.8989466317488422,0.05245048738644938,,,,6,,5.0,5.0,,5.0,6,5.9399999999999995,0.8639444426582071,3.674790684984644,3.43756444833947,3.7401362782601777,,3.682376406479924,,,3.49715487925934,,4.071783954812582,3.531027112668299,0.49641578160716143
24,,,,0.9,,0.95,0.95,,0.95,,0.8928932634976843,0.05889097675604635,,,,6,,5.0,5.0,,5.0,,6.029999999999999,0.959218431849597,3.7143568404388594,3.3754112363746693,3.74771898039057,,3.6714090853132206,,,3.5000242191740165,,3.989788504000575,3.5135135036944782,0.49713532636512214
25,0.9,,,0.9,,0.95,0.95,0.9,0.95,,0.8868398952465262,0.06600212533407777,6,,,6,,5.0,5.0,6,5.0,,6.119999999999999,1.063766891757776,,3.335026226652652,3.675751612764958,,3.645694768395781,,,,,4.035967589740113,3.495809623209375,0.5055029422240985
26,0.9,,,0.9,0.7,0.95,0.95,0.9,0.95,,0.8807865269953682,0.07358976724435572,6,,,6,9,5.0,5.0,6,5.0,,6.21,1.1751170154499508,,3.3342795180603586,3.608455021716081,3.5375757875395446,,3.6637180621337135,,,2.04337845266129,4.063011508852224,3.4792288926622796,0.5117090111772868
27,0.9,FAILED,,,0.7,,0.95,0.9,,,0.8782331587442102,0.0777567890849054,6,FAILED,,,9,,5.0,6,,,6.213333333333333,1.2705379438122526,,,3.5413226981193984,3.508227171594956,,3.602956623494304,3.720793858766934,,2.0506855464280864,4.042200836651368,3.4490368121837114,0.5019073356445283
28,0.9,,,,0.7,,,0.9,,,0.8738047904930524,0.0812363396014246,6,,,,9,,,6,,,6.241666666666667,1.3601317338160055,3.693690428229176,3.243235872141186,3.505988154174377,3.492559507900098,,3.605052428073273,3.692137830675689,,2.051753534970094,4.032220659125385,3.430360205709347,0.49859429966463625
29,,,,,0.7,,,0.9,,,0.8702097555752275,0.08616036302871462,,,,,9,,,6,,,6.253333333333332,1.4715977711317723,3.667239465491142,3.1868458859667035,3.468715567662445,3.5052080497535485,,3.696452904434211,3.640234395429808,3.4502927692785685,2.041850656208533,3.999679605736673,3.414358715389176,0.49904636827088
30,,,,,0.7,,,,,,0.867239720657403,0.09238037270123338,,,,,9,,,,,,6.252500000000001,1.6014405407493453,3.659486621554086,3.1745751513032068,3.4587624004154947,3.478247323681804,3.4474111253137134,3.636220405594676,3.601197629391354,3.4124941839592284,2.0074075242049085,3.982075998399163,3.3857878363817635,0.500251560085142
31,,,,,,0.9666666666666667,,,0.9666666666666667,,0.8653807968506892,0.09771262538441047,,,,,,4.0,,,4.0,,6.240555555555556,1.726961311196742,3.6002496881856656,3.1727537850426764,3.42293569559484,3.458452915116382,3.3964660761170373,,3.5492439013046786,3.43319244836595,,3.9801392383131033,3.361680738105563,0.49910688720076124
32,,,0.6946631748842029,0.95,,0.9666666666666667,,,0.9666666666666667,,0.8628552063773093,0.10350672349539303,,,9.0,5,,4.0,,,4.0,,6.268611111111111,1.8147203513775074,3.601834113944589,3.1683420909522595,,,3.550969133343885,,3.5171557225863244,3.408487761450367,,4.035732782074161,3.3678773272631704,0.5131255790492896
33,,,0.6946631748842029,0.95,,0.9666666666666667,,,0.9666666666666667,0.7,0.8615496508217536,0.10621343888939974,,,9.0,5,,4.0,,,4.0,9,6.283333333333333,1.857492335859768,3.600021096500366,3.161029101617647,,,3.5137988471630424,,3.485129364375799,3.4333920844742782,,,3.3524713104323958,0.5148728820992224
34,0.95,0.9,0.6946631748842029,0.95,,0.9666666666666667,,,0.9666666666666667,0.7,0.862244095266198,0.1065704804713963,5,6,9.0,5,,4.0,,,4.0,9,6.268055555555556,1.864549580700092,,,,,3.490712924632945,,3.4495131751316084,3.441843238846184,,,3.3330793098946545,0.5174099408945269
35,0.95,0.9,0.6946631748842029,0.95,,0.9666666666666667,0.7999999999999999,,0.9666666666666667,0.7,0.8621052063773093,0.10675317059990548,5,6,9.0,5,,4.0,7.0,,4.0,9,6.269444444444444,1.8657922058888434,,,,,3.44567551742828,3.54731619804519,,3.417912311840162,1.895040247832962,,3.3086796957933338,0.5188947790420594
36,0.95,0.9,0.6946631748842029,0.95,,,0.7999999999999999,,,0.7,0.8627698889169917,0.10530280813445907,5,6,9.0,5,,,7.0,,,9,6.249404761904762,1.8598203569710925,,,3.290017366795949,3.3500898506046908,3.431683672855844,3.546484480493518,,3.417409765622618,1.86977475619094,,3.2911431847931434,0.5234017219533269
37,0.95,0.9,,,,,0.7999999999999999,0.95,,0.7,0.8609105355291037,0.10399914734200313,5,6,,,,,7.0,5,,9,6.263455988455989,1.8614837190048192,,,3.336264145137473,3.3415678565449505,3.411915935357158,3.5540007883036617,,,1.873126977795476,3.9750764584989184,3.2831146642425524,0.5205223460130572
38,0.95,0.9,,,,,0.7999999999999999,0.95,,,0.8578179383214362,0.10398521687429703,5,6,,,,,7.0,5,,,6.299098124098124,1.8803856424802716,3.5347828138080413,3.0111313452420654,3.335454358282873,3.3103580250158258,3.4009299049006336,3.507399084033508,,,1.87351019298356,3.958937066318369,3.2628803595334026,0.51519142221885
39,,,,,0.7999999999999999,,0.7999999999999999,0.95,1.0,,0.8530536694492847,0.1044498619843894,,,,,8,,7.0,5,3.0,,6.344740259740259,1.9228480479355319,3.5014868313054555,2.997231290956115,3.309808681270316,3.2721024384566317,,3.494702017636628,3.2927193809941677,,,3.942235924476309,3.239177503556956,0.5137571978966743
40,,,,,0.7999999999999999,,,0.95,1.0,,0.8448616905942703,0.10597600268725697,,,,,8,,,5,3.0,,6.4376046176046176,1.949125801184223,3.4729395423047245,2.9887066782266403,3.2866679907104617,3.231065185132941,,3.452777060169477,3.270447936410846,,,3.9252950165530014,3.2144213587644273,0.5110881005966514
41,,,,,0.7999999999999999,,,0.95,1.0,,0.836669711739256,0.10818628513544476,,,,,8,,,5,3.0,,6.530468975468976,1.985999001976122,3.5773363417534987,2.9733639908258547,3.258653660834397,3.208379664653074,,3.426426449492137,3.2440971960368485,3.3044420138848136,,3.9100245750679714,3.2049421764462203,0.5178216107985101
42,,,,,0.7999999999999999,0.8333333333333334,,,1.0,,0.8265175342623555,0.10903218310549624,,,,,8,6.0,,,3.0,,6.648333333333333,2.0142256303123447,3.541654999451366,3.066059585718965,3.2442756059045017,3.177372436484194,,,3.222535555765692,3.281182563284987,,3.893105199474969,3.1936631767624024,0.5123867242289946
43,0.9666666666666667,,,,0.7999999999999999,0.8333333333333334,,,1.0,,0.8182701186902174,0.11069617468254378,4,,,,8,6.0,,,3.0,,6.737626262626263,2.061586358843078,,3.09139774607068,3.2071357574339374,3.168817859932767,,,3.1875281263205686,3.2638415773585256,1.7867234061309616,3.8755324825018818,3.1767702559781714,0.5110474684263941
44,0.9666666666666667,,,0.7982166700515383,0.7999999999999999,0.8333333333333334,,,,,0.8096893697847456,0.11255354230706961,4,,,7,8,6.0,,,,,6.813585858585858,2.1524369255325655,,3.06905398328406,3.193252997908642,,3.249589597182577,,3.1656641128634457,3.243684465725634,1.785056991992458,3.836057133308156,3.156805030125711,0.5036613664976926
45,0.9666666666666667,,,0.7982166700515383,,0.8333333333333334,,,,,0.8023380450694175,0.11481139656237921,4,,,7,,6.0,,,,,6.869545454545454,2.252658510009471,,3.048565407720966,3.173075129945468,,3.2356453653064023,,3.1334752620559323,3.2443721909762826,1.7756950134172569,3.825250682866826,3.1406730608110496,0.5028014241792954
46,0.9666666666666667,,,0.7982166700515383,,0.8333333333333334,,,1.0,,0.7949867203540897,0.11752598031681963,4,,,7,,6.0,,,2.0,,6.92550505050505,2.3598072373456342,3.4777617556074825,3.1188466183736265,3.154197006566612,,3.214769156557271,3.325937660111156,3.305428693882864,3.2040397825447764,,3.806650208694972,3.1481959248820255,0.5028559644521998
47,,,0.6257213015305852,0.7982166700515383,,,,,1.0,,0.7838792197681345,0.1175937298898572,,,10.0,7,,,,,2.0,,7.06479797979798,2.3522265110377125,3.4626928752336195,3.105473393973791,,,3.3566147514491487,3.292398913949929,3.2756341842194465,3.2049117323747405,,3.78179842653401,3.145560113970737,0.5046214749279204
48,,0.699499500218269,0.6257213015305852,0.7982166700515383,,,0.6665061015423431,,1.0,0.6330931798242426,0.7733984634853943,0.11737552742372552,,9,10.0,7,,,8.0,,2.0,10,7.195,2.339813026718161,3.5602137986959206,,,3.0739758882647448,3.33489760389584,3.2605524309435667,,3.1688990153223298,,,3.134536265266623,0.5105002004997797
49,,0.699499500218269,0.6257213015305852,,,,0.6665061015423431,0.7931841102491305,1.0,0.6330931798242426,0.7655129252999827,0.11407043323673707,,9,10.0,,,,8.0,7,2.0,10,7.286111111111111,2.2948311484725843,3.645925648363351,,,3.063644109393945,3.32225273831943,3.3580877063477934,,,,,3.1387730501835853,0.5220063940424159
50,,0.699499500218269,0.6257213015305852,,,,0.6665061015423431,0.7931841102491305,1.0,0.6330931798242426,0.759587585736457,0.11177432553035613,,9,10.0,,,,8.0,7,2.0,10,7.352222222222222,2.2582908975102782,3.636459689801725,,,3.195427545601807,3.307262741093949,3.3533147425889798,,,1.7092983940786937,,3.137238238704298,0.5214847083450759
51,,0.699499500218269,0.6257213015305852,,,,0.6665061015423431,0.7931841102491305,,0.6330931798242426,0.750873510749807,0.10391121581348893,,9,10.0,,,,8.0,7,,10,7.468333333333334,2.1070476976091452,3.61800625541818,,,3.2061322167209743,3.2885556578788075,3.322862053000087,,,2.013640107398107,,3.151519225670686,0.43429054653952087
52,,0.699499500218269,0.6257213015305852,,,,0.6665061015423431,0.7931841102491305,,0.6330931798242426,0.7421594357631567,0.09644700483340303,,9,10.0,,,,8.0,7,,10,7.584444444444443,1.958743928587343,3.612985202666432,3.003217698633813,3.032992249321985,3.1969925161390456,3.256884649323459,3.336856451917664,3.15915963506322,,2.251150101658909,,3.1616241580409103,0.3715179772737577
53,,,,,,,,0.7931841102491305,,0.6330931798242426,0.7298115606146707,0.09273890143239726,,,,,,,,7,,10,7.7096464646464655,1.8103400717517875,3.605386154975574,2.994053568285249,3.004462803659212,3.1755788144740973,3.243294950692361,3.421921680398184,3.131793308520615,3.07545920083698,2.2475538549678293,3.6498674090338303,3.154937174584393,0.3749796084849468
54,0.8328392636831746,,,,FAILED,0.6666666666666666,,,,,0.7145648373334333,0.08982205890098284,7,,,,FAILED,7.0,,,,,7.835959595959596,1.6482971892592635,,2.994137469105086,3.002121500906899,3.151220411944873,,,3.110440958989683,3.072227216622625,2.241017185273544,3.6360385457941264,3.142676856531131,0.37175191490137854
55,0.8328392636831746,,,,,0.6666666666666666,,,,,0.703074289922823,0.08850138769478437,7,,,,,7.0,,,,,7.912272727272727,1.5155756317187365,,3.075070153809978,3.000075546197066,3.1249829632092,3.198288790439081,,3.0928983071331757,3.1095296501438243,2.433009748871915,3.607584019333868,3.1611678155981853,0.31625592248020656
56,0.8328392636831746,,,,,0.6666666666666666,,,0.8326758746125339,,0.6915837425122126,0.08790275157709217,7,,,,,7.0,,,5.0,,7.988585858585859,1.388704123614745,,3.1747965786957035,2.9772341123545023,3.111137919578304,3.1837703614861206,,3.068179336807262,3.1059762189562674,,3.5753891905385884,3.155417628539259,0.31381159878576126
57,0.8328392636831746,,,0.6631000067697433,,0.6666666666666666,,,0.8326758746125339,,0.6828819305247268,0.09228583069317113,7,,,8,,7.0,,,5.0,,8.01489898989899,1.3749408952986808,,3.2556924871056747,3.094615988714373,,3.163308688112796,,3.04745767716412,3.079442116610305,,3.5580307433759355,3.1604407850570526,0.31120949461901887
58,0.8328392636831746,,,0.6631000067697433,,0.6666666666666666,,,0.8326758746125339,,0.6756814147959275,0.09661976840075427,7,,,8,,7.0,,,5.0,,8.03010101010101,1.3651703156812571,3.537964614692054,3.267657641910638,3.070010082141444,,3.1501124816782924,3.346671074356671,3.0280457253173765,3.077598916861908,,3.5287865965055425,3.146510125683569,0.3111670721996871
59,,,,0.6631000067697433,,,,,0.8326758746125339,,0.6642381775151195,0.09855828894102439,,,,8,,,,,5.0,,8.042128427128429,1.3627103479305829,3.5257768454865115,3.253698097207675,3.053455077357869,,3.133083481566668,3.3483440593330656,3.012249186339652,3.0890221233592734,,3.5124222555398767,3.1351869341760534,0.31263467690322005
60,,,,0.6631000067697433,,,,,0.8326758746125339,,0.6527949402343115,0.10102599370678687,,,,8,,,,,5.0,,8.054155844155844,1.3664378775473829,3.514566057296157,3.330104612599591,3.0404685371303293,3.0414812062702667,3.1069274237118663,3.3358056487897425,2.994216168832106,3.167328441959047,2.347901101497849,3.500963394932046,3.1379762593019,0.31861570247309356
61,,,,,,,,,,,0.639256210226351,0.10373667569946292,,,,,,,,,,,8.03368326118326,1.4223280547438746,3.504226112391882,3.399277899578915,3.015518740406556,3.0333594781339563,3.0918856473689607,3.3262943037458346,3.140431302074501,3.1426719646604075,2.342536674285823,3.4812707674983487,3.147747289014519,0.3186839573532292
62,,,0.4901537427826424,,,,0.49967886975135295,0.6522877783015251,,,0.6257174802183908,0.10683457077213067,,,9.0,,,,9.0,8,,,8.013210678210678,1.4853757978840365,3.494446434524783,3.461774197746321,,3.013477499990397,3.071679108603958,3.40051967514246,,,2.324903864381934,3.453196042878041,3.147043543476442,0.3316281278871049
63,,0.6324157520091377,0.4901537427826424,,,,0.49967886975135295,0.6522877783015251,,0.49975984649090927,0.6167682129152375,0.10719525128131635,,10,9.0,,,,9.0,8,,9,7.981626984126985,1.5535783114242714,3.477042367603193,,,2.9990855807640293,3.050678360118933,3.3818685504302883,,,2.3209350302606206,,3.131748953768525,0.3286064460615097
64,,0.6324157520091377,0.4901537427826424,,0.666426513157576,,0.49967886975135295,0.6522877783015251,,0.49975984649090927,0.6097621312018643,0.10698994748410742,,10,9.0,,9,,9.0,8,,9,7.9509523809523825,1.6194453993143898,3.462196493043828,,,3.110117243379658,,3.3600157549746843,,,2.3450583588905816,,3.1322151246023453,0.3155522019323073
65,,0.6324157520091377,0.4901537427826424,,0.666426513157576,0.5,0.49967886975135295,0.6522877783015251,0.8326758746125339,0.49975984649090927,0.6034239169227033,0.10800134682407186,,10,9.0,,9,6.0,9.0,8,4.0,9,7.915277777777777,1.6842870648041761,3.449785853985464,,,3.0902538318165216,,,,,,,3.1163168256189313,0.3154506233605831
66,,0.6324157520091377,0.4901537427826424,,0.666426513157576,0.5,0.49967886975135295,0.6522877783015251,0.8326758746125339,0.49975984649090927,0.5994666550244945,0.10745808518313883,,10,9.0,,9,6.0,9.0,8,4.0,9,7.913888888888889,1.688214869157491,3.438188091657908,3.414845950983725,2.937337849860008,3.0670325728880368,,,,3.0676020729643168,,,3.100164029572064,0.3154908119780539
67,0.665280038288103,,,,0.666426513157576,0.5,0.49967886975135295,,0.8326758746125339,0.49975984649090927,0.5931770268568106,0.10651745800504975,8,,,,9,6.0,9.0,,4.0,9,7.935757575757576,1.7056623209674429,,3.392432254245902,2.915492509107692,3.05397702306783,,3.3025894975283068,3.035231866896065,3.0647616504961817,,,3.084258778883284,0.31429454667990203
68,0.665280038288103,,,0.49546058859755543,0.666426513157576,,,,0.8326758746125339,0.49975984649090927,0.5886557091397994,0.10752302582668173,8,,,7,9,,,,4.0,9,7.968106060606061,1.716755876750718,,3.38771688772819,2.895681606947638,,2.969351313720356,3.371521388419818,3.019327713676134,3.072607762798928,,3.3475135652152965,3.0802733691933017,0.32174671936160604
69,0.665280038288103,,,0.49546058859755543,,,,,0.8326758746125339,,0.5862277009362215,0.10710414675634122,8,,,7,,,,,4.0,,8.010934343434343,1.7223142694750764,,3.4469228797388727,2.8900111113028326,,2.9492894187386898,3.362639947392718,2.997519873156548,3.0940162575809125,2.276197156366819,3.336617249358743,3.0773707668056423,0.32990749561976995
70,0.665280038288103,,,0.49546058859755543,,,,,,,0.5837996927326435,0.10694772360130389,8,,,7,,,,,,,8.028762626262628,1.78970019520604,,3.501329121527313,2.8837951046653,3.012038504771052,2.9282329936779883,3.3675971904776305,2.98299608232318,3.0767158506439727,2.271249279808514,3.3254225767301344,3.072928169213953,0.3375725300587609
71,0.665280038288103,,,,,,,,,,0.581369883362944,0.10705635238380308,8,,,,,,,,,,8.052146464646466,1.8582519917589309,3.365334211478584,3.551060359673296,2.8743994702126896,3.005840814251883,2.9100641472493654,3.360157814823433,2.962260368079503,3.073249378788048,2.271132227420299,3.3944291271406195,3.076792791911772,0.35005561159889736
72,,,,,,,,,,,0.5768496407205468,0.10592009086163033,,,,,,,,,,,8.063030303030303,1.9316812264122207,3.352218915427593,3.5525837680071315,2.870421459907832,3.10573774837738,2.8922006679471197,3.3432742662031467,2.9433623566999936,3.069359651214294,2.4221741077456054,3.370976506997605,3.0922309448527696,0.31325635106684946
73,,,,,,,,,0.8326758746125339,,0.5723293980781492,0.10531767383959095,,,,,,,,,3.0,,8.073914141414141,2.009624258376709,3.3344376883197664,3.548230455425532,2.8637493255607147,3.097971394862505,2.8723184577352687,3.3406897726444136,2.9291776051712444,3.059562919358306,,3.3522665063573376,3.080820288535546,0.31442224721155465
74,,,,,,,,,0.8326758746125339,,0.5678091554357518,0.10525826765753045,,,,,,,,,3.0,,8.109797979797978,2.02819561779289,3.3150612749921557,3.5775021860627736,2.934520566348767,3.086826021150179,2.8614579231934942,3.3323661908587643,2.911509375809496,3.064740120548969,,3.340524168142973,3.0821931239202702,0.3158765453337711
75,,,,,,0.49264007700518603,,,0.8326758746125339,,0.5632889127933545,0.10574278750809249,,,,,,7.0,,,3.0,,8.145681818181819,2.0500322651508127,3.3016516500773934,3.5620663691332184,2.9169481863905435,3.066275670098104,2.982987061884018,,2.896602975347833,3.0671554354284782,,3.40388771221052,3.090058045413886,0.3154324241297432
76,,,,,,0.49264007700518603,,0.47670965799569354,0.8326758746125339,,0.5588606691883921,0.10670639337101515,,,,,,7.0,,9,3.0,,8.169065656565657,2.0817239306991566,3.2905905810155005,3.554589476857755,2.977070119732508,3.0599440017073336,2.9708993806720194,,2.8833807276888663,,,3.478669326408656,3.094439559486751,0.32233644155097896
77,,,0.48887271593468434,,,0.49264007700518603,,0.47670965799569354,0.8326758746125339,0.49975984649090927,0.5561882067864882,0.10677243937465622,,,10.0,,,7.0,,9,3.0,8,8.182449494949497,2.1117976846508872,3.275363319987659,3.547743702296501,,3.0533170656211484,2.957015448508667,,2.8684719554773603,,2.3602973686194133,,3.0816915317102316,0.32275738095913814
78,,FAILED,0.48887271593468434,,,0.49264007700518603,0.49951830462702934,0.47670965799569354,,0.49975984649090927,0.5535297795704008,0.10720904985195047,,FAILED,10.0,,,7.0,10.0,9,,8,8.240710678210679,2.03193105080141,3.2543746563518243,,,3.035137144764549,2.946921484123949,3.274730744619172,,,2.356883488803495,,3.0681266832146497,0.32006511813791966
79,0.4980453764722665,,0.48887271593468434,FAILED,0.6661863596484853,,0.49951830462702934,0.47670965799569354,,0.49975984649090927,0.5508096849842128,0.10804671294069301,7,,10.0,FAILED,10,,10.0,9,,8,8.300992063492064,1.9431288167413119,,3.524624335738043,,,,3.267873046017532,,,2.342388729713251,,3.0550698948219326,0.3208167079290005
80,0.4980453764722665,,0.48887271593468434,,0.6661863596484853,,0.49951830462702934,0.47670965799569354,,0.49975984649090927,0.5501822068844419,0.10805867277745221,7,,10.0,,10,,10.0,9,,8,8.36468253968254,1.8423372402132963,,3.525638722944853,,3.0046919226706663,,3.2542299504616032,,2.996532241292371,2.32804012432335,,3.042606589152424,0.3229594453288579
81,0.4980453764722665,,0.48887271593468434,,0.6661863596484853,,0.49951830462702934,,,0.49975984649090927,0.5495372880515863,0.10810865173460078,7,,10.0,,10,,10.0,,,8,8.437463924963925,1.7481006311958214,,3.527892998754821,2.907043591602154,2.998834000792567,,3.243604443580001,,2.998862082987664,2.355899094524479,,3.0373717057389023,0.3159998271866754
82,0.4980453764722665,,,,0.6661863596484853,,0.49951830462702934,,,0.49975984649090927,0.548883142918378,0.10818978664587889,7,,,,10,,10.0,,,8,8.518578643578643,1.6655888868669984,3.200025963139575,3.5723451245521463,2.9030304439733308,2.980810968437229,,3.230397162468948,2.79947136000886,2.986938526150328,2.3449869856950505,3.3882286391488785,3.030578686896854,0.3242419863968091
83,,,,,0.6661863596484853,,,,,,0.5482261797403327,0.1082981432273705,,,,,10,,,,,,8.60108225108225,1.595521184506478,3.196797279248029,3.5730355980688326,2.895440249638589,3.0067481123483466,,3.223625326515412,2.78317722004143,2.974131525867441,2.469032458881113,3.3678329876787334,3.0377530006499684,0.2985549841510564
