iteration,uncertainty
5,2.710052398017425
6,2.7967072524839853
7,2.8832223040149496
8,3.1370447876943035
9,3.420138976311336
10,3.2163014998748904
11,3.4267356471765744
12,3.4075034528184864
13,3.566658702527643
14,3.6803099076780885
15,3.7494559359267523
16,3.8394684995940525
17,3.7665167755567484
22,3.770880775422243
23,3.7401362782601777
24,3.74771898039057
25,3.675751612764958
26,3.608455021716081
27,3.5413226981193984
28,3.505988154174377
29,3.4687155676624455
30,3.4587624004154947
31,3.4229356955948402
36,3.290017366795949
37,3.3362641451374735
38,3.335454358282873
39,3.3098086812703156
40,3.2866679907104617
41,3.2586536608343972
42,3.2442756059045017
43,3.2071357574339374
44,3.193252997908642
45,3.1730751299454676
46,3.1541970065666116
52,3.032992249321985
53,3.0044628036592114
54,3.002121500906899
55,3.000075546197066
56,2.9772341123545023
57,3.094615988714373
58,3.0700100821414438
59,3.0534550773578695
60,3.0404685371303293
61,3.015518740406556
66,2.9373378498600076
67,2.915492509107692
68,2.895681606947638
69,2.8900111113028326
70,2.8837951046652996
71,2.8743994702126896
72,2.8704214599078317
73,2.8637493255607147
74,2.934520566348767
75,2.9169481863905435
76,2.9770701197325073
81,2.9070435916021546
82,2.9030304439733308
83,2.895440249638589
84,2.8790055963489185
85,2.869591228846265
86,2.8650621827285674
87,2.86103311950874
88,2.856294815748085
89,2.9167980917384515
90,2.9120850438898835
91,2.906236561676328
92,2.894527299775873
97,2.8341470278858703
98,2.840310733732462
99,2.86734497038542
100,2.859933845903969
101,2.8522677335737563
102,2.8384481842614595
103,2.8312786048635235
104,2.827621707692354
105,2.907140868210321
