iteration,uncertainty
5,2.2232102914479324
6,2.906817656628789
7,2.8411940576928894
8,3.0113532568431753
9,3.073561090620743
10,3.0822233858044745
11,3.0624777955005453
16,3.486593312649465
17,3.6176328437290692
18,3.6698756729092943
19,3.653149771873686
20,3.715189460088947
21,3.737092429169819
26,3.6637180621337144
27,3.6029566234943036
28,3.605052428073273
29,3.696452904434211
30,3.6362204055946763
35,3.54731619804519
36,3.546484480493518
37,3.5540007883036617
38,3.5073990840335076
39,3.494702017636628
40,3.452777060169477
41,3.426426449492137
46,3.3259376601111557
47,3.292398913949929
48,3.2605524309435667
49,3.3580877063477934
50,3.3533147425889793
51,3.322862053000087
52,3.336856451917664
53,3.4219216803981833
58,3.346671074356671
59,3.3483440593330656
60,3.3358056487897425
61,3.3262943037458346
62,3.40051967514246
63,3.3818685504302883
64,3.3600157549746843
67,3.3025894975283068
68,3.371521388419818
69,3.362639947392718
70,3.3675971904776305
71,3.360157814823433
72,3.3432742662031467
73,3.3406897726444136
74,3.3323661908587643
78,3.2747307446191716
79,3.267873046017532
80,3.2542299504616032
81,3.243604443580001
82,3.230397162468948
83,3.2236253265154113
84,3.2102599021683296
85,3.2732215585921676
86,3.2558116168408975
88,3.2374413630590744
89,3.2192804153251138
90,3.2095920194828307
91,3.2004141264049566
92,3.190922672147151
93,3.249738444764951
94,3.2329721413151695
95,3.218756169810606
100,3.1708539548310792
101,3.226849293616013
102,3.211168074309294
103,3.195484483698534
104,3.1948133170177986
105,3.1885307728468337
