iteration,uncertainty
5,1.4937495335915527
6,2.5136919505425124
7,2.2360416425305862
8,2.5257273086182517
9,2.400166660880032
10,2.453752877924181
11,2.6752857364417317
12,3.0835012630343277
13,3.08356398732138
14,3.135612185125929
15,3.181222984165133
16,3.3486538476625487
17,3.429919686445892
19,3.5072251834162946
20,3.53430937383812
21,3.6164868393898573
22,3.66516836580421
23,3.674790684984644
24,3.7143568404388594
28,3.6936904282291754
29,3.667239465491142
30,3.659486621554086
31,3.6002496881856656
32,3.601834113944589
33,3.600021096500366
38,3.5347828138080413
39,3.5014868313054555
40,3.4729395423047245
41,3.5773363417534987
42,3.541654999451366
46,3.4777617556074825
47,3.4626928752336195
48,3.5602137986959206
49,3.6459256483633506
50,3.6364596898017254
51,3.61800625541818
52,3.6129852026664317
53,3.605386154975574
58,3.537964614692054
59,3.5257768454865115
60,3.514566057296157
61,3.504226112391882
62,3.494446434524783
63,3.477042367603193
64,3.4621964930438276
65,3.449785853985464
66,3.438188091657908
71,3.3653342114785834
72,3.3522189154275934
73,3.3344376883197664
74,3.3150612749921553
75,3.3016516500773934
76,3.2905905810155005
77,3.275363319987659
78,3.2543746563518243
82,3.200025963139575
83,3.196797279248029
84,3.1868742529290675
85,3.171089989914688
86,3.2365536375010535
87,3.218364644184096
88,3.209320640607748
89,3.2006441682284734
90,3.188028346352065
92,3.1673080313766313
93,3.1566861866909965
94,3.1478991674493164
95,3.1317294261764155
96,3.124296720719799
97,3.109916862441127
98,3.1006601299686265
99,3.085145192220253
104,3.0352426921772904
105,3.0281510790842643
