iteration,uncertainty
5,0.7471883590565606
6,0.5500476875883408
7,0.6115515705458885
8,0.6160009295011402
9,0.7102363305470287
10,0.711638709861758
11,0.6596689831890034
12,0.6185417021617388
17,0.42633172933147173
18,0.5527910429006293
19,0.5128929745945421
20,0.49113890859217774
21,0.45762115584393387
22,0.4610434859344619
23,0.4450638326841905
24,0.4976968078720509
29,0.9673380812364556
30,0.963575099733462
31,0.9668672697405891
32,0.9617846426832318
33,0.958132258323375
34,0.9565560103174121
35,0.9570100138130659
36,0.9594894763290435
37,0.9531311111379357
42,0.9273980196124597
43,0.9216016609599368
44,0.913752605016941
45,0.912821357004699
46,0.90566908425212
47,0.8984205846823575
48,0.8912428492906703
49,0.8903517904685996
50,0.8822196366932697
51,0.8771995315967342
56,0.8497661898011993
57,0.842565502107047
58,0.840975592957579
59,0.8371115840890132
60,0.8313530294743756
61,0.8243557381973318
62,0.8178305256322358
63,0.8113112911932918
64,0.8056892692342456
65,0.7997785192354235
66,0.7964189158506506
71,0.7745263656359885
72,0.7695480594170778
73,0.7647220285825705
74,0.7600814651792918
75,0.7549751946320524
76,0.7511148840418088
77,0.7472789349829179
78,0.7435151480657877
79,0.7410384226293323
80,0.7362252393378085
81,0.732000149962302
82,0.7278220779327317
86,0.7152741497927605
87,0.7115795631783464
88,0.7087133151436041
89,0.7047483966713407
90,0.7010533987818964
91,0.6986313386769867
92,0.6978739137235116
93,0.6960439513023859
94,0.6926316580515134
95,0.6889714939969346
96,0.6853083589324919
98,0.6790554287782821
99,0.6756884163596387
100,0.6723427334673241
101,0.6693628196432463
102,0.6669417141323214
103,0.6637793327833237
104,0.6608533864934523
105,0.6576046432501389
