iteration,uncertainty
5,0.5236489567899433
6,0.6480673075264218
7,0.6839051293292671
8,0.7753584920050629
9,0.7404025848365671
10,0.7423456277289638
15,0.7562737105715065
16,0.7393678644289521
17,0.7223310016048133
18,0.7049494889145123
23,0.7400723609118116
24,0.7336860779852549
25,0.725987138611442
26,0.7160206810139027
27,0.7050651887257482
28,0.6940882906000663
33,0.7077513973520264
34,0.6998156965031826
35,0.6903313171562425
36,0.6807882892658979
37,0.6714868217538911
38,0.6628372767393441
39,0.6541304787606312
44,0.663832044593401
45,0.6564178340911659
46,0.6494987385325814
47,0.6430374265134976
48,0.6379489710837303
49,0.6325014259831829
54,0.6406616787493614
55,0.6349825473967652
56,0.6307577955164857
57,0.6252038812437566
58,0.6214283839734936
59,0.6186134653053992
60,0.6137936168563574
64,0.6249314485637617
65,0.6203617694969724
66,0.6878357735708354
67,0.7153287836901907
68,0.7802600307117493
69,0.8208658702383457
75,0.8092339431975777
76,0.8169719813100617
77,0.8608597579411246
78,0.8962738537467674
79,0.9031218042929091
80,0.9101464783074367
81,0.9199646160916527
87,0.9051178559484204
88,0.9216162312855649
89,0.9426479782682585
90,0.9479408468298302
91,0.9487004677789002
92,0.9482024483677424
93,0.9459047806260155
94,0.94386206627301
98,0.9299218582077101
99,0.9454969214334107
100,0.9567903038771088
101,0.94999022859286
102,0.9471351324928597
103,0.9426298748296733
104,0.9514707588610088
105,0.9474656863153589
