iteration,uncertainty
5,7.761062282961014
6,7.40288816198711
7,7.042139401271378
8,6.664765992469277
9,6.351873004607907
10,6.0973042969823945
11,5.880070886937194
12,5.647513148723371
13,5.432037434185311
14,5.270119860775348
15,5.124551542263888
16,4.971307209879512
17,4.854564055917934
18,4.753334431977433
19,4.653319863031199
20,4.5434766146091246
21,4.453683621497423
25,5.0936014779159535
26,4.994922371383088
27,4.902486691980838
28,4.821824367433536
29,4.738173474231836
30,4.66233791064551
31,4.586845176016388
32,4.514618641622192
33,4.455475808137092
34,4.39023210945278
35,4.3276793033575425
36,4.2672175471745595
37,4.209682005649
38,4.157034058758612
39,4.103659158473725
40,4.052455699296153
41,4.03830112318441
42,3.9913861041219025
43,3.947492579157513
44,3.9024034505053757
45,3.8594814121596674
47,3.776721790024561
48,3.737283908873948
49,3.699615080731755
50,3.663609289280445
51,3.6281547868907134
52,3.593579504830873
53,3.559635500488909
54,3.526524985327988
55,3.496443608418357
56,3.4681602175563886
57,3.437680201058375
58,3.408172236498118
59,3.379577673737824
60,3.355097675516512
61,3.3299171866261053
62,3.3032313838156675
63,3.276989833591947
64,3.2526810391655743
65,3.230477712851319
66,3.2073908422817063
67,3.1856716134891516
68,3.162714670969564
69,3.139765837285177
71,3.0982461354216846
72,3.0767491675490253
73,3.0574715269187145
74,3.038350727463464
75,3.0180694925875398
76,2.99830055353618
77,2.979830174181487
78,2.9607544757575086
79,2.9421657144996156
80,2.9239643310808137
81,2.905861823145515
82,2.8895321789101884
83,2.872074578304078
84,2.854976274481488
85,2.8383286726651478
86,2.822094115629453
87,2.8101875088796566
88,2.795000543437718
89,2.779846673306166
90,2.764382079142249
91,2.7507278906064667
92,2.7359343427245086
93,2.721185449395293
94,2.7067832955869537
95,2.692501249604662
96,2.679138683852231
98,2.6532390748297505
99,2.639818873409574
100,2.626601889878309
101,2.613879249669043
102,2.6014649527738745
103,2.5889497669839026
104,2.576517353958591
105,2.564424840443386
