iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,cum_regret_0,cum_regret_1,cum_regret_2,cum_regret_3,cum_regret_4,cum_regret_5,cum_regret_6,cum_regret_7,cum_regret_8,cum_regret_9,mean_cum_regret,std_cum_regret
1,21.945,5.484,9.303,4.32,2.941,1.995,2.312,15.827,2.393,1.995,6.8515,6.876774280140362,0.0004674521133409826,16.46146745211334,12.64246745211334,17.62546745211334,19.004467452113342,19.95046745211334,19.63346745211334,6.118467452113341,19.55246745211334,19.95046745211334,15.093967452113342,6.876774280140362,0.0004674521133409826,16.46146745211334,12.64246745211334,17.62546745211334,19.004467452113342,19.95046745211334,19.63346745211334,6.118467452113341,19.55246745211334,19.95046745211334,15.093967452113342,6.876774280140362
2,21.945,5.484,9.303,4.32,21.945,21.945,2.312,15.827,10.785,9.303,12.3169,7.613384346735105,0.0004674521133409826,16.46146745211334,12.64246745211334,17.62546745211334,0.0004674521133409826,0.0004674521133409826,19.63346745211334,6.118467452113341,11.160467452113341,12.64246745211334,9.628567452113339,7.613384346735104,0.0009349042266819652,32.92293490422668,25.28493490422668,35.25093490422668,19.004934904226683,19.95093490422668,39.26693490422668,12.236934904226683,30.71293490422668,32.59293490422668,24.72253490422668,14.490158626875466
3,21.945,5.484,9.303,4.32,21.945,21.945,10.785,15.827,10.785,9.303,13.1642,6.804754151816703,0.0004674521133409826,16.46146745211334,12.64246745211334,17.62546745211334,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.781267452113338,6.804754151816703,0.0014023563400229477,49.38440235634002,37.927402356340025,52.87640235634002,19.005402356340024,19.951402356340022,50.427402356340025,18.355402356340022,41.87340235634002,45.23540235634002,33.50380235634002,21.29491277869217
4,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.0018698084533639303,65.84586980845336,50.56986980845336,69.46786980845337,19.005869808453365,19.951869808453363,61.58786980845336,24.473869808453365,53.03386980845336,57.877869808453354,42.18166980845336,27.956698878864138
5,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.002337260566704913,82.3073372605667,63.2123372605667,86.0593372605667,19.006337260566706,19.952337260566704,72.7483372605667,30.59233726056671,64.1943372605667,70.52033726056669,50.8595372605667,34.618484979036104
6,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.0028047126800458955,98.76880471268004,75.85480471268004,102.65080471268004,19.006804712680047,19.952804712680045,83.90880471268004,36.71080471268005,75.35480471268004,83.16280471268003,59.537404712680036,41.28027107920807
7,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.003272164793386878,115.23027216479338,88.49727216479337,119.24227216479338,19.007272164793388,19.953272164793386,95.06927216479338,42.829272164793394,86.51527216479337,95.80527216479337,68.21527216479338,47.942057179380036
8,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.0037396169067278606,131.69173961690672,101.13973961690671,135.8337396169067,19.00773961690673,19.953739616906727,106.22973961690671,48.94773961690674,97.67573961690671,108.4477396169067,76.89313961690672,54.603843279552
9,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.004207069020068843,148.15320706902006,113.78220706902005,152.42520706902005,19.00820706902007,19.954207069020068,117.39020706902005,55.06620706902008,108.83620706902005,121.09020706902004,85.57100706902007,61.26562937972397
10,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.004674521133409826,164.6146745211334,126.42467452113338,169.01667452113338,19.00867452113341,19.95467452113341,128.5506745211334,61.184674521133424,119.99667452113339,133.7326745211334,94.24887452113342,67.92741547989594
11,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.005141973246750808,181.07614197324673,139.06714197324672,185.60814197324672,19.009141973246752,19.95514197324675,139.71114197324675,67.30314197324677,131.15714197324672,146.37514197324674,102.92674197324676,74.58920158006791
12,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.005609425360091791,197.53760942536007,151.70960942536007,202.19960942536005,19.009609425360093,19.95560942536009,150.8716094253601,73.4216094253601,142.31760942536008,159.0176094253601,111.60460942536011,81.25098768023987
13,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.0060768774734327735,213.9990768774734,164.35207687747342,218.7910768774734,19.010076877473434,19.956076877473432,162.03207687747346,79.54007687747344,153.47807687747343,171.66007687747344,120.28247687747346,87.91277378041184
14,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.006544329586773756,230.46054432958675,176.99454432958677,235.38254432958672,19.010544329586775,19.956544329586773,173.1925443295868,85.65854432958677,164.63854432958678,184.3025443295868,128.9603443295868,94.5745598805838
15,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.007011781700114739,246.9220117817001,189.63701178170012,251.97401178170006,19.011011781700116,19.957011781700114,184.35301178170016,91.77701178170011,175.79901178170013,196.94501178170015,137.63821178170014,101.23634598075577
16,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.007479233813455721,263.38347923381343,202.27947923381348,268.5654792338134,19.011479233813457,19.957479233813455,195.5134792338135,97.89547923381345,186.95947923381348,209.5874792338135,146.31607923381347,107.89813208092774
17,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.007946685926796704,279.84494668592674,214.92194668592683,285.15694668592675,19.011946685926798,19.957946685926796,206.67394668592686,104.01394668592678,198.11994668592683,222.22994668592685,154.9939466859268,114.5599181810997
18,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.008414138040137686,296.30641413804005,227.56441413804018,301.7484141380401,19.01241413804014,19.958414138040137,217.83441413804022,110.13241413804012,209.2804141380402,234.8724141380402,163.67181413804013,121.22170428127167
19,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.008881590153478669,312.76788159015337,240.20688159015353,318.3398815901535,19.01288159015348,19.958881590153478,228.99488159015357,116.25088159015345,220.44088159015354,247.51488159015355,172.34968159015347,127.88349038144364
20,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.009349042266819652,329.2293490422667,252.84934904226688,334.93134904226685,19.01334904226682,19.95934904226682,240.15534904226692,122.36934904226679,231.6013490422669,260.1573490422669,181.0275490422668,134.54527648161562
21,21.945,5.484,9.303,5.354,21.945,21.945,10.785,15.827,10.785,9.303,13.267599999999998,6.661786100171969,0.0004674521133409826,16.46146745211334,12.64246745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,11.160467452113341,6.118467452113341,11.160467452113341,12.64246745211334,8.677867452113341,6.661786100171969,0.009816494380160634,345.69081649438,265.4918164943802,351.5228164943802,19.013816494380162,19.95981649438016,251.31581649438027,128.48781649438013,242.76181649438024,272.79981649438025,189.70541649438013,141.2070625817876
22,21.945,6.451,13.441,5.354,21.945,21.945,11.459,17.731,12.685,12.825,14.578099999999997,6.160511963753951,0.0004674521133409826,15.49446745211334,8.50446745211334,16.591467452113342,0.0004674521133409826,0.0004674521133409826,10.486467452113342,4.21446745211334,9.26046745211334,9.120467452113342,7.367367452113342,6.160511963753951,0.010283946493501617,361.1852839464933,273.9962839464935,368.1142839464936,19.014283946493503,19.9602839464935,261.8022839464936,132.70228394649348,252.0222839464936,281.9202839464936,197.07278394649347,147.36757454554154
23,21.945,6.647,13.441,9.474,21.945,21.945,11.459,17.731,12.685,12.825,15.009699999999999,5.553025122499546,0.0004674521133409826,15.298467452113341,8.50446745211334,12.471467452113341,0.0004674521133409826,0.0004674521133409826,10.486467452113342,4.21446745211334,9.26046745211334,9.120467452113342,6.935767452113341,5.553025122499547,0.0107513986068426,376.48375139860667,282.50075139860684,380.58575139860693,19.014751398606844,19.960751398606842,272.28875139860696,136.91675139860683,261.28275139860693,291.040751398607,204.0085513986068,152.9205996680411
