iteration,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,target
1,-24.755959199315264,-13.623897558740065,4.01495443590273,16.498051090193428,-16.030999970982677,-3.760838864517769,7.6740496709012405,11.78973910041131,3.755757685875423,5.025330593269345,6.866670799163451,-27.46320351338617,-24.452591370574414,16.24930844064098,8.955011660561453,1.3
2,3.6285358843312636,-3.6244292698126372,11.914464021189637,-5.022058853826941,-28.17554595428793,-10.816169608602372,-25.681779286587723,-11.698118979016538,14.167763046783627,-10.953324112566332,14.048252173109063,-16.688254969088774,15.72138770272749,8.454436490941127,-1.3898568824692816,1.446
3,-14.043118829316658,10.846616110204103,-24.02733392680825,2.4545370858310207,7.325934485899673,-21.05348707683261,15.147339709131451,6.035635103602061,-9.349321876171928,-4.599252703571938,-8.708132163295623,-3.854371536496682,-16.363496529551625,-22.322419656692542,-29.514658635804473,1.204
4,11.09818118117844,6.840232151236272,-4.853463029163436,-24.283586283852507,-1.5629300600934428,4.877376391496739,-1.8985557787385474,-4.897563707050601,-10.732793067597488,16.669277715396262,-28.51273160565943,3.6455317532575577,8.65774915944099,-16.497147891444847,11.890257594561547,1.717
5,-5.27378690834227,-26.0721882517787,-13.810700733559067,-15.632337080604866,12.609221572944953,14.124722116627566,-15.809659654476997,-20.97578144123859,-20.203837379595146,-23.76431160593086,-19.168158774291392,17.329987175959957,-3.2131459752101605,-1.7397713297478035,-16.525486632889447,1.045
6,0.6394944987785571,0.15716464111583406,2.170489712370845,-10.807838967880496,5.099820759972864,-11.5617289624978,-1.948927698759217,10.195348392807887,-15.824030875042839,18.895993357734753,6.007854342460632,8.887631764175097,3.1137348155508846,-2.9225717066479717,2.691312718781063,4.244
7,-11.677877216558255,-9.602357369243776,8.35664597781119,5.026985825750259,9.29538744164035,-25.891024769872715,-2.003365383237856,19.2069962351814,-20.068549263828203,18.571898054508942,11.745302773271483,9.723030188643612,-5.081684556002333,1.9298058063018537,-8.691007996741856,1.861
8,-12.861516626776954,-6.496806378191419,13.886398716859055,-29.746705878904564,-2.6370160377879337,-4.250106628666064,-8.496987704036158,17.90729851766053,-8.455554505665244,4.04989192270088,-2.8739381030775846,18.25799971435314,-12.790742832064598,-14.862456543820647,19.70491098876476,1.52
9,16.841155776655945,-6.7812391419367195,-14.239406026251377,3.155326857843285,7.600016886717789,1.2870616791346698,-19.63185040982092,-11.00416859873339,-25.139282126117696,2.211514657530323,-6.8635441437474825,18.300880433372008,-13.249639979155486,-12.596341625978017,17.437788019512553,1.559
10,5.51419191189774,12.918400671810815,10.839476110567297,-10.268528078944641,12.872240021394084,-12.206128618194395,-2.6608297329997335,13.037136296657557,-5.767441731212752,8.94681260197104,-2.9281178694205288,9.234877832622786,4.7741299753188,2.2014055621555144,10.791107015892521,3.764
11,-0.9901779890060425,-6.345078647136688,-11.027154624462128,-8.980361102197737,17.493386268615723,-11.856404375526477,-2.92296227325199,0.18254913803495398,-21.173213720321655,-4.370482563972473,-26.131624653935432,9.977935327402506,7.551223871882243,-8.167742490768433,-11.990090012550354,2.412
12,-22.3470675945282,18.83456826210022,-13.685404062271118,-7.913594731468262,0.24966716766357422,-14.869917634574515,-8.77282790401232,7.287955518187701,-1.7988789081573486,0.49044907093048096,-15.221172869205475,9.241032983012971,8.095400648325814,-27.089494951069355,-28.78123728558421,1.384
13,-3.5459059476852417,16.43888771533966,-5.13134628534317,-6.721998234990245,-11.572502851486206,-5.73964558440764,-1.779991073368155,13.823410754021985,2.9302340745925903,2.1167409420013428,-9.558257758617401,11.522621367326664,4.709316149524881,-6.815466582775116,18.171260952949524,3.136
14,-15.54932326078415,15.175966620445251,-3.6658215522766113,-10.699908060200183,-17.704192101955414,-12.897868801777758,-1.4825769500485322,5.05383894442469,-19.238683879375458,13.607472309137933,-6.983112096786499,10.66651753429477,4.136409994148295,-6.491384208202362,6.7377012968063354,2.202
15,1.9215134270328207,-6.345078647136688,-11.027154624462128,-7.339547252053748,17.493386268615723,-11.580730118807029,-2.4493390150840177,8.715181883876738,-21.173213720321655,-2.9891632179877057,-26.131624653935432,14.66653347407091,5.764690405187707,-8.167742490768433,-11.990090012550354,1.937
16,3.1023921562969647,5.2425068616867065,3.3762437105178833,-5.659487906013549,-2.5854456424713135,-15.573081001523041,-1.6576422395657602,8.108776969497512,6.816683411598206,18.760655023196023,5.257166994414703,8.564697070771537,2.5511045595278006,-7.410523593425751,0.6428402662277222,3.991
17,1.7431413137150855,-6.345078647136688,-11.027154624462128,5.564739003016037,17.493386268615723,-6.879428327083588,-2.6934947875006685,-6.565404546550578,-21.173213720321655,-1.2406219925187365,-7.582510791415828,10.402444616385445,4.306211220704327,-8.167742490768433,-11.990090012550354,2.907
18,2.970563152622063,5.2425068616867065,3.3762437105178833,16.51237726211548,-2.5854456424713135,-13.261944554485673,-1.5060570784043996,12.290208381404895,6.816683411598206,18.92950580605931,2.8590736036100566,8.654753661881472,2.919268807438776,-7.410523593425751,0.6428402662277222,3.421
19,-2.302267800037047,15.175966620445251,-3.6658215522766113,-7.158247354025846,-17.704192101955414,-7.43759151418158,-0.684451780414502,-16.518126253183972,-19.238683879375458,14.299329028427792,2.5606037672919086,9.377509437760096,3.7900040563120356,-6.491384208202362,6.7377012968063354,2.296
20,2.920533276393151,11.7473703622818,7.580236792564392,-8.105808744295654,9.634117484092712,-8.669705986976624,-2.110157808134911,14.982367175918405,6.401435732841492,-6.875435337785397,-3.6854444847034387,9.531024089842056,3.7180818176200674,1.8101435899734497,7.812232971191406,4.373
21,-3.3203859997292433,0.7373881340026855,-11.053288280963898,-20.078233182430267,4.710812568664551,-15.986950993537903,-1.855740355576316,-1.7918945502044537,-9.836863279342651,7.073072791099548,-28.084444366395473,8.4911199833086,3.1232879198653265,-14.680868685245514,6.686486005783081,2.422
22,5.712850636687534,11.7473703622818,7.580236792564392,-5.7972583174705505,9.634117484092712,-8.669705986976624,-2.144568539798197,12.9710123328476,6.401435732841492,-7.842393517494202,-10.390266373440777,10.174142041657,4.379929738909098,1.8101435899734497,7.812232971191406,4.074
23,6.311744244177305,5.2425068616867065,10.476346033089264,16.51237726211548,-2.5854456424713135,-13.167968690395355,-2.023293297192769,7.571911172443933,6.816683411598206,18.725351691246033,-4.513381719589233,9.254447567676479,3.5036982833159556,-6.1390740819775935,0.6428402662277222,3.21
24,4.185173327024351,-29.17927086353302,16.812647581100464,4.636112499880454,19.091193079948425,-17.075598537921906,-1.3927051949690537,13.458179795537212,4.536230564117432,-21.594404727220535,-11.703990697860718,7.443919653285654,5.619617949123814,4.241392571372295,0.23377954959869385,1.382
25,6.163063207524232,16.002891650286927,7.580236792564392,-5.7972583174705505,9.634117484092712,-8.669705986976624,-2.1688212275978564,13.155021305491175,6.401435732841492,-7.842393517494202,-13.291579782962799,10.414891354183155,4.578075292066977,5.822575054377658,7.812232971191406,3.447
26,6.253222856389925,15.712361442986314,-27.02159482985735,1.458963856034643,-16.289295554161072,-16.71148419380188,-3.120347800800751,-4.187626099242031,18.12600314617157,-15.610847175121307,-27.990796342492104,12.21901497497317,3.5436151790807244,-6.303053867764294,-1.9566941261291504,1.412
27,-4.669453343018461,4.0191646165799355,15.401084230688689,-29.681961815804243,-13.411172032356262,3.045440912246704,-2.6898107992043947,17.706351775589,2.4100911617279053,-14.899860620498657,-16.472129821777344,13.132448334770004,-0.13142948241329222,-6.673715772087796,19.612656235694885,1.417
28,-4.830319144768755,1.693658362829492,4.629830303435305,3.037051558494568,10.675997734069824,-3.626115389708957,-1.3644486685688868,17.37390234423168,-7.327698469161987,13.309202790260315,-13.419495820999146,8.232743738043382,10.036118497226212,-5.009136145378527,-6.769952476024628,3.63
29,3.091686796227208,4.677337148635559,1.5017262099844366,9.83490279181639,12.665513008323394,0.21358089977958983,-3.2568237821263573,12.018358075318417,-10.399470031261444,-21.54781848192215,12.80882179737091,8.874502090318238,14.925600290298462,-10.810268727802487,-12.259325683116913,2.607
30,4.219170618011589,-2.209842245576432,17.089263350704577,2.362048246484491,19.421116331745758,-13.513650951263394,-1.2045676442386366,9.758290315527049,4.536230564117432,-21.594404727220535,-11.703990697860718,6.6468147291022035,7.782169009544482,4.015413403578634,0.23377954959869385,2.432
31,-2.344052615664868,18.043683682426142,2.2350778261498263,12.785318519767735,4.777850402396375,-1.0847637386454068,-1.8414847249410116,6.3033682107925415,2.9302340745925903,2.1167409420013428,-8.614990327018877,14.141326928804013,1.8475715502385412,1.0015399243296557,18.171260952949524,4.047
