iteration,target,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,generation_method
1,2.312,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,Prior
2,1.162,-5.985473394393921,-24.137056171894077,-23.800515308976173,-12.688386738300323,-19.326243102550507,-2.592681646347046,-8.70907336473465,16.576404571533203,1.7044734954833984,-8.55779081583023,13.33297312259674,11.206410527229307,5.931578278541565,-24.71815787255764,-12.294036448001862,Sobol
3,1.412,12.73491553030908,12.5539284478873,11.375751374289392,1.589430570602417,-4.50078260153532,-18.64306756295264,-4.435370555147529,-6.06318099424243,-28.874098947271705,3.8600547052919865,-17.188496300950646,-15.27950244024396,-24.00944537483156,10.998664312064648,7.908868724480271,Sobol
4,0.894,2.930769911035896,-14.459084924310446,-16.51173165999353,-20.10171857662499,9.932745974510908,-5.405516196042299,-21.16743509657681,-27.73028139024973,-16.652817763388157,11.423750668764114,-21.321295220404863,-26.064319042488933,18.27219033613801,-16.22805611230433,-4.0256257355213165,Sobol
5,1.323,-28.313269531354308,-3.348103044554591,-3.1608619447797537,9.785514073446391,-6.491746213287115,9.766630856320262,8.061068346723914,1.1341269873082638,14.487306335940955,-25.99359375424683,4.407394099980593,-2.361038438975811,-11.551649840548636,-2.581549361348152,-24.47229146026075,Sobol
6,3.313,-1.5888035674666234,0.1015557180082922,-6.15069298136682,-0.7981104581549125,-8.520469795997368,-7.589103764062255,8.413812280421382,3.886740130651198,5.9467636938924,16.985072900443917,18.42116057892449,9.454565051592326,14.065906930937132,8.787413501146936,-0.4947450350300713,BoTorch
7,4.135,-2.7040902486960228,6.31830880703648,-7.121263488321649,-2.5848378421354425,-14.123575940613868,-3.8444149676243207,11.74179434595282,6.932452794525538,7.30505456724638,15.09002427709934,9.03262468578336,11.533063313526654,5.438447528180227,0.8409544457630318,-4.951209504436228,BoTorch
8,4.284,-4.161185173359336,5.799021090314064,-1.2999746250639888,3.0800516662647937,-8.227991220590486,1.3970395968744782,10.237728935907697,15.791845637603297,5.508468210355915,20.0,6.820704676674829,3.9981995109791058,2.381625466876443,-1.4146724148861587,-2.988005956503706,BoTorch
9,2.706,-8.587019716836824,12.221926623238003,-8.09007889683021,-5.495209071167331,-9.338269522753984,-3.7816713590052906,13.796406067547323,16.40148312678771,14.73137914957099,16.81068379864383,2.6292328253041504,7.124487574833879,4.644092988119283,2.2320456422394344,-8.403742313077878,BoTorch
10,5.594,3.582903171104576,8.643614609811117,7.745553153897646,-2.191497579167475,2.896835902903632,-3.474112722560541,3.0973063988661167,8.275319235553354,12.972914265489033,13.988559160035445,-4.855192353980588,4.394000548396562,-1.8805652489553248,4.117148392857146,3.834187189578259,BoTorch
11,2.209,16.31025290660768,2.464984708539788,8.551438780371015,15.114096584041375,-0.4549089547416862,-0.9064200902952352,12.032820627234535,18.22167860884276,-2.512148361277063,-9.409774460945137,10.585453165929984,-9.736684621295016,14.68066447730962,11.95038909818996,12.78586211468243,BoTorch
12,3.26,9.027241139824213,0.7325253170337724,14.842584134642877,-1.2965136296791862,3.7790872124447006,4.661158087045102,-6.862801104396432,14.45754302859143,14.049779807366503,17.746397484884397,5.952548375568782,-6.839817449544427,8.560740312876405,9.07573719024424,9.27085379658022,BoTorch
13,2.735,3.8874454491090304,13.00974674382033,-1.7337723308133943,-3.8710725562412014,8.34922411000555,3.5832450717757998,9.10781436724752,-19.15883406116207,-3.1738602707727104,15.65534624432405,19.31072265119235,6.215971731013923,17.16348511649865,2.931809271271049,11.950615351308834,BoTorch
