iteration,target,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,generation_method
1,2.312,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,Prior
2,1.384,-16.61372661590576,-11.912273168563845,5.617220401763916,-28.449339158833027,-2.857207059860229,-10.369699001312256,12.99069046974182,12.836734652519226,16.950718760490417,0.115249752998352,4.4961017370224,-24.13447417318821,11.71915054321289,-25.86502313613892,7.032532691955566,Sobol
3,1.398,-3.8794581964612007,8.718578638508916,-13.508895011618732,-1.9938142225146291,-8.48035916686058,-3.932608729228377,-27.68131603486836,-23.98257271386683,-7.136510191485286,-22.15243374928832,-22.92723909020424,1.0161758214235306,-16.946474155411124,12.103776847943664,-27.586022596806288,Sobol
4,1.65,8.448171084746718,-25.23777016438544,9.000058686360717,-15.801564110442996,-27.89914465509355,10.190749801695349,2.247782312333584,-7.71173445507884,-18.0367174744606,-15.11734758503735,-7.213206375017762,11.707124188542366,3.813131460919976,-10.12583521194756,-14.349773591384292,Sobol
5,0.879,-28.840445838868614,-4.457389209419489,-22.65355048701167,7.529049487784505,16.501930570229888,-21.369602363556623,-7.569415839388967,5.8401835430413485,5.971161536872387,19.6457208879292,13.752889009192586,-13.33752485923469,-18.61072040162981,2.7094797044992447,14.121060380712152,Sobol
6,2.078,-2.461730347178761,10.760177219707735,0.0576851263328741,20.0,13.292784560558232,16.306125809326105,18.006878831302885,-3.935719726578803,-4.570980530585146,3.671111110079991,-13.561501110094344,18.13480941596993,12.932652177731429,15.799648883408024,6.163768539797232,BoTorch
7,1.645,14.636500864899922,17.32894547026777,-10.7683158614707,6.692727278837353,20.0,6.627449145447528,18.896443431604283,1.6299141081996709,-11.65301812725033,17.334982856085425,7.692097622566436,13.314590019645962,-6.864394858138059,14.85463274516966,2.5080755575950704,BoTorch
8,2.072,19.500008449595192,12.554994971958996,12.574298768740276,5.016060204030289,-15.396180620751272,13.773388333251347,17.791792332659725,1.19187284077843,6.2551979470484085,15.284687592838033,-2.4178316955133745,16.031203025829704,0.7856527536763664,-2.7072647675992627,2.764851550831509,BoTorch
9,2.664,10.54991504400951,-3.064147307323718,16.68406389204337,5.950033756233566,9.131391128097157,18.389198100172983,-0.0399333520679405,5.27337641073774,14.34389651585814,-4.371551533778053,1.7268864546567784,-8.390911831780805,1.3364579693995182,9.149613822549618,18.71341807552461,BoTorch
10,2.146,8.977019364763663,-6.640359342163066,-15.643914758767444,4.124636497938283,18.039956335788204,15.820802393930428,15.251710441676565,4.393891970014039,0.2297415273763121,11.965754368055066,12.14236230040833,15.89419246155628,4.031581733354756,14.517248954382772,17.335413823734903,BoTorch
11,2.377,2.5708802176690213,15.811175156807607,7.035038237901965,17.93945413838034,11.706171672457998,11.254332788351348,4.861504716218597,9.370970098740608,2.5337758703625117,20.0,17.039328519760787,1.4313062087212884,16.042774601739644,-1.5887368425388146,4.903570860887456,BoTorch
12,1.994,8.49522033372515,1.7342677809654423,19.96818731572009,13.703680961920815,18.806755500919536,1.7567842692610007,13.815332082316845,-16.300432572259304,19.13270041708348,7.151770039121608,9.518667533346097,10.144713722137674,-15.130100814538414,13.118431670297484,-3.0140159125638064,BoTorch
13,2.111,16.4398227099381,1.592936260984423,-7.602149681399922,0.9789793646947872,6.078769631824173,-7.33598540324461,16.23872127013214,4.944096815459247,16.16607655150645,19.745892853483213,16.337974144222585,16.975247670670917,0.8018241869746063,14.775117468913583,9.890266032506986,BoTorch
14,2.266,9.256193828408756,-6.265709518757976,13.306971668781102,10.362748350021214,19.688748190775776,-2.413199519231675,-9.890359547095803,8.550133957624183,9.686220483051812,15.390630463851773,8.379867190098174,10.649998308556968,16.107507721657512,3.2258834737964435,-1.2965230080982053,BoTorch
15,2.654,6.311091436838858,-11.956029378235556,9.78684535105782,9.74926699323489,8.786781122035087,17.25533015674654,13.207809770697295,12.57986198709188,4.691657087583039,5.008516795635543,8.172260027634316,-0.5628190137438338,2.536058562726531,14.114877715611875,16.312276082976894,BoTorch
16,2.35,18.69332939621321,9.541514857089304,-2.1331771786884133,3.2219202156388675,15.31037354494459,13.853124438986464,-2.414618044994171,-5.083151538754038,-13.020415626703915,-3.23925301521642,11.62145128978414,13.329879975546184,10.85233285093772,19.05000138017969,7.733418974123047,BoTorch
17,2.744,2.2324319399061068,17.990294461745698,11.902331293420277,-4.80852340834927,12.268884479566395,-3.0623587467479254,16.124627729065146,-14.5208014684294,2.1210666636467934,-3.862386962291783,14.395719161306909,18.890607514694477,3.949554809110381,4.417929981151133,12.106900847104804,BoTorch
18,2.405,8.425102037092437,6.46514533098825,19.532819289718013,-9.397126457516144,9.77825717352615,-14.272359085433528,12.25209238491783,2.362668847345049,9.249826497665254,7.244875184481266,15.90281185137804,-3.2674391153174938,15.164680633519389,5.1670426951290125,4.690885828435249,BoTorch
19,1.65,-3.217545392407569,-7.4591495764923295,-4.475863654351983,16.72598240101908,10.312406255133864,5.439014205734139,18.35151979311505,19.355181650625436,18.81816556414724,11.540443624974388,-7.374542773145261,1.7855042209625616,-1.645094951473311,15.260875576065809,14.314440060904758,BoTorch
20,2.021,19.406543855675075,17.050391411852246,-17.560630393225175,15.3553646773763,11.733209781349714,-2.2708238064091475,5.015762403986962,1.9502824959870144,6.887380802563754,-9.382483043338002,16.096574295378034,7.453455372320135,-12.256240094597338,8.179718504999855,10.595292507892026,BoTorch
21,2.116,3.85010102511464,17.369680568387018,10.865849838831494,16.648462753280945,20.0,-18.739875626958806,6.795070109493203,12.266010999788756,11.882888025278548,5.788542269534432,4.046531092056327,14.238237622733289,12.255069718810311,0.7364836774048129,-5.443759619174468,BoTorch
22,1.465,13.74645092007107,15.892494671575854,8.490742871405182,0.70418015353507,13.98879441972676,13.326523146852663,7.3804472309389055,19.47533152268868,-7.720371876714754,10.774098154266715,-23.437579079536885,14.763000611668346,19.17790764750765,8.790606422805823,7.854910776362679,BoTorch
23,2.044,10.841363892493206,3.145444786284472,17.133704983916374,10.89956894673778,10.20652421472657,2.4817283933146967,18.38996249568315,13.317774215015938,4.793107273773529,-17.41002137059668,5.068914424692082,15.11377537831678,16.219781666660182,18.12139916080058,2.703683620857497,BoTorch
24,3.603,16.231665113167956,11.620229508002346,5.7793743527528605,-3.7335439868699463,-0.1686752332797425,13.085022383015342,8.376426418674079,3.8471644847319615,0.2504437722995831,5.631431845884961,9.427065209856169,0.629492104770744,2.828905674017044,8.83390601427078,16.964929569277338,BoTorch
25,2.642,-3.780717295434208,11.97033590977707,9.392964865153488,3.52608216474048,14.349098242463434,10.609984560730958,-6.987470244561081,3.481456926481094,-1.0826528941631466,-6.506679932644214,16.18961496431497,9.971355294115774,11.970857500221584,14.148282040679298,18.238748305099563,BoTorch
26,2.04,4.867056697777571,18.300941782120415,6.475687608100301,11.507239161820522,4.459769889117794,3.76617306266094,4.4306177298345375,2.3614949944894974,14.499014064993489,-7.404399338218607,14.30857414022583,16.676463837444786,-3.5970142382581223,-6.492330464212042,19.687290073706983,BoTorch
27,2.413,12.978686533470238,-13.680661919575446,6.3937042501107015,7.969103609305186,5.364216981751163,18.54373769121069,3.3880852088849736,-5.051424866411594,-7.428643806488314,18.38113699847377,17.85010046067974,4.9867067832873175,-9.023151473764422,14.888207294631648,2.191747727875139,BoTorch
28,2.598,17.577487370793285,2.8300040595806664,13.49528046961553,-4.0037753194259125,4.538856503551742,-7.7161110877750545,13.604706342236668,-0.6040560630444176,-5.717383180072474,14.803359207157923,16.110839069495462,13.265963763071468,-7.26581028222682,4.754803630322428,9.161674958285497,BoTorch
29,2.346,14.780078119985134,9.30834971859666,18.341779005953317,8.19871747213108,-4.8942366734982485,0.0786836564626725,12.457316568710644,1.261958946507285,15.993725845767052,15.703963616378289,11.945861224015689,-8.156208301304225,-4.454370340909197,17.941955220671915,-8.311061932026284,BoTorch
30,2.931,14.655954825518272,12.020636888047749,4.4156118720024295,-4.376086427587868,0.3057770430637205,17.128356007342333,11.09857695316883,7.410134885625929,5.66348863488254,1.281813622525661,11.693651750462053,3.2998466665487243,4.698925294133055,7.393841988463421,17.102215551013586,BoTorch
31,4.113,14.082336051221212,10.685623563279108,6.0902042525358056,-1.9751518152035248,2.3320984852085047,10.763247640735427,5.4910958769413725,2.008341119943701,0.5454038888405961,3.608163863583094,8.996489727314874,-0.3921431686911454,3.7981217641076057,9.063080983322967,18.82325597836107,BoTorch
32,5.034,11.707578128682542,9.435909158525774,5.935997641595755,-0.2166236983837386,2.563050422274188,7.061266084184304,3.8700411429846815,1.1114298772998945,3.1398506724063324,2.813159026692148,7.47260687369269,-0.6556926604829059,2.7866308517507647,11.359643711968031,14.624988845085872,BoTorch
33,4.913,15.124528773035678,6.789545664031763,5.4260842868654535,-1.1180233215401143,4.106829667982801,7.039159813107638,4.925470904507819,4.918069085709064,2.181785630488122,2.826328409225738,6.045076587887195,-4.169472983459656,6.021914698746578,14.844890900382827,14.44102770605803,BoTorch
34,5.88,11.843048253014324,7.761291323676239,5.42604383327204,0.0048231298767937,1.276000648945697,3.7535270312141833,0.9234293368459704,7.811788177439517,0.7095010680786089,2.021675499954931,4.320728315331998,-1.5786352010754037,11.238128310844644,8.970255649651193,9.868060825624523,BoTorch
35,4.296,17.315317552099657,7.672870447170247,10.577640926230629,-0.2349500171307887,-1.6482887916742932,-2.574577392661908,1.245858252941744,6.977826080763194,3.5813489277617307,4.2944308216544655,-0.7636343729578527,-0.3902508584985646,2.344186344199052,12.657434728152827,11.6321665399592,BoTorch
36,5.733,12.343385275054452,7.672849236194949,10.068785619276191,3.015470796124198,6.59705422053348,2.2410313572291543,-1.0305807044458462,-1.149180688675429,2.941689734150124,6.279906079857497,5.922486748217921,-1.4763421792016589,1.8991119740778544,9.338661375330169,11.084852597352883,BoTorch
37,6.093,11.12403237236922,7.900829002485068,8.100601964731808,2.364348796773605,4.741841264784476,3.578657383316638,-0.5979884583225754,2.863070731572193,1.6270212783246585,2.2047365814348368,5.118389593707825,0.0204067439725328,7.299931597681827,10.40462175957233,9.134253091449956,BoTorch
38,6.996,12.35944756766724,6.018421237925594,4.609094092000021,-1.8386859237881588,4.964421841789374,2.5306686204512374,-1.0672167656604188,-0.9325913236714776,-0.1125085938336383,3.3060439542666917,1.6570706098068548,-0.997053696127228,9.001287035167834,7.407932938564045,8.985083283039359,BoTorch
39,5.997,17.115532206476537,0.2496542929120586,9.22757339238455,-4.19721822814039,4.05539677470518,3.971169679634208,-1.8019500975614449,-3.037987302654077,-2.826421785530276,5.472235040088698,5.759701524141022,0.8027356120092364,2.5019706212270805,4.719728319788516,9.1728594462693,BoTorch
40,6.419,8.874534969456079,5.015596417330052,1.8637678238845297,-2.753050300357508,6.29850065052532,0.7468229049892514,-7.544533446578846,4.776912632225155,0.4468787395483282,11.970789750816976,0.2876661947137648,0.846212205943953,11.899641442832106,0.7518175787817754,-4.788682163865939,BoTorch
41,7.299,8.826809500696477,3.8438079352351338,2.13912852801176,-1.023622133836124,4.109650019638103,1.2681661749221398,-3.179419893244841,-0.99881569764473,1.4975753437218913,7.195272098115325,2.671760452283287,-2.248536439645271,13.722158204890128,1.9186211581651944,7.796869563536333,BoTorch
