iteration,0,1,2,3,4,5,6,7,8,9,mean_target,std_target,regret_0,regret_1,regret_2,regret_3,regret_4,regret_5,regret_6,regret_7,regret_8,regret_9,mean_regret,std_regret,cum_regret_0,cum_regret_1,cum_regret_2,cum_regret_3,cum_regret_4,cum_regret_5,cum_regret_6,cum_regret_7,cum_regret_8,cum_regret_9,mean_cum_regret,std_cum_regret
1,0.05,0.07,0.01,0.29,0.03,0.15,0.03,1.35,0.01,0.02,0.20099999999999998,0.41296892538462665,33.18,33.16,33.22,32.94,33.199999999999996,33.08,33.199999999999996,31.879999999999995,33.22,33.209999999999994,33.02899999999999,0.41296892538462715,33.18,33.16,33.22,32.94,33.199999999999996,33.08,33.199999999999996,31.879999999999995,33.22,33.209999999999994,33.02899999999999,0.41296892538462715
2,0.05,0.13,0.21,0.29,0.03,0.22,0.2,1.35,0.02,0.03,0.253,0.3972978172046199,33.18,33.099999999999994,33.019999999999996,32.94,33.199999999999996,33.01,33.029999999999994,31.879999999999995,33.209999999999994,33.199999999999996,32.977,0.39729781720462,66.36,66.25999999999999,66.24,65.88,66.39999999999999,66.09,66.22999999999999,63.75999999999999,66.42999999999999,66.41,66.00599999999999,0.8102667425892471
3,0.05,0.3,0.21,0.72,0.04,0.22,0.2,1.35,0.07,0.28,0.344,0.4037931263517111,33.18,32.93,33.019999999999996,32.51,33.19,33.01,33.029999999999994,31.879999999999995,33.16,32.949999999999996,32.885999999999996,0.40379312635171155,99.53999999999999,99.19,99.25999999999999,98.38999999999999,99.58999999999999,99.1,99.25999999999999,95.63999999999999,99.58999999999999,99.35999999999999,98.89199999999998,1.2140598689409587
4,0.05,0.3,0.21,0.72,0.07,0.22,0.47,1.35,0.13,0.28,0.38,0.39482766986229434,33.18,32.93,33.019999999999996,32.51,33.16,33.01,32.76,31.879999999999995,33.099999999999994,32.949999999999996,32.849999999999994,0.3948276698622947,132.72,132.12,132.27999999999997,130.89999999999998,132.75,132.10999999999999,132.01999999999998,127.51999999999998,132.69,132.30999999999997,131.74199999999996,1.6088875388032533
5,0.07,0.3,0.21,0.72,0.07,0.22,0.47,1.35,0.13,0.28,0.38199999999999995,0.3930168218056604,33.16,32.93,33.019999999999996,32.51,33.16,33.01,32.76,31.879999999999995,33.099999999999994,32.949999999999996,32.848,0.3930168218056605,165.88,165.05,165.29999999999995,163.40999999999997,165.91,165.11999999999998,164.77999999999997,159.39999999999998,165.79,165.25999999999996,164.58999999999997,2.001904360608914
6,0.07,0.3,0.21,0.72,0.07,0.22,0.47,1.35,0.13,0.28,0.38199999999999995,0.3930168218056604,33.16,32.93,33.019999999999996,32.51,33.16,33.01,32.76,31.879999999999995,33.099999999999994,32.949999999999996,32.848,0.3930168218056605,199.04,197.98000000000002,198.31999999999994,195.91999999999996,199.07,198.12999999999997,197.53999999999996,191.27999999999997,198.89,198.20999999999995,197.438,2.3949211824145746
7,0.07,0.3,0.21,0.72,0.08,0.22,0.47,1.35,0.13,0.28,0.383,0.39214651456934935,33.16,32.93,33.019999999999996,32.51,33.15,33.01,32.76,31.879999999999995,33.099999999999994,32.949999999999996,32.846999999999994,0.39214651456934957,232.2,230.91000000000003,231.33999999999992,228.42999999999995,232.22,231.13999999999996,230.29999999999995,223.15999999999997,231.98999999999998,231.15999999999994,230.28499999999997,2.7870676969839243
8,0.07,0.3,0.21,0.72,0.08,0.22,0.47,1.35,0.64,0.28,0.434,0.38873584290049146,33.16,32.93,33.019999999999996,32.51,33.15,33.01,32.76,31.879999999999995,32.589999999999996,32.949999999999996,32.79599999999999,0.38873584290049196,265.36,263.84000000000003,264.3599999999999,260.93999999999994,265.37,264.15,263.05999999999995,255.03999999999996,264.58,264.10999999999996,263.08099999999996,3.1758035398844164
9,1.04,0.3,0.21,3.34,0.08,0.22,0.47,1.35,0.64,0.28,0.7929999999999999,0.98143941908471,32.19,32.93,33.019999999999996,29.889999999999997,33.15,33.01,32.76,31.879999999999995,32.589999999999996,32.949999999999996,32.437,0.9814394190847104,297.55,296.77000000000004,297.3799999999999,290.8299999999999,298.52,297.15999999999997,295.81999999999994,286.91999999999996,297.16999999999996,297.05999999999995,295.518,4.157242958969126
10,1.04,0.3,0.21,3.34,0.08,0.22,0.47,1.35,0.64,0.28,0.7929999999999999,0.98143941908471,32.19,32.93,33.019999999999996,29.889999999999997,33.15,33.01,32.76,31.879999999999995,32.589999999999996,32.949999999999996,32.437,0.9814394190847104,329.74,329.70000000000005,330.39999999999986,320.7199999999999,331.66999999999996,330.16999999999996,328.5799999999999,318.79999999999995,329.75999999999993,330.00999999999993,327.955,5.138682378053836
