iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.0,0.75,0.25,0.5,0.75,3.0,0.5,0.0,0.25,0.5,1.35
2,0.5,0.75,0.25,0.0,0.25,4.6,0.0,0.25,0.75,0.0,0.05
3,0.5,0.75,0.0,0.25,0.75,1.4,0.25,0.5,0.5,0.25,0.13
4,0.0,0.5,0.25,0.5,0.25,4.2,0.75,0.25,0.5,0.25,0.3
5,0.25,0.25,0.5,0.25,0.25,3.8000000000000003,0.25,0.75,0.0,0.5,0.01
6,0.25,0.25,0.5,0.5,0.25,1.0,0.0,0.75,0.5,0.5,0.01
7,0.75,0.5,0.0,0.0,0.25,1.8,0.75,0.75,0.5,0.25,0.02
8,1.0,0.0,0.25,0.5,0.75,2.8,0.0,0.25,0.25,0.25,0.03
9,0.0,0.25,0.25,0.5,0.5,3.0,0.25,0.5,0.5,0.5,0.06
10,0.5,0.75,0.0,0.75,0.0,2.8,0.5,0.5,0.0,0.5,0.14
11,0.0,0.25,0.75,0.25,0.5,3.8000000000000003,0.75,0.75,0.0,0.25,0.01
12,0.5,0.0,0.5,0.5,0.75,4.6,0.0,0.25,0.5,0.0,0.05
13,0.0,0.5,0.0,0.5,0.75,1.0,0.25,0.5,0.75,0.25,0.16
14,0.0,0.5,0.75,0.0,0.25,3.8000000000000003,0.5,0.0,0.5,0.5,0.06
15,1.0,0.25,0.0,0.5,1.5,1.0,0.0,0.5,0.0,0.25,0.03
16,0.0,0.5,0.5,0.25,0.0,2.2,0.5,0.75,0.75,0.0,0.01
17,0.0,0.5,0.75,0.25,0.5,4.4,0.5,0.75,0.0,0.0,0.01
18,0.25,0.0,1.0,0.0,0.75,1.2,0.25,0.5,0.0,0.5,0.01
19,0.5,0.25,0.75,0.0,0.0,2.4000000000000004,0.25,0.0,0.75,0.75,0.03
20,0.0,0.25,0.25,0.25,0.25,3.0,1.0,0.25,0.5,0.5,0.17
21,0.5,0.0,0.5,0.75,0.5,2.0,0.5,0.5,0.5,0.0,0.02
22,0.75,0.5,0.25,0.25,0.0,4.800000000000001,0.5,0.25,0.5,0.0,0.05
23,0.25,0.25,0.5,0.0,0.75,2.8,0.25,0.0,0.5,0.75,0.06
24,0.5,0.0,0.75,0.0,0.75,3.2,0.25,0.5,0.5,0.25,0.02
25,0.5,0.25,0.75,0.5,0.0,3.4000000000000004,0.25,0.5,0.25,0.25,0.02
26,0.75,0.0,0.5,0.25,0.0,4.0,0.5,0.75,0.5,0.25,0.01
27,0.75,0.0,0.0,0.5,0.25,2.4000000000000004,0.75,0.25,0.75,0.5,0.09
28,0.25,0.0,0.25,1.0,0.25,1.6,0.25,1.0,0.0,0.75,0.03
29,0.0,1.0,0.5,0.0,1.0,2.4000000000000004,0.75,0.5,0.0,0.0,0.03
30,0.0,0.0,0.0,0.0,1.25,1.2,0.75,0.0,0.25,1.0,0.5
31,0.75,0.25,0.0,0.75,0.0,2.4000000000000004,0.25,0.75,0.5,0.5,0.05
32,0.25,0.5,0.5,0.5,0.5,1.2,0.0,0.25,0.25,0.5,0.07
33,0.25,0.75,0.25,0.75,0.0,2.8,0.0,0.0,1.0,0.25,0.12
34,1.0,0.5,0.0,0.75,0.0,4.2,0.0,0.75,0.0,0.25,0.02
35,0.75,0.25,0.5,0.5,0.0,4.2,0.75,0.0,0.25,0.0,0.1
36,0.5,0.0,0.25,0.5,0.5,1.4,0.75,0.0,0.5,0.25,0.08
37,0.0,0.5,0.75,0.5,0.75,2.0,0.0,0.0,0.5,0.25,0.03
38,0.25,0.5,0.25,0.0,0.5,2.0,0.5,1.0,0.0,0.75,0.05
39,0.5,0.0,0.25,0.75,0.25,3.8000000000000003,0.5,0.25,0.75,0.25,0.06
40,0.25,0.5,0.25,0.5,0.0,4.6,0.25,0.0,0.25,0.75,0.61
41,0.5,0.25,0.25,0.25,0.75,1.4,0.75,0.75,0.0,0.25,0.02
42,0.25,0.5,0.75,0.75,0.0,1.6,0.25,0.25,0.5,0.0,0.03
43,0.25,0.5,0.5,0.5,0.5,4.800000000000001,0.0,0.5,0.0,0.0,0.02
44,0.25,0.75,0.5,0.25,0.25,4.6,0.75,0.0,0.0,0.25,0.33
45,0.0,0.5,0.0,0.5,0.75,4.2,0.0,0.0,0.25,0.5,8.26
46,0.25,0.25,0.25,0.0,0.75,3.6,0.25,0.5,0.5,0.5,0.05
47,0.25,0.25,0.75,0.75,0.75,1.4,0.25,0.25,0.0,0.25,0.02
48,0.0,0.25,1.25,1.0,1.0,1.2,0.25,0.0,0.0,0.0,0.01
49,0.75,0.75,0.0,0.0,0.75,3.2,0.25,0.25,0.0,0.5,0.21
50,0.5,0.25,0.75,0.0,0.5,4.800000000000001,0.0,0.25,0.5,0.25,0.03
51,0.75,0.25,0.25,0.75,0.0,4.4,0.0,0.25,0.25,0.25,0.04
52,0.0,0.25,0.25,0.75,0.75,3.2,0.75,0.75,0.25,0.0,0.05
53,0.25,0.25,0.0,0.75,0.75,3.0,0.25,0.5,0.5,0.25,0.21
54,0.5,0.25,0.25,0.5,0.25,1.0,0.25,0.75,0.25,1.0,0.05
55,0.5,0.5,0.75,0.0,0.0,4.6,0.75,0.0,0.5,0.0,0.1
56,0.0,0.0,0.5,0.5,1.5,2.6,0.0,0.25,0.0,0.0,0.04
57,0.5,0.5,0.25,0.5,0.0,3.6,0.5,0.0,0.5,0.25,0.19
58,0.25,0.0,0.5,0.25,0.75,2.6,0.0,0.5,0.5,0.75,0.02
59,0.0,0.5,0.5,0.25,0.25,3.4000000000000004,0.0,0.5,0.5,0.5,0.01
60,0.5,0.5,0.25,0.25,0.75,4.800000000000001,0.0,0.0,0.0,0.5,0.26
61,0.75,0.25,0.5,0.5,0.75,1.6,0.0,0.5,0.25,0.25,0.02
62,0.5,0.5,0.0,0.5,0.5,4.6,0.0,0.75,0.0,0.5,0.12
63,0.5,0.75,0.5,0.0,0.5,2.0,0.75,0.0,0.25,0.5,0.06
64,0.0,0.5,0.75,0.75,0.75,2.6,0.0,0.25,0.25,0.0,0.04
65,0.5,0.0,0.0,0.75,0.75,2.0,0.25,0.75,0.5,0.25,0.1
66,0.25,0.75,0.0,0.75,0.5,1.6,0.75,0.0,0.25,0.5,1.89
67,0.25,0.75,0.75,0.0,0.0,1.2,0.5,0.0,0.5,0.75,0.03
68,0.75,0.0,0.25,0.25,0.25,2.6,0.5,0.75,0.25,0.25,0.05
69,0.25,0.0,0.5,0.25,0.75,4.2,0.0,0.0,0.75,0.5,0.03
70,0.0,0.5,0.25,0.5,0.5,4.6,0.5,0.75,0.0,0.25,0.05
71,0.0,1.0,0.0,0.5,0.5,4.2,0.25,0.0,0.25,0.0,9.29
72,0.25,0.5,0.0,0.75,0.5,2.2,0.75,0.0,0.25,0.75,2.17
73,0.25,0.75,0.0,0.5,0.75,1.8,0.25,0.5,0.5,0.0,0.24
74,0.25,0.75,0.25,0.5,0.0,2.8,0.25,0.5,0.5,0.5,0.05
75,0.5,0.5,0.5,0.25,0.5,3.0,0.0,0.0,0.5,0.5,0.06
76,0.0,0.5,0.0,0.25,0.5,3.6,0.0,0.0,0.5,1.0,3.28
77,0.5,0.25,0.5,0.5,0.75,2.8,0.75,0.25,0.0,0.25,0.06
78,0.5,0.75,0.25,0.5,0.0,3.0,0.25,0.25,0.0,0.5,0.14
79,0.5,0.5,0.5,0.25,0.5,3.2,0.5,0.25,0.5,0.0,0.08
80,0.0,0.75,0.25,0.0,0.5,4.6,0.5,0.75,0.75,0.25,0.07
81,0.0,0.0,0.25,0.5,0.75,1.0,0.75,0.75,0.5,0.0,0.01
82,0.0,0.5,0.5,0.25,0.25,1.0,0.75,0.5,0.75,0.5,0.01
83,0.25,0.5,0.0,0.5,0.0,2.4000000000000004,0.75,0.25,0.75,0.5,0.27
84,0.25,0.25,0.0,0.5,0.75,1.8,0.25,0.75,0.25,0.75,0.21
85,1.0,0.5,0.75,0.0,0.5,4.0,0.25,0.0,0.0,0.0,0.15
86,0.25,0.75,0.25,0.5,0.25,2.0,0.5,0.75,0.0,0.25,0.06
87,0.5,0.75,0.0,0.25,0.5,1.4,0.5,0.75,0.0,0.25,0.21
88,0.0,0.25,0.75,0.5,0.0,2.2,0.5,0.75,0.25,0.25,0.01
89,0.75,0.0,0.75,0.25,0.25,4.0,0.25,0.0,0.25,0.5,0.14
90,0.0,0.5,0.25,0.5,0.0,4.0,1.0,0.25,0.25,0.5,0.27
91,0.5,0.0,0.5,0.5,0.5,2.6,0.75,0.25,0.0,0.25,0.05
92,0.5,0.25,0.5,0.5,0.0,2.4000000000000004,0.5,0.25,0.0,0.75,0.05
93,0.5,0.25,0.5,0.25,0.25,3.6,0.75,0.25,0.0,0.5,0.07
94,0.25,0.5,0.25,0.75,0.0,1.0,0.75,0.75,0.25,0.0,0.03
95,0.5,0.75,0.0,0.5,0.0,3.8000000000000003,0.25,0.25,0.5,0.25,0.28
96,0.0,0.25,0.75,0.75,0.25,3.6,0.0,0.25,0.75,0.0,0.02
97,0.75,0.75,0.5,0.25,0.0,2.0,0.5,0.25,0.5,0.0,0.03
98,0.75,0.75,0.5,0.0,0.0,1.2,0.0,0.5,0.25,0.5,0.02
99,0.25,0.25,0.75,1.0,0.0,4.0,0.5,0.0,0.5,0.25,0.06
100,0.25,0.75,0.5,0.0,0.5,1.0,0.75,0.5,0.5,0.0,0.02
101,0.0,0.5,0.25,0.75,0.25,2.4000000000000004,0.0,0.5,1.0,0.25,0.02
102,0.75,0.0,0.75,0.5,0.0,4.0,0.75,0.0,0.0,0.25,0.05
103,0.25,0.75,0.5,0.25,0.0,3.2,0.25,0.0,0.5,0.75,0.08
104,0.0,0.25,1.0,0.0,0.0,1.6,1.0,0.0,0.0,0.75,0.01
105,0.75,0.75,0.25,0.75,0.0,2.6,0.25,0.5,0.0,0.0,0.03
