iteration,tilt,azimuth,system_capacity,dc_ac_ratio,target
1,37.53198042323166,259.3168176391769,1.0021731215295528,1.1511662863159198,1.06
2,13.208030173540173,33.241894116767206,4.538944016175748,1.172780363521524,0.62
3,35.70907268076029,193.9740242412085,8.964695773662601,1.3426097501983798,2.13
4,18.400702475836567,316.12227710074035,1.520364270760597,1.335233755089201,0.51
5,37.55743221304143,201.12833824047058,3.6673518333094415,1.0990507445424393,1.9
6,72.0670111807983,348.5741672589831,6.9550593850256135,1.346161307834657,0.0
7,78.87502370664345,322.05839886138506,2.61584001602578,1.0195273916164411,0.01
8,15.2847377608112,316.1313012345887,2.868589842827952,1.2105538125025261,0.6
9,86.21005771354517,191.93950259028614,14.145665165058993,1.1577578155030315,2.63
10,61.78508349134253,300.46524188305426,1.3474772695396444,1.3750721574724838,0.25
11,88.99749800158452,269.3396355767422,6.328435849223698,1.3946396642257444,0.7
12,9.290340591987782,161.24166942332585,18.263314558768815,1.1468070741868397,1.85
13,25.899780472771386,46.81028596257996,1.3679721995356444,1.3394177664699454,0.39
14,19.046530440005313,95.59679737400144,10.339890026326428,1.0266812725585401,1.3
15,51.67058449428118,52.82228696609165,12.1968052011624,1.3498791800104657,0.27
16,9.210098594504325,149.0601556150446,14.193602996827156,1.2070896347634514,1.64
17,4.4958113051478445,192.92270612958416,13.612098259175987,1.2574445560291543,1.45
18,85.0135280391732,211.15981458071744,18.164636390469788,1.0687373520731187,2.61
19,12.53487125256827,290.66086393542855,8.555859902725139,1.0826770985584664,0.99
20,83.47577223564305,125.19570950838236,15.265429959586955,1.3629989926752257,1.77
21,79.49754820852289,224.5219945400192,15.267906246519406,1.1744491709889213,2.14
22,24.293510258852347,322.51903855058407,9.133732607554602,1.4824200235741927,0.38
23,59.709734803660325,223.81045927528385,3.1801734861141284,1.4747446293535356,1.69
24,40.49209201319465,208.22026117936744,8.754599252464342,1.118513490121514,2.15
25,81.30415685060284,206.52461520202291,1.0545362135920204,1.3085724568103618,1.8
26,29.398041159488653,189.74091681273936,17.832899886904716,1.1786348800012498,2.53
27,81.76816358278192,224.409641685049,1.3006036140845694,1.4647186168718807,1.5
28,62.18072257652315,359.03622616253296,4.274469658561243,1.068567874814439,0.0
29,83.93359167334472,250.85453813636406,2.2540032817191875,1.377731526301233,1.02
30,67.84885696151217,332.288832796734,14.518970413940963,1.0621354809860823,0.0
31,1.789212045581603,9.435955275978941,1.5378232723950975,1.123105533801523,0.9
32,77.40251538145992,193.979183162995,11.503617595029551,1.4210154461798028,2.43
33,11.175598360792003,100.50612444401023,12.129426157707469,1.4847978741598373,1.25
34,50.49271973301389,6.713024174259488,16.21202078093171,1.1164871369205103,0.0
35,72.63946760569013,139.62983186310183,17.407295236629146,1.3735608213685924,2.31
36,50.0616210591377,49.123881237846604,2.1384361007320214,1.0606717278703686,0.17
37,4.009669069028555,38.697886478193446,5.2884774335492395,1.3564944901913383,0.91
38,50.37452838487282,4.520152857281707,2.367511314100249,1.483638165000136,0.0
39,51.12904157279479,73.18556447795658,5.794189146836145,1.3719129270375465,0.61
40,17.58865329983869,209.2892138183728,19.430379792677932,1.4234144007450176,1.99
41,21.586298323282755,177.75709713674277,12.779158649246215,1.4144904497750894,1.98
42,14.111225518147585,6.687432783867426,2.3304207306652245,1.243172555468516,0.47
43,54.56965154879973,204.78651735113328,7.029885777121054,1.4943080772062245,2.1
44,52.17706973212172,136.85082214447814,11.468016163240039,1.372667215453251,2.05
45,60.230960410786615,95.37104075861139,2.26036185414039,1.1850420989570531,0.94
46,56.674575631940804,75.66264356934225,15.302355521037464,1.0332682406770575,0.84
47,23.428358872068685,289.71164294760433,4.675251369843227,1.3197304404399701,0.75
