iteration,trust_score_0,trust_score_1,trust_score_2,trust_score_3,trust_score_4,trust_score_5,trust_score_6,trust_score_7,trust_score_8,trust_score_9,mean_trust_score,std_trust_score,plateau_duration_0,plateau_duration_1,plateau_duration_2,plateau_duration_3,plateau_duration_4,plateau_duration_5,plateau_duration_6,plateau_duration_7,plateau_duration_8,plateau_duration_9,mean_plateau_duration,std_plateau_duration,uncertainty_0,uncertainty_1,uncertainty_2,uncertainty_3,uncertainty_4,uncertainty_5,uncertainty_6,uncertainty_7,uncertainty_8,uncertainty_9,mean_uncertainty,std_uncertainty
11,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,8.0,0.0,1.6819862113522412,1.4188650918111738,2.257579044130209,1.438356465662824,2.5198777059398263,1.3709513135528302,3.052262958480908,1.3951687418308292,0.960260768646545,6.581005601880941,2.2676313903288325,1.5591696065987748
12,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,8.0,0.0,1.6193182663789791,1.3697210989427333,2.1970537935108445,1.4016519693046328,2.415965329267417,1.3793916566749111,3.0608389044529147,1.4134755647335278,0.95957042978732,6.313881407768815,2.21308684208221,1.4901207693441556
13,,,,,,,,,,,0.9000000000000001,1.1102230246251565e-16,,,,,,,,,,,8.0,0.0,1.746463733912522,1.3163505225527323,2.3024276713431635,1.348020464087112,2.3217769184767936,1.3408426388836687,2.98467995775588,1.386278219469363,0.982573652327662,6.081645987174471,2.1811059765983365,1.4247621381451634
14,0.9,0.9,FAILED,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,8.0,8.0,FAILED,8,8.0,8.0,8.0,8,8,8.0,8.0,0.0,,,,,,,,,,,2.4997451534527793,1.3518932002307658
15,0.9,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,8.0,8.0,,8,8.0,8.0,8.0,8,8,8.0,8.0,0.0,,,2.802895976928623,,,,,,,,2.8183843303072207,1.315999893754482
16,0.9,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,8.0,8.0,,8,8.0,8.0,8.0,8,8,8.0,8.0,0.0,,,2.865594712141717,,,,,,,,3.1182699654036994,1.322490261119965
17,0.9,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000001,1.1102230246251565e-16,8.0,8.0,,8,8.0,8.0,8.0,8,8,8.0,8.0,0.0,,2.5835817483716346,2.7802554403979034,,,,3.338600780650669,,,,3.4033517998044873,1.378628144193174
18,0.9,,,0.9,0.9,0.9,,0.9,0.9,0.9,0.9008630952380953,0.001930857331346254,8.0,,,8,8.0,8.0,,8,8,8.0,7.982738095238095,0.03861714662692522,4.877569499900832,2.5519459127023096,2.843045471618903,1.8950498317061348,4.82937907917129,2.19732313370568,3.3850579416156745,2.43369324900385,4.966970429521647,6.661964409188501,3.664199895813482,1.4932783130047205
19,,,,,,,,,,,0.9027350678056354,0.007775540254867783,,,,,,,,,,,7.933531746031745,0.12445791376127116,4.755558469951188,2.482195631208508,2.89536773941438,2.057686105412307,4.701024113685392,2.495468061125529,3.3607148104219102,2.46615748739103,4.836372650667704,6.502886574938309,3.655343164421626,1.3841922209186495
20,,,,,,,,,,,0.9046070403731756,0.014806136013749402,,,,,,,,,,,7.884325396825396,0.2317882415625991,4.639536845125852,2.80210508893784,2.822072839178116,2.0728427434381302,4.670982481234543,2.6711214383198123,3.349971397976221,2.7388290384748517,4.717987934225774,6.369353891477303,3.6854803698388436,1.2772920864308437
21,,,,,,,,,,,0.9064790129407159,0.02190927023526222,,,,,,,,,,,7.835119047619048,0.3408802339535497,4.528649103520552,2.820733515950104,2.754064503427753,2.149038152102928,4.599952908486039,2.8049296046059418,3.2849000545324176,2.869278775768481,4.649862878850309,6.233569412380168,3.6694978909624694,1.20604424217251
22,,,,,,,,,,,0.9083509855082561,0.029031748173462966,,,,,,,,,,,7.785912698412697,0.4504557772062014,4.428881535341546,2.758190549986921,2.711920109489605,2.1931938966729043,4.49439484030778,2.8575318292841576,3.2587337544225417,3.023713344449898,4.544468315053911,6.108582098303014,3.637961027331228,1.1460297236453543
23,,,0.9,,,,,,,,0.9102229580757963,0.03616214184688891,,,8,,,,,,,,7.736706349206349,0.5602312101992626,4.331691443396585,2.698177338569307,,2.200418966505751,4.400155173596775,2.87912399761062,3.304205172417534,3.1228813604621384,4.445211732951134,5.995698543761876,3.6400641896218646,1.0748522053684364
24,,,0.9,,,,,,,,0.9120949306433366,0.04329654056715363,,,8,,,,,,,,7.6875,0.6701083038501231,4.2413182461585865,2.642538362052212,,2.234033919031661,4.314359064967447,2.9010349222916085,3.32657427702494,3.1475116887810675,4.358955816890274,5.893518037791716,3.639408055939375,1.0180173340391654
25,,0.95,0.9,,,,,,,,0.9139669032108765,0.05043324467445425,,7.0,8,,,,,,,,7.638293650793651,0.7800440995489413,4.1563884677235485,,,2.3813552581768245,4.240102797198653,2.9266826288903656,3.3224780623559926,3.162563149256803,4.278387100952884,5.802346217702645,3.6655366791290334,0.9453009127940741
26,0.95,0.95,0.9,,0.95,0.95,,0.95,FAILED,,0.9152138757784168,0.05716176565334646,7.0,7.0,8,,7.0,7.0,,7,FAILED,,7.601587301587301,0.8807292724772675,,,,2.47786563945209,,,3.399276835996399,,,5.719688938164357,3.755484248588322,0.9124068901936447
27,0.95,0.95,0.9,,0.95,0.95,,0.95,,,0.913960848345957,0.06244973964039393,7.0,7.0,8,,7.0,7.0,,7,,,7.614880952380952,0.9491688765032538,,,4.267710396776194,2.542605346835771,,,3.479686165282772,,4.15167624106063,5.627934503204188,3.8417060906808587,0.8941344807797297
28,0.95,0.95,,,0.95,0.95,,0.95,,,0.9133328209134973,0.06772695982274549,7.0,7.0,,,7.0,7.0,,7,,,7.615674603174602,1.0155645186654487,,,4.193370980514779,2.5418207642853194,,,3.449209195245113,,4.086418858454758,5.560109665413259,3.873939890926656,0.887249403584633
29,0.95,0.95,,,0.95,0.95,,0.95,,,0.9127047934810376,0.07314994011868703,7.0,7.0,,,7.0,7.0,,7,,,7.616468253968255,1.0855412590997455,,3.12819068764647,4.124590727532148,2.6130339753758483,,,3.4572445492245856,,4.036645000012222,5.466736317289686,3.9167741206492126,0.8721874145839691
30,0.95,,,,0.95,0.95,,0.95,,0.6793986128667294,0.9123148612866728,0.07880645167545475,7.0,,,,7.0,7.0,,7,,11.0,7.6029761904761894,1.1668247281169202,5.108502445161555,3.083644067746882,4.055342792843463,2.739744408088028,4.947948140198178,3.1535397664436315,3.551962185627537,3.5952003241932515,3.997726342838166,,3.9848062694772772,0.907945304645924
31,,,,,,,,,,0.6793986128667294,0.9109647792994991,0.07810647658018857,,,,,,,,,,11.0,7.575912698412698,1.1774996469453023,5.0278637147219465,3.0482320834702,3.9956881766299137,2.7338018792601595,4.867755193073375,3.158808002252354,3.5550586870230445,3.6564251558043135,3.932943581517618,,3.97387445997274,0.9189760270292413
32,,,,,,,,,,0.6793986128667294,0.9096146973123254,0.0781535554765599,,,,,,,,,,11.0,7.548849206349206,1.2009958291644671,4.952789822649733,3.01930707217363,3.938552529808746,2.952365599238004,4.793640902991761,3.1643322374474474,3.553691645804764,3.678684821410702,3.878246122885841,,3.984149478472749,0.9089274120026735
33,,,,,,,,,,0.6793986128667294,0.9082646153251517,0.07894635188052915,,,,,,,,,,11.0,7.5217857142857145,1.2365826440183965,4.883492815304867,2.9746002248516445,3.882121441414428,3.1757833143206957,4.72045734096485,3.1860134576796,3.576946360346186,3.7012285958769184,3.820420233208356,,3.99786637186268,0.9078009263231293
34,,,,,,,,,FAILED,0.6793986128667294,0.9069145333379778,0.0804628262530055,,,,,,,,,FAILED,11.0,7.494722222222222,1.2832546045144582,4.811147976440817,2.936114174474534,3.8260615068928336,3.243697824441924,4.650536245329217,3.198880222655816,3.6578268597053087,3.649950793796564,,6.205315839001648,3.9956081776157015,0.9278913568207523
35,,,0.95,,,,,,,,0.9050791034515686,0.08399319214187854,,,7,,,,,,,,7.475351037851039,1.360178102842766,4.754537449894426,2.8952811064404806,,3.410224733230032,4.583773751747501,3.2450961720344367,3.667806614331182,3.660987042931964,3.732680433628338,6.13368206518195,4.0003038182766035,0.8890524906675685
36,,0.9666666666666667,0.95,,,,,,,,0.9026186735651596,0.08770128129699564,,6.0,7,,,,,,,,7.468479853479854,1.4398146473954225,4.688378888140883,,,3.5416175237184677,4.519840999166983,3.254380385746766,3.739163084984812,3.615355310662025,3.69112329285266,6.075332795525599,4.008243223044984,0.850898390748801
37,,0.9666666666666667,0.95,,,0.9666666666666667,,0.9666666666666667,,,0.8999201484406554,0.09165973680643985,,6.0,7,,,6.0,,6,,,7.475894383394383,1.5107388199551528,4.627667805624218,,,3.620916195111168,4.463071564941728,,3.799693661984932,,3.649325170964426,6.00836535479236,4.015734376987357,0.8165244013069524
38,,0.9666666666666667,0.95,,,0.9666666666666667,0.95,0.9666666666666667,,,0.8967454328399604,0.09563492722118899,,6.0,7,,,6.0,7.0,6,,,7.511880341880342,1.558246027291308,4.571632507608835,,,3.714382177848483,4.406777624444667,,,,3.602929178819649,5.948966197812413,4.0422918650934685,0.7850464912573489
39,,0.9666666666666667,0.95,,,0.9666666666666667,0.95,0.9666666666666667,,,0.8933326220011703,0.09978603847893094,,6.0,7,,,6.0,7.0,6,,,7.552628205128205,1.607485889551906,4.513190077525098,,4.290598039157257,3.8277608322543792,4.354132491915066,,,,3.5773978820508257,5.8827847983385775,4.0723730332445545,0.7589376092833662
40,0.7862657419111528,0.9666666666666667,,,0.7862657419111528,0.9666666666666667,0.95,0.9666666666666667,,,0.8883184988229784,0.10338780075312093,9.0,6.0,,,9.0,6.0,7.0,6,,,7.613376068376068,1.6535175367551391,,3.145694723503266,4.236875261040077,3.8735521113776095,,,,,3.5427558178025684,5.82293101775214,4.10493214788392,0.7540925595584519
41,0.7862657419111528,,,,0.7862657419111528,0.9666666666666667,0.95,0.9666666666666667,,,0.887134616362119,0.10453183149315409,9.0,,,,9.0,6.0,7.0,6,,,7.617457264957265,1.6863673043675786,,3.349952577658344,4.188836476658016,3.87757414436281,,3.1867509340361067,,3.7746764650170137,3.5018436687462096,5.766925892213457,4.149058107381211,0.7427381668138664
42,0.7862657419111528,,,,0.7862657419111528,,0.95,,0.95,,0.8850725540042312,0.10538735236408901,9.0,,,,9.0,,7.0,,7,,7.634871794871794,1.7138014234062138,,3.4891839625040597,4.139903608924574,3.977213968303176,,3.196996329162146,4.94421823981822,3.779101958380544,,5.71009355079613,4.213735320867316,0.7283626616737751
43,0.7862657419111528,,,,0.7862657419111528,,,,0.95,,0.883040253551105,0.10673521578849389,9.0,,,,9.0,,,,7,,7.642167277167276,1.7560043707012671,,3.5781683843057435,4.094227956083976,4.031423015805063,4.5115962423972285,3.164991306605783,4.9253562462173575,3.763318682948067,,5.660151202719057,4.238836871663884,0.7116619404454375
44,0.7862657419111528,,,,,,,,0.95,,0.8796045045187242,0.1098393790768183,9.0,,,,,,,,7,,7.658553668553668,1.8159599262548447,4.969822942993461,3.687988715328292,4.048548233495183,4.015244978266947,4.462875985479122,3.168049351853013,4.935172471298235,3.7460344306079527,,5.607732676416076,4.2561506915850345,0.6943346235522742
45,,,,,,,,,0.95,,0.8748828166151258,0.1144981725520063,,,,,,,,,7,,7.684030969030968,1.8921817354020882,4.919439375566182,3.6470476356153214,4.00333641801662,4.018959880781726,4.413134992736324,3.1542551658120543,4.9250945130583546,3.7593561293871214,,5.549377940714518,4.244943700225558,0.6763223548488981
46,,1.0,,,,,,,0.95,,0.8701611287115274,0.11955678061583629,,5.0,,,,,,,7,,7.7095082695082695,1.9767476019877321,4.870748497538262,,3.96212758450782,4.139089480589141,4.365555443869074,3.157518679470829,4.906779388557018,3.7348750030287583,4.19883277102264,5.503963917341997,4.250146502227292,0.6561173251827975
47,,1.0,,,,,,1.0,,0.6163033859661302,0.863246542671485,0.12332541814562036,,5.0,,,,,,5,,12.0,7.771652236652235,2.0392549398249953,4.825419456454719,,3.9274366437979458,4.152953918263984,4.3213854049877005,3.1449931038111885,4.895799179366339,,4.153983550575205,,4.242590329173185,0.6676075120240827
48,,1.0,,,,,,1.0,,0.6163033859661302,0.8562617489751224,0.12594316762395377,,5.0,,,,,,5,,12.0,7.842770562770563,2.0707829361991705,4.779481919091781,,3.886760972917165,4.158600608897957,4.278591102908252,3.2140412348532403,4.883259676163086,,4.113836277131336,,4.242162268419421,0.668149615125224
49,,1.0,0.7898687660598275,,,,0.9666666666666667,1.0,,0.6163033859661302,0.8492769552787598,0.12898305704412039,,5.0,9,,,,6.0,5,,12.0,7.913888888888889,2.1093006742168376,4.731915625766687,,,4.162409596868928,4.2360184505672605,3.184524183112866,,,4.072060723409214,,4.260450526483919,0.6980157441471523
50,,1.0,0.7898687660598275,,,,0.9666666666666667,1.0,,0.6163033859661302,0.8436553786837038,0.13144890900743433,,5.0,9,,,,6.0,5,,12.0,7.979292929292929,2.1303040001722007,4.693460961976356,3.721680739275616,,4.166959671943558,4.194004631941298,3.164664056831534,,,4.032008675297421,,4.280917982690697,0.7313128152008836
51,,,0.7898687660598275,,,0.8232931214082456,0.9666666666666667,1.0,,0.6163033859661302,0.8380338020886479,0.1342586302815943,,,9,,,9.0,6.0,5,,12.0,8.02469696969697,2.184841765424879,4.650714401430389,3.692540270141339,,4.166828619650414,4.153276262462594,,,3.781707582332863,3.9928268306100456,5.898092523160749,4.299749854820224,0.7663582740017575
52,,,0.7898687660598275,,,0.8232931214082456,0.9666666666666667,,,,0.8307128146919311,0.13686946732409602,,,9,,,9.0,6.0,,,,8.065101010101012,2.172331442959758,4.611876147055668,3.807166443278432,,4.16580410331459,4.11472111299098,,,3.853544322252256,3.954660267823092,5.860079493719099,4.328141872925811,0.7665145498543634
53,,,0.7898687660598275,,,0.8232931214082456,0.9666666666666667,,,,0.8233918272952143,0.1398734423782889,,,9,,,9.0,6.0,,,,8.10550505050505,2.1689445591022234,4.570122067788405,3.779507923441404,4.269887800483164,4.163605020834512,4.076473692870867,,5.687064278826845,3.8324426692865474,3.929570109696912,5.8155268181226125,4.333286992127541,0.785485278281342
54,,,,0.95,0.6318863981931138,0.8232931214082456,,,,,0.8133647243416181,0.14214608798418882,,,,7,10.0,9.0,,,,,8.184999999999999,2.15046415324231,4.528507748208095,3.744556477118478,4.236423438252942,,,3.223338034288344,5.678045959494573,3.8956604417668057,3.893018057280628,5.774536469975118,4.331374450365728,0.7724745436059268
55,0.644812466077243,1.0,,0.95,0.6318863981931138,,,,,,0.8046021810783877,0.14284878888500568,10.0,4.0,,7,10.0,,,,,,8.247070707070709,2.1306947353143806,,,4.201673670022909,,,3.293360353565475,5.650459926578557,3.94745885721974,3.857466408458339,5.744057747470947,4.350848922477097,0.7556122168997785
56,0.644812466077243,1.0,,0.95,0.6318863981931138,,,,0.7862657419111528,,0.7971255766863745,0.14251309131038092,10.0,4.0,,7,10.0,,,,9,,8.320050505050505,2.074331344797004,,,4.168365139045863,,,3.347421304268697,5.623262713934916,3.991603807821072,,5.704719601283919,4.3786045029364296,0.7357633368669494
57,0.644812466077243,1.0,,0.95,0.6318863981931138,,,,0.7862657419111528,,0.7912863148752499,0.14245301477519073,10.0,4.0,,7,10.0,,,,9,,8.373030303030301,2.019961200292893,,,4.1372453191383,,4.083788215104012,3.3334554482554086,5.599435551358646,4.030624505869942,,5.664444609959958,4.399507169068855,0.729595695034901
58,0.644812466077243,1.0,,0.95,,,,,0.7862657419111528,,0.7837780763386955,0.1446465384719144,10.0,4.0,,7,,,,,9,,8.434343434343436,1.9810637445172816,,,4.10244293069479,4.652357685877687,4.05006869451098,3.315171286710118,5.570366324239497,4.02650170852486,,5.621943996699131,4.410993814491985,0.7307383529613684
59,0.644812466077243,1.0,,,,,,,0.7862657419111528,,0.7763174568497602,0.14727299486517445,10.0,4.0,,,,,,,9,,8.492799422799422,1.9537674824678946,5.075677163681947,3.705942038090706,4.068806444562953,4.640026165858003,4.020319890774067,3.3634707341744523,5.546016817344011,4.050494968093418,,5.597030091987862,4.42368652599871,0.7238929595211112
60,,,,,,,,0.8241067939934003,0.7862657419111528,,0.764928595133316,0.14843324787900872,,,,,,,,8,9,,8.578755411255411,1.8423461895463158,5.042685713651669,3.6782776182392953,4.036960797610647,4.643285402311465,3.9888644429017694,3.405243238829547,5.519961443272663,,4.246984579660021,5.559461979264619,4.418320351554116,0.7082942083524247
61,,,,,,,,0.8241067939934003,,,0.7541759125498281,0.15058129591735545,,,,,,,,8,,,8.648044733044733,1.7552163078577172,5.006334830582579,3.659287253503767,4.005183387027739,4.7622012876729904,3.9596885665298194,3.4094269199627614,5.486468682795043,,4.214016559433345,5.51520155291802,4.409027067193159,0.7031089148570501
62,,,,,,,,0.8241067939934003,,,0.7434232299663401,0.15308309910541631,,,,,,,,8,,,8.717334054834053,1.6788301579907912,4.975990476128581,3.6326972358133847,3.97338183708414,4.758709820845627,3.933056353553191,3.3976040431271337,5.459211142979813,,4.180095304889089,5.478320025901324,4.387251120353385,0.6989757168121158
63,,,,,,0.8232931214082456,0.8295138459128343,0.8241067939934003,,0.47485011013222017,0.7326705473828523,0.15592163009222565,,,,,,8.0,9.0,8,,11.0,8.786623376623377,1.6147131999723519,4.945509089028129,3.737214495139747,3.947232929689283,4.758227416348066,3.9019416312033166,,,,4.148257661371626,,4.402079894059767,0.7094304107931534
64,,,0.6430641576322632,,,0.8232931214082456,0.8295138459128343,0.8241067939934003,,0.47485011013222017,0.7244681703055186,0.15804917332469134,,,10,,,8.0,9.0,8,,11.0,8.845357142857143,1.5634248238099635,4.911131795790557,3.761286938532844,,4.759856140789499,3.875093495677709,,,4.105411626623667,4.115722787709379,,4.415571049566779,0.7250185299481634
65,,,0.6430641576322632,FAILED,,0.8232931214082456,0.8295138459128343,,,0.47485011013222017,0.715861547115592,0.15886486900293284,,,10,FAILED,,8.0,9.0,,,11.0,8.904999999999998,1.50845855833769,4.877441404001429,3.733684267222037,,,3.8469456596270057,,,4.119699150536108,4.0845914574707365,,4.423904011487236,0.7464494953355723
66,,,0.6430641576322632,,,0.8232931214082456,0.8295138459128343,,,0.47485011013222017,0.7072549239256656,0.16017643916255386,,,10,,,8.0,9.0,,,11.0,8.964642857142858,1.4624347621940166,4.857040959331555,3.7567746134198736,,4.755110074242383,3.8194789663752498,,,4.137589096922736,4.053996119252187,,4.439117225599807,0.7650128996023856
67,,0.821710506555331,0.6430641576322632,,,0.8232931214082456,0.8295138459128343,,,0.47485011013222017,0.6986483007357391,0.16197183819123392,,7.0,10,,,8.0,9.0,,,11.0,9.024285714285714,1.426219413014336,4.824710938954189,,,4.754956931479393,3.796315480715881,3.479287947596499,5.852698444773379,4.150710723947048,4.023735714474025,5.767409874096459,4.450476244601582,0.7864886021223292
68,,0.821710506555331,0.6430641576322632,,,,,,,,0.6907445562273028,0.164615317043866,,7.0,10,,,,,,,,9.050711788211789,1.4699544469280816,4.796696580324118,,4.142908665006056,4.750164281257895,3.776185891241681,3.5229015284934477,5.841973933719448,4.16385884647348,3.9945112339274376,5.739258942882046,4.447401103397823,0.7748191226483931
69,0.47485011013222017,0.821710506555331,,,0.43160919114153434,,,,,,0.6813092555159892,0.16803483330384927,9.0,7.0,,,11.0,,,,,,9.085471195471195,1.5228620203939303,,,4.11324682125636,4.747046042828681,,3.5278015637858653,5.821691842718471,4.170979751982476,3.9654793093891807,5.724664247782791,4.452822776725991,0.7655431897060941
70,0.47485011013222017,0.821710506555331,,,0.43160919114153434,,,,,,0.6752425550895558,0.1672077146115027,9.0,7.0,,,11.0,,,,,,9.12189726939727,1.5678206391069265,,,4.087119793695693,4.746592673548011,,3.518467735169777,5.7999049213075535,4.18868301247282,3.9371270368111015,5.6945786051117,4.45686765509304,0.7564352101661536
71,0.47485011013222017,0.821710506555331,,,0.43160919114153434,,,,,,0.6691758546631223,0.1667246752238122,9.0,7.0,,,11.0,,,,,,9.158323343323342,1.615372927903306,,3.728715906501734,4.066159039257011,4.7283384564598725,4.071291957692601,3.5532245322763063,5.770468758510945,4.198728655726864,3.909377716509247,5.65764458441872,4.461902910127039,0.7405417741697188
72,0.47485011013222017,,,FAILED,,,,,0.628082963190414,,0.6611325056316498,0.1648266781197128,9.0,,,FAILED,,,,,11,,9.19676961926962,1.6412419499767985,,3.753513354247759,4.043012552500039,,4.050904923564937,3.573809259519819,5.757638939338808,4.2063091331892695,,5.628250017736668,4.472989562291117,0.7264592927630855
73,0.47485011013222017,,,,,,,,0.628082963190414,,0.6544073464228504,0.16306753111175337,9.0,,,,,,,,11,,9.218549228549229,1.6529590795007867,5.027334769645727,3.7774981977313975,4.017340835444085,4.716371551650187,4.072668294110615,3.598328603608633,5.7316117756063285,4.2105181196887465,,5.599794575287509,4.486787962021887,0.7093024702779455
74,,,,,,,,0.6502234477999745,0.628082963190414,,0.6476758463333054,0.16173462754892146,,,,,,,,9,11,,9.249419746919745,1.6673131947470272,5.004957942756331,3.801877104606836,4.001705012422814,4.707364409915722,4.052251879588039,3.638155900395128,5.712752528928218,,,5.570222702696305,4.492479704487939,0.6893347228068908
75,,,,,,0.8232931214082456,,0.6502234477999745,0.628082963190414,,0.6426831797056947,0.16082814615023455,,,,,,7.0,,9,11,,9.270290265290265,1.6868553842531848,4.978305548516936,3.8184275303490174,3.9767080709404423,4.704885489805987,4.071357311861124,,5.690805531547687,4.220640031623614,,5.549010361673113,4.499625898561533,0.6724310982505841
76,,,,,,0.8232931214082456,,,0.628082963190414,,0.6357570409753919,0.16025074151494823,,,,,,7.0,,,11,,9.292549672549672,1.694788330997898,4.947581559378127,3.8391810429629447,3.9528039781100657,4.696010950812418,4.051129428269214,,5.668252281188594,4.225486757893487,4.426965668850198,5.514637140954868,4.500923496985559,0.656657504127684
77,,,,,,0.8232931214082456,,,,,0.6271908938382208,0.16022505608430768,,,,,,7.0,,,,,9.30571817071817,1.6973153584838427,4.928484812441004,3.8507706235639927,3.92968400176759,4.685719028164142,4.064635389285964,,5.648539432905771,4.230406348429923,4.398164128805695,5.487923207220758,4.493602826454078,0.6444830677363187
78,,,,,,0.8232931214082456,0.6601588730147958,,,,0.6186247467010498,0.16067767614085238,,,,,,7.0,10.0,,,,9.318886668886668,1.7039336767363185,4.901837404568192,3.865049612215105,3.905335011115408,4.679895948053059,4.038981048787828,,,4.206206161812974,4.370377020375127,5.461361926619036,4.487713701618603,0.6512293632842096
79,,,,FAILED,,0.8232931214082456,0.6601588730147958,,,,0.6115981902265883,0.16200072619410924,,,,FAILED,,7.0,10.0,,,,9.322964257964257,1.7107850800677746,4.879889318413894,3.841896821482123,3.881167636418747,,4.018739507919783,3.760731552996473,,4.203423285817926,4.342716613588594,5.438953859171668,4.48175225471182,0.66228545079761
80,,0.644768170939045,0.45927741328698946,,,,0.6601588730147958,,,0.47665069803057775,0.6070960177320088,0.16729275590825826,,8.0,11,,,,10.0,,,12.0,9.312756132756132,1.7410066433622258,4.850547894551676,,,4.669684979724058,3.9968119071258696,3.7527677489232185,,4.20350675224135,4.315600122655561,,4.487142754984201,0.6772221649675435
81,,0.644768170939045,0.45927741328698946,,,,0.6601588730147958,,,0.47665069803057775,0.6060775767154575,0.17241031392639464,,8.0,11,,,,10.0,,,12.0,9.275411255411255,1.762902913494813,4.822346843824938,,,4.657711816155375,3.9721014907631993,3.731351543188071,,4.188393268999041,4.28895098657604,,4.488864043425424,0.6954171966180409
82,,0.644768170939045,0.45927741328698946,,0.430440699229401,,0.6601588730147958,,,0.47665069803057775,0.6050591356989063,0.17809477705345444,,8.0,11,,10.0,,10.0,,,12.0,9.238066378066378,1.7870178130912384,4.801108746189659,,,4.648583885819451,,3.714689163497828,5.965224569192417,4.187647578537993,4.265120538459507,,4.506004491589334,0.7052956240000197
83,,0.644768170939045,0.45927741328698946,,0.430440699229401,,,,,0.47665069803057775,0.6026208912585644,0.183897732984131,,8.0,11,,10.0,,,,,12.0,9.218145743145744,1.8208075451659624,4.786851799197252,,,4.646648242793666,,3.69819904102204,5.942350851494337,4.188576329368426,4.240037289751804,,4.516000598844481,0.6997429280222955
