iteration,uncertainty
5,0.8318786930797062
6,0.7773116063287189
7,0.7862480005490297
8,0.8648206100111169
9,0.980309361601961
10,0.9937534100570421
11,0.960260768646545
12,0.9595704297873199
13,0.9825736523276619
18,4.966970429521647
19,4.836372650667704
20,4.717987934225774
21,4.649862878850309
22,4.544468315053911
23,4.445211732951134
24,4.3589558168902744
25,4.278387100952884
27,4.15167624106063
28,4.086418858454758
29,4.036645000012222
30,3.997726342838166
31,3.932943581517618
32,3.878246122885841
33,3.8204202332083557
35,3.732680433628338
36,3.69112329285266
37,3.649325170964426
38,3.602929178819649
39,3.5773978820508257
40,3.5427558178025684
41,3.5018436687462096
46,4.19883277102264
47,4.153983550575205
48,4.113836277131336
49,4.072060723409214
50,4.032008675297421
51,3.9928268306100456
52,3.954660267823092
53,3.9295701096969124
54,3.8930180572806283
55,3.857466408458339
60,4.246984579660021
61,4.214016559433345
62,4.180095304889089
63,4.148257661371626
64,4.115722787709379
65,4.0845914574707365
66,4.053996119252187
67,4.023735714474025
68,3.9945112339274376
69,3.9654793093891807
70,3.9371270368111015
71,3.909377716509247
76,4.426965668850198
77,4.398164128805695
78,4.370377020375127
79,4.342716613588594
80,4.315600122655561
81,4.28895098657604
82,4.265120538459507
83,4.240037289751804
84,4.215503317354952
85,4.190791678361852
86,4.166480933785274
91,4.531643983709343
92,4.50728867444405
93,4.4852423539682205
94,4.461533141287205
95,4.440363482214253
96,4.418038692981681
97,4.396524329887522
98,4.375040023781012
99,4.352903621082335
100,4.331303017410159
104,4.637098021650559
105,4.615088169020131
