iteration,target,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,generation_method
1,0.05,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,Prior
2,0.01,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,Sobol
3,0.05,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,Sobol
4,0.04,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,Sobol
5,0.07,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,Sobol
6,0.0,0.9991856687356736,0.3385229312289973,1.6075648164762413,1.5159739844912714,0.6265090708213416,3.5906640835014376,2.0525231113709244,1.560981979958086,2.417268135487997,0.1654000135701717,BoTorch
7,0.0,0.1378483010087203,1.00526890025368,0.5649395031497622,1.173782711477315,2.31513925234273,3.829425370570089,0.514712392651466,1.060014237081797,0.5042345259003599,1.4066032964309865,BoTorch
8,0.0,1.2993322532925542,2.7457474299484077,1.121296362869282,1.13818842352566,1.605432467867587,3.213019830368335,0.1187819067458649,0.1259668436426747,0.6742225941828117,0.6700481305941048,BoTorch
9,0.0,1.377182130414625,0.8001235045722827,2.6508635994515544,0.8080432182770637,0.8929194591081766,4.670237483773612,1.622104425545973,1.4020146183991355,0.0,1.118075873412122,BoTorch
10,0.0,1.228691620078341,1.6987889352575467,0.0,0.443711699556553,0.5668407455894304,4.791235988534224,0.5193652730196,2.494418463673575,0.8688714430129538,1.7594574727736634,BoTorch
11,0.0,1.368204764672888,0.6602488819429715,0.8315269865735485,0.39505381905641,2.438359884599092,3.921570509033949,0.0673432718560223,0.0,1.2758622645648054,1.1967818643299637,BoTorch
12,0.0,0.2373711338267621,0.84561625770707,1.7564376590229165,0.0,0.8091283163333124,3.6306897804007647,0.1876868244895836,1.210813878970379,0.6498488785437886,0.0,BoTorch
13,0.0,0.2590862147000915,0.0,0.5666716700337816,1.3172281775779426,0.8320071840914255,4.426502403496352,0.2697904732669379,1.5948889552739909,1.1206185795010646,0.9268820898116636,BoTorch
14,0.1,0.9769183823605722,0.0356391017253877,0.1724575083324465,0.0577534830887144,0.3619691069999239,3.224675761794744,0.0932740266744726,0.0,0.3540744637658097,0.4666318221137129,BoTorch
