iteration,target,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,generation_method
1,0.05,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,Prior
2,0.01,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,Sobol
3,0.05,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,Sobol
4,0.04,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,Sobol
5,0.07,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,Sobol
6,0.0,0.263584233559174,1.2321073926755437,0.3763922922092191,1.9174631971385157,4.065985500709531,4.634073098732959,0.0,0.7194351519053798,0.505261010684571,0.6282365773157854,BoTorch
7,0.0,1.5503478927353205,1.0600067302834006,0.5598874706216543,1.7811284838909145,0.8487133846746162,4.815344064339305,0.6967124317282835,1.9802175037238576,0.7803022251781269,0.6416855159793172,BoTorch
8,0.0,0.6750581268593991,2.423132033449038,0.981570202914259,2.4710025114984533,0.5619851497523424,3.794511631614133,0.3141517857642099,0.974981123928656,2.2336772564912,1.1685645295143794,BoTorch
9,0.0,0.0,0.9520462622383172,1.6104842064142433,2.1310064212259667,1.6883333590819385,3.782540246309619,2.250698571559853,0.3531607707649432,1.603890525314934,0.0,BoTorch
10,0.0,1.2056532264477295,0.2201508427755406,0.0,0.4783227011625328,1.4527644257368253,3.456985974062522,0.143959250920427,1.1113155895911038,0.5330025341583282,2.278875108774698,BoTorch
11,0.0,0.9759361229916595,1.535218599610766,2.76159057147133,0.3466468576185234,2.036885284091478,3.784202786434301,0.7409524309899116,0.3984339065035178,1.1858960251583477,0.667136559001995,BoTorch
12,0.04,0.2454851698330148,0.954092889733942,0.9410363636089508,0.0,0.4275220601372969,3.5737834900874805,0.0,0.3140882925485661,0.0,0.0003264152551655,BoTorch
13,0.0,0.3818388504833336,2.405345516492976,0.0346052716392338,1.9960966183238056,2.495761810020718,3.4024476951229405,1.0576723615176424,0.4995295603661964,0.6146084459762519,0.1694630056197231,BoTorch
14,0.07,0.6138775593693395,0.0667362182155863,0.1182585678375138,0.0021966052445182,1.2696852216761978,3.804199153762307,0.0,0.0,0.8191898458972657,0.0903875388015299,BoTorch
