iteration,target,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,generation_method
1,0.05,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,Prior
2,0.01,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,Sobol
3,0.05,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,Sobol
4,0.04,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,Sobol
5,0.07,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,Sobol
6,0.0,0.1260832960776794,0.8117848323078238,2.560217552944319,2.363646866465044,0.3845362839183044,4.535614131070949,0.9274686645653888,2.2308479360167355,1.3113633065039425,0.0994951779312902,BoTorch
7,0.0,1.4361953517456525,2.379228157829421,3.1338745179166234,0.4506029969705167,1.6659844561338837,5.0,0.0559489302371326,0.0572216434299356,0.7852079209618947,1.2330336113993143,BoTorch
8,0.0,1.0587061999606435,1.2621233471600903,2.312659469570294,0.5193991328802171,2.5236197233764277,3.0523095468896457,0.3238459673199392,0.3258649758178125,1.3465018081360536,1.5419664767658992,BoTorch
9,0.0,0.3152780069322897,1.830119865283144,4.117043720970997,0.0658012276113076,0.0847093542884634,3.671713926823864,0.254494971715015,0.8248300725336167,0.5606321370470628,0.8516843415574692,BoTorch
10,0.0,0.3198230439940992,0.0527479187617591,0.7045646680910088,0.0,2.145952239582582,3.92034065726077,0.0,0.4596793637756216,1.6583428446734554,0.5016916048966066,BoTorch
11,0.0,1.6822997636408568,0.0,0.7866998270937562,0.2594941022345442,1.2737000924783126,4.069727187189409,1.5395492419611383,1.3099633757475204,0.9339059992401793,1.0084203870298096,BoTorch
12,0.0,1.649983704483779,0.1973865013280141,1.5511541969879965,2.894523685430995,0.8897670522005129,4.71698299403058,0.1455309230163302,0.6610638213103159,1.2678853488906503,0.0,BoTorch
13,0.12,0.4359623256866943,0.7217735616566829,0.6146457567739437,0.2806007491532042,0.7012437545095731,3.272323440540437,0.0,0.0,0.0824510400971791,0.0,BoTorch
14,0.0,1.429148176404338,1.4238012807571223,2.48288326909981,0.2129036057635439,0.003306648721256,4.801774448040582,1.283864170646146,0.6843528362911756,0.8336517273396881,1.596720162799616,BoTorch
