iteration,target,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,generation_method
1,0.05,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,Prior
2,0.01,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,Sobol
3,0.05,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,Sobol
4,0.04,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,Sobol
5,0.07,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,Sobol
6,0.0,1.1404319152909224,2.265257700212494,0.8490890128515507,2.3840678300084304,0.7688561180989473,4.601515090030995,0.5455660149946182,0.0,0.2978701270633022,0.491173623659156,BoTorch
7,0.0,0.890355544386564,0.2354056998658442,1.7007309012312033,1.9644293834660644,0.0323383975911416,3.958944884154536,0.0489170956011007,1.894353490866591,1.1193803058020704,0.2289313366423731,BoTorch
8,0.0,0.155775182877372,0.387861684852024,2.152361488868123,1.4000733352958847,0.8092509174298058,4.982377803257744,2.0832355112055105,0.988581121629542,0.4519192867216474,1.0945961671341655,BoTorch
9,0.0,0.0697627882460697,2.530594144841781,2.806792864212337,1.574238255472124,1.188034190030364,3.489004816389707,0.0,0.6680710379638917,0.3028288753099084,0.3688853751560239,BoTorch
10,0.0,0.1733524137815327,0.13032427542045,1.2783519324201738,0.7245096749408803,0.9264532947363148,3.294146874062974,1.6111071486781978,0.0,0.0,0.6027359767154654,BoTorch
11,0.0,0.3159487144865106,1.901394411110647,0.0183514911827786,0.509608208066643,2.142348029544596,4.68475401296913,0.5037901093625893,1.8704959174336369,0.7417561303992121,0.4343475506787537,BoTorch
12,0.0,0.2605585279814771,0.4973908389410474,0.0345212359074167,0.6710624392815568,0.3924416954258842,4.931697968293759,1.112326320523948,2.0448057181192287,1.2943594926339717,0.4485225564947845,BoTorch
13,0.0,1.9449872305719715,1.1535807732741337,0.0,0.5006405349743905,0.8978459466400861,3.339753833658361,0.6170647505222477,0.1420470012195906,0.0,0.9985432644632196,BoTorch
14,0.03,0.2994179164057299,0.4815694586853047,1.1823916403205232,0.0350135332554917,0.2597614257428778,3.2041701113628287,0.0,0.2453049663960382,0.0393641974357556,0.1885347198097833,BoTorch
