iteration,target,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,generation_method
1,0.05,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,Prior
2,0.01,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,Sobol
3,0.05,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,Sobol
4,0.04,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,Sobol
5,0.07,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,Sobol
6,0.0,0.4278295882011763,2.3969855012874706,2.436614816587407,0.9679480717598828,1.5294283764457537,3.283501688978725,0.4658425428365312,0.1520510064651686,0.4745015928242443,0.1303188599342972,BoTorch
7,0.0,2.312287098520456,0.7975568197129884,1.909030912937356,2.309392973647788,0.3713038831861256,4.945852633131105,0.2022977566762812,0.8007346053266712,0.8783504965752843,1.8339019540507364,BoTorch
8,0.0,1.2078419934290237,0.3603031691686991,2.2267230880396203,0.0426156409807514,0.3398800627779207,3.5915824892930592,0.7838327751159349,0.4126411780255751,1.719172949776924,0.9845893167111772,BoTorch
9,0.0,0.0977089244925248,0.146899621726937,0.9745029841925168,1.011522752827081,1.484053041626562,4.087439034009845,0.2646173578609691,0.9952524876962492,1.2138265042945882,0.5606542434296893,BoTorch
10,0.0,1.4880194866994017,0.302909451418942,0.4200240920092843,0.7889989783601288,2.283163890971471,3.3371787623266425,2.044919785760376,1.4566381650673037,0.2217325412239357,0.3118972740491226,BoTorch
11,0.0,2.031371059560018,3.906506200367304,1.2507884022361295,0.7704213007453432,0.1958723340321009,3.498800907083135,0.8685044517825414,1.0474312365608656,0.3823549869757324,0.8106736472100466,BoTorch
12,0.0,1.8922333851916409,2.296817753499695,1.3321221806048464,1.598779578307744,2.233313802502129,3.91376164030823,1.3575585919836464,1.1074022466073723,1.7499914628835211,0.2761938617978308,BoTorch
13,0.01,0.4826979249571316,1.5732831090601629,0.6462930443151559,0.0849834114104045,1.0715648474715431,4.150120574080221,0.0,0.2944374346511272,0.0,0.0,BoTorch
14,0.0,1.5904324638267782,0.5737091741313521,1.9650310085873324,2.6323346059341803,1.2365712480192446,4.20726123765939,1.30480940615146,0.2640691763006349,0.2198788766589754,0.9054514773204744,BoTorch
