iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target
1,0.25,0.5,0.25,0.25,0.25,3.4000000000000004,0.25,0.5,0.75,0.25,0.05
2,0.5,0.25,0.5,0.75,0.0,1.2,0.0,0.5,0.5,0.75,0.01
3,0.75,0.5,0.25,0.5,0.0,3.4000000000000004,0.0,0.75,0.25,0.25,0.05
4,0.0,0.5,0.25,0.5,0.0,3.4000000000000004,0.5,0.5,0.75,0.5,0.04
5,0.25,0.5,0.75,0.0,0.75,3.6,0.25,0.0,0.25,0.25,0.07
6,2.5,0.0,0.0,1.25,0.0,5.0,2.5,3.75,1.25,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
8,1.25,1.25,1.25,0.0,0.0,5.0,0.0,0.0,2.5,1.25,0.0
9,1.25,0.0,0.0,0.0,1.25,5.0,0.0,0.0,3.75,0.0,0.0
10,0.0,0.0,2.5,1.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,5.0,3.75,0.0,1.25,2.5,0.0
12,3.75,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.25,0.02
13,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,2.5,0.04
14,1.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.03
15,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,0.0,0.01
16,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.03
17,0.0,0.0,0.0,0.0,1.25,5.0,0.0,0.0,1.25,0.0,0.08
18,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.25,1.25,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
20,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
21,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
22,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
23,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
24,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
25,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
26,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
27,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
28,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
29,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
30,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
31,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
32,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
33,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
34,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
35,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
36,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
37,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
38,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
39,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
40,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
41,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
42,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
43,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.25,0.0,0.14
